evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected,group,az
20200706_2254,-5.69,110.55,535.0,C1.LL02.,-43.191,-71.848,131.071,1592.368,1612.696,1618.849,317.0,4.056,0.31,0.111,0.119,0.144,0.133,0.6,1.5,0.693,0.56,0.0,0.846,0.846,0.3,0.749,0.846,0.2,0.749,0.846,-0.1,0.766,0.846,-0.1,0.764,0.846,0,-1.0,177.69
20200706_2254,-5.69,110.55,535.0,NU.CRIN.,12.697,-87.021,161.306,1763.69,1815.658,1833.161,318.0,2.446,0.229,0.234,0.165,0.174,0.211,-1.1,-4.8,0.659,-0.893,-9.2,0.546,0.546,-1.7,0.701,0.546,-2.2,0.692,0.546,-2.1,0.689,0.546,-1.9,0.696,0.546,0,-1.0,66.286
20200706_2254,-5.69,110.55,535.0,MX.TLIG.,17.563,-98.566,149.174,1698.505,1736.153,1748.287,319.0,5.684,0.621,0.576,0.588,0.592,0.584,1.1,1.1,0.784,0.665,0.7,0.73,0.73,0.4,0.782,0.73,-0.2,0.75,0.73,0.0,0.747,0.73,0.4,0.774,0.73,1,-1.0,64.656
20200706_2254,-5.69,110.55,535.0,CI.HAR.,35.011,-117.299,127.144,1567.936,1585.213,1590.393,320.0,3.087,0.627,0.594,0.6,0.601,0.6,0.0,0.2,0.852,0.92,-0.1,0.698,0.698,0.2,0.731,0.698,-0.1,0.724,0.698,0.1,0.729,0.698,0.0,0.725,0.698,1,1.0,49.588
20200706_2254,-5.69,110.55,535.0,ZC.CADR.,19.667,-69.94,166.015,1787.73,1845.789,1865.654,321.0,1.957,0.057,0.07,0.068,0.053,0.056,-2.0,1.7,0.228,-0.53,-2.5,0.833,0.833,-2.4,0.859,0.833,-2.4,0.86,0.833,-2.6,0.858,0.833,-2.6,0.859,0.833,0,-1.0,1.846
20200706_2254,-5.69,110.55,535.0,C1.AC04.,-28.205,-71.074,146.069,1681.059,1715.377,1726.314,322.0,1.218,0.298,0.244,0.249,0.275,0.273,0.3,1.3,0.746,0.653,0.1,0.55,0.55,-2.7,0.514,0.55,-2.7,0.52,0.55,-2.8,0.542,0.55,-2.8,0.535,0.55,0,-1.0,177.461
20200706_2254,-5.69,110.55,535.0,BK.SCOT.00,41.392,-122.854,120.704,1526.791,1539.642,1543.455,323.0,2.961,0.439,0.371,0.367,0.359,0.36,1.2,-2.9,0.589,-0.581,0.3,0.449,0.449,0.8,0.454,0.449,0.5,0.469,0.449,0.7,0.439,0.449,0.7,0.441,0.449,0,-1.0,44.471
20200706_2254,-5.69,110.55,535.0,BK.TWIT.00,38.097,-121.683,122.736,1539.922,1554.088,1558.303,324.0,0.772,0.24,0.205,0.217,0.221,0.218,1.2,-4.1,0.635,-0.673,5.3,0.44,0.44,-8.7,0.401,0.44,-8.7,0.394,0.44,-8.6,0.386,0.44,-8.6,0.389,0.44,0,-1.0,47.689
20200706_2254,-5.69,110.55,535.0,CI.BHP.,33.991,-118.362,126.703,1565.162,1582.111,1587.188,325.0,1.733,0.374,0.4,0.403,0.401,0.404,0.0,-0.1,0.724,0.784,-0.1,0.763,0.763,0.1,0.785,0.763,-0.1,0.796,0.763,-0.1,0.797,0.763,0.0,0.792,0.763,0,-1.0,51.181
20200706_2254,-5.69,110.55,535.0,C1.BI05.,-36.748,-73.191,137.418,1630.796,1656.59,1664.578,326.0,2.359,0.44,0.436,0.441,0.471,0.473,1.6,1.5,0.948,0.93,1.5,0.653,0.653,1.6,0.594,0.653,1.6,0.602,0.653,1.3,0.634,0.653,1.3,0.632,0.653,1,4.0,175.596
20200706_2254,-5.69,110.55,535.0,C1.MT05.,-33.392,-70.738,140.899,1651.319,1680.396,1689.504,327.0,1.985,0.319,0.435,0.427,0.404,0.412,1.0,0.9,0.85,0.812,-1.9,0.789,0.789,-0.5,0.93,0.789,-0.6,0.931,0.789,-1.1,0.926,0.789,-1.0,0.926,0.789,0,-1.0,178.308
20200706_2254,-5.69,110.55,535.0,C1.MT07.,-32.976,-71.016,141.305,1653.69,1683.163,1692.407,328.0,2.755,0.297,0.359,0.358,0.364,0.363,2.5,3.0,0.869,0.859,-0.6,0.774,0.774,1.6,0.749,0.774,1.5,0.753,0.774,1.0,0.769,0.774,1.1,0.767,0.774,1,4.0,177.914
20200706_2254,-5.69,110.55,535.0,YB.MOJS.00,34.773,-115.744,128.412,1575.876,1594.116,1599.597,329.0,0.331,0.037,0.031,0.032,0.033,0.033,10.1,-4.1,0.591,-0.99,-8.9,0.494,0.494,-8.4,0.483,0.494,-8.8,0.489,0.494,-8.7,0.49,0.494,-8.6,0.487,0.494,0,-1.0,49.231
20200706_2254,-5.69,110.55,535.0,CI.GRA.,36.996,-117.366,126.321,1562.756,1579.424,1584.414,330.0,3.115,0.539,0.514,0.502,0.507,0.514,-0.2,-0.1,0.969,0.976,-0.6,0.804,0.804,-0.3,0.825,0.804,-0.6,0.803,0.804,-0.5,0.808,0.804,-0.4,0.808,0.804,1,1.0,47.336
20200706_2254,-5.69,110.55,535.0,CX.PB08.,-20.141,-69.153,154.167,1725.904,1769.197,1783.421,331.0,6.259,0.351,0.355,0.354,0.339,0.345,0.1,0.7,0.863,0.714,-0.4,0.785,0.785,0.0,0.746,0.785,0.0,0.741,0.785,-0.6,0.716,0.785,-0.5,0.73,0.785,1,-1.0,-179.37
20200706_2254,-5.69,110.55,535.0,C1.TA02.,-20.271,-70.131,154.031,1725.167,1768.301,1782.465,332.0,1.9,0.204,0.221,0.22,0.222,0.223,-8.4,-4.2,0.585,-0.91,-1.1,0.734,0.734,-0.5,0.588,0.734,-0.5,0.591,0.734,-1.1,0.609,0.734,-1.1,0.612,0.734,0,-1.0,178.564
20200706_2254,-5.69,110.55,535.0,PR.OBIP.,18.043,-66.606,167.339,1794.365,1854.182,1874.747,333.0,1.06,0.315,0.256,0.261,0.268,0.265,-8.6,-4.1,0.555,-0.849,-0.2,0.737,0.737,-1.0,0.731,0.737,-1.0,0.745,0.737,-1.1,0.757,0.737,-1.1,0.755,0.737,0,-1.0,-11.978
20200706_2254,-5.69,110.55,535.0,BK.LIND.00,36.353,-119.057,125.318,1556.407,1572.351,1577.115,334.0,0.755,0.222,0.103,0.139,0.134,0.132,-3.7,5.3,0.229,0.047,1.3,0.555,0.555,1.9,0.576,0.555,1.6,0.567,0.555,1.7,0.564,0.555,1.8,0.568,0.555,0,-1.0,48.72
20200706_2254,-5.69,110.55,535.0,CI.CIA.,33.402,-118.415,126.867,1566.196,1583.267,1588.382,335.0,3.548,0.496,0.497,0.5,0.501,0.504,-2.2,-1.4,0.846,0.799,-0.7,0.578,0.578,-0.4,0.618,0.578,-0.7,0.605,0.578,-0.6,0.61,0.578,-0.5,0.608,0.578,1,1.0,51.888
20200706_2254,-5.69,110.55,535.0,BK.YBH.00,41.732,-122.71,120.677,1526.616,1539.45,1543.258,336.0,0.32,0.014,0.024,0.026,0.026,0.027,-13.2,3.1,0.077,-0.98,-8.4,0.451,0.451,-7.9,0.391,0.451,-8.3,0.384,0.451,-8.1,0.384,0.451,-8.1,0.388,0.451,0,-1.0,44.058
20200706_2254,-5.69,110.55,535.0,CI.ADO.,34.55,-117.434,127.214,1568.378,1585.708,1590.904,337.0,3.695,0.447,0.448,0.429,0.441,0.439,-0.4,-0.5,0.73,0.731,-0.9,0.683,0.683,-0.6,0.695,0.683,-0.9,0.679,0.683,-0.7,0.685,0.683,-0.8,0.683,0.683,1,1.0,50.176
20200706_2254,-5.69,110.55,535.0,CM.PRV.00,13.376,-81.364,165.969,1787.498,1845.496,1865.336,338.0,6.255,0.618,0.619,0.631,0.631,0.633,1.4,1.0,0.891,0.861,1.6,0.765,0.765,0.5,0.866,0.765,0.3,0.898,0.765,0.3,0.905,0.765,0.3,0.891,0.765,1,-1.0,55.024
20200706_2254,-5.69,110.55,535.0,1P.LSMN.,-49.039,-72.223,125.218,1555.774,1571.647,1576.389,339.0,1.342,0.166,0.17,0.171,0.18,0.176,0.2,-0.4,0.37,0.336,-0.7,0.98,0.98,-0.6,0.979,0.98,-0.6,0.98,0.98,-0.7,0.983,0.98,-0.7,0.982,0.98,0,-1.0,177.781
20200706_2254,-5.69,110.55,535.0,BK.MOGU.00,41.831,-122.421,120.84,1527.674,1540.611,1544.45,340.0,3.326,0.409,0.397,0.405,0.402,0.403,2.1,1.9,0.845,0.91,1.2,0.683,0.683,2.0,0.719,0.683,1.6,0.709,0.683,1.9,0.704,0.683,1.8,0.704,0.683,1,1.0,43.855
20200706_2254,-5.69,110.55,535.0,C.GO07.,-43.114,-73.664,131.046,1592.216,1612.524,1618.671,341.0,1.437,0.276,0.271,0.279,0.28,0.271,-1.7,-1.4,0.857,0.862,-2.4,0.832,0.832,-2.2,0.882,0.832,-2.2,0.882,0.832,-2.5,0.883,0.832,-2.5,0.885,0.832,0,-1.0,175.938
20200706_2254,-5.69,110.55,535.0,LD.NCB.,43.973,-74.223,141.487,1654.749,1684.401,1693.707,342.0,9.149,0.746,0.74,0.743,0.745,0.746,1.0,1.1,0.913,0.852,0.0,0.859,0.859,0.3,0.858,0.859,0.2,0.859,0.859,-0.2,0.861,0.859,-0.2,0.863,0.859,1,0.0,5.485
20200706_2254,-5.69,110.55,535.0,CI.DPP.,32.999,-116.942,128.163,1574.318,1592.366,1597.787,343.0,2.593,0.342,0.357,0.349,0.355,0.359,-0.6,-1.0,0.506,0.237,4.4,0.589,0.589,4.8,0.564,0.589,4.4,0.578,0.589,4.6,0.579,0.589,4.7,0.575,0.589,1,1.0,51.806
20200706_2254,-5.69,110.55,535.0,PY.BPH06.,33.611,-116.452,128.319,1575.293,1593.461,1598.92,344.0,5.335,0.465,0.508,0.496,0.501,0.499,-0.9,-1.0,0.878,0.856,-1.5,0.36,0.36,-0.9,0.398,0.36,-1.3,0.398,0.36,-1.1,0.401,0.36,-1.1,0.394,0.36,0,-1.0,50.888
20200706_2254,-5.69,110.55,535.0,ZC.SODR.,19.752,-70.576,165.895,1787.127,1845.027,1864.83,345.0,1.208,0.3,0.308,0.309,0.306,0.305,0.7,0.4,0.824,0.58,0.7,0.622,0.622,0.8,0.599,0.622,0.7,0.6,0.622,0.5,0.605,0.622,0.5,0.603,0.622,0,-1.0,4.21
20200706_2254,-5.69,110.55,535.0,BK.LCOW.00,40.643,-122.185,121.45,1531.628,1544.954,1548.911,346.0,6.529,0.589,0.61,0.609,0.607,0.61,0.2,0.3,0.814,0.925,-0.2,0.721,0.721,0.2,0.766,0.721,0.1,0.77,0.721,0.2,0.77,0.721,0.3,0.77,0.721,1,1.0,45.061
20200706_2254,-5.69,110.55,535.0,C1.AY03.,-47.253,-72.591,126.984,1566.931,1584.089,1589.232,347.0,4.289,0.275,0.287,0.288,0.281,0.283,0.5,0.8,0.858,0.845,0.5,0.625,0.625,0.3,0.617,0.625,0.3,0.616,0.625,0.2,0.618,0.625,0.2,0.616,0.625,0,-1.0,177.339
20200706_2254,-5.69,110.55,535.0,BK.BRIB.01,37.919,-122.153,122.452,1538.094,1552.072,1556.229,348.0,7.384,0.543,0.433,0.459,0.458,0.458,1.1,1.8,0.639,0.76,1.7,0.763,0.763,1.7,0.76,0.763,1.6,0.756,0.763,1.6,0.766,0.763,1.7,0.759,0.763,1,1.0,48.042
20200706_2254,-5.69,110.55,535.0,C1.VA02.,-27.16,-109.435,129.28,1581.282,1600.192,1605.886,349.0,1.798,0.189,0.167,0.165,0.161,0.162,-0.7,-0.6,0.848,0.909,-7.7,0.236,0.236,-1.6,0.274,0.236,-1.7,0.291,0.236,-1.7,0.303,0.236,-1.6,0.292,0.236,0,-1.0,132.499
20200706_2254,-5.69,110.55,535.0,BK.ORV.00,39.555,-121.5,122.341,1537.377,1551.281,1555.415,350.0,3.584,0.591,0.524,0.526,0.529,0.528,-0.8,-0.1,0.868,0.893,-0.1,0.73,0.73,0.1,0.738,0.73,0.0,0.702,0.73,0.2,0.713,0.73,0.1,0.713,0.73,1,1.0,46.017
20200706_2254,-5.69,110.55,535.0,IM.PD31.,42.767,-109.558,128.758,1578.033,1596.538,1602.103,351.0,4.397,0.608,0.631,0.637,0.639,0.635,0.5,0.4,0.779,0.822,-0.1,0.846,0.846,0.3,0.863,0.846,0.0,0.863,0.846,0.1,0.858,0.846,0.1,0.858,0.846,1,1.0,37.288
20200706_2254,-5.69,110.55,535.0,PM.ROSA.,38.721,-28.247,130.251,1587.304,1606.976,1612.916,352.0,1.466,0.047,0.08,0.109,0.111,0.104,2.3,5.0,0.497,-0.766,0.6,0.566,0.566,0.8,0.491,0.566,8.1,0.492,0.566,8.1,0.496,0.566,8.1,0.494,0.566,0,-1.0,-42.269
20200706_2254,-5.69,110.55,535.0,CI.EDW2.,34.881,-117.994,126.664,1564.919,1581.84,1586.909,353.0,4.53,0.665,0.647,0.642,0.652,0.656,-0.8,-0.2,0.829,0.851,-0.4,0.835,0.835,-0.1,0.87,0.835,-0.5,0.855,0.835,-0.3,0.862,0.835,-0.3,0.86,0.835,1,1.0,50.008
20200706_2254,-5.69,110.55,535.0,CI.DAW.,36.271,-117.592,126.44,1563.508,1580.264,1585.28,354.0,3.363,0.587,0.58,0.571,0.574,0.574,-0.2,-0.2,0.909,0.901,-0.5,0.672,0.672,-0.2,0.672,0.672,-0.5,0.649,0.672,-0.3,0.656,0.672,-0.4,0.652,0.672,1,1.0,48.253
20200706_2254,-5.69,110.55,535.0,CI.CLC.,35.816,-117.598,126.612,1564.592,1581.475,1586.531,355.0,3.464,0.48,0.477,0.489,0.484,0.485,-1.1,0.3,0.712,0.784,0.7,0.577,0.577,1.0,0.607,0.577,0.7,0.613,0.577,0.8,0.613,0.577,0.8,0.611,0.577,1,1.0,48.776
20200706_2254,-5.69,110.55,535.0,CI.CHN.,33.999,-117.68,127.227,1568.459,1585.799,1590.998,356.0,3.065,0.358,0.388,0.364,0.378,0.377,-1.4,-1.5,0.845,0.931,-1.8,0.523,0.523,-1.5,0.592,0.523,-1.9,0.583,0.523,-1.6,0.585,0.523,-1.7,0.583,0.523,1,1.0,50.914
20200706_2254,-5.69,110.55,535.0,C1.AP01.,-18.371,-70.342,155.923,1735.348,1780.707,1795.71,357.0,0.736,-0.005,0.037,0.033,0.027,0.03,1.1,1.0,0.884,0.807,7.6,0.476,0.476,1.3,0.59,0.476,1.3,0.568,0.476,0.8,0.478,0.476,0.8,0.5,0.476,0,-1.0,177.961
20200706_2254,-5.69,110.55,535.0,BK.TCHL.00,35.688,-120.401,124.541,1551.47,1566.866,1571.46,358.0,2.793,0.52,0.424,0.464,0.456,0.454,0.9,4.4,0.693,-0.784,0.5,0.695,0.695,0.9,0.652,0.695,0.5,0.642,0.695,0.8,0.643,0.695,0.8,0.647,0.695,1,1.0,49.958
20200706_2254,-5.69,110.55,535.0,YB.MOJE.00,34.7,-116.082,128.185,1574.459,1592.524,1597.951,359.0,3.876,0.415,0.496,0.463,0.47,0.467,-1.2,-0.6,0.728,0.784,-1.5,0.4,0.4,-1.0,0.42,0.4,-1.4,0.427,0.4,-1.2,0.431,0.4,-1.2,0.425,0.4,0,-1.0,49.457
20200706_2254,-5.69,110.55,535.0,PM.PMOZ.,32.823,-17.197,124.447,1550.874,1566.205,1570.779,360.0,1.339,0.246,0.233,0.205,0.214,0.22,-3.0,-3.3,0.499,0.392,0.9,0.45,0.45,0.1,0.486,0.45,0.4,0.479,0.45,0.3,0.479,0.45,0.2,0.483,0.45,0,-1.0,-53.673
20200706_2254,-5.69,110.55,535.0,YB.MOJH.00,34.716,-115.986,128.252,1574.873,1592.989,1598.432,361.0,4.109,0.477,0.501,0.493,0.49,0.49,-0.1,0.6,0.64,0.644,0.1,0.464,0.464,0.6,0.44,0.464,0.3,0.446,0.464,0.4,0.453,0.464,0.4,0.444,0.464,0,-1.0,49.399
20200706_2254,-5.69,110.55,535.0,1P.ELCH.,-49.339,-72.883,124.89,1553.69,1569.33,1574.0,362.0,2.22,0.234,0.299,0.299,0.294,0.297,0.6,0.7,0.541,0.634,0.2,0.757,0.757,0.6,0.757,0.757,0.6,0.753,0.757,0.5,0.746,0.757,0.4,0.747,0.757,0,-1.0,177.28
20200706_2254,-5.69,110.55,535.0,NM.UTMT.01,36.35,-88.864,144.552,1672.428,1705.161,1715.541,363.0,5.228,0.732,0.81,0.8,0.793,0.789,1.0,1.1,0.942,0.894,0.0,0.87,0.87,0.2,0.9,0.87,0.0,0.896,0.87,-0.4,0.895,0.87,-0.4,0.897,0.87,1,0.0,27.315
20200706_2254,-5.69,110.55,535.0,CI.BOM.,33.365,-115.73,128.97,1579.354,1598.023,1603.64,364.0,2.422,0.351,0.438,0.429,0.428,0.432,-1.1,0.2,0.798,0.58,-0.6,0.627,0.627,-0.1,0.621,0.627,-0.4,0.603,0.627,-0.3,0.61,0.627,-0.2,0.614,0.627,1,1.0,50.885
20200706_2254,-5.69,110.55,535.0,CI.DAN.,34.637,-115.381,128.74,1577.919,1596.411,1601.972,365.0,3.606,0.661,0.687,0.67,0.675,0.679,-0.5,-0.4,0.968,0.901,-0.9,0.787,0.787,-0.3,0.772,0.787,-0.7,0.779,0.787,-0.6,0.781,0.787,-0.5,0.776,0.787,1,1.0,49.236
20200706_2254,-5.69,110.55,535.0,BK.DMOR.00,40.71,-123.703,120.353,1524.51,1537.14,1540.886,366.0,3.44,0.547,0.439,0.476,0.484,0.476,0.0,0.3,0.759,0.821,-0.1,0.86,0.86,0.0,0.927,0.86,-0.1,0.936,0.86,-0.1,0.918,0.86,-0.1,0.926,0.86,1,1.0,45.48
20200706_2254,-5.69,110.55,535.0,CI.HMT2.,33.708,-117.002,127.858,1572.415,1590.23,1595.578,367.0,5.576,0.64,0.591,0.589,0.596,0.604,-1.0,-0.6,0.852,0.835,-1.2,0.805,0.805,-0.8,0.833,0.805,-1.1,0.83,0.805,-1.0,0.833,0.805,-0.9,0.83,0.805,1,1.0,50.993
20200706_2254,-5.69,110.55,535.0,NA.SABW.,17.628,-63.231,166.604,1790.689,1849.528,1869.702,368.0,0.929,0.343,0.303,0.308,0.305,0.302,0.7,0.6,0.386,0.462,0.1,0.903,0.903,-0.6,0.669,0.903,-0.6,0.696,0.903,-0.7,0.739,0.903,-0.7,0.712,0.903,0,-1.0,-25.654
20200706_2254,-5.69,110.55,535.0,1P.PEN2.,-49.23,-74.106,124.93,1553.943,1569.611,1574.29,369.0,2.56,0.037,0.151,0.149,0.115,0.117,0.5,0.0,0.898,0.816,-0.1,0.676,0.676,0.0,0.622,0.676,-0.1,0.624,0.676,-0.2,0.642,0.676,-0.1,0.64,0.676,0,-1.0,176.302
20200706_2254,-5.69,110.55,535.0,BK.HAYF.00,40.523,-123.232,120.754,1527.114,1539.996,1543.818,370.0,5.422,0.416,0.438,0.432,0.424,0.425,1.3,-3.4,0.715,-0.416,6.3,0.49,0.49,0.9,0.486,0.49,6.1,0.468,0.49,0.8,0.464,0.49,0.9,0.469,0.49,0,-1.0,45.534
20200706_2254,-5.69,110.55,535.0,ZC.REDR.00,19.271,-71.712,166.241,1788.87,1847.228,1867.212,371.0,1.17,0.14,0.156,0.153,0.146,0.144,-2.1,3.2,0.787,-0.041,-4.0,0.556,0.556,-3.8,0.543,0.556,-3.9,0.538,0.556,-4.2,0.538,0.556,-4.2,0.539,0.556,0,-1.0,8.712
20200706_2254,-5.69,110.55,535.0,1P.RPTE.,-52.115,-71.377,122.171,1536.285,1550.078,1554.179,372.0,1.682,0.026,0.186,0.188,0.127,0.128,-5.2,-4.8,0.659,0.364,-5.4,0.825,0.825,-5.4,0.785,0.825,-5.5,0.78,0.825,-5.5,0.793,0.825,-5.5,0.796,0.825,0,-1.0,178.605
20200706_2254,-5.69,110.55,535.0,LD.BMNY.,44.84,-74.507,140.602,1649.58,1678.37,1687.379,373.0,5.882,0.743,0.766,0.767,0.765,0.764,0.9,1.0,0.946,0.92,-0.2,0.934,0.934,0.0,0.928,0.934,-0.1,0.929,0.934,-0.4,0.932,0.934,-0.4,0.932,0.934,1,0.0,5.619
20200706_2254,-5.69,110.55,535.0,ZC.BADR.00,18.39,-70.356,167.27,1794.019,1853.743,1874.272,374.0,1.158,0.105,0.102,0.103,0.102,0.103,8.9,-4.8,0.072,-0.913,7.6,0.288,0.288,7.4,0.344,0.288,7.4,0.341,0.288,7.3,0.338,0.288,7.3,0.341,0.288,0,-1.0,3.76
20200706_2254,-5.69,110.55,535.0,PY.BPH12.,33.606,-116.46,128.315,1575.269,1593.434,1598.891,375.0,5.331,0.459,0.495,0.487,0.487,0.49,-0.9,-1.0,0.879,0.867,-1.5,0.363,0.363,-1.1,0.402,0.363,-1.4,0.401,0.363,-1.3,0.405,0.363,-1.2,0.398,0.363,0,-1.0,50.897
20200706_2254,-5.69,110.55,535.0,CC.CLMS.,42.923,-122.016,120.693,1526.718,1539.561,1543.372,376.0,0.562,0.001,-0.002,-0.013,-0.018,-0.016,-16.0,-3.2,-0.003,-0.667,8.0,0.613,0.613,8.5,0.647,0.613,8.2,0.647,0.613,8.5,0.651,0.613,8.4,0.654,0.613,0,-1.0,42.549
20200706_2254,-5.69,110.55,535.0,CI.BLC.,34.244,-118.673,126.372,1563.079,1579.785,1584.786,377.0,3.593,0.584,0.544,0.547,0.544,0.545,-0.3,0.0,0.883,0.866,0.1,0.71,0.71,0.4,0.733,0.71,0.1,0.712,0.71,0.3,0.718,0.71,0.3,0.717,0.71,1,1.0,51.001
20200706_2254,-5.69,110.55,535.0,C1.LL07.,-42.832,-73.478,131.34,1594.024,1614.569,1620.793,378.0,0.682,0.139,0.039,0.043,0.062,0.061,1.9,-1.1,0.709,-0.356,1.3,0.719,0.719,1.7,0.772,0.719,1.6,0.77,0.719,1.4,0.757,0.719,1.4,0.76,0.719,0,-1.0,176.082
20200706_2254,-5.69,110.55,535.0,LD.ACCN.,43.384,-73.668,142.123,1658.439,1688.716,1698.239,379.0,4.937,0.811,0.795,0.8,0.802,0.804,1.0,0.9,0.918,0.896,0.0,0.952,0.952,0.2,0.953,0.952,0.1,0.953,0.952,-0.3,0.955,0.952,-0.3,0.956,0.952,1,0.0,4.963
20200706_2254,-5.69,110.55,535.0,NM.MPH.,35.123,-89.932,145.033,1675.17,1708.401,1718.955,380.0,7.269,0.741,0.726,0.741,0.747,0.744,0.6,0.8,0.98,0.978,0.0,0.87,0.87,0.5,0.897,0.87,0.2,0.896,0.87,-0.1,0.888,0.87,-0.1,0.889,0.87,1,0.0,29.768
20200706_2254,-5.69,110.55,535.0,CI.DEV.,33.936,-116.578,128.1,1573.928,1591.928,1597.334,381.0,2.192,0.277,0.365,0.338,0.34,0.344,-0.6,-1.3,0.763,0.725,-1.9,0.319,0.319,-1.4,0.359,0.319,-1.8,0.342,0.319,-1.7,0.348,0.319,-1.6,0.346,0.319,0,-1.0,50.556
20200706_2254,-5.69,110.55,535.0,CX.PB19.,-23.905,-69.291,150.405,1705.339,1744.344,1756.974,382.0,0.491,0.039,0.142,0.135,0.104,0.111,0.2,-3.7,0.653,-0.748,1.2,0.704,0.704,-0.8,0.855,0.704,-0.8,0.853,0.704,-1.1,0.852,0.704,-1.1,0.85,0.704,0,-1.0,-179.709
20200706_2254,-5.69,110.55,535.0,BK.JRSC.00,37.404,-122.239,122.565,1538.822,1552.874,1557.054,383.0,2.302,0.467,0.534,0.516,0.504,0.513,0.4,1.3,0.868,0.858,1.3,0.767,0.767,1.1,0.78,0.767,0.9,0.763,0.767,1.1,0.776,0.767,1.1,0.771,0.767,1,1.0,48.643
20200706_2254,-5.69,110.55,535.0,LD.CPNY.,40.791,-73.96,144.667,1673.084,1705.937,1716.358,384.0,4.533,0.706,0.755,0.747,0.719,0.712,0.1,0.2,0.944,0.962,-1.0,0.908,0.908,-0.7,0.912,0.908,-0.8,0.909,0.908,-1.2,0.903,0.908,-1.2,0.903,0.908,1,0.0,5.864
20200706_2254,-5.69,110.55,535.0,NA.SABA.,17.621,-63.243,166.616,1790.747,1849.601,1869.782,385.0,1.085,0.285,0.448,0.441,0.435,0.446,0.9,-3.7,0.644,-0.949,0.9,0.762,0.762,0.1,0.872,0.762,0.1,0.864,0.762,0.0,0.852,0.762,-0.1,0.864,0.762,0,-1.0,-25.624
20200706_2254,-5.69,110.55,535.0,BK.TSCN.00,35.544,-120.348,124.631,1552.044,1567.503,1572.117,386.0,2.001,0.452,0.451,0.465,0.461,0.458,0.9,1.1,0.601,0.607,0.6,0.729,0.729,1.1,0.731,0.729,0.8,0.704,0.729,0.9,0.712,0.729,1.0,0.715,0.729,1,1.0,50.104
20200706_2254,-5.69,110.55,535.0,C1.MT03.,-33.494,-70.51,140.804,1650.761,1679.746,1688.822,387.0,3.251,0.388,0.458,0.458,0.468,0.469,1.3,2.0,0.837,0.826,-1.6,0.859,0.859,0.4,0.793,0.859,0.3,0.796,0.859,-0.1,0.803,0.859,-0.1,0.803,0.859,1,4.0,178.612
20200706_2254,-5.69,110.55,535.0,Y4.VB03.,-39.458,-71.854,134.798,1615.097,1638.546,1645.74,388.0,0.774,-0.047,0.046,0.038,0.017,0.024,2.8,2.8,0.388,0.831,-13.5,0.277,0.277,-13.8,0.217,0.277,-13.9,0.219,0.277,-14.0,0.208,0.277,-14.0,0.202,0.277,0,-1.0,177.398
20200706_2254,-5.69,110.55,535.0,1P.EIDA.,-49.539,-70.88,124.757,1552.843,1568.39,1573.031,389.0,1.974,0.022,0.023,0.023,0.026,0.025,-3.6,-3.8,0.537,0.086,-4.3,0.803,0.803,-3.9,0.82,0.803,-4.0,0.819,0.803,-4.0,0.814,0.803,-4.1,0.814,0.803,0,-1.0,178.873
20200706_2254,-5.69,110.55,535.0,C1.MT16.,-33.428,-70.523,140.868,1651.139,1680.187,1689.285,390.0,1.891,0.147,0.171,0.159,0.163,0.161,3.1,-3.4,0.71,0.734,3.2,0.53,0.53,2.9,0.69,0.53,2.9,0.682,0.53,2.4,0.623,0.53,2.5,0.634,0.53,0,-1.0,178.592
20200706_2254,-5.69,110.55,535.0,C.GO08.,-48.465,-72.557,125.777,1559.315,1575.588,1580.455,391.0,1.185,0.172,0.195,0.197,0.211,0.209,0.9,0.9,0.691,0.658,1.2,0.365,0.365,1.0,0.419,0.365,1.0,0.416,0.365,1.0,0.41,0.365,1.0,0.41,0.365,0,-1.0,177.468
20200706_2254,-5.69,110.55,535.0,CI.CHR.,34.729,-119.393,125.647,1558.492,1574.672,1579.509,392.0,2.641,0.601,0.607,0.621,0.616,0.614,0.6,0.6,0.849,0.825,0.3,0.822,0.822,0.7,0.796,0.822,0.4,0.797,0.822,0.6,0.793,0.822,0.6,0.791,0.822,1,1.0,50.701
20200706_2254,-5.69,110.55,535.0,IM.NV31.,38.433,-118.155,125.172,1555.482,1571.322,1576.054,393.0,6.748,0.506,0.578,0.567,0.564,0.566,-0.2,0.3,0.818,0.901,-0.1,0.592,0.592,0.2,0.624,0.592,-0.1,0.61,0.592,0.0,0.617,0.592,0.1,0.614,0.592,1,1.0,46.031
20200706_2254,-5.69,110.55,535.0,1P.WIND.,-48.027,-71.455,126.254,1562.332,1578.952,1583.926,394.0,1.901,0.108,-0.018,-0.011,0.021,0.012,-1.0,-4.5,0.452,-0.635,3.7,0.24,0.24,3.3,0.267,0.24,3.3,0.265,0.24,3.3,0.263,0.24,3.3,0.263,0.24,0,-1.0,178.342
