evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20200706_2254,2020,7,6,22,54,48,-5.69,110.55,535,-1.03e26,0.998e26,0.029e26,0.264e26,-0.588e26,-0.489e26

