station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
BK.SUTB.00,39.229,-121.786,122.255,1536.823,1550.671,1554.788,67.000,0.580,0.515,0.536,0.536,0.532
CI.CJM.,34.271,-117.424,127.325,1569.072,1586.485,1591.707,68.000,0.423,0.383,0.396,0.391,0.390
CI.IKP.,32.650,-116.109,128.941,1579.174,1597.821,1603.431,69.000,0.520,0.520,0.522,0.527,0.524
PR.PCDR.,18.514,-68.381,167.133,1793.338,1852.880,1873.336,70.000,0.463,0.517,0.514,0.486,0.499
Y4.VB05.,-39.379,-71.903,134.874,1615.555,1639.071,1646.287,71.000,0.359,0.349,0.344,0.326,0.328
CX.PB14.,-24.626,-70.404,149.670,1701.266,1739.458,1751.790,72.000,0.049,-0.049,-0.046,-0.039,-0.044
BK.DCMP.00,39.469,-123.338,121.048,1529.024,1542.093,1545.972,73.000,0.022,0.023,0.025,0.026,0.025
C1.LR04.,-39.880,-73.426,134.283,1611.983,1634.987,1642.030,74.000,0.135,0.060,0.062,0.067,0.063
GE.SALTA.,-24.224,-66.340,149.933,1702.724,1741.207,1753.645,75.000,0.006,0.015,0.014,0.015,0.015
BK.LEGD.00,37.214,-120.149,124.187,1549.214,1564.365,1568.883,76.000,0.572,0.509,0.526,0.532,0.533
CC.CLCV.,42.976,-122.089,120.623,1526.264,1539.064,1542.861,77.000,0.235,0.208,0.204,0.203,0.204
1P.GRAF.,-49.770,-74.922,124.336,1550.166,1565.419,1569.969,78.000,0.165,0.075,0.075,0.087,0.085
1P.OHRS.,-48.708,-73.981,125.458,1557.295,1573.339,1578.134,79.000,-0.013,0.062,0.055,0.033,0.040
BK.MNDO.00,39.314,-123.745,120.805,1527.449,1540.363,1544.195,80.000,0.378,0.390,0.392,0.399,0.396
C1.BO02.,-34.792,-70.781,139.498,1643.105,1670.839,1679.486,81.000,0.216,0.359,0.357,0.298,0.313
BK.BRK.00,37.874,-122.261,122.388,1537.680,1551.615,1555.759,82.000,0.597,0.516,0.511,0.513,0.516
CN.FRB.,63.747,-68.545,121.939,1534.789,1548.430,1552.484,83.000,0.567,0.568,0.579,0.591,0.585
LD.WADE.,38.679,-75.250,146.594,1684.032,1718.905,1730.039,84.000,0.116,0.120,0.119,0.113,0.116
CI.DSC.,35.143,-116.104,127.995,1573.269,1591.189,1596.569,85.000,0.604,0.629,0.616,0.617,0.622
C1.AP02.,-18.854,-69.143,155.454,1732.835,1777.638,1792.431,86.000,0.201,0.117,0.119,0.110,0.105
C1.CO02.,-31.204,-71.000,143.077,1663.956,1695.186,1705.040,87.000,0.363,0.321,0.327,0.338,0.334
1P.EHEL.,-49.669,-72.886,124.561,1551.597,1567.006,1571.605,88.000,0.274,0.407,0.400,0.363,0.372
CI.ARV.,35.127,-118.830,125.937,1560.329,1576.718,1581.620,89.000,0.630,0.643,0.646,0.648,0.649
C1.MG03.,-53.848,-70.463,120.456,1525.180,1537.875,1541.641,90.000,0.210,0.250,0.247,0.219,0.226
C1.LL04.,-40.910,-72.408,133.321,1606.148,1628.333,1635.100,91.000,-0.030,-0.002,-0.003,-0.004,-0.003
BK.CMB.00,38.035,-120.387,123.711,1546.169,1560.992,1565.409,92.000,0.577,0.568,0.582,0.585,0.582
CI.CDM.,34.369,-119.341,125.811,1559.535,1575.833,1580.707,93.000,0.535,0.540,0.522,0.526,0.533
NA.SABY.,17.645,-63.221,166.584,1790.591,1849.404,1869.568,94.000,-0.007,0.107,0.118,0.138,0.124
1P.LEST.,-49.788,-72.091,124.475,1551.049,1566.399,1570.979,95.000,0.185,0.051,0.060,0.100,0.092
PY.TPFO.,33.606,-116.454,128.319,1575.295,1593.463,1598.922,96.000,0.459,0.505,0.493,0.497,0.496
CI.CRR.,32.887,-115.969,128.964,1579.313,1597.977,1603.593,97.000,0.493,0.509,0.492,0.496,0.498
CI.FUR.,36.467,-116.863,126.902,1566.417,1583.514,1588.637,98.000,0.572,0.567,0.553,0.564,0.557
YB.MOJK.00,34.747,-115.919,128.291,1575.118,1593.264,1598.716,99.000,0.498,0.515,0.510,0.510,0.514
BK.FARB.00,37.698,-123.001,121.897,1534.516,1548.130,1552.175,100.000,0.513,0.499,0.510,0.509,0.509
CI.FHO.,34.094,-116.936,127.766,1571.838,1589.584,1594.910,101.000,0.462,0.446,0.426,0.442,0.438
ZC.SDD.00,18.463,-69.917,167.219,1793.765,1853.421,1873.922,102.000,0.525,0.538,0.547,0.565,0.566
BK.BL67.00,37.875,-122.243,122.401,1537.762,1551.705,1555.852,103.000,0.135,0.054,0.064,0.065,0.064
SC.121A.,32.532,-107.785,135.347,1618.407,1642.336,1649.693,104.000,0.724,0.722,0.721,0.722,0.719
BK.CVS.00,38.345,-122.458,122.079,1535.690,1549.422,1553.504,105.000,0.571,0.492,0.490,0.495,0.493
NM.SLM.00,38.636,-90.236,142.054,1658.041,1688.250,1697.749,106.000,0.785,0.800,0.801,0.798,0.797
CC.WIZ.,42.934,-122.149,120.599,1526.108,1538.892,1542.685,107.000,0.494,0.388,0.393,0.405,0.398
LD.KSPA.,41.557,-75.768,143.693,1667.504,1699.358,1709.429,108.000,0.767,0.767,0.771,0.773,0.776
C1.AF01.,-22.952,-68.179,151.331,1710.447,1750.488,1763.499,109.000,0.109,0.193,0.197,0.215,0.212
CI.CKP.,33.555,-114.890,129.542,1582.911,1602.025,1607.785,110.000,0.596,0.545,0.541,0.553,0.549
PY.BPH04.,33.611,-116.456,128.316,1575.276,1593.442,1598.900,111.000,0.461,0.502,0.490,0.491,0.493
BK.RAMR.00,35.636,-120.870,124.201,1549.302,1564.462,1568.983,112.000,0.563,0.499,0.508,0.521,0.516
LM.L48A.,41.944,-84.433,141.375,1654.092,1683.633,1692.900,113.000,0.070,0.077,0.074,0.071,0.071
YN.TFRD.,33.495,-116.602,128.246,1574.839,1592.951,1598.392,114.000,0.069,0.070,0.073,0.073,0.073
C1.AC05.,-28.836,-70.274,145.465,1677.628,1711.310,1722.022,115.000,0.401,0.368,0.380,0.417,0.414
BK.BUCR.00,37.673,-120.150,124.018,1548.135,1563.168,1567.650,116.000,0.133,0.119,0.124,0.125,0.125
BK.PACP.00,37.008,-121.287,123.413,1544.266,1558.886,1563.241,117.000,0.577,0.566,0.583,0.582,0.582
BK.PINL.00,38.010,-122.366,122.263,1536.876,1550.729,1554.848,118.000,0.600,0.607,0.610,0.608,0.608
CI.DNR.,33.567,-116.631,128.198,1574.535,1592.610,1598.040,119.000,0.529,0.508,0.513,0.511,0.512
CI.BBR.,34.262,-116.921,127.715,1571.516,1589.222,1594.536,120.000,0.404,0.333,0.342,0.350,0.346
C1.AC07.,-27.130,-70.860,147.152,1687.178,1722.643,1733.989,121.000,0.136,0.093,0.092,0.109,0.109
LD.UCCT.,41.794,-72.226,143.811,1668.182,1700.156,1710.270,122.000,0.745,0.744,0.747,0.747,0.748
CI.HIW.,35.040,-115.384,128.576,1576.896,1595.260,1600.781,123.000,0.570,0.578,0.570,0.577,0.573
CI.BOR.,33.268,-116.417,128.474,1576.259,1594.545,1600.041,124.000,0.526,0.553,0.553,0.550,0.552
CX.PB10.,-23.513,-70.554,150.777,1707.393,1746.813,1759.595,125.000,0.060,0.242,0.235,0.217,0.220
CI.DZA.,32.607,-116.775,128.435,1576.015,1594.272,1599.759,126.000,0.466,0.478,0.486,0.483,0.481
CI.CCA.,35.153,-118.016,126.547,1564.179,1581.013,1586.054,127.000,0.603,0.578,0.583,0.579,0.580
AZ.FRD.,33.495,-116.602,128.246,1574.839,1592.951,1598.392,128.000,0.511,0.539,0.524,0.523,0.528
TX.435B.,30.783,-97.585,143.573,1666.811,1698.543,1708.571,129.000,0.608,0.606,0.608,0.605,0.605
CI.FIG.,34.728,-119.988,125.188,1555.582,1571.433,1576.169,130.000,0.504,0.471,0.493,0.481,0.481
BK.WSRE.00,36.335,-120.117,124.528,1551.389,1566.777,1571.368,131.000,0.153,0.248,0.214,0.209,0.217
1P.PMOR.,-50.490,-73.043,123.734,1546.318,1561.157,1565.579,132.000,0.114,0.084,0.093,0.121,0.117
AZ.BZN.,33.492,-116.667,128.197,1574.533,1592.608,1598.037,133.000,0.369,0.380,0.375,0.371,0.373
LD.CFNY.,44.165,-75.051,141.212,1653.145,1682.527,1691.740,134.000,0.641,0.667,0.658,0.647,0.651
CI.CWC.,36.440,-118.080,126.013,1560.808,1577.252,1582.172,135.000,0.578,0.530,0.529,0.539,0.534
BK.MHC.00,37.342,-121.643,123.032,1541.818,1556.181,1560.456,136.000,0.498,0.516,0.506,0.515,0.519
NA.SEUT.,17.471,-62.976,166.626,1790.799,1849.666,1869.853,137.000,0.388,0.529,0.539,0.536,0.536
BK.TRAM.00,35.677,-120.271,124.644,1552.125,1567.593,1572.210,138.000,0.018,-0.005,-0.006,-0.006,-0.006
NM.OLIL.,38.734,-88.099,142.892,1662.890,1693.934,1703.724,139.000,0.723,0.749,0.746,0.740,0.738
CI.DJJ.,34.106,-118.455,126.590,1564.448,1581.314,1586.365,140.000,0.421,0.354,0.349,0.360,0.358
BK.DANT.00,40.295,-121.802,121.851,1534.215,1547.798,1551.835,141.000,0.592,0.586,0.599,0.598,0.598
PR.SMDR.,19.290,-69.188,166.398,1789.655,1848.220,1868.286,142.000,0.423,0.419,0.425,0.437,0.437
CM.SJC.00,9.897,-75.179,172.936,1821.799,1889.277,1912.962,143.000,0.526,0.344,0.326,0.326,0.343
PR.AUA1.,12.506,-70.011,173.162,1822.889,1890.684,1914.500,144.000,0.129,0.152,0.156,0.140,0.137
MX.ZAIG.,22.769,-102.567,143.790,1668.058,1700.010,1710.116,145.000,0.671,0.649,0.621,0.628,0.643
1P.LACD.,-49.015,-71.060,125.277,1556.147,1572.062,1576.817,146.000,0.180,0.300,0.291,0.248,0.263
C1.CO03.,-30.839,-70.689,143.452,1666.118,1697.727,1707.712,147.000,,,,,
C1.LR03.,-39.632,-72.346,134.599,1613.897,1637.174,1644.310,148.000,0.154,0.226,0.222,0.216,0.219
C1.ML02.,-35.763,-71.418,138.506,1637.252,1664.053,1672.382,149.000,0.270,0.130,0.141,0.175,0.169
C1.MG05.,-51.678,-72.503,122.572,1538.865,1552.922,1557.103,150.000,0.366,0.330,0.346,0.400,0.391
C1.VA04.,-33.643,-78.830,139.676,1644.154,1672.058,1680.763,151.000,0.266,0.213,0.230,0.259,0.257
C1.VA03.,-32.764,-70.551,141.532,1655.009,1684.704,1694.025,152.000,0.386,0.425,0.429,0.403,0.411
ZC.HMDR.00,18.788,-69.381,166.902,1792.182,1851.416,1871.748,153.000,0.691,0.698,0.707,0.730,0.731
CI.CDD.,32.584,-114.356,130.334,1587.817,1607.555,1613.515,154.000,0.433,0.453,0.418,0.428,0.431
CI.ELS2.,33.649,-117.426,127.551,1570.489,1588.072,1593.347,155.000,0.587,0.648,0.625,0.634,0.634
CI.ACP.,32.955,-116.303,128.678,1577.533,1595.976,1601.522,156.000,0.428,0.475,0.459,0.460,0.463
CI.CRG.,35.242,-119.725,125.212,1555.739,1571.608,1576.349,157.000,0.591,0.617,0.603,0.600,0.607
CC.TCBU.,44.241,-121.664,120.395,1524.785,1537.442,1541.197,158.000,0.217,0.270,0.263,0.263,0.263
BK.WELL.00,38.438,-120.724,123.315,1543.634,1558.188,1562.522,159.000,0.342,0.358,0.354,0.351,0.354
BK.OVRO.00,37.231,-118.283,125.557,1557.924,1574.038,1578.856,160.000,0.418,0.403,0.403,0.393,0.393
CI.HDH.,34.775,-118.640,126.209,1562.046,1578.633,1583.597,161.000,0.553,0.481,0.464,0.476,0.474
1P.GUMN.,-50.320,-75.364,123.757,1546.464,1561.319,1565.745,162.000,0.183,0.138,0.145,0.169,0.163
1P.CURI.,-51.613,-74.556,122.530,1538.596,1552.625,1556.798,163.000,0.249,0.268,0.270,0.269,0.273
CI.DRE.,32.805,-115.447,129.401,1582.035,1601.039,1606.763,164.000,0.443,0.413,0.437,0.435,0.432
YB.MOJQ.00,34.761,-115.795,128.378,1575.664,1593.878,1599.351,165.000,0.428,0.568,0.556,0.559,0.563
C1.LL05.,-41.405,-73.474,132.761,1602.732,1624.446,1631.057,166.000,0.032,-0.023,-0.022,-0.004,-0.008
C1.AC02.,-26.836,-69.129,147.473,1688.985,1724.794,1736.263,167.000,-0.015,0.125,0.135,0.172,0.171
ZC.ABDR.00,18.812,-70.627,166.828,1791.811,1850.946,1871.240,168.000,0.023,0.016,0.017,0.019,0.018
GT.PLCA.00,-40.733,-70.551,133.566,1607.638,1630.030,1636.867,169.000,0.300,0.363,0.358,0.342,0.344
BK.MNRC.00,38.879,-122.443,121.904,1534.561,1548.180,1552.227,170.000,0.403,0.478,0.488,0.474,0.472
CI.CTC.,33.655,-115.990,128.659,1577.414,1595.843,1601.384,171.000,0.483,0.460,0.472,0.471,0.472
BK.WEAV.00,40.746,-122.984,120.849,1527.733,1540.675,1544.516,172.000,0.352,0.406,0.401,0.386,0.393
C1.LR05.,-40.230,-72.004,134.020,1610.391,1633.170,1640.137,173.000,0.160,0.147,0.146,0.145,0.144
NU.MGAN.,12.149,-86.248,162.202,1768.318,1821.429,1839.368,174.000,0.509,0.488,0.508,0.500,0.491
LD.UNH.,43.093,-70.865,142.576,1661.068,1691.796,1701.476,175.000,0.120,0.114,0.115,0.117,0.116
CI.ERR.,33.117,-115.823,128.992,1579.489,1598.174,1603.797,176.000,0.529,0.560,0.555,0.554,0.550
BK.SCZ.00,36.598,-121.403,123.468,1544.615,1559.273,1563.639,177.000,0.460,0.511,0.515,0.511,0.512
NA.SABQ.,17.627,-63.249,166.613,1790.734,1849.584,1869.763,178.000,0.481,0.444,0.444,0.437,0.433
TX.833A.,28.324,-99.394,143.713,1667.617,1699.490,1709.569,179.000,0.039,0.025,0.028,0.029,0.028
LD.KSCT.,41.726,-73.484,143.785,1668.032,1699.980,1710.084,180.000,0.742,0.702,0.705,0.718,0.721
NM.UALR.,34.775,-92.343,144.049,1669.547,1701.764,1711.962,181.000,0.722,0.687,0.677,0.659,0.665
CI.CAR.,35.308,-119.846,125.097,1555.005,1570.792,1575.507,182.000,0.458,0.472,0.455,0.457,0.461
CM.SMAR.00,11.164,-74.225,172.772,1821.008,1888.256,1911.846,183.000,0.378,0.377,0.378,0.375,0.377
LD.GCMD.,39.562,-79.338,144.973,1674.832,1708.001,1718.534,184.000,0.652,0.690,0.681,0.657,0.654
PY.BPH09.,33.613,-116.460,128.312,1575.253,1593.416,1598.873,185.000,0.470,0.510,0.501,0.502,0.505
CI.EML.,32.891,-116.846,128.277,1575.031,1593.167,1598.616,186.000,0.460,0.447,0.444,0.452,0.448
BK.TULE.00,41.965,-121.467,121.443,1531.578,1544.899,1548.855,187.000,0.218,0.134,0.152,0.141,0.145
1P.PEMO.,-47.851,-72.032,126.411,1563.322,1580.056,1585.066,188.000,0.248,0.351,0.345,0.314,0.325
BK.LCUV.00,35.652,-120.732,124.301,1549.939,1565.167,1569.710,189.000,0.485,0.412,0.439,0.438,0.437
C1.MT09.,-33.776,-70.989,140.507,1649.026,1677.725,1686.702,190.000,0.342,0.328,0.331,0.348,0.344
NM.BLO.,39.172,-86.522,143.137,1664.302,1695.592,1705.467,191.000,0.706,0.723,0.718,0.708,0.707
OH.M53A.,41.439,-80.675,142.874,1662.788,1693.814,1703.597,192.000,0.786,0.805,0.808,0.794,0.800
1P.LPRF.,-50.279,-70.810,124.019,1548.138,1563.171,1567.654,193.000,0.012,0.022,0.015,0.002,0.007
CC.SVIC.,43.643,-121.253,120.911,1528.133,1541.115,1544.967,194.000,0.237,0.135,0.133,0.131,0.132
NU.BOAB.,12.449,-85.666,162.629,1770.512,1824.170,1842.319,195.000,0.693,0.654,0.630,0.637,0.647
1P.BRMY.,-52.143,-73.153,122.081,1535.704,1549.438,1553.520,196.000,0.274,0.219,0.222,0.236,0.241
CI.GMA.,34.291,-116.383,128.115,1574.021,1592.033,1597.442,197.000,0.349,0.344,0.330,0.330,0.331
CX.PB02.,-21.320,-69.896,152.987,1719.504,1761.429,1775.140,198.000,0.037,0.204,0.188,0.154,0.168
CI.DTP.,35.267,-117.846,126.633,1564.724,1581.622,1586.684,199.000,0.478,0.501,0.483,0.487,0.488
NA.SEUS.,17.493,-62.981,166.610,1790.718,1849.564,1869.742,200.000,0.303,0.366,0.376,0.384,0.372
1P.ES3R.,-50.773,-72.426,123.478,1544.682,1559.346,1563.715,201.000,0.165,-0.018,-0.006,0.055,0.040
CC.CLBH.,42.908,-122.143,120.613,1526.200,1538.994,1542.789,202.000,0.457,0.336,0.342,0.341,0.342
DR.SC01.,19.427,-70.728,166.206,1788.693,1847.005,1866.970,203.000,0.411,0.406,0.406,0.403,0.401
C.GO03.,-27.594,-70.235,146.708,1684.671,1719.664,1730.841,204.000,0.340,0.206,0.207,0.211,0.215
CX.PB12.,-18.614,-70.328,155.681,1734.049,1779.120,1794.014,205.000,0.306,0.212,0.221,0.251,0.249
UU.SRU.01,39.111,-110.524,130.136,1586.594,1606.175,1612.085,206.000,0.588,0.623,0.619,0.614,0.618
C1.BI02.,-36.663,-71.273,137.612,1631.950,1657.923,1665.971,207.000,0.336,0.366,0.364,0.372,0.381
BK.WINE.00,36.670,-119.908,124.565,1551.623,1567.036,1571.635,208.000,0.474,0.440,0.468,0.470,0.469
ZC.CADR.00,19.667,-69.940,166.015,1787.730,1845.789,1865.654,209.000,0.057,0.070,0.068,0.053,0.056
Y4.VB07.,-39.448,-71.939,134.804,1615.134,1638.589,1645.784,210.000,0.078,0.246,0.234,0.202,0.213
CI.GMR.,34.785,-115.660,128.471,1576.243,1594.527,1600.023,211.000,0.561,0.626,0.614,0.622,0.620
SB.CPSLO.01,35.302,-120.667,124.470,1551.015,1566.361,1570.940,212.000,0.549,0.496,0.505,0.509,0.507
CI.CYP.,32.906,-116.627,128.442,1576.065,1594.327,1599.816,213.000,0.409,0.416,0.422,0.425,0.421
YB.MOJI.00,34.738,-115.955,128.267,1574.966,1593.094,1598.540,214.000,0.529,0.573,0.563,0.566,0.568
CI.DLA.,33.848,-118.096,126.959,1566.775,1583.915,1589.051,215.000,0.337,0.266,0.299,0.281,0.280
CC.KWBU.,43.752,-121.312,120.827,1527.591,1540.520,1544.356,216.000,0.150,0.148,0.147,0.144,0.146
BK.YUBA.00,39.338,-120.537,123.112,1542.332,1556.748,1561.040,217.000,0.497,0.445,0.444,0.445,0.446
CN.GAC.,45.703,-75.478,139.646,1643.973,1671.847,1680.542,218.000,0.599,0.644,0.633,0.609,0.616
CI.HYS.,34.865,-117.570,126.993,1566.990,1584.154,1589.299,219.000,0.633,0.600,0.595,0.597,0.602
CI.GLA.,33.051,-114.827,129.788,1584.434,1603.741,1609.562,220.000,0.525,0.509,0.487,0.492,0.502
PY.BPH13.,33.609,-116.460,128.314,1575.260,1593.424,1598.882,221.000,0.468,0.505,0.497,0.498,0.500
C1.MT02.,-33.259,-71.138,141.018,1652.013,1681.206,1690.354,222.000,0.417,0.443,0.447,0.455,0.456
CC.CIHL.,43.751,-121.149,120.935,1528.292,1541.289,1545.146,223.000,0.404,0.296,0.296,0.292,0.291
AZ.KNW.,33.714,-116.712,128.080,1573.801,1591.786,1597.187,224.000,0.556,0.555,0.552,0.551,0.556
CC.WIFE.,44.060,-121.817,120.369,1524.615,1537.256,1541.005,225.000,0.418,0.391,0.386,0.390,0.392
DK.NRS.,61.160,-45.419,121.684,1533.142,1546.618,1550.621,226.000,0.351,0.375,0.373,0.372,0.373
