group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,187.0,-23.78,179.92,539.0,48.065,14.849,151.377,6.162,1.199,0.758,1.133,0.521,0.807,0.57,0.557,0.534,0.253,0.56,0.093,0.55,0.206,0.551
1.0,25.0,-23.78,179.92,539.0,36.451,-5.369,166.499,2.36,0.364,0.995,0.364,0.465,0.408,0.551,0.16,0.468,0.0,0.471,-0.132,0.459,-0.04,0.471
5.0,8.0,-23.78,179.92,539.0,68.301,-46.34,127.159,0.727,0.7,0.212,0.662,0.187,0.412,0.145,0.35,0.1,0.05,0.1,0.2,0.132,0.275,0.12
6.0,2.0,-23.78,179.92,539.0,53.432,58.289,127.528,0.708,0.3,0.0,0.25,0.05,-0.05,0.05,-0.05,0.05,-0.45,0.15,-0.2,0.1,-0.15,0.15
7.0,3.0,-23.78,179.92,539.0,49.824,-66.982,122.574,0.103,0.5,0.163,0.267,0.34,0.367,0.34,-0.067,0.249,-0.4,0.356,-0.133,0.287,-0.1,0.294
8.0,7.0,-23.78,179.92,539.0,13.174,41.009,139.765,0.828,0.529,0.498,0.443,0.481,0.0,0.441,0.157,0.466,-0.429,0.437,-0.214,0.452,-0.214,0.452
