evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20110729_0742,2011,7,29,7,42,22,-23.780,179.920,539.0,1.19e26,-1.36e26,0.175e26,-0.64e26,-0.514e26,-0.221e26
