station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
YT.N140.,-82.010,96.756,138.285,1627.068,1653.830,1662.153,28.000,0.526,0.485,0.473,0.469,0.489
GT.LPAZ.00,-16.288,-68.131,131.217,1584.430,1605.026,1611.271,29.000,0.517,0.479,0.480,0.481,0.479
G.PEL.00,-33.144,-70.675,143.293,1656.301,1687.928,1697.928,30.000,0.311,0.361,0.427,0.411,0.397
AU.MAW.,-67.604,62.871,137.739,1623.832,1650.088,1658.239,31.000,0.324,0.243,0.278,0.274,0.275
CX.PB09.,-21.796,-69.242,135.261,1609.029,1633.044,1640.435,32.000,0.527,0.548,0.550,0.553,0.555
C.GO01.,-19.669,-69.194,133.525,1598.537,1621.050,1627.933,33.000,0.682,0.651,0.631,0.629,0.633
XK.B1665.,-22.825,27.229,129.188,1571.886,1590.869,1596.591,34.000,0.355,0.465,0.447,0.443,0.447
ZJ.KNYN.,-76.237,153.327,129.438,1573.437,1592.615,1598.400,35.000,0.538,0.574,0.543,0.550,0.568
XK.B01KR.,-22.238,26.718,129.025,1570.873,1589.730,1595.412,36.000,0.275,0.491,0.464,0.459,0.471
ZJ.DONT.,-73.877,165.120,127.352,1560.426,1578.001,1583.278,37.000,0.477,0.425,0.396,0.413,0.423
CX.PB16.,-18.335,-69.508,132.248,1590.752,1612.192,1618.717,38.000,0.530,0.554,0.543,0.546,0.548
CX.PB06.,-22.706,-69.572,135.829,1612.444,1636.962,1644.525,39.000,0.507,0.472,0.506,0.509,0.507
C.GO05.,-35.010,-71.930,143.890,1659.732,1691.967,1702.179,40.000,0.484,0.280,0.274,0.267,0.273
YT.BENN.,-84.573,-117.392,142.839,1653.686,1684.854,1694.694,41.000,0.712,0.673,0.675,0.675,0.677
AW.VNA2.,-70.925,-7.393,160.213,1749.030,1799.827,1816.897,42.000,0.619,0.600,0.642,0.641,0.627
ZJ.APRL.,-73.195,158.703,126.460,1554.822,1571.731,1576.800,43.000,0.641,0.649,0.610,0.633,0.652
YT.HOWE.,-87.416,-149.427,141.768,1647.486,1677.588,1687.057,44.000,0.683,0.654,0.676,0.668,0.663
XK.B13NX.,-18.579,21.994,128.775,1569.314,1587.977,1593.597,45.000,0.230,0.430,0.426,0.430,0.430
YT.AGO1.,-83.862,129.615,137.499,1622.404,1648.439,1656.514,46.000,0.699,0.521,0.534,0.547,0.533
G.CCD.10,-75.106,123.305,129.780,1575.556,1595.003,1600.874,47.000,0.639,0.603,0.579,0.600,0.597
YT.BYRD.,-80.017,-119.474,141.672,1646.927,1676.934,1686.371,48.000,0.714,0.736,0.737,0.744,0.740
CX.PB03.,-22.048,-69.753,135.196,1608.639,1632.597,1639.969,49.000,0.457,0.479,0.450,0.453,0.453
G.PAF.00,-49.351,70.211,123.867,1538.373,1553.434,1557.928,50.000,-0.007,-0.002,0.060,0.037,0.030
XK.B17CI.,-19.294,22.909,128.847,1569.763,1588.481,1594.119,51.000,0.285,0.275,0.284,0.283,0.282
ZJ.SPLN.,-73.466,161.471,126.805,1556.994,1574.159,1579.307,52.000,0.678,0.638,0.631,0.640,0.639
XK.B04KH.,-20.474,24.514,128.893,1570.049,1588.803,1594.452,53.000,0.052,0.336,0.318,0.317,0.321
ZJ.BEBP.,-73.033,156.869,126.264,1553.584,1570.349,1575.373,54.000,0.531,0.603,0.531,0.568,0.594
CX.PB05.,-22.853,-70.202,135.611,1611.132,1635.456,1642.953,55.000,0.475,0.536,0.552,0.544,0.549
XK.B07DX.,-20.549,22.749,129.946,1576.586,1596.165,1602.078,56.000,0.392,0.490,0.480,0.480,0.484
AF.SWZ.,-27.182,25.332,133.631,1599.183,1621.787,1628.700,57.000,0.097,0.053,0.035,0.037,0.040
C.GO04.,-30.173,-70.799,141.025,1643.164,1672.537,1681.754,58.000,0.452,0.357,0.370,0.378,0.373
G.DRV.00,-66.665,140.002,120.256,1515.104,1527.795,1531.562,59.000,0.375,0.326,0.356,0.354,0.338
AI.ESPZ.04,-63.398,-56.996,161.571,1756.071,1808.583,1826.306,60.000,0.373,0.396,0.362,0.360,0.388
XK.B02LT.,-21.393,25.581,129.014,1570.806,1589.654,1595.333,61.000,0.382,0.441,0.430,0.426,0.428
ZJ.SHRD.,-73.399,160.499,126.709,1556.388,1573.481,1578.607,62.000,0.698,0.583,0.564,0.587,0.593
IU.LCO.,-29.011,-70.700,140.199,1638.335,1666.908,1675.849,63.000,0.496,0.402,0.455,0.449,0.444
YT.LONW.,-81.347,152.735,134.547,1604.725,1628.115,1635.295,64.000,0.781,0.662,0.704,0.702,0.679
ZJ.FOOT.,-73.093,157.853,126.341,1554.074,1570.896,1575.937,65.000,0.674,0.659,0.619,0.651,0.665
CX.PB07.,-21.727,-69.886,134.862,1606.626,1630.290,1637.562,66.000,0.651,0.671,0.660,0.664,0.665
YT.DEVL.,-81.476,161.973,134.767,1606.055,1629.636,1636.880,67.000,0.692,0.699,0.706,0.697,0.696
GT.CPUP.00,-26.331,-57.331,145.030,1666.242,1699.652,1710.277,68.000,0.564,0.603,0.642,0.641,0.633
ZJ.MICH.,-73.817,164.100,127.249,1559.782,1577.280,1582.532,69.000,0.432,0.473,0.540,0.496,0.478
AI.ORCD.04,-60.738,-44.736,167.887,1788.076,1848.836,1869.797,70.000,0.562,0.546,0.537,0.558,0.553
AW.VNA1.,-70.690,-8.276,160.574,1750.909,1802.159,1819.402,71.000,0.032,0.025,0.029,0.029,0.027
AF.CVNA.,-31.482,19.762,140.074,1637.607,1666.061,1674.962,72.000,0.018,0.033,0.032,0.032,0.032
CX.PB01.,-21.043,-69.487,134.511,1604.510,1627.869,1635.038,73.000,0.591,0.562,0.581,0.583,0.583
GT.PLCA.00,-40.733,-70.551,148.487,1685.744,1722.831,1734.771,74.000,0.349,0.301,0.311,0.320,0.317
YT.BEAR.,-74.548,-111.851,141.872,1648.092,1678.297,1687.803,75.000,0.705,0.775,0.720,0.738,0.766
C.GO02.,-25.163,-69.590,137.803,1624.208,1650.523,1658.693,76.000,0.437,0.450,0.456,0.459,0.455
YT.UNGL.,-79.775,-82.524,148.049,1683.292,1719.905,1731.673,77.000,0.636,0.753,0.726,0.730,0.746
ZJ.DUBY.,-74.985,158.077,128.233,1565.937,1584.183,1589.671,78.000,0.515,0.441,0.423,0.447,0.453
G.SPB.00,-23.593,-47.427,146.673,1675.554,1710.694,1721.932,79.000,0.577,0.650,0.665,0.661,0.664
CX.PB14.,-24.626,-70.404,136.930,1619.021,1644.534,1652.433,80.000,-0.074,-0.044,-0.036,-0.036,-0.036
XK.B09NK.,-19.663,22.194,129.543,1574.087,1593.347,1599.159,81.000,0.091,0.188,0.173,0.170,0.177
G.CRZF.00,-46.430,51.861,131.191,1584.272,1604.848,1611.086,82.000,0.102,0.110,0.152,0.152,0.100
XK.B10PP.,-18.913,22.543,128.743,1569.114,1587.752,1593.364,83.000,0.223,0.443,0.431,0.431,0.435
XK.B15MW.,-19.631,23.827,128.605,1568.256,1586.788,1592.366,84.000,0.043,0.023,0.026,0.027,0.026
YT.SURP.,-84.720,-171.202,138.827,1630.273,1657.543,1666.038,85.000,0.540,0.601,0.627,0.613,0.608
AI.JUBA.04,-62.237,-58.663,161.180,1754.050,1806.066,1823.599,86.000,0.191,0.164,0.133,0.148,0.166
G.COYC.10,-45.573,-72.081,150.331,1695.993,1735.106,1747.786,87.000,0.608,0.516,0.490,0.500,0.509
XK.B05MO.,-20.218,24.132,128.904,1570.121,1588.884,1594.536,88.000,0.254,0.467,0.443,0.443,0.449
AW.VNA3.,-71.242,-9.666,160.371,1749.853,1800.849,1817.994,89.000,0.649,0.641,0.651,0.652,0.653
PS.SYO.,-69.007,39.585,146.326,1673.597,1708.370,1719.477,90.000,0.445,0.429,0.424,0.436,0.435
GE.SNAA.,-71.671,-2.838,158.705,1741.139,1790.064,1806.423,91.000,0.647,0.688,0.712,0.699,0.698
YT.MILR.,-83.306,156.252,136.517,1616.556,1641.692,1649.464,92.000,0.323,0.292,0.296,0.296,0.295
AI.BELA.04,-77.875,-34.627,155.180,1722.402,1767.078,1781.835,93.000,0.548,0.637,0.670,0.664,0.654
YT.WHIT.,-82.682,-104.387,144.205,1661.535,1694.092,1704.418,94.000,0.740,0.764,0.800,0.794,0.778
GT.BOSA.00,-28.614,25.256,134.749,1605.945,1629.510,1636.749,95.000,0.169,0.322,0.285,0.284,0.297
YT.FALL.,-85.307,-143.628,140.916,1642.529,1671.796,1680.977,96.000,0.751,0.731,0.754,0.748,0.735
YT.PECA.,-85.612,-68.552,146.385,1673.931,1708.767,1719.896,97.000,0.740,0.579,0.529,0.555,0.559
XK.B12SS.,-18.746,22.197,128.799,1569.464,1588.145,1593.771,98.000,0.291,0.220,0.203,0.201,0.206
XK.B06OR.,-19.901,23.527,128.990,1570.657,1589.487,1595.160,99.000,0.244,0.372,0.349,0.349,0.353
CX.PB04.,-22.334,-70.149,135.217,1608.767,1632.743,1640.121,100.000,0.423,0.372,0.412,0.417,0.413
ZJ.GRAW.,-74.004,154.989,127.213,1559.553,1577.023,1582.267,101.000,0.620,0.584,0.573,0.584,0.585
CX.PB02.,-21.320,-69.896,134.522,1604.579,1627.948,1635.120,102.000,0.579,0.576,0.569,0.577,0.574
CX.PB15.,-23.208,-69.471,136.292,1615.215,1640.149,1647.852,103.000,0.508,0.415,0.429,0.431,0.426
C.GO10.,-53.155,-71.050,154.131,1716.751,1760.197,1774.490,104.000,0.436,0.440,0.487,0.475,0.450
AF.POGA.,-27.346,31.707,129.993,1576.876,1596.491,1602.416,105.000,0.154,0.301,0.266,0.272,0.276
G.CRZF.10,-46.430,51.861,131.191,1584.272,1604.848,1611.086,106.000,0.095,0.094,0.163,0.163,0.084
C.GO03.,-27.594,-70.235,139.366,1633.445,1661.223,1669.892,107.000,0.446,0.429,0.457,0.452,0.454
CX.PB12.,-18.614,-70.328,132.054,1589.569,1610.850,1617.321,108.000,0.613,0.637,0.626,0.627,0.624
G.COYC.00,-45.573,-72.081,150.331,1695.993,1735.106,1747.786,109.000,0.590,0.501,0.475,0.485,0.494
XK.B03SL.,-21.121,24.764,129.265,1572.364,1591.408,1597.149,110.000,0.434,0.345,0.365,0.364,0.353
XK.B11ET.,-19.016,22.316,128.951,1570.413,1589.212,1594.876,111.000,0.254,0.389,0.374,0.368,0.377
YT.KOLR.,-76.154,-120.727,140.230,1638.520,1667.124,1676.076,112.000,0.547,0.580,0.532,0.552,0.577
YT.MPAT.,-78.030,-155.022,135.001,1607.465,1631.251,1638.564,113.000,0.668,0.695,0.696,0.698,0.690
YT.AGO3.,-82.754,28.581,146.807,1676.314,1711.598,1722.887,114.000,0.431,0.485,0.540,0.529,0.499
G.CCD.00,-75.106,123.305,129.780,1575.556,1595.003,1600.874,115.000,0.642,0.610,0.584,0.605,0.604
ZJ.SAMH.,-75.203,153.997,128.405,1567.012,1585.391,1590.920,116.000,0.600,0.636,0.602,0.628,0.633
CX.PATCX.,-20.821,-70.153,133.976,1601.271,1624.169,1631.182,117.000,0.485,0.501,0.492,0.496,0.495
C.GO09.,-51.271,-72.338,152.745,1709.238,1751.079,1764.769,118.000,0.471,0.461,0.438,0.453,0.460
