group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,19.0,53.2,152.81,585.5,-78.42,2.284,137.631,7.306,0.195,0.959,0.274,0.504,0.042,0.431,0.163,0.453,-0.363,0.449,-0.174,0.44,0.074,0.447
2.0,2.0,53.2,152.81,585.5,-71.456,-6.252,159.538,0.833,0.25,0.15,0.1,0.2,-0.15,0.45,0.0,0.0,-0.45,0.15,-0.5,0.2,-0.35,0.15
