evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20131001_0338,2013,10,01,3,38,24,53.200,152.810,585.5,-1.07e26,1.25e26,-0.184e26,-0.443e26,-0.866e26,0.039e26
