evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected
20131001_0338,53.2,152.81,585.5,GT.LBTB.00,-25.015,25.597,131.828,1588.181,1609.275,1615.685,10.0,4.035,0.374,0.227,0.313,0.303,0.235,0.5,0.6,0.833,0.867,6.6,0.446,0.446,-6.2,0.552,0.446,5.5,0.738,0.446,5.5,0.735,0.446,9.4,0.458,0.446,0
20131001_0338,53.2,152.81,585.5,AF.HVD.,-30.605,25.497,136.07,1613.887,1638.621,1646.257,11.0,2.183,0.184,0.157,0.158,0.159,0.158,-1.3,0.5,0.703,0.414,-1.4,0.846,0.846,-1.6,0.817,0.846,-2.0,0.845,0.846,-1.9,0.845,0.846,-1.8,0.843,0.846,0
20131001_0338,53.2,152.81,585.5,YT.HOWD.,-77.529,-86.769,147.923,1682.59,1719.067,1730.786,12.0,7.328,0.591,0.688,0.677,0.673,0.684,0.2,-3.3,0.863,-0.677,0.0,0.804,0.804,-0.1,0.854,0.804,-0.5,0.83,0.804,-0.5,0.834,0.804,-0.3,0.844,0.804,1
20131001_0338,53.2,152.81,585.5,ZJ.LEON.,-73.713,163.328,127.116,1558.946,1576.343,1581.564,13.0,2.925,0.653,0.641,0.675,0.657,0.636,0.9,0.9,0.972,0.973,0.7,0.814,0.814,0.7,0.782,0.814,0.2,0.803,0.814,0.5,0.795,0.814,0.7,0.783,0.814,0
20131001_0338,53.2,152.81,585.5,YT.WAIS.,-79.418,-111.778,142.891,1653.985,1685.206,1695.064,14.0,1.906,0.596,0.522,0.481,0.504,0.517,0.0,0.0,0.957,0.952,-0.4,0.831,0.831,-0.3,0.875,0.831,-0.8,0.865,0.831,-0.7,0.87,0.831,-0.5,0.874,0.831,0
20131001_0338,53.2,152.81,585.5,ZJ.RKST.,-74.201,159.002,127.47,1561.164,1578.828,1584.132,15.0,5.52,0.514,0.611,0.583,0.596,0.609,0.4,3.9,0.938,-0.908,-0.1,0.806,0.806,0.0,0.781,0.806,-0.6,0.802,0.806,-0.2,0.794,0.806,0.0,0.785,0.806,0
20131001_0338,53.2,152.81,585.5,CX.PB10.,-23.513,-70.554,135.955,1613.197,1637.827,1645.428,16.0,8.047,0.626,0.563,0.599,0.601,0.602,1.3,1.5,0.88,0.88,0.5,0.911,0.911,1.1,0.905,0.911,0.6,0.911,0.911,0.7,0.913,0.911,0.7,0.914,0.911,0
20131001_0338,53.2,152.81,585.5,CX.PB08.,-20.141,-69.153,133.939,1601.052,1623.919,1630.921,17.0,3.694,0.76,0.711,0.724,0.724,0.725,0.5,0.7,0.844,0.852,0.0,0.944,0.944,0.3,0.925,0.944,0.0,0.93,0.944,0.0,0.931,0.944,0.0,0.932,0.944,0
20131001_0338,53.2,152.81,585.5,IU.SBA.00,-77.849,166.757,131.332,1585.139,1605.829,1612.105,18.0,5.401,0.632,0.661,0.674,0.677,0.667,1.1,1.2,0.899,0.916,0.3,0.906,0.906,0.3,0.914,0.906,-0.1,0.906,0.906,0.1,0.908,0.906,0.4,0.912,0.906,1
20131001_0338,53.2,152.81,585.5,YT.UPTW.,-77.578,-109.037,143.155,1655.506,1686.992,1696.943,19.0,8.947,0.637,0.616,0.621,0.623,0.622,0.5,0.4,0.893,0.894,0.1,0.894,0.894,0.2,0.93,0.894,-0.3,0.919,0.894,-0.2,0.926,0.894,0.0,0.931,0.894,1
20131001_0338,53.2,152.81,585.5,YT.DNTW.,-76.451,-107.777,143.264,1656.134,1687.731,1697.72,20.0,0.352,0.021,0.0,-0.0,0.0,0.0,-0.1,4.5,0.748,0.938,5.2,0.235,0.235,5.3,0.222,0.235,4.9,0.24,0.235,4.9,0.237,0.235,5.2,0.227,0.235,0
20131001_0338,53.2,152.81,585.5,ZJ.CASY.,-73.296,159.632,126.583,1555.595,1572.595,1577.692,21.0,2.036,0.064,0.059,0.043,0.05,0.057,8.5,-4.9,0.72,-0.42,7.8,0.277,0.277,7.9,0.269,0.277,7.3,0.268,0.277,7.7,0.268,0.277,7.8,0.267,0.277,0
20131001_0338,53.2,152.81,585.5,CX.PSGCX.,-19.597,-70.123,132.98,1595.221,1617.273,1624.001,22.0,3.576,0.583,0.677,0.657,0.651,0.66,-0.4,-0.3,0.931,0.929,-1.1,0.951,0.951,-0.4,0.917,0.951,-0.7,0.928,0.951,-0.8,0.923,0.951,-0.7,0.923,0.951,0
20131001_0338,53.2,152.81,585.5,YT.SWEI.,-86.986,129.361,140.419,1639.626,1668.412,1677.426,23.0,6.818,0.578,0.748,0.738,0.745,0.75,0.3,1.0,0.705,0.721,0.7,0.608,0.608,0.6,0.813,0.608,0.4,0.781,0.608,0.4,0.786,0.608,0.5,0.806,0.608,0
20131001_0338,53.2,152.81,585.5,C.GO06.,-39.584,-71.472,147.219,1678.631,1714.352,1725.799,24.0,3.177,0.346,0.483,0.412,0.431,0.455,-0.4,-0.2,0.902,0.879,-0.6,0.763,0.763,-0.7,0.767,0.763,-1.1,0.745,0.763,-1.1,0.745,0.763,-0.9,0.753,0.763,0
20131001_0338,53.2,152.81,585.5,ZJ.RAPH.,-73.597,162.288,126.963,1557.983,1575.266,1580.451,25.0,7.267,0.745,0.718,0.692,0.709,0.72,-0.2,0.0,0.957,0.965,-0.3,0.891,0.891,-0.3,0.886,0.891,-0.8,0.88,0.891,-0.4,0.883,0.891,-0.2,0.887,0.891,1
20131001_0338,53.2,152.81,585.5,CX.MNMCX.,-19.131,-69.596,132.868,1594.539,1616.497,1623.194,26.0,5.174,0.595,0.624,0.608,0.607,0.609,-0.2,0.1,0.811,0.807,-0.7,0.857,0.857,0.0,0.827,0.857,-0.4,0.812,0.857,-0.4,0.814,0.857,-0.4,0.816,0.857,1
20131001_0338,53.2,152.81,585.5,XK.B14MH.,-18.295,21.792,128.655,1568.566,1587.136,1592.726,27.0,2.854,0.055,0.427,0.41,0.404,0.411,0.2,4.3,0.605,-0.527,6.8,0.78,0.78,0.0,0.799,0.78,-0.2,0.767,0.78,-0.2,0.77,0.78,-0.1,0.779,0.78,0
20131001_0338,53.2,152.81,585.5,YT.N140.,-82.01,96.756,138.285,1627.068,1653.83,1662.153,28.0,7.695,0.526,0.485,0.473,0.469,0.489,1.0,0.6,0.7,0.601,-0.2,0.527,0.527,-0.4,0.507,0.527,-0.9,0.506,0.527,-1.0,0.52,0.527,-0.7,0.512,0.527,0
20131001_0338,53.2,152.81,585.5,GT.LPAZ.00,-16.288,-68.131,131.217,1584.43,1605.026,1611.271,29.0,2.239,0.517,0.479,0.48,0.481,0.479,-0.2,0.0,0.928,0.915,-0.4,0.723,0.723,0.1,0.646,0.723,-0.3,0.653,0.723,-0.3,0.654,0.723,-0.2,0.653,0.723,0
20131001_0338,53.2,152.81,585.5,G.PEL.00,-33.144,-70.675,143.293,1656.301,1687.928,1697.928,30.0,4.199,0.311,0.361,0.427,0.411,0.397,1.6,1.8,0.913,0.952,1.3,0.907,0.907,1.6,0.865,0.907,0.8,0.87,0.907,0.9,0.874,0.907,1.1,0.867,0.907,0
20131001_0338,53.2,152.81,585.5,AU.MAW.,-67.604,62.871,137.739,1623.832,1650.088,1658.239,31.0,1.382,0.324,0.243,0.278,0.274,0.275,1.2,1.4,0.771,0.732,1.0,0.622,0.622,1.5,0.619,0.622,1.1,0.626,0.622,1.2,0.622,0.622,1.2,0.627,0.622,0
20131001_0338,53.2,152.81,585.5,CX.PB09.,-21.796,-69.242,135.261,1609.029,1633.044,1640.435,32.0,1.933,0.527,0.548,0.55,0.553,0.555,0.7,0.8,0.751,0.819,-0.1,0.824,0.824,0.3,0.856,0.824,0.0,0.861,0.824,-0.1,0.872,0.824,0.0,0.869,0.824,0
20131001_0338,53.2,152.81,585.5,C.GO01.,-19.669,-69.194,133.525,1598.537,1621.05,1627.933,33.0,5.539,0.682,0.651,0.631,0.629,0.633,-0.9,-0.6,0.867,0.86,-1.3,0.821,0.821,-0.7,0.769,0.821,-1.2,0.777,0.821,-1.2,0.773,0.821,-1.1,0.772,0.821,0
20131001_0338,53.2,152.81,585.5,XK.B1665.,-22.825,27.229,129.188,1571.886,1590.869,1596.591,34.0,2.702,0.355,0.465,0.447,0.443,0.447,-1.5,-1.1,0.521,0.376,3.7,0.428,0.428,3.9,0.591,0.428,3.8,0.515,0.428,3.9,0.538,0.428,3.9,0.542,0.428,0
20131001_0338,53.2,152.81,585.5,ZJ.KNYN.,-76.237,153.327,129.438,1573.437,1592.615,1598.4,35.0,2.805,0.538,0.574,0.543,0.55,0.568,0.7,0.5,0.883,0.845,-0.2,0.751,0.751,0.0,0.735,0.751,-0.6,0.752,0.751,-0.3,0.747,0.751,0.0,0.738,0.751,0
20131001_0338,53.2,152.81,585.5,XK.B01KR.,-22.238,26.718,129.025,1570.873,1589.73,1595.412,36.0,2.418,0.275,0.491,0.464,0.459,0.471,0.8,1.3,0.734,0.619,0.6,0.68,0.68,0.6,0.801,0.68,0.4,0.742,0.68,0.5,0.761,0.68,0.5,0.765,0.68,0
20131001_0338,53.2,152.81,585.5,ZJ.DONT.,-73.877,165.12,127.352,1560.426,1578.001,1583.278,37.0,2.03,0.477,0.425,0.396,0.413,0.423,-0.8,-4.2,0.395,-0.723,-1.2,0.636,0.636,-1.2,0.592,0.636,-1.8,0.612,0.636,-1.4,0.61,0.636,-1.3,0.597,0.636,0
20131001_0338,53.2,152.81,585.5,CX.PB16.,-18.335,-69.508,132.248,1590.752,1612.192,1618.717,38.0,2.755,0.53,0.554,0.543,0.546,0.548,-0.9,-0.6,0.846,0.86,-1.4,0.715,0.715,-0.8,0.638,0.715,-1.2,0.647,0.715,-1.2,0.648,0.715,-1.1,0.646,0.715,0
20131001_0338,53.2,152.81,585.5,CX.PB06.,-22.706,-69.572,135.829,1612.444,1636.962,1644.525,39.0,1.843,0.507,0.472,0.506,0.509,0.507,1.2,1.3,0.891,0.883,0.6,0.855,0.855,1.1,0.859,0.855,0.7,0.868,0.855,0.7,0.868,0.855,0.8,0.866,0.855,0
20131001_0338,53.2,152.81,585.5,C.GO05.,-35.01,-71.93,143.89,1659.732,1691.967,1702.179,40.0,1.722,0.484,0.28,0.274,0.267,0.273,0.6,1.0,0.743,0.869,0.0,0.747,0.747,0.3,0.628,0.747,-0.6,0.65,0.747,-0.4,0.643,0.747,-0.1,0.633,0.747,0
20131001_0338,53.2,152.81,585.5,YT.BENN.,-84.573,-117.392,142.839,1653.686,1684.854,1694.694,41.0,5.588,0.712,0.673,0.675,0.675,0.677,0.4,0.4,0.988,0.986,0.1,0.885,0.885,0.4,0.896,0.885,-0.1,0.886,0.885,0.0,0.877,0.885,0.2,0.886,0.885,1
20131001_0338,53.2,152.81,585.5,AW.VNA2.,-70.925,-7.393,160.213,1749.03,1799.827,1816.897,42.0,6.265,0.619,0.6,0.642,0.641,0.627,0.3,0.7,0.836,0.826,-0.1,0.844,0.844,0.5,0.855,0.844,-0.2,0.86,0.844,-0.3,0.863,0.844,0.0,0.86,0.844,0
20131001_0338,53.2,152.81,585.5,ZJ.APRL.,-73.195,158.703,126.46,1554.822,1571.731,1576.8,43.0,7.442,0.641,0.649,0.61,0.633,0.652,-0.4,-0.2,0.881,0.899,-0.5,0.755,0.755,-0.5,0.801,0.755,-1.0,0.787,0.755,-0.6,0.799,0.755,-0.4,0.804,0.755,1
20131001_0338,53.2,152.81,585.5,YT.HOWE.,-87.416,-149.427,141.768,1647.486,1677.588,1687.057,44.0,7.714,0.683,0.654,0.676,0.668,0.663,0.5,0.6,0.872,0.895,0.4,0.751,0.751,0.9,0.874,0.751,0.3,0.81,0.751,0.4,0.813,0.751,0.7,0.853,0.751,1
20131001_0338,53.2,152.81,585.5,XK.B13NX.,-18.579,21.994,128.775,1569.314,1587.977,1593.597,45.0,2.349,0.23,0.43,0.426,0.43,0.43,-0.5,-0.4,0.819,0.894,5.9,0.823,0.823,-0.9,0.647,0.823,-1.3,0.643,0.823,-1.2,0.646,0.823,-1.1,0.645,0.823,0
20131001_0338,53.2,152.81,585.5,YT.AGO1.,-83.862,129.615,137.499,1622.404,1648.439,1656.514,46.0,4.802,0.699,0.521,0.534,0.547,0.533,1.1,1.0,0.824,0.808,0.3,0.813,0.813,0.4,0.83,0.813,0.0,0.849,0.813,0.1,0.854,0.813,0.3,0.839,0.813,0
20131001_0338,53.2,152.81,585.5,G.CCD.10,-75.106,123.305,129.78,1575.556,1595.003,1600.874,47.0,5.921,0.639,0.603,0.579,0.6,0.597,0.2,-0.1,0.898,0.854,-0.3,0.95,0.95,-0.3,0.942,0.95,-0.9,0.936,0.95,-0.5,0.937,0.95,-0.4,0.939,0.95,1
20131001_0338,53.2,152.81,585.5,YT.BYRD.,-80.017,-119.474,141.672,1646.927,1676.934,1686.371,48.0,8.282,0.714,0.736,0.737,0.744,0.74,0.4,0.5,0.936,0.922,0.1,0.862,0.862,0.3,0.923,0.862,-0.2,0.923,0.862,-0.1,0.912,0.862,0.2,0.92,0.862,1
20131001_0338,53.2,152.81,585.5,CX.PB03.,-22.048,-69.753,135.196,1608.639,1632.597,1639.969,49.0,2.616,0.457,0.479,0.45,0.453,0.453,-0.3,-0.1,0.936,0.916,-1.1,0.857,0.857,-0.5,0.818,0.857,-1.0,0.842,0.857,-0.9,0.838,0.857,-0.9,0.84,0.857,0
20131001_0338,53.2,152.81,585.5,G.PAF.00,-49.351,70.211,123.867,1538.373,1553.434,1557.928,50.0,2.041,-0.007,-0.002,0.06,0.037,0.03,-4.6,-4.3,0.756,0.703,3.6,0.338,0.338,1.9,0.439,0.338,-6.0,0.474,0.338,1.3,0.368,0.338,1.3,0.374,0.338,0
20131001_0338,53.2,152.81,585.5,XK.B17CI.,-19.294,22.909,128.847,1569.763,1588.481,1594.119,51.0,0.951,0.285,0.275,0.284,0.283,0.282,5.2,3.1,0.437,0.451,-10.7,0.072,0.072,-5.7,0.338,0.072,-6.0,0.313,0.072,-5.9,0.32,0.072,-5.9,0.327,0.072,0
20131001_0338,53.2,152.81,585.5,ZJ.SPLN.,-73.466,161.471,126.805,1556.994,1574.159,1579.307,52.0,3.267,0.678,0.638,0.631,0.64,0.639,0.0,0.1,0.893,0.899,-0.2,0.602,0.602,-0.2,0.56,0.602,-0.7,0.581,0.602,-0.4,0.576,0.602,-0.2,0.563,0.602,0
20131001_0338,53.2,152.81,585.5,XK.B04KH.,-20.474,24.514,128.893,1570.049,1588.803,1594.452,53.0,3.08,0.052,0.336,0.318,0.317,0.321,-0.7,-0.4,0.783,0.761,6.0,0.657,0.657,5.8,0.489,0.657,5.9,0.477,0.657,5.9,0.482,0.657,5.8,0.483,0.657,0
20131001_0338,53.2,152.81,585.5,ZJ.BEBP.,-73.033,156.869,126.264,1553.584,1570.349,1575.373,54.0,5.504,0.531,0.603,0.531,0.568,0.594,-0.5,-0.1,0.797,0.812,5.8,0.64,0.64,5.9,0.69,0.64,5.5,0.691,0.64,5.8,0.694,0.64,5.8,0.693,0.64,0
20131001_0338,53.2,152.81,585.5,CX.PB05.,-22.853,-70.202,135.611,1611.132,1635.456,1642.953,55.0,2.15,0.475,0.536,0.552,0.544,0.549,0.3,0.2,0.801,0.681,0.4,0.795,0.795,0.8,0.76,0.795,0.4,0.778,0.795,0.5,0.76,0.795,0.5,0.762,0.795,0
20131001_0338,53.2,152.81,585.5,XK.B07DX.,-20.549,22.749,129.946,1576.586,1596.165,1602.078,56.0,2.309,0.392,0.49,0.48,0.48,0.484,1.2,1.3,0.602,0.597,-0.1,0.692,0.692,0.0,0.591,0.692,-0.4,0.663,0.692,-0.4,0.657,0.692,-0.3,0.647,0.692,0
20131001_0338,53.2,152.81,585.5,AF.SWZ.,-27.182,25.332,133.631,1599.183,1621.787,1628.7,57.0,2.988,0.097,0.053,0.035,0.037,0.04,1.4,-4.5,0.717,-0.263,8.5,0.041,0.041,-8.8,0.314,0.041,-8.0,0.342,0.041,-8.4,0.337,0.041,-8.4,0.332,0.041,0
20131001_0338,53.2,152.81,585.5,C.GO04.,-30.173,-70.799,141.025,1643.164,1672.537,1681.754,58.0,1.661,0.452,0.357,0.37,0.378,0.373,0.8,1.3,0.854,0.783,1.0,0.903,0.903,0.2,0.878,0.903,-0.4,0.953,0.903,-0.3,0.959,0.903,-0.3,0.953,0.903,0
20131001_0338,53.2,152.81,585.5,G.DRV.00,-66.665,140.002,120.256,1515.104,1527.795,1531.562,59.0,4.798,0.375,0.326,0.356,0.354,0.338,1.2,5.2,0.602,-0.797,-6.1,0.359,0.359,1.3,0.407,0.359,-0.1,0.433,0.359,1.5,0.38,0.359,1.5,0.394,0.359,0
20131001_0338,53.2,152.81,585.5,AI.ESPZ.04,-63.398,-56.996,161.571,1756.071,1808.583,1826.306,60.0,7.124,0.373,0.396,0.362,0.36,0.388,-2.6,-2.3,0.976,0.945,-2.2,0.934,0.934,-2.5,0.856,0.934,-2.8,0.844,0.934,-2.8,0.847,0.934,-2.5,0.852,0.934,0
20131001_0338,53.2,152.81,585.5,XK.B02LT.,-21.393,25.581,129.014,1570.806,1589.654,1595.333,61.0,2.853,0.382,0.441,0.43,0.426,0.428,-0.2,4.2,0.845,-0.844,-0.4,0.688,0.688,-0.3,0.686,0.688,-0.6,0.67,0.688,-0.5,0.671,0.688,-0.5,0.673,0.688,0
20131001_0338,53.2,152.81,585.5,ZJ.SHRD.,-73.399,160.499,126.709,1556.388,1573.481,1578.607,62.0,2.897,0.698,0.583,0.564,0.587,0.593,-0.3,-0.3,0.706,0.718,-0.6,0.579,0.579,-0.6,0.611,0.579,-1.1,0.601,0.579,-0.7,0.617,0.579,-0.5,0.616,0.579,0
20131001_0338,53.2,152.81,585.5,IU.LCO.,-29.011,-70.7,140.199,1638.335,1666.908,1675.849,63.0,2.467,0.496,0.402,0.455,0.449,0.444,2.0,2.3,0.897,0.837,1.8,0.811,0.811,1.3,0.884,0.811,0.9,0.898,0.811,0.9,0.893,0.811,0.9,0.894,0.811,0
20131001_0338,53.2,152.81,585.5,YT.LONW.,-81.347,152.735,134.547,1604.725,1628.115,1635.295,64.0,7.16,0.781,0.662,0.704,0.702,0.679,0.2,0.1,0.883,0.85,0.0,0.792,0.792,0.2,0.793,0.792,-0.1,0.818,0.792,0.0,0.803,0.792,0.1,0.796,0.792,0
20131001_0338,53.2,152.81,585.5,ZJ.FOOT.,-73.093,157.853,126.341,1554.074,1570.896,1575.937,65.0,4.391,0.674,0.659,0.619,0.651,0.665,-0.3,0.0,0.906,0.905,-0.5,0.724,0.724,-0.3,0.82,0.724,-0.8,0.777,0.724,-0.4,0.803,0.724,-0.3,0.821,0.724,1
20131001_0338,53.2,152.81,585.5,CX.PB07.,-21.727,-69.886,134.862,1606.626,1630.29,1637.562,66.0,3.354,0.651,0.671,0.66,0.664,0.665,0.2,0.6,0.945,0.913,-0.4,0.929,0.929,0.1,0.912,0.929,-0.3,0.919,0.929,-0.2,0.919,0.929,-0.3,0.92,0.929,0
20131001_0338,53.2,152.81,585.5,YT.DEVL.,-81.476,161.973,134.767,1606.055,1629.636,1636.88,67.0,6.07,0.692,0.699,0.706,0.697,0.696,0.9,0.9,0.891,0.894,0.8,0.812,0.812,0.7,0.869,0.812,0.3,0.856,0.812,0.5,0.857,0.812,0.7,0.865,0.812,1
20131001_0338,53.2,152.81,585.5,GT.CPUP.00,-26.331,-57.331,145.03,1666.242,1699.652,1710.277,68.0,4.75,0.564,0.603,0.642,0.641,0.633,1.0,1.0,0.903,0.888,0.6,0.908,0.908,0.6,0.942,0.908,0.2,0.933,0.908,0.1,0.936,0.908,0.2,0.936,0.908,1
20131001_0338,53.2,152.81,585.5,ZJ.MICH.,-73.817,164.1,127.249,1559.782,1577.28,1582.532,69.0,3.589,0.432,0.473,0.54,0.496,0.478,2.2,2.4,0.72,0.746,2.1,0.848,0.848,2.2,0.853,0.848,1.6,0.854,0.848,2.0,0.85,0.848,2.1,0.852,0.848,0
20131001_0338,53.2,152.81,585.5,AI.ORCD.04,-60.738,-44.736,167.887,1788.076,1848.836,1869.797,70.0,8.787,0.562,0.546,0.537,0.558,0.553,-1.7,4.2,0.824,-0.766,-1.8,0.808,0.808,-1.7,0.72,0.808,-1.8,0.721,0.808,-1.8,0.729,0.808,-1.7,0.722,0.808,0
20131001_0338,53.2,152.81,585.5,AW.VNA1.,-70.69,-8.276,160.574,1750.909,1802.159,1819.402,71.0,1.503,0.032,0.025,0.029,0.029,0.027,-9.9,-0.1,0.734,-0.949,-9.0,0.652,0.652,-8.5,0.732,0.652,-9.0,0.721,0.652,-9.1,0.714,0.652,-8.9,0.724,0.652,0
20131001_0338,53.2,152.81,585.5,AF.CVNA.,-31.482,19.762,140.074,1637.607,1666.061,1674.962,72.0,2.075,0.018,0.033,0.032,0.032,0.032,-1.3,-0.6,0.749,0.969,-1.3,0.886,0.886,-1.0,0.754,0.886,-0.9,0.811,0.886,-0.8,0.815,0.886,-0.9,0.808,0.886,0
20131001_0338,53.2,152.81,585.5,CX.PB01.,-21.043,-69.487,134.511,1604.51,1627.869,1635.038,73.0,4.163,0.591,0.562,0.581,0.583,0.583,1.0,1.1,0.904,0.913,0.5,0.852,0.852,0.8,0.833,0.852,0.5,0.838,0.852,0.5,0.837,0.852,0.5,0.837,0.852,0
20131001_0338,53.2,152.81,585.5,GT.PLCA.00,-40.733,-70.551,148.487,1685.744,1722.831,1734.771,74.0,2.37,0.349,0.301,0.311,0.32,0.317,0.5,0.8,0.824,0.817,0.3,0.91,0.91,0.3,0.92,0.91,-0.2,0.911,0.91,-0.1,0.909,0.91,0.1,0.914,0.91,0
20131001_0338,53.2,152.81,585.5,YT.BEAR.,-74.548,-111.851,141.872,1648.092,1678.297,1687.803,75.0,4.054,0.705,0.775,0.72,0.738,0.766,-0.6,-0.5,0.877,0.825,-0.6,0.916,0.916,-0.3,0.922,0.916,-0.9,0.929,0.916,-0.8,0.92,0.916,-0.4,0.921,0.916,1
20131001_0338,53.2,152.81,585.5,C.GO02.,-25.163,-69.59,137.803,1624.208,1650.523,1658.693,76.0,1.615,0.437,0.45,0.456,0.459,0.455,2.1,2.2,0.74,0.75,1.6,0.761,0.761,1.9,0.756,0.761,1.6,0.784,0.761,1.5,0.782,0.761,1.6,0.779,0.761,0
20131001_0338,53.2,152.81,585.5,YT.UNGL.,-79.775,-82.524,148.049,1683.292,1719.905,1731.673,77.0,5.01,0.636,0.753,0.726,0.73,0.746,0.0,0.1,0.955,0.952,-0.3,0.957,0.957,-0.3,0.965,0.957,-0.8,0.952,0.957,-0.8,0.958,0.957,-0.5,0.963,0.957,1
20131001_0338,53.2,152.81,585.5,ZJ.DUBY.,-74.985,158.077,128.233,1565.937,1584.183,1589.671,78.0,2.171,0.515,0.441,0.423,0.447,0.453,0.1,-0.2,0.931,0.902,-0.6,0.643,0.643,-0.4,0.659,0.643,-1.1,0.628,0.643,-0.6,0.646,0.643,-0.3,0.656,0.643,0
20131001_0338,53.2,152.81,585.5,G.SPB.00,-23.593,-47.427,146.673,1675.554,1710.694,1721.932,79.0,3.862,0.577,0.65,0.665,0.661,0.664,0.6,0.9,0.833,0.847,0.7,0.889,0.889,0.3,0.955,0.889,0.1,0.944,0.889,0.0,0.931,0.889,0.0,0.936,0.889,0
20131001_0338,53.2,152.81,585.5,CX.PB14.,-24.626,-70.404,136.93,1619.021,1644.534,1652.433,80.0,1.063,-0.074,-0.044,-0.036,-0.036,-0.036,8.1,4.3,0.296,0.688,-5.4,0.666,0.666,-5.0,0.726,0.666,-5.4,0.691,0.666,-5.3,0.706,0.666,-5.4,0.703,0.666,0
