station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
JX.JIX.,28.212,116.247,167.030,1788.273,1847.781,1868.231,233.000,0.437,0.410,0.403,0.395,0.411
GD.SHT.,23.416,116.626,171.719,1811.356,1877.242,1900.284,234.000,0.113,0.153,0.136,0.112,0.131
SN.LOXT.,34.969,106.700,159.026,1747.270,1796.489,1812.953,235.000,0.755,0.773,0.769,0.750,0.768
XJ.ALS.,45.153,82.119,139.417,1638.142,1665.883,1674.536,236.000,0.710,0.675,0.674,0.666,0.681
HL.FUY.,48.355,134.275,143.292,1660.703,1692.239,1702.203,237.000,0.259,0.274,0.306,0.326,0.316
QH.DAW.,34.478,100.248,156.768,1735.333,1781.801,1797.225,238.000,0.564,0.578,0.598,0.615,0.581
AU.RABL.,-4.191,152.164,138.213,1631.034,1657.645,1665.913,239.000,0.408,0.367,0.371,0.364,0.378
HA.JS.,34.610,113.240,160.645,1755.726,1806.962,1824.192,240.000,0.450,0.441,0.444,0.444,0.442
XJ.AHQ.,40.934,78.459,139.432,1638.233,1665.988,1674.646,241.000,0.571,0.568,0.549,0.547,0.568
JP.JHJ2.,33.115,139.814,151.228,1705.363,1745.382,1758.391,242.000,0.091,0.060,0.092,0.092,0.074
GE.HMDM.,6.773,73.182,138.311,1631.614,1658.316,1666.615,243.000,0.450,0.253,0.289,0.278,0.245
SC.HLI.,26.653,102.253,163.690,1771.399,1826.524,1845.247,244.000,0.258,0.293,0.289,0.284,0.292
HL.HEG.,47.353,130.236,145.505,1673.357,1707.172,1717.936,245.000,0.535,0.462,0.477,0.501,0.506
HE.HNS.,37.401,114.710,157.907,1741.374,1789.221,1805.165,246.000,0.621,0.623,0.632,0.638,0.629
JS.SY.,33.767,120.250,160.905,1757.076,1808.640,1825.995,247.000,0.017,0.060,0.069,0.081,0.075
CQ.YUB.,29.858,106.827,163.693,1771.414,1826.544,1845.268,248.000,0.632,0.689,0.688,0.690,0.688
YN.YOD.,24.036,99.245,162.942,1767.576,1821.738,1840.088,249.000,0.451,0.372,0.351,0.357,0.371
II.DGAR.00,-7.412,72.452,132.254,1595.171,1616.540,1623.038,250.000,0.130,0.259,0.252,0.257,0.266
GX.LNS.,22.420,109.281,171.159,1808.632,1873.744,1896.468,251.000,0.429,0.218,0.232,0.239,0.221
GX.DXS.,21.672,107.497,170.572,1805.773,1870.078,1892.470,252.000,0.130,0.081,0.088,0.082,0.083
HB.FXI.,31.938,110.724,162.953,1767.634,1821.810,1840.166,253.000,0.635,0.464,0.486,0.510,0.476
N.TASF.,31.195,130.909,158.366,1743.796,1792.203,1808.359,254.000,0.357,0.222,0.225,0.231,0.221
XJ.WUS.,41.200,79.220,139.806,1640.430,1668.541,1677.320,255.000,0.284,0.364,0.369,0.365,0.363
SC.JLO.,28.996,101.512,161.603,1760.689,1813.137,1830.829,256.000,0.317,0.195,0.210,0.210,0.195
XJ.LSG.,45.564,84.275,140.352,1643.633,1672.267,1681.226,257.000,0.586,0.618,0.628,0.636,0.617
N.HJOF.,33.105,139.802,151.241,1705.438,1745.473,1758.487,258.000,0.146,0.231,0.208,0.213,0.220
GS.YJZ.,40.391,98.641,151.228,1705.368,1745.388,1758.397,259.000,0.539,0.526,0.517,0.509,0.524
KR.ARK.,41.800,71.967,134.664,1609.818,1633.230,1640.414,260.000,0.476,0.347,0.334,0.334,0.346
AU.MORW.,-29.068,116.040,135.609,1615.506,1639.746,1647.212,261.000,0.453,0.513,0.509,0.513,0.520
LN.LYA.,41.219,119.382,153.792,1719.354,1762.306,1776.407,262.000,0.586,0.618,0.629,0.632,0.627
JS.NJ2.,32.052,118.854,162.862,1767.163,1821.222,1839.532,263.000,0.531,0.567,0.578,0.588,0.581
SC.LTA.,30.000,100.269,160.127,1753.032,1803.619,1820.602,264.000,0.139,0.249,0.274,0.264,0.232
SD.JUX.,35.543,118.895,159.441,1749.447,1799.179,1815.838,265.000,0.469,0.494,0.510,0.526,0.512
SN.QLIT.,34.570,108.217,159.839,1751.528,1801.755,1818.602,266.000,0.614,0.628,0.621,0.615,0.623
N.KSNF.,38.976,141.530,146.717,1680.222,1715.317,1726.534,267.000,0.264,0.220,0.224,0.229,0.214
FJ.LJTL.,26.353,119.920,167.981,1793.011,1853.792,1874.752,268.000,0.489,0.480,0.483,0.477,0.488
AH.HUS.,29.706,118.378,165.238,1779.265,1836.406,1855.915,269.000,0.464,0.493,0.503,0.513,0.504
SX.TAG.,37.367,112.578,157.851,1741.076,1788.853,1804.772,270.000,0.598,0.561,0.577,0.593,0.570
BU.LQS.,40.102,116.082,155.183,1726.854,1771.434,1786.149,271.000,0.424,0.474,0.463,0.444,0.467
N.SBRF.,33.505,130.253,157.080,1736.993,1783.837,1799.403,272.000,0.152,0.251,0.232,0.213,0.233
HI.NAD.,19.534,109.619,173.471,1819.812,1888.150,1912.196,273.000,0.341,0.182,0.183,0.190,0.182
GE.SAUI.,-7.983,131.299,151.564,1707.214,1747.613,1760.762,274.000,0.241,0.360,0.362,0.342,0.368
LW.LAP.,19.898,102.165,167.085,1788.549,1848.131,1868.611,275.000,0.423,0.289,0.291,0.299,0.301
SX.YAY.,39.955,114.158,155.346,1727.731,1772.504,1787.292,276.000,0.412,0.374,0.374,0.371,0.374
HA.LS.,34.018,111.040,160.979,1757.461,1809.118,1826.508,277.000,0.474,0.554,0.563,0.573,0.564
IM.MK31.,46.794,82.291,138.510,1632.794,1659.682,1668.044,278.000,0.341,0.241,0.242,0.253,0.232
XJ.XNY.,43.564,83.303,141.045,1647.683,1676.988,1686.178,279.000,0.165,0.428,0.503,0.526,0.418
HE.GAN.,38.368,114.024,156.929,1736.188,1782.849,1798.347,280.000,0.660,0.638,0.632,0.606,0.635
N.SBTF.,37.968,139.450,148.618,1690.900,1728.036,1739.988,281.000,0.217,0.229,0.225,0.218,0.226
HL.MDJ.,44.616,129.589,148.143,1688.242,1724.864,1736.629,282.000,0.377,0.491,0.479,0.465,0.477
QH.HUL.,36.074,102.248,156.391,1733.322,1779.338,1794.592,283.000,0.679,0.680,0.682,0.679,0.678
SC.JJS.,31.004,104.546,161.697,1761.176,1813.744,1831.482,284.000,0.595,0.604,0.584,0.556,0.598
N.NKGF.,44.802,142.085,142.605,1656.740,1687.585,1697.308,285.000,0.017,0.087,0.089,0.082,0.094
BU.ZHL.,40.157,115.133,155.150,1726.676,1771.217,1785.918,286.000,0.247,0.247,0.242,0.234,0.249
HE.YAY.,40.161,114.169,155.140,1726.626,1771.157,1785.853,287.000,0.438,0.491,0.468,0.435,0.479
XZ.SQHE.,32.521,80.011,144.052,1665.067,1697.376,1707.611,288.000,0.382,0.362,0.353,0.354,0.361
SC.PGE.,27.384,102.542,163.382,1769.827,1824.555,1843.124,289.000,0.335,0.268,0.269,0.268,0.266
QH.LEH.,38.819,93.414,149.891,1697.980,1736.510,1748.970,290.000,0.422,0.438,0.439,0.435,0.436
LN.NAP.,41.089,120.758,153.713,1718.926,1761.787,1775.853,291.000,0.668,0.630,0.613,0.586,0.615
N.ABUF.,34.863,135.571,153.007,1715.096,1757.141,1770.902,292.000,0.263,0.125,0.127,0.130,0.126
JL.LYT.,42.948,125.149,150.984,1704.020,1743.766,1756.673,293.000,0.674,0.656,0.650,0.636,0.642
HB.SZH.,31.630,113.386,163.624,1771.066,1826.108,1844.798,294.000,0.605,0.546,0.549,0.549,0.545
N.INNF.,33.470,131.306,156.516,1733.987,1780.152,1795.463,295.000,0.063,0.067,0.082,0.085,0.093
SH.DYS.,30.583,122.067,163.349,1769.661,1824.348,1842.901,296.000,0.294,0.227,0.228,0.227,0.234
HB.SSH.,29.646,112.690,165.527,1780.722,1838.241,1857.900,297.000,0.492,0.508,0.509,0.508,0.510
GS.GTA.,39.400,99.817,152.552,1712.618,1754.140,1767.706,298.000,0.689,0.701,0.697,0.689,0.698
FJ.TNSC.,26.908,117.181,168.197,1794.083,1855.154,1876.232,299.000,0.525,0.463,0.469,0.477,0.475
XJ.LTA.,42.022,84.167,142.470,1655.962,1686.671,1696.348,300.000,0.414,0.357,0.309,0.287,0.363
GS.ZHQ.,33.811,104.381,159.228,1748.330,1797.797,1814.356,301.000,0.707,0.685,0.670,0.647,0.680
SC.YYU.,27.467,101.678,162.765,1766.668,1820.602,1838.864,302.000,0.288,0.232,0.227,0.225,0.230
JX.XIS.,29.040,114.563,166.266,1784.446,1842.940,1862.986,303.000,0.466,0.419,0.420,0.411,0.420
GD.MEZ.,24.317,116.137,170.909,1807.415,1872.183,1894.766,304.000,0.339,0.395,0.396,0.390,0.396
GX.WZS.,23.481,111.234,171.151,1808.593,1873.693,1896.413,305.000,0.549,0.552,0.573,0.593,0.561
GX.BSS.,23.895,106.557,168.407,1795.122,1856.475,1877.667,306.000,-0.004,0.234,0.234,0.238,0.235
GD.XNH.,22.570,113.034,172.541,1815.336,1882.367,1905.879,307.000,0.298,0.551,0.526,0.498,0.531
XZ.MZG.,29.847,91.748,154.285,1722.020,1765.548,1779.865,308.000,0.315,0.424,0.428,0.432,0.421
AH.ANQ.,30.580,117.020,164.598,1776.021,1832.325,1851.506,309.000,0.405,0.472,0.473,0.468,0.470
GS.SNT.,38.841,99.611,152.931,1714.682,1756.639,1770.368,310.000,0.598,0.610,0.591,0.570,0.607
SC.LBO.,28.272,103.570,163.364,1769.735,1824.440,1843.000,311.000,0.166,0.218,0.208,0.202,0.213
SD.JIX.,35.400,116.350,159.863,1751.651,1801.907,1818.764,312.000,0.450,0.521,0.527,0.526,0.526
HI.QZN.,19.029,109.844,173.951,1822.112,1891.127,1915.452,313.000,0.077,0.122,0.125,0.135,0.126
JL.CBT.,41.420,128.174,151.454,1706.605,1746.879,1759.981,314.000,0.142,0.129,0.113,0.104,0.125
GS.ZHY.,39.091,100.531,153.109,1715.647,1757.808,1771.613,315.000,0.486,0.458,0.461,0.454,0.457
MY.KUM.,5.290,100.649,162.835,1767.028,1821.053,1839.350,316.000,0.594,0.607,0.603,0.602,0.610
XJ.KUC.,41.853,82.857,141.772,1651.914,1681.932,1691.368,317.000,0.224,0.173,0.184,0.193,0.172
QH.DLH.,37.381,97.378,153.050,1715.329,1757.422,1771.201,318.000,0.487,0.513,0.527,0.525,0.515
ZJ.WXJ.,28.696,118.826,166.114,1783.681,1841.974,1861.940,319.000,0.383,0.538,0.534,0.516,0.522
HB.SYA.,32.597,110.719,162.312,1764.339,1817.692,1835.731,320.000,0.402,0.382,0.396,0.415,0.390
SN.YAAN.,36.872,109.325,157.887,1741.268,1789.090,1805.025,321.000,0.715,0.684,0.693,0.693,0.687
HE.TLK.,40.139,119.045,154.899,1725.330,1769.577,1784.166,322.000,0.480,0.493,0.480,0.474,0.475
BJ.SSL.,40.251,116.225,155.028,1726.022,1770.419,1785.065,323.000,0.140,0.123,0.113,0.105,0.119
LN.GAX.,40.413,122.366,154.053,1720.766,1764.022,1778.238,324.000,0.233,0.206,0.197,0.180,0.186
XJ.ZSU.,42.676,80.367,139.780,1640.280,1668.366,1677.137,325.000,0.623,0.593,0.587,0.580,0.593
AU.WRKA.,-25.038,128.296,137.574,1627.243,1653.264,1661.331,326.000,0.322,0.496,0.498,0.502,0.502
HL.BAQ.,46.330,132.149,145.772,1674.872,1708.967,1719.829,327.000,0.188,0.228,0.210,0.186,0.195
N.FUKF.,32.718,128.757,158.491,1744.454,1793.014,1809.228,328.000,0.091,0.142,0.138,0.134,0.141
HI.SAY.,18.204,109.493,174.122,1822.927,1892.184,1916.608,329.000,0.184,0.164,0.166,0.171,0.156
BU.BJT.,40.018,116.168,155.263,1727.283,1771.957,1786.708,330.000,0.530,0.534,0.535,0.527,0.535
AU.XMIS.,-10.481,105.652,152.653,1713.169,1754.807,1768.416,331.000,-0.026,0.004,0.035,0.098,0.007
HA.DA.,34.800,111.320,160.254,1753.691,1804.436,1821.479,332.000,0.501,0.434,0.434,0.439,0.434
GS.NXT.,35.561,107.922,158.823,1746.202,1795.170,1811.539,333.000,0.559,0.538,0.540,0.529,0.537
YN.YUM.,25.689,101.861,164.036,1773.166,1828.741,1847.638,334.000,0.136,0.377,0.382,0.382,0.377
HB.NZH.,31.392,111.616,163.650,1771.195,1826.269,1844.972,335.000,0.624,0.514,0.527,0.538,0.522
SX.JIC.,37.712,112.436,157.496,1739.196,1786.543,1802.298,336.000,0.550,0.546,0.540,0.550,0.546
XJ.RUQ.,38.974,88.838,147.143,1682.622,1718.169,1729.549,337.000,0.397,0.379,0.411,0.411,0.379
N.IMGF.,42.393,140.141,145.284,1672.104,1705.688,1716.370,338.000,0.034,0.117,0.101,0.096,0.090
GX.PNX.,23.614,110.435,170.718,1806.482,1870.987,1893.462,339.000,0.611,0.514,0.523,0.534,0.523
JX.JDZ.,29.275,117.261,165.855,1782.378,1840.330,1860.160,340.000,0.493,0.461,0.468,0.480,0.472
AH.HSH.,31.770,118.058,163.279,1769.300,1823.895,1842.413,341.000,0.364,0.396,0.396,0.391,0.398
SD.LOK.,37.552,120.508,157.197,1737.611,1784.596,1800.215,342.000,0.434,0.363,0.370,0.413,0.395
YN.DOC.,26.092,103.187,164.686,1776.471,1832.891,1852.118,343.000,0.239,0.235,0.231,0.233,0.236
MY.SBM.,2.453,112.214,166.887,1787.558,1846.876,1867.250,344.000,0.304,0.274,0.279,0.290,0.281
PS.PSI.,2.694,98.924,159.875,1751.713,1801.984,1818.847,345.000,0.285,0.277,0.288,0.289,0.274
SH.TPS.,31.289,120.494,163.204,1768.916,1823.415,1841.895,346.000,0.469,0.492,0.492,0.487,0.482
SX.KEL.,38.778,111.720,156.370,1733.213,1779.204,1794.449,347.000,0.563,0.563,0.559,0.574,0.559
LN.XYN.,40.275,123.259,153.977,1720.356,1763.524,1777.706,348.000,0.524,0.548,0.558,0.564,0.558
MI.HTSP.,15.232,145.799,150.157,1699.456,1738.280,1750.849,349.000,0.338,0.378,0.389,0.396,0.343
GE.GENI.,-2.593,140.168,149.198,1694.134,1731.903,1744.085,350.000,0.271,0.212,0.220,0.199,0.238
GS.JTA.,37.190,104.090,156.132,1731.938,1777.644,1792.782,351.000,0.728,0.759,0.759,0.737,0.754
JS.XZ.,34.231,117.166,160.961,1757.366,1809.000,1826.382,352.000,0.513,0.585,0.595,0.589,0.589
BU.BDH.,39.825,119.474,155.150,1726.679,1771.221,1785.921,353.000,0.463,0.457,0.455,0.439,0.448
QH.DCD.,37.932,95.376,151.593,1707.368,1747.799,1760.960,354.000,0.448,0.447,0.460,0.465,0.447
N.KYKF.,30.378,130.410,159.238,1748.383,1797.863,1814.426,355.000,0.209,0.136,0.117,0.103,0.122
TJ.YGZ.,39.910,117.248,155.308,1727.528,1772.256,1787.027,356.000,0.480,0.447,0.437,0.433,0.444
HN.CNS.,28.182,112.930,167.006,1788.152,1847.628,1868.065,357.000,0.635,0.663,0.653,0.651,0.661
YN.LUS.,25.832,98.852,161.734,1761.367,1813.982,1831.738,358.000,0.167,0.091,0.077,0.083,0.092
AH.LAN.,31.715,116.501,163.523,1770.550,1825.460,1844.100,359.000,0.589,0.516,0.532,0.552,0.538
TW.KMNB.,24.464,118.388,170.256,1804.226,1868.097,1890.311,360.000,0.273,0.237,0.257,0.283,0.271
AU.CMSA.,-31.538,145.692,124.584,1547.302,1562.794,1567.420,361.000,0.508,0.524,0.522,0.506,0.525
FJ.FDQY.,27.118,120.259,167.159,1788.915,1848.595,1869.114,362.000,0.256,0.154,0.158,0.170,0.156
XZ.GZE.,32.290,84.070,147.314,1683.586,1719.316,1730.761,363.000,0.435,0.422,0.414,0.414,0.426
LN.FKU.,42.508,123.347,151.834,1708.695,1749.399,1762.661,364.000,0.437,0.421,0.420,0.408,0.414
SX.XIY.,37.569,113.721,157.717,1740.371,1787.987,1803.844,365.000,0.665,0.662,0.666,0.657,0.666
HI.QIH.,19.222,110.476,174.287,1823.714,1893.204,1917.725,366.000,0.026,-0.074,-0.073,-0.073,-0.073
XZ.NMU.,29.430,90.150,153.253,1716.433,1758.761,1772.628,367.000,0.213,0.152,0.112,0.114,0.165
IU.ULN.00,47.865,107.053,146.814,1680.768,1715.965,1727.219,368.000,0.612,0.597,0.617,0.623,0.590
MY.KSM.,1.473,110.308,165.461,1780.393,1837.827,1857.451,369.000,0.189,0.072,0.069,0.071,0.069
XJ.SMY.,41.638,79.731,139.919,1641.092,1669.311,1678.127,370.000,0.493,0.578,0.586,0.583,0.575
KR.ARLS.,41.854,74.329,136.252,1619.361,1644.175,1651.835,371.000,0.504,0.157,0.175,0.176,0.152
N.KMUF.,42.239,142.962,143.826,1663.774,1695.852,1706.006,372.000,0.081,0.137,0.130,0.136,0.133
IC.SSE.10,31.095,121.189,163.179,1768.789,1823.256,1841.723,373.000,0.465,0.467,0.467,0.465,0.463
JS.TZ.,32.409,119.919,162.286,1764.208,1817.528,1835.554,374.000,0.449,0.395,0.385,0.367,0.383
SN.HEYT.,35.407,110.063,159.452,1749.502,1799.248,1815.911,375.000,0.731,0.614,0.628,0.644,0.618
XJ.YUT.,36.429,81.997,143.979,1664.649,1696.884,1707.092,376.000,0.346,0.449,0.451,0.452,0.451
FJ.PTLC.,25.447,119.014,169.134,1798.714,1861.052,1882.643,377.000,0.430,0.366,0.376,0.402,0.394
GE.HALK.,6.088,80.681,145.250,1671.909,1705.458,1716.127,378.000,0.519,0.562,0.574,0.569,0.561
SD.LAY.,36.988,120.721,157.699,1740.276,1787.870,1803.719,379.000,0.374,0.341,0.370,0.391,0.380
LN.HSH.,39.537,121.274,155.124,1726.540,1771.051,1785.740,380.000,0.066,0.116,0.121,0.126,0.121
GX.YTT.,24.029,107.518,168.890,1797.515,1859.522,1880.979,381.000,0.222,0.272,0.259,0.291,0.269
FJ.QZH.,24.942,118.595,169.742,1801.707,1864.874,1886.801,382.000,0.056,0.154,0.173,0.194,0.185
SD.YTA.,37.520,121.387,157.043,1736.794,1783.593,1799.142,383.000,0.292,0.296,0.323,0.343,0.333
SC.XHA.,31.374,107.717,162.669,1766.173,1819.984,1838.199,384.000,0.749,0.690,0.705,0.712,0.694
KZ.MAKZ.,46.808,81.977,138.333,1631.744,1658.467,1666.772,385.000,0.582,0.562,0.550,0.551,0.556
HB.LCH.,30.372,108.882,163.977,1772.862,1828.359,1847.226,386.000,0.662,0.609,0.619,0.627,0.612
SC.XSB.,27.862,102.448,162.987,1767.804,1822.023,1840.395,387.000,0.255,0.308,0.304,0.295,0.306
JX.NNC.,28.770,115.800,166.509,1785.663,1844.479,1864.653,388.000,0.358,0.331,0.337,0.330,0.338
N.SGNF.,35.510,138.944,150.459,1701.127,1740.287,1752.979,389.000,0.341,0.218,0.223,0.228,0.223
N.TGAF.,35.185,136.338,152.321,1711.359,1752.617,1766.085,390.000,0.103,0.140,0.165,0.168,0.171
TW.SSLB.,23.788,120.954,169.751,1801.750,1864.929,1886.861,391.000,0.265,0.260,0.273,0.289,0.278
N.KNMF.,35.717,137.178,151.455,1706.616,1746.892,1759.995,392.000,0.073,0.104,0.091,0.092,0.077
GS.HXP.,38.391,102.110,154.339,1722.308,1765.898,1780.239,393.000,0.565,0.638,0.615,0.576,0.632
JL.FMT.,43.728,126.664,149.847,1697.740,1736.221,1748.664,394.000,0.484,0.505,0.532,0.560,0.551
SC.CD2.,30.910,103.758,161.394,1759.607,1811.789,1829.379,395.000,0.574,0.535,0.528,0.520,0.532
SC.QCH.,32.593,105.228,160.637,1755.686,1806.912,1824.139,396.000,0.643,0.701,0.690,0.665,0.702
JS.QD.,31.836,121.685,162.332,1764.447,1817.827,1835.876,397.000,-0.055,0.026,0.026,0.026,0.030
N.GJMF.,39.956,140.111,146.942,1681.489,1716.822,1728.125,398.000,0.158,0.150,0.162,0.172,0.147
QH.GOM.,36.198,94.814,152.526,1712.477,1753.970,1767.525,399.000,0.329,0.368,0.405,0.414,0.367
JL.MJT.,41.948,127.594,151.180,1705.100,1745.066,1758.054,400.000,0.204,0.210,0.217,0.224,0.210
NX.YCI.,37.778,107.437,156.596,1734.418,1780.680,1796.027,401.000,0.604,0.600,0.583,0.545,0.591
QH.BAM.,32.949,100.727,158.211,1742.982,1791.200,1807.285,402.000,0.576,0.631,0.618,0.613,0.633
N.OSWF.,27.098,142.196,151.989,1709.540,1750.419,1763.747,403.000,0.246,0.091,0.107,0.099,0.094
AU.FORT.,-30.779,128.059,132.190,1594.778,1616.094,1622.575,404.000,0.178,0.210,0.210,0.208,0.209
CQ.CHS.,29.905,107.232,163.816,1772.043,1827.332,1846.119,405.000,0.630,0.686,0.684,0.683,0.683
JX.DUC.,29.256,116.193,165.996,1783.088,1841.225,1861.129,406.000,0.314,0.273,0.296,0.332,0.309
QH.XIH.,35.507,99.809,155.734,1729.812,1775.044,1790.005,407.000,0.551,0.584,0.606,0.618,0.589
JX.FEC.,27.933,115.728,167.349,1789.864,1849.797,1870.418,408.000,0.395,0.328,0.335,0.341,0.336
LN.XMN.,42.071,122.868,152.357,1711.554,1752.854,1766.337,409.000,0.531,0.473,0.487,0.489,0.495
N.ONSF.,36.156,138.982,150.043,1698.822,1737.520,1750.041,410.000,0.164,0.099,0.105,0.114,0.110
GD.JIX.,23.427,115.705,171.840,1811.944,1877.998,1901.109,411.000,0.190,0.190,0.183,0.173,0.178
AU.HTT.,-33.431,138.922,126.115,1557.009,1573.596,1578.562,412.000,0.318,0.240,0.252,0.303,0.272
JX.GAZ.,25.790,114.980,169.517,1800.603,1863.463,1885.266,413.000,0.343,0.392,0.397,0.395,0.389
SD.RCH.,37.171,122.420,157.126,1737.234,1784.132,1799.719,414.000,0.383,0.401,0.432,0.455,0.448
LN.CHY.,41.573,120.485,153.285,1716.605,1758.970,1772.851,415.000,0.485,0.562,0.545,0.513,0.552
JL.JCT.,42.352,126.393,151.189,1705.150,1745.125,1758.118,416.000,0.423,0.311,0.295,0.280,0.306
SC.PZH.,26.503,101.743,163.442,1770.132,1824.937,1843.536,417.000,0.315,0.002,0.171,-0.005,0.004
YN.FUN.,23.625,105.620,167.980,1793.007,1853.786,1874.747,418.000,0.041,0.024,0.010,0.016,0.031
BU.NSC.,40.140,117.254,155.079,1726.297,1770.755,1785.424,419.000,0.519,0.534,0.530,0.520,0.529
TM.SRDT.,14.395,99.121,164.786,1776.974,1833.523,1852.800,420.000,0.534,0.403,0.397,0.398,0.407
BJ.LBP.,40.571,116.205,154.709,1724.304,1768.327,1782.832,421.000,0.332,0.353,0.357,0.349,0.355
XZ.LSA.,29.710,91.120,153.874,1719.797,1762.845,1776.981,422.000,0.264,0.324,0.315,0.320,0.324
NM.DSM.,41.095,107.054,153.345,1716.934,1759.368,1773.275,423.000,0.668,0.660,0.662,0.664,0.658
YN.CUX.,25.029,101.536,164.196,1773.978,1829.760,1848.737,424.000,0.149,0.329,0.349,0.351,0.326
KZ.MKAR.,46.794,82.290,138.510,1632.793,1659.681,1668.043,425.000,0.338,0.242,0.244,0.254,0.234
SD.WUL.,35.751,119.202,159.188,1748.122,1797.541,1814.081,426.000,0.467,0.564,0.587,0.607,0.590
CQ.CHK.,31.963,108.646,162.417,1764.880,1818.369,1836.459,427.000,0.691,0.634,0.650,0.664,0.643
ZJ.YOK.,28.962,120.201,165.476,1780.468,1837.922,1857.554,428.000,0.514,0.471,0.494,0.494,0.476
YN.YUX.,24.435,100.147,163.464,1770.246,1825.079,1843.689,429.000,0.414,0.420,0.412,0.418,0.420
GS.LTT.,34.671,103.361,158.061,1742.186,1790.220,1806.235,430.000,0.773,0.754,0.763,0.768,0.758
HB.HME.,30.135,115.894,165.142,1778.776,1835.791,1855.251,431.000,0.549,0.286,0.300,0.319,0.309
JS.LIS.,31.646,119.114,163.202,1768.909,1823.407,1841.886,432.000,0.358,0.379,0.379,0.376,0.381
QH.TIJ.,37.249,98.895,153.902,1719.951,1763.032,1777.181,433.000,0.712,0.724,0.727,0.718,0.723
KN.AAK.,42.633,74.494,136.027,1618.016,1642.629,1650.221,434.000,0.448,0.215,0.250,0.252,0.211
CB.GOM.00,36.198,94.814,152.526,1712.477,1753.970,1767.525,435.000,0.331,0.370,0.408,0.417,0.369
HE.ZAH.,37.655,114.404,157.650,1740.012,1787.545,1803.371,436.000,0.681,0.710,0.704,0.694,0.707
SN.LIYO.,34.677,107.806,159.626,1750.416,1800.378,1817.125,437.000,0.625,0.637,0.636,0.632,0.635
YN.XUW.,26.088,104.136,165.305,1779.602,1836.830,1856.374,438.000,0.317,0.202,0.194,0.206,0.201
N.TMCF.,32.606,130.915,157.367,1738.515,1785.705,1801.402,439.000,0.124,0.163,0.150,0.150,0.150
XZ.LKZ.,28.968,90.394,153.648,1718.576,1761.362,1775.400,440.000,0.408,0.397,0.361,0.366,0.400
GZ.BJT.,27.243,105.350,165.162,1778.880,1835.922,1855.392,441.000,0.397,0.397,0.391,0.381,0.397
GS.HXT.,36.590,107.271,157.678,1740.165,1787.734,1803.573,442.000,0.664,0.570,0.581,0.596,0.571
LN.XFN.,42.742,124.712,151.288,1705.698,1745.785,1758.819,443.000,0.717,0.746,0.741,0.735,0.740
HB.ZSH.,32.250,110.217,162.545,1765.539,1819.192,1837.345,444.000,0.569,0.466,0.487,0.515,0.482
JS.XW.,34.498,119.542,160.349,1754.184,1805.048,1822.136,445.000,0.246,0.193,0.189,0.195,0.193
GE.SANI.,-2.050,125.988,159.433,1749.403,1799.124,1815.779,446.000,0.582,0.606,0.604,0.600,0.602
KR.TOKL.,41.983,72.868,135.208,1613.100,1636.988,1644.333,447.000,0.462,0.324,0.336,0.325,0.317
NX.GYU.,35.964,106.170,157.942,1741.559,1789.448,1805.409,448.000,0.662,0.669,0.670,0.667,0.668
HE.SHX.,38.015,115.561,157.284,1738.077,1785.168,1800.827,449.000,0.400,0.429,0.412,0.376,0.418
AH.CHZ.,32.285,118.280,162.736,1766.521,1820.419,1838.667,450.000,0.446,0.410,0.408,0.404,0.411
N.ZMMF.,26.233,127.304,164.045,1773.209,1828.795,1847.696,451.000,0.194,0.277,0.263,0.262,0.255
BJ.XBZ.,40.343,115.969,154.946,1725.581,1769.882,1784.492,452.000,0.507,0.468,0.471,0.473,0.469
HL.DNI.,44.057,131.091,148.106,1688.035,1724.616,1736.367,453.000,0.364,0.459,0.464,0.457,0.464
HL.HEH.,50.253,127.410,143.602,1662.486,1694.336,1704.410,454.000,0.480,0.472,0.470,0.468,0.470
HL.WDL.,48.672,126.136,145.371,1672.598,1706.273,1716.987,455.000,0.242,0.210,0.217,0.228,0.224
JL.JYT.,42.372,126.810,151.045,1704.356,1744.170,1757.102,456.000,0.172,0.161,0.172,0.189,0.176
YN.TUS.,25.609,100.254,162.914,1767.430,1821.556,1839.892,457.000,0.286,0.242,0.216,0.219,0.244
FJ.PCNP.,27.905,118.518,166.949,1787.866,1847.267,1867.673,458.000,0.624,0.659,0.659,0.662,0.658
HA.JZ.,35.268,113.213,159.988,1752.304,1802.716,1819.633,459.000,0.591,0.631,0.638,0.642,0.636
SH.NAH.,31.048,121.756,163.036,1768.058,1822.340,1840.737,460.000,-0.034,-0.046,-0.052,-0.056,-0.049
YN.JIP.,22.782,103.223,166.730,1786.771,1845.881,1866.171,461.000,0.202,0.148,0.106,0.110,0.152
SD.LZH.,37.224,121.001,157.413,1738.758,1786.004,1801.721,462.000,0.382,0.368,0.383,0.414,0.405
YN.KMI.,25.148,102.747,165.000,1778.061,1834.890,1854.277,463.000,0.259,0.220,0.207,0.206,0.221
HE.CHD.,41.016,117.918,154.153,1721.308,1764.682,1778.942,464.000,0.487,0.436,0.439,0.454,0.446
YN.EYA.,26.109,99.948,162.403,1764.809,1818.280,1836.363,465.000,0.149,0.071,0.065,0.074,0.074
XJ.YMS.,41.944,94.002,147.883,1686.784,1723.125,1734.789,466.000,0.660,0.666,0.643,0.625,0.662
