station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
SX.LIC.,35.691,113.291,159.571,1750.126,1800.019,1816.738,16.000,0.593,0.613,0.629,0.645,0.629
TW.YHNB.,24.670,121.376,168.807,1797.105,1859.000,1880.411,17.000,0.049,0.035,0.035,0.028,0.026
GD.NAO.,23.429,117.007,171.626,1810.904,1876.662,1899.651,18.000,0.167,0.225,0.217,0.207,0.220
NX.HYU.,36.501,105.601,157.267,1737.986,1785.056,1800.707,19.000,0.637,0.652,0.657,0.652,0.654
GD.SHG.,24.857,113.584,170.380,1804.830,1868.870,1891.154,20.000,0.581,0.563,0.543,0.500,0.554
AH.FZL.,31.349,116.270,163.906,1772.504,1827.910,1846.741,21.000,0.478,0.435,0.454,0.476,0.450
QH.DAT.,36.944,101.697,155.418,1728.117,1772.974,1787.794,22.000,0.746,0.742,0.743,0.732,0.742
N.TSKF.,36.214,140.090,149.294,1694.666,1732.539,1744.759,23.000,0.137,0.130,0.112,0.119,0.104
KN.KBK.,42.656,74.948,136.316,1619.747,1644.619,1652.299,24.000,0.442,0.501,0.314,0.319,0.500
BU.XUH.,40.478,115.043,154.829,1724.953,1769.117,1783.675,25.000,0.247,0.219,0.222,0.212,0.218
HL.WUC.,45.125,127.080,148.446,1689.935,1726.883,1738.767,26.000,0.321,0.327,0.344,0.364,0.354
JX.ANY.,25.143,115.394,170.151,1803.714,1867.441,1889.597,27.000,0.361,0.353,0.339,0.319,0.338
SC.BTA.,30.010,99.117,159.394,1749.200,1798.873,1815.510,28.000,0.153,0.171,0.157,0.158,0.172
LN.DDO.,40.146,124.390,153.803,1719.411,1762.376,1776.482,29.000,0.491,0.468,0.485,0.502,0.492
SC.HYU.,32.813,102.524,159.236,1748.371,1797.848,1814.410,30.000,0.448,0.409,0.417,0.420,0.409
IC.MDJ.10,44.618,129.593,148.140,1688.226,1724.844,1736.609,31.000,0.380,0.494,0.482,0.467,0.481
JL.FST.,42.258,127.381,150.970,1703.946,1743.676,1756.578,32.000,0.277,0.276,0.284,0.283,0.283
NM.RLT.,43.686,111.923,151.514,1706.936,1747.277,1760.405,33.000,0.324,0.295,0.303,0.315,0.301
N.KGMF.,26.757,128.215,163.084,1768.302,1822.647,1841.067,34.000,0.081,0.026,0.019,0.017,0.022
HB.ZUX.,32.324,109.711,162.357,1764.575,1817.987,1836.048,35.000,0.497,0.458,0.464,0.488,0.460
HI.QXL.,20.087,110.599,173.745,1821.126,1889.850,1914.055,36.000,0.342,0.575,0.575,0.573,0.578
HA.LYN.,34.550,112.470,160.641,1755.705,1806.936,1824.164,37.000,0.630,0.562,0.572,0.577,0.568
XJ.KOL.,41.888,85.805,143.523,1662.030,1693.799,1703.845,38.000,0.422,0.558,0.606,0.611,0.555
SX.HSH.,39.668,113.721,155.620,1729.202,1774.299,1789.209,39.000,0.175,0.193,0.188,0.179,0.192
N.WJMF.,37.402,137.026,150.438,1701.012,1740.149,1752.832,40.000,0.013,0.144,0.125,0.118,0.094
IC.SSE.00,31.095,121.191,163.178,1768.784,1823.250,1841.717,41.000,0.462,0.463,0.463,0.459,0.458
HN.JIS.,28.148,109.747,166.322,1784.727,1843.296,1863.370,42.000,0.161,0.265,0.250,0.242,0.261
JS.XIY.,34.498,119.542,160.349,1754.184,1805.048,1822.136,43.000,0.441,0.428,0.429,0.447,0.447
GS.HJT.,37.831,102.011,154.786,1724.717,1768.830,1783.369,44.000,0.680,0.671,0.674,0.669,0.670
XJ.HTA.,37.100,79.900,142.177,1654.261,1684.678,1694.253,45.000,0.513,0.494,0.486,0.486,0.497
AH.SIX.,33.558,117.859,161.547,1760.401,1812.778,1830.443,46.000,0.331,0.281,0.289,0.294,0.288
GZ.DJT.,28.220,108.130,165.673,1781.461,1839.174,1858.909,47.000,0.616,0.712,0.690,0.661,0.706
HE.KAB.,41.854,114.589,153.454,1717.522,1760.082,1774.035,48.000,0.583,0.522,0.553,0.590,0.540
GZ.AST.,26.152,106.055,166.409,1785.160,1843.843,1863.963,49.000,0.280,0.259,0.255,0.241,0.261
N.ADMF.,37.905,138.430,149.274,1694.553,1732.404,1744.616,50.000,0.210,0.123,0.113,0.111,0.097
YN.HLT.,25.148,102.747,165.000,1778.061,1834.890,1854.277,51.000,0.296,0.182,0.172,0.171,0.184
NM.ARS.,47.174,119.952,147.852,1686.608,1722.915,1734.568,52.000,0.099,0.120,0.128,0.129,0.128
AH.JAS.,32.811,118.262,162.224,1763.888,1817.129,1835.124,53.000,0.366,0.427,0.437,0.443,0.436
N.OOWF.,40.469,140.510,146.375,1678.290,1713.022,1724.110,54.000,0.190,0.024,0.030,0.033,0.027
GS.QTS.,39.700,97.741,151.396,1706.291,1746.500,1759.579,55.000,0.653,0.648,0.636,0.620,0.636
XJ.KMY.,45.657,84.815,140.581,1644.973,1673.828,1682.863,56.000,0.560,0.694,0.727,0.740,0.691
GS.AXX.,40.517,95.800,149.844,1697.724,1736.202,1748.644,57.000,0.668,0.666,0.653,0.647,0.664
YN.JIG.,23.502,100.735,164.395,1774.990,1831.030,1850.108,58.000,0.413,0.391,0.371,0.379,0.393
MY.KOM.,1.792,103.847,162.674,1766.200,1820.018,1838.235,59.000,0.498,0.505,0.509,0.513,0.507
MM.NAM.,20.896,97.771,162.857,1767.141,1821.195,1839.502,60.000,0.476,0.472,0.459,0.464,0.475
YN.GOS.,27.745,98.671,160.524,1755.098,1806.182,1823.355,61.000,0.254,0.289,0.281,0.282,-0.011
SC.GZA.,30.117,102.173,161.171,1758.455,1810.356,1827.839,62.000,0.363,0.433,0.419,0.405,0.429
XJ.BPM.,39.883,76.836,138.809,1634.558,1661.726,1670.183,63.000,0.315,0.253,0.232,0.237,0.257
XJ.SCH.,43.917,85.687,142.177,1654.265,1684.683,1694.259,64.000,0.696,0.602,0.537,0.498,0.616
HI.SAJ.,19.889,110.641,173.921,1821.964,1890.936,1915.243,65.000,0.051,0.042,0.048,0.051,0.045
HI.LSH.,18.500,109.996,174.376,1824.140,1893.757,1918.330,66.000,0.236,0.163,0.134,0.146,0.161
GD.DNB.,21.650,111.213,172.788,1816.525,1883.902,1907.555,67.000,0.532,0.483,0.489,0.491,0.472
AH.BEB.,32.905,117.297,162.262,1764.084,1817.373,1835.387,68.000,0.219,0.223,0.227,0.229,0.227
YN.QIJ.,26.910,102.943,163.968,1772.819,1828.305,1847.168,69.000,0.310,0.409,0.410,0.408,0.408
SC.YGD.,30.201,104.103,162.143,1763.471,1816.608,1834.563,70.000,0.528,0.571,0.550,0.524,0.566
JX.GAA.,28.563,115.332,166.737,1786.806,1845.924,1866.218,71.000,0.352,0.290,0.288,0.288,0.289
SX.DAX.,39.052,113.056,156.205,1732.330,1778.124,1793.295,72.000,0.609,0.608,0.615,0.629,0.613
JX.HUC.,25.606,115.774,169.665,1801.328,1864.389,1886.273,73.000,0.297,0.296,0.310,0.314,0.309
NM.MZL.,49.555,117.440,145.688,1674.397,1708.404,1719.236,74.000,0.476,0.509,0.504,0.503,0.507
JS.PX.,34.800,116.900,160.420,1754.558,1805.512,1822.634,75.000,0.420,0.457,0.459,0.455,0.460
XJ.BKO.,43.820,93.069,146.006,1676.200,1710.542,1721.492,76.000,0.725,0.692,0.686,0.672,0.693
SC.BZH.,31.841,106.744,161.897,1762.206,1815.029,1832.865,77.000,0.715,0.627,0.635,0.632,0.630
N.KNPF.,43.763,143.708,142.430,1655.731,1686.401,1696.064,78.000,0.129,0.171,0.170,0.168,0.163
TM.PRAC.,12.473,99.793,165.128,1778.706,1835.702,1855.155,79.000,0.305,0.346,0.399,0.380,0.353
QH.MAD.,34.920,98.208,155.356,1727.784,1772.568,1787.360,80.000,0.505,0.580,0.600,0.601,0.595
SD.CSH.,34.853,118.049,160.243,1753.637,1804.369,1821.408,81.000,0.591,0.584,0.594,0.601,0.601
AH.JZA.,31.689,115.884,163.592,1770.899,1825.897,1844.571,82.000,0.617,0.639,0.643,0.637,0.641
NM.XIQ.,48.652,116.786,146.618,1679.662,1714.651,1725.831,83.000,0.568,0.513,0.523,0.548,0.520
HL.XUK.,49.081,128.916,144.318,1666.592,1699.174,1709.504,84.000,0.479,0.471,0.504,0.528,0.523
IU.YAK.00,62.031,129.680,132.101,1594.229,1615.471,1621.928,85.000,0.453,0.463,0.464,0.466,0.467
BU.SZL.,40.307,117.217,154.915,1725.415,1769.680,1784.276,86.000,0.484,0.460,0.461,0.458,0.464
LW.LAK.,18.192,104.978,170.131,1803.616,1867.316,1889.460,87.000,0.023,0.195,0.212,0.215,0.199
BJ.NKY.,39.692,115.973,155.596,1729.073,1774.142,1789.041,88.000,0.565,0.500,0.487,0.466,0.494
GD.XFJ.,23.739,114.657,171.568,1810.623,1876.300,1899.256,89.000,0.532,0.490,0.491,0.488,0.492
SN.MEIX.,34.128,107.817,160.144,1753.121,1803.729,1820.721,90.000,0.577,0.606,0.595,0.576,0.601
YN.JIH.,22.019,100.738,165.064,1778.385,1835.298,1854.718,91.000,0.355,0.179,0.206,0.212,0.190
N.ISIF.,34.061,134.455,154.228,1721.710,1765.170,1779.463,92.000,0.112,0.037,0.055,0.053,0.053
HB.JME.,31.119,112.169,164.002,1772.992,1828.522,1847.402,93.000,0.723,0.591,0.614,0.628,0.605
SX.SHZ.,40.142,113.237,155.128,1726.557,1771.072,1785.762,94.000,0.466,0.480,0.477,0.466,0.480
XJ.ALT.,47.855,88.135,140.708,1645.718,1674.696,1683.773,95.000,0.592,0.595,0.630,0.652,0.595
GX.DHX.,23.749,107.988,169.380,1799.925,1862.598,1884.324,96.000,0.458,0.425,0.409,0.392,0.422
GD.NAP.,23.260,117.283,171.721,1811.364,1877.253,1900.296,97.000,0.266,0.378,0.384,0.388,0.380
NX.XJI.,36.088,105.758,157.697,1740.263,1787.854,1803.701,98.000,0.734,0.732,0.727,0.708,0.733
HN.YOZ.,26.222,111.617,168.680,1796.475,1858.198,1879.539,99.000,0.536,0.598,0.605,0.607,0.602
TJ.SJT.,39.243,118.002,155.905,1730.724,1776.159,1791.195,100.000,0.264,0.268,0.269,0.268,0.270
YN.QKT.,25.217,98.335,161.648,1760.924,1813.429,1831.144,101.000,0.321,0.168,0.145,0.151,0.176
SC.RTA.,32.269,100.980,158.871,1746.456,1795.484,1811.875,102.000,0.458,0.436,0.435,0.425,0.447
SD.LSH.,35.807,116.081,159.471,1749.604,1799.373,1816.046,103.000,0.471,0.452,0.444,0.436,0.441
SC.GZI.,31.610,100.019,158.824,1746.211,1795.181,1811.551,104.000,0.293,0.295,0.322,0.336,0.298
IC.ENH.10,30.276,109.495,164.250,1774.252,1830.103,1849.108,105.000,0.645,0.567,0.598,0.630,0.582
NX.NSS.,37.696,106.083,156.311,1732.894,1778.813,1794.031,106.000,0.749,0.679,0.681,0.673,0.679
NX.TXN.,37.303,106.283,156.734,1735.152,1781.580,1796.989,107.000,0.596,0.658,0.647,0.642,0.662
JS.RD.,32.401,121.135,161.973,1762.599,1815.519,1833.392,108.000,0.040,0.030,0.031,0.032,0.032
HL.YAS.,45.338,128.404,147.871,1686.714,1723.042,1734.701,109.000,0.548,0.525,0.549,0.582,0.574
GX.CZS.,22.373,107.354,170.001,1802.979,1866.500,1888.572,110.000,0.213,0.042,0.018,0.014,0.036
JL.CBS.,42.070,128.070,150.912,1703.626,1743.291,1756.169,111.000,0.306,0.388,0.387,0.383,0.382
CQ.WUX.,31.401,109.611,163.214,1768.971,1823.484,1841.969,112.000,0.622,0.599,0.619,0.642,0.610
XZ.RKZ.,29.223,88.870,152.335,1711.434,1752.708,1766.181,113.000,0.226,0.363,0.385,0.392,0.355
JS.SQ.,34.050,118.307,160.999,1757.562,1809.245,1826.644,114.000,0.295,0.350,0.362,0.379,0.368
CQ.SHZ.,30.244,108.385,163.933,1772.638,1828.078,1846.923,115.000,0.662,0.587,0.593,0.607,0.594
HE.LIC.,37.453,114.392,157.852,1741.084,1788.864,1804.783,116.000,0.713,0.753,0.757,0.750,0.757
LN.BXI.,41.267,123.780,152.911,1714.570,1756.504,1770.223,117.000,0.453,0.400,0.396,0.393,0.402
IC.WMQ.00,43.814,87.705,143.339,1660.975,1692.558,1702.539,118.000,0.412,0.497,0.522,0.523,0.507
SD.DSD.,35.101,116.747,160.133,1753.062,1803.656,1820.642,119.000,0.455,0.503,0.495,0.485,0.500
FJ.WYXF.,27.748,118.011,167.217,1789.205,1848.962,1869.512,120.000,0.279,0.277,0.290,0.313,0.290
N.YMZF.,36.927,140.245,148.769,1691.739,1729.038,1741.049,121.000,0.089,0.181,0.172,0.175,0.164
GZ.LDT.,25.425,106.749,167.366,1789.951,1849.907,1870.537,122.000,0.341,0.388,0.385,0.370,0.392
FJ.YAXT.,25.723,117.125,169.368,1799.866,1862.522,1884.242,123.000,0.286,0.292,0.302,0.315,0.303
HA.LZH.,36.061,113.835,159.228,1748.328,1797.795,1814.354,124.000,0.622,0.586,0.610,0.630,0.602
SD.TCH.,34.703,118.457,160.334,1754.110,1804.955,1822.037,125.000,0.558,0.595,0.599,0.595,0.592
GS.HNT.,35.691,105.070,157.825,1740.939,1788.686,1804.592,126.000,0.690,0.675,0.659,0.645,0.670
GE.CISI.,-7.556,107.815,156.101,1731.773,1777.442,1792.566,127.000,0.241,0.227,0.227,0.214,0.223
CB.GYA.00,26.460,106.664,166.495,1785.593,1844.391,1864.557,128.000,0.459,0.481,0.481,0.482,0.484
SD.YSH.,35.788,118.627,159.242,1748.403,1797.889,1814.454,129.000,0.483,0.500,0.529,0.559,0.535
SN.JYAT.,34.709,108.753,159.843,1751.550,1801.782,1818.630,130.000,0.487,0.496,0.489,0.479,0.492
SC.EMS.,29.577,103.454,162.298,1764.272,1817.609,1835.641,131.000,0.306,0.338,0.341,0.333,0.337
NX.YCH.,38.609,105.933,155.417,1728.113,1772.970,1787.789,132.000,0.699,0.687,0.674,0.659,0.684
XZ.DXI.,30.534,91.065,153.434,1717.413,1759.949,1773.894,133.000,0.256,0.276,0.298,0.302,0.278
HN.LOD.,27.729,112.005,167.305,1789.643,1849.518,1870.114,134.000,0.579,0.654,0.649,0.630,0.654
XJ.TCH.,43.889,88.082,143.488,1661.829,1693.562,1703.596,135.000,0.318,0.330,0.329,0.338,0.330
KR.BTK.,40.057,70.818,134.490,1608.769,1632.030,1639.163,136.000,0.432,0.411,0.421,0.420,0.407
AU.BLDU.,-30.615,116.709,134.042,1606.054,1628.929,1635.931,137.000,0.243,0.359,0.214,0.224,0.223
HL.SHZ.,44.062,128.956,148.843,1692.157,1729.537,1741.578,138.000,0.530,0.578,0.582,0.587,0.584
GZ.LBT.,25.323,108.027,168.129,1793.748,1854.728,1875.769,139.000,0.522,0.542,0.527,0.509,0.543
LN.JCA.,40.829,119.877,154.107,1721.057,1764.376,1778.615,140.000,0.492,0.504,0.520,0.535,0.519
SN.HZHG.,33.253,107.433,160.844,1756.759,1808.246,1825.571,141.000,0.760,0.691,0.696,0.695,0.691
HI.BSH.,19.248,109.181,173.317,1819.068,1887.188,1911.145,142.000,-0.078,0.113,0.099,0.108,0.117
LN.LHT.,41.830,123.950,152.337,1711.443,1752.719,1766.194,143.000,0.227,0.258,0.251,0.238,0.242
YN.CAY.,23.136,99.258,163.355,1769.691,1824.385,1842.941,144.000,0.342,0.334,0.319,0.324,0.336
N.HROF.,37.225,140.878,148.186,1688.479,1725.146,1736.929,145.000,0.102,0.123,0.101,0.090,0.097
HI.WET.,19.958,110.870,174.009,1822.387,1891.483,1915.842,146.000,0.048,0.084,0.059,0.050,0.264
GE.SOEI.,-9.755,124.267,153.252,1716.424,1758.750,1772.617,147.000,0.175,0.246,0.255,0.274,0.267
HI.QSL.,19.666,110.754,174.157,1823.096,1892.403,1916.849,148.000,-0.143,-0.071,-0.075,-0.079,-0.071
FJ.NDZW.,26.678,119.562,167.808,1792.152,1852.700,1873.568,149.000,0.512,0.499,0.490,0.487,0.488
HL.NEH.,48.484,124.564,145.874,1675.449,1709.652,1720.552,150.000,-0.032,-0.022,-0.022,-0.017,-0.027
HE.ZJK.,40.831,114.902,154.478,1723.058,1766.811,1781.213,151.000,0.339,0.315,0.325,0.341,0.319
FJ.FQDZ.,25.703,119.285,168.805,1797.090,1858.981,1880.391,152.000,0.131,0.148,0.163,0.172,0.170
GS.YMG.,40.521,93.661,148.785,1691.830,1729.146,1741.164,153.000,0.584,0.612,0.600,0.588,0.606
SC.XCO.,31.018,105.902,162.291,1764.234,1817.561,1835.589,154.000,0.621,0.680,0.672,0.667,0.676
NM.WLH.,41.519,111.706,153.650,1718.584,1761.371,1775.410,155.000,0.709,0.726,0.722,0.721,0.726
SX.ZOQ.,37.099,113.350,158.169,1742.759,1790.925,1806.990,156.000,0.615,0.590,0.606,0.618,0.597
YN.WES.,23.408,104.252,167.152,1788.882,1848.553,1869.068,157.000,0.147,0.183,0.175,0.184,0.187
SD.WED.,37.178,121.923,157.244,1737.864,1784.906,1800.547,158.000,0.336,0.314,0.331,0.354,0.339
JS.NT.,31.952,120.891,162.467,1765.136,1818.688,1836.803,159.000,0.470,0.505,0.503,0.489,0.492
GE.JAGI.,-8.470,114.152,156.212,1732.366,1778.168,1793.342,160.000,0.104,0.088,0.089,0.125,0.105
HE.CLI.,39.758,119.096,155.268,1727.313,1771.994,1786.747,161.000,0.147,0.126,0.122,0.116,0.121
GE.BNDI.,-4.522,129.904,155.181,1726.846,1771.424,1786.138,162.000,0.379,0.508,0.523,0.539,0.514
KR.SFK.,40.017,73.508,136.424,1620.392,1645.362,1653.075,163.000,,,,,
HB.YNX.,30.023,115.112,165.283,1779.494,1836.694,1856.227,164.000,0.558,0.615,0.617,0.618,0.621
JS.LAS.,33.772,119.283,161.105,1758.112,1809.928,1827.380,165.000,0.212,0.212,0.217,0.223,0.217
JP.JOW.,26.836,128.273,162.994,1767.841,1822.069,1840.445,166.000,0.053,0.089,0.077,0.086,0.077
YN.MEL.,22.337,99.580,163.954,1772.750,1828.218,1847.074,167.000,0.456,0.451,0.407,0.413,0.447
AH.HNA.,32.633,116.804,162.583,1765.734,1819.435,1837.607,168.000,0.413,0.332,0.332,0.345,0.339
HI.DOF.,19.066,108.729,173.062,1817.843,1885.604,1909.414,169.000,-0.035,0.288,0.314,0.326,0.277
HE.CHC.,40.914,115.837,154.379,1722.527,1766.165,1780.524,170.000,0.430,0.364,0.383,0.409,0.377
II.ARU.00,56.429,58.562,121.071,1524.736,1537.880,1541.783,171.000,0.523,0.569,0.535,0.536,0.572
NM.BHS.,40.965,112.026,154.228,1721.709,1765.169,1779.461,172.000,0.606,0.619,0.622,0.614,0.620
YN.YUL.,25.885,99.372,162.099,1763.248,1816.330,1834.264,173.000,0.259,0.150,0.133,0.139,0.152
GD.HYJ.,23.724,114.588,171.581,1810.684,1876.378,1899.342,174.000,0.507,0.456,0.453,0.446,0.453
LN.MQI.,41.768,124.589,152.233,1710.878,1752.036,1765.466,175.000,0.684,0.740,0.754,0.766,0.757
FJ.YAYX.,25.990,117.358,169.062,1798.363,1860.604,1882.155,176.000,-0.046,-0.048,-0.047,-0.044,-0.046
IU.TIXI.00,71.634,128.867,123.052,1537.513,1551.953,1556.254,177.000,0.524,0.515,0.528,0.506,0.525
GE.MALK.,8.397,80.543,145.777,1674.902,1709.003,1719.867,178.000,0.511,0.528,0.504,0.522,0.535
GD.GZH.,23.653,113.652,171.582,1810.689,1876.384,1899.348,179.000,0.264,0.238,0.233,0.220,0.218
FJ.SNQY.,27.403,119.483,167.158,1788.911,1848.590,1869.109,180.000,0.408,0.454,0.448,0.450,0.456
KR.PRZ.,42.500,78.400,138.631,1633.508,1660.509,1668.909,181.000,0.527,0.355,0.342,0.339,0.352
IC.XAN.00,34.031,108.924,160.532,1755.140,1806.234,1823.410,182.000,0.555,0.599,0.592,0.576,0.593
GE.UGM.,-7.912,110.523,156.389,1733.312,1779.326,1794.580,183.000,0.116,0.095,0.103,0.118,0.104
SX.ANZ.,36.160,112.250,159.021,1747.243,1796.455,1812.917,184.000,0.608,0.593,0.603,0.605,0.599
JL.HST.,42.949,127.140,150.419,1700.905,1740.020,1752.695,185.000,0.366,0.290,0.313,0.331,0.336
JX.SHC.,26.299,116.331,168.922,1797.668,1859.718,1881.192,186.000,0.108,0.069,0.071,0.079,0.075
YN.YIM.,24.700,102.144,164.836,1777.230,1833.845,1853.148,187.000,0.193,0.241,0.232,0.230,0.243
YN.MIZ.,25.132,98.420,161.757,1761.485,1814.129,1831.897,188.000,0.256,0.261,0.235,0.233,0.267
NM.NJT.,48.184,123.386,146.378,1678.303,1713.037,1724.126,189.000,0.409,0.396,0.393,0.388,0.399
CB.HEH.00,50.253,127.410,143.602,1662.486,1694.336,1704.410,190.000,0.473,0.465,0.463,0.462,0.463
LN.WFD.,39.630,121.987,154.887,1725.262,1769.494,1784.077,191.000,0.079,0.067,0.072,0.078,0.069
AU.YNG.,-34.298,148.396,121.012,1524.356,1537.463,1541.355,192.000,0.293,0.251,0.257,0.276,0.260
SD.DSH.,38.000,117.667,157.171,1737.475,1784.428,1800.036,193.000,0.421,0.421,0.426,0.435,0.427
JS.GY.,32.745,119.448,162.068,1763.085,1816.126,1834.045,194.000,0.342,0.403,0.398,0.383,0.390
SX.SZZ.,40.084,113.713,155.204,1726.970,1771.576,1786.300,195.000,0.393,0.388,0.393,0.390,0.391
HB.XNI.,29.716,114.411,165.587,1781.028,1838.627,1858.317,196.000,0.626,0.638,0.636,0.631,0.640
JX.LEA.,27.410,115.848,167.862,1792.418,1853.038,1873.934,197.000,0.369,0.396,0.407,0.423,0.407
YN.GEJ.,23.354,103.160,166.369,1784.959,1843.589,1863.688,198.000,0.164,0.266,0.289,0.293,0.266
YN.MAS.,24.424,98.592,162.234,1763.940,1817.194,1835.194,199.000,0.381,0.350,0.333,0.336,0.348
LN.DL2.,38.906,121.628,155.659,1729.410,1774.554,1789.481,200.000,0.258,0.240,0.247,0.255,0.251
XJ.AKS.,41.145,80.109,140.413,1643.991,1672.683,1681.663,201.000,0.426,0.469,0.480,0.481,0.465
CB.CN2.00,43.480,125.260,150.457,1701.116,1740.274,1752.964,202.000,0.379,0.358,0.352,0.358,0.364
GZ.WNT.,26.907,104.303,164.815,1777.122,1833.709,1853.001,203.000,0.118,0.059,0.065,0.057,0.059
XJ.SHZ.,44.214,85.863,142.083,1653.717,1684.042,1693.585,204.000,0.490,0.434,0.387,0.362,0.441
SN.LINT.,34.352,109.212,160.294,1753.900,1804.695,1821.758,205.000,0.456,0.396,0.399,0.402,0.395
N.JIZF.,34.917,138.994,150.779,1702.895,1742.412,1755.235,206.000,0.364,0.272,0.259,0.255,0.276
CB.KSH.00,39.517,75.923,138.326,1631.707,1658.423,1666.727,207.000,0.376,0.300,0.290,0.293,0.307
JL.BCT.,45.554,122.207,149.125,1693.727,1731.415,1743.568,208.000,0.223,0.192,0.185,0.176,0.190
HE.JNX.,38.027,114.151,157.273,1738.015,1785.092,1800.746,209.000,0.651,0.699,0.689,0.671,0.696
N.TKOF.,31.893,131.232,157.683,1740.190,1787.764,1803.606,210.000,0.090,0.319,0.288,0.278,0.282
SC.MLI.,27.932,101.272,162.186,1763.694,1816.886,1834.863,211.000,0.207,0.084,0.094,0.096,0.084
GX.GGS.,23.055,109.618,170.821,1806.985,1871.631,1894.164,212.000,0.616,0.532,0.522,0.520,0.532
SD.RSH.,36.920,121.599,157.568,1739.582,1787.017,1802.805,213.000,0.313,0.258,0.260,0.276,0.275
GS.HZT.,35.010,102.911,157.580,1739.643,1787.091,1802.885,214.000,0.667,0.719,0.716,0.707,0.720
MY.LDM.,5.178,118.498,169.249,1799.285,1861.780,1883.434,215.000,0.134,0.194,0.204,0.215,0.205
SC.YJI.,30.034,101.012,160.555,1755.259,1806.382,1823.570,216.000,0.154,0.218,0.212,0.206,0.216
SX.LIS.,37.529,111.242,157.552,1739.498,1786.913,1802.694,217.000,0.711,0.701,0.705,0.699,0.702
JX.JGS.,26.562,114.161,168.729,1796.716,1858.505,1879.873,218.000,0.629,0.652,0.662,0.669,0.660
MI.ANSW.,16.342,145.673,150.342,1700.478,1739.508,1752.151,219.000,0.129,0.174,0.176,0.188,0.147
TM.NAYO.,14.315,101.321,166.898,1787.611,1846.944,1867.324,220.000,0.373,0.343,0.291,0.306,0.351
NX.SZS.,39.283,106.660,154.977,1725.746,1770.083,1784.706,221.000,0.518,0.648,0.640,0.613,0.649
KR.FRU1.,42.812,74.628,136.037,1618.074,1642.696,1650.291,222.000,0.444,0.312,0.347,0.344,0.304
QH.QSS.,36.268,101.975,156.109,1731.819,1777.498,1792.626,223.000,0.704,0.695,0.683,0.667,0.690
SD.XIT.,35.947,117.763,159.196,1748.162,1797.590,1814.134,224.000,0.535,0.553,0.567,0.589,0.572
HN.YIY.,28.577,112.323,166.529,1785.765,1844.608,1864.792,225.000,0.500,0.468,0.469,0.477,0.469
JS.XH.,32.889,119.847,161.842,1761.922,1814.674,1832.483,226.000,0.415,0.406,0.400,0.380,0.398
CB.WHN.00,30.543,114.354,164.759,1776.839,1833.354,1852.617,227.000,0.353,0.246,0.272,0.306,0.269
XJ.WSC.,43.457,87.685,143.569,1662.297,1694.114,1704.176,228.000,0.363,0.424,0.479,0.492,0.434
SX.BOD.,38.955,111.001,156.115,1731.847,1777.532,1792.662,229.000,0.312,0.248,0.258,0.265,0.252
GX.TE.,24.982,107.168,167.949,1792.850,1853.587,1874.530,230.000,0.374,0.344,0.320,0.296,0.343
SX.XAY.,36.668,112.946,158.574,1744.896,1793.558,1809.811,231.000,0.603,0.600,0.603,0.592,0.600
JP.ASAJ.,44.119,142.593,142.801,1657.875,1688.916,1698.708,232.000,0.160,0.126,0.145,0.145,0.156
