evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20111122_1848,2011,11,22,18,48,16,-15.3083,-65.1634,560.3,3.18e25,-0.2171e25,-2.97e25,-4.01e25,7.18e25,1.51e25
