group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,84.0,-15.308,-65.163,560.3,36.53,104.956,156.529,6.536,0.401,0.603,0.217,0.459,-0.06,0.509,0.09,0.454,-0.083,0.454,-0.325,0.464,0.033,0.453
1.0,5.0,-15.308,-65.163,560.3,43.055,125.356,150.83,1.58,-0.06,1.509,0.62,0.417,-0.08,0.421,0.24,0.432,0.1,0.434,-0.2,0.46,0.02,0.449
