group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,3.0,52.36,151.48,642.4,-77.639,165.298,130.292,0.209,1.767,1.994,0.467,0.618,0.1,0.49,-0.167,0.492,-0.633,0.531,-0.367,0.492,-0.167,0.573
1.0,9.0,52.36,151.48,642.4,-80.466,-113.244,143.46,4.161,0.5,0.429,0.367,0.408,0.067,0.469,0.333,0.416,-0.211,0.463,-0.178,0.442,0.167,0.394
