evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20130524_1456,2013,5,24,14,56,34,52.360,151.480,642.4,-1.27e26,0.541e26,0.726e26,-0.238e26,-0.949e26,0.524e26
