evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected,group,az
20130524_1456,52.36,151.48,642.4,ZD.FS06.,-13.667,-73.312,127.461,1551.435,1569.26,1574.62,10.0,0.919,0.284,0.343,0.341,0.334,0.335,0.9,4.2,0.692,-0.861,0.0,0.704,0.704,0.3,0.746,0.704,0.1,0.745,0.704,0.1,0.74,0.704,0.2,0.742,0.704,0,-1.0,59.393
20130524_1456,52.36,151.48,642.4,CX.PB11.,-19.761,-69.656,134.474,1594.57,1618.084,1625.312,11.0,1.363,0.26,0.234,0.214,0.212,0.212,-2.5,-2.6,0.802,0.931,-3.3,0.801,0.801,-2.9,0.762,0.801,-3.1,0.767,0.801,-3.1,0.77,0.801,-3.1,0.772,0.801,0,-1.0,59.954
20130524_1456,52.36,151.48,642.4,6H.ORPN.,-24.477,31.39,127.356,1550.776,1568.521,1573.856,12.0,0.416,0.018,0.027,0.027,0.027,0.027,9.0,-4.4,0.544,-0.907,-3.1,0.372,0.372,-2.7,0.33,0.372,-2.7,0.343,0.372,-2.7,0.339,0.372,-2.7,0.338,0.372,0,-1.0,-81.958
20130524_1456,52.36,151.48,642.4,ZD.FM06.,-13.35,-74.463,126.586,1545.948,1563.117,1568.27,13.0,1.216,0.128,0.141,0.144,0.142,0.144,0.2,1.1,0.73,0.792,0.8,0.54,0.54,0.8,0.637,0.54,0.5,0.653,0.54,0.6,0.659,0.54,0.6,0.656,0.54,0,-1.0,60.354
20130524_1456,52.36,151.48,642.4,ZD.FM1A.,-14.12,-75.56,126.64,1546.288,1563.497,1568.663,14.0,1.053,0.275,0.301,0.315,0.31,0.303,1.9,1.9,0.832,0.935,1.6,0.871,0.871,1.9,0.863,0.871,1.7,0.85,0.871,1.7,0.851,0.871,1.8,0.851,0.871,0,-1.0,61.989
20130524_1456,52.36,151.48,642.4,YT.THUR.,-72.53,-97.561,145.177,1657.292,1691.071,1701.836,15.0,5.116,0.573,0.61,0.547,0.571,0.6,-0.5,-0.5,0.752,0.838,-0.4,0.697,0.697,-0.7,0.679,0.697,-1.3,0.645,0.697,-1.2,0.662,0.697,-0.9,0.677,0.697,0,-1.0,150.564
20130524_1456,52.36,151.48,642.4,6H.ZINA.,-21.421,33.863,123.555,1526.738,1541.74,1546.22,16.0,0.905,0.162,0.065,0.057,0.059,0.06,1.5,1.7,0.884,0.887,6.6,0.693,0.693,5.9,0.496,0.693,5.3,0.452,0.693,5.5,0.463,0.693,5.5,0.464,0.693,0,-1.0,-81.609
20130524_1456,52.36,151.48,642.4,ZD.FN12.,-11.803,-75.596,124.686,1533.941,1549.731,1554.455,17.0,2.503,0.536,0.482,0.481,0.488,0.485,-4.5,3.1,0.487,-0.713,-0.8,0.461,0.461,-4.0,0.415,0.461,-1.4,0.441,0.461,-1.2,0.441,0.461,-1.3,0.438,0.461,0,-1.0,60.464
20130524_1456,52.36,151.48,642.4,6H.SUSS.,-19.422,33.292,122.369,1519.136,1533.337,1537.568,18.0,0.689,-0.029,0.18,0.19,0.19,0.191,4.2,-4.2,0.365,-0.575,4.1,0.522,0.522,1.0,0.502,0.522,0.2,0.476,0.522,0.3,0.483,0.522,0.4,0.484,0.522,0,-1.0,-79.591
20130524_1456,52.36,151.48,642.4,6H.BANH.,-22.635,33.264,124.838,1534.903,1550.8,1555.557,19.0,1.106,0.056,0.046,0.123,0.121,0.12,-2.9,-2.8,0.838,0.832,2.5,0.474,0.474,2.3,0.502,0.474,2.1,0.515,0.474,2.1,0.508,0.474,2.2,0.501,0.474,0,-1.0,-82.055
20130524_1456,52.36,151.48,642.4,GT.LBTB.00,-25.015,25.597,131.241,1574.878,1595.671,1601.987,20.0,1.877,0.139,0.113,0.125,0.123,0.122,-4.8,2.3,0.482,-0.835,1.9,0.692,0.692,2.4,0.543,0.692,2.4,0.539,0.692,2.4,0.539,0.692,2.4,0.541,0.692,0,-1.0,-77.307
20130524_1456,52.36,151.48,642.4,YT.HOWD.,-77.529,-86.769,147.413,1669.927,1706.076,1717.686,21.0,9.11,0.662,0.676,0.666,0.674,0.674,0.4,0.5,0.947,0.953,0.2,0.78,0.78,0.5,0.881,0.78,0.2,0.858,0.78,0.2,0.862,0.78,0.4,0.876,0.78,1,1.0,160.053
20130524_1456,52.36,151.48,642.4,ZD.FN01.,-11.908,-76.664,124.203,1530.867,1546.317,1550.936,22.0,3.605,0.702,0.705,0.699,0.7,0.7,-0.4,0.1,0.919,0.883,-0.6,0.853,0.853,-0.1,0.895,0.853,-0.3,0.881,0.853,-0.3,0.874,0.853,-0.2,0.877,0.853,0,-1.0,61.595
20130524_1456,52.36,151.48,642.4,ZJ.LEON.,-73.713,163.328,126.332,1544.352,1561.333,1566.428,23.0,8.619,0.64,0.656,0.687,0.678,0.665,1.1,0.8,0.776,0.742,0.8,0.503,0.503,0.6,0.502,0.503,0.0,0.515,0.503,0.4,0.506,0.503,0.5,0.503,0.503,0,-1.0,175.89
20130524_1456,52.36,151.48,642.4,YT.WAIS.,-79.418,-111.778,142.332,1640.986,1671.855,1681.6,24.0,7.691,0.548,0.619,0.606,0.61,0.618,0.2,0.2,0.789,0.743,-0.6,0.78,0.78,0.3,0.803,0.78,-0.2,0.721,0.78,-0.1,0.718,0.78,0.2,0.77,0.78,0,-1.0,162.612
20130524_1456,52.36,151.48,642.4,ZJ.RKST.,-74.201,159.002,126.663,1546.433,1563.658,1568.83,25.0,4.311,0.501,0.593,0.527,0.556,0.583,-0.1,3.7,0.796,-0.85,-0.1,0.801,0.801,-0.2,0.762,0.801,-0.9,0.786,0.801,-0.5,0.78,0.801,-0.3,0.77,0.801,0,-1.0,177.446
20130524_1456,52.36,151.48,642.4,CX.PB10.,-23.513,-70.554,137.042,1609.952,1635.763,1643.77,26.0,0.601,0.169,0.217,0.226,0.235,0.228,-0.2,3.2,0.72,-0.704,-0.8,0.402,0.402,-7.9,0.362,0.402,-8.2,0.379,0.402,-8.1,0.4,0.402,-8.1,0.396,0.402,0,-1.0,64.041
20130524_1456,52.36,151.48,642.4,ZD.FN10.,-10.946,-75.228,124.161,1530.598,1546.019,1550.628,27.0,3.742,0.62,0.655,0.648,0.648,0.65,-0.3,0.0,0.711,0.697,-0.7,0.683,0.683,-0.3,0.797,0.683,-0.6,0.791,0.683,-0.5,0.789,0.683,-0.4,0.791,0.683,0,-1.0,59.538
20130524_1456,52.36,151.48,642.4,CX.PB08.,-20.141,-69.153,135.054,1598.064,1622.086,1629.487,28.0,1.678,0.183,0.088,0.106,0.11,0.105,-3.8,-3.7,0.919,0.909,-4.9,0.777,0.777,-4.4,0.761,0.777,-4.7,0.77,0.777,-4.7,0.785,0.777,-4.7,0.781,0.777,0,-1.0,59.703
20130524_1456,52.36,151.48,642.4,IU.SBA.00,-77.849,166.757,130.551,1570.634,1590.869,1597.002,29.0,5.694,0.725,0.766,0.755,0.768,0.77,0.8,4.5,0.86,-0.894,0.1,0.888,0.888,-0.1,0.81,0.888,-0.6,0.832,0.888,-0.3,0.829,0.888,-0.1,0.817,0.888,1,0.0,175.804
20130524_1456,52.36,151.48,642.4,YT.UPTW.,-77.578,-109.037,142.652,1642.837,1674.027,1683.883,30.0,4.181,0.576,0.516,0.512,0.519,0.518,-0.2,4.1,0.911,-0.591,-1.1,0.655,0.655,0.2,0.6,0.655,-0.5,0.525,0.655,-0.4,0.526,0.655,0.0,0.568,0.655,0,-1.0,159.501
20130524_1456,52.36,151.48,642.4,YT.DNTW.,-76.451,-107.777,142.797,1643.67,1675.005,1684.912,31.0,0.344,0.024,0.008,0.01,0.011,0.01,0.6,4.5,0.777,0.906,5.8,0.118,0.118,6.3,0.118,0.118,5.7,0.136,0.118,5.9,0.132,0.118,6.2,0.122,0.118,0,-1.0,157.594
20130524_1456,52.36,151.48,642.4,ZD.FM05.,-13.359,-74.857,126.384,1544.677,1561.695,1566.802,32.0,3.761,0.371,0.394,0.37,0.375,0.379,-1.9,-0.9,0.361,0.286,-1.4,0.752,0.752,-1.0,0.878,0.752,-1.1,0.867,0.752,-1.1,0.865,0.752,-1.1,0.867,0.752,0,-1.0,60.76
20130524_1456,52.36,151.48,642.4,XK.B08TS.,-20.164,22.459,129.339,1563.136,1582.41,1588.23,33.0,0.359,0.016,0.049,0.048,0.048,0.048,8.1,-4.3,0.756,-0.984,-1.2,0.351,0.351,-2.5,0.346,0.351,-2.3,0.371,0.351,-2.3,0.371,0.351,-2.4,0.357,0.351,0,-1.0,-70.336
20130524_1456,52.36,151.48,642.4,ZJ.CASY.,-73.296,159.632,125.781,1540.876,1557.451,1562.42,34.0,0.899,0.131,0.128,0.13,0.13,0.128,2.3,2.2,0.61,0.411,5.7,0.302,0.302,5.1,0.428,0.302,5.0,0.401,0.302,5.3,0.401,0.302,5.3,0.41,0.302,0,-1.0,177.112
20130524_1456,52.36,151.48,642.4,CX.PSGCX.,-19.597,-70.123,134.091,1592.254,1615.437,1622.552,35.0,0.952,0.344,0.372,0.369,0.37,0.374,8.4,0.8,0.543,0.391,-0.4,0.73,0.73,0.4,0.784,0.73,0.1,0.783,0.73,0.1,0.788,0.73,0.1,0.789,0.73,0,-1.0,60.334
20130524_1456,52.36,151.48,642.4,YT.SWEI.,-86.986,129.361,139.554,1624.802,1652.96,1661.767,36.0,3.327,0.683,0.637,0.613,0.625,0.637,0.3,1.0,0.886,0.878,0.1,0.819,0.819,-0.9,0.852,0.819,-1.2,0.834,0.819,-1.1,0.844,0.819,-1.0,0.853,0.819,0,-1.0,-178.248
20130524_1456,52.36,151.48,642.4,C.GO06.,-39.584,-71.472,148.111,1673.836,1710.735,1722.618,37.0,1.558,0.412,0.531,0.549,0.544,0.542,0.5,-2.8,0.761,-0.843,0.7,0.662,0.662,-0.1,0.723,0.662,-0.5,0.728,0.662,-0.4,0.727,0.662,-0.2,0.728,0.662,0,-1.0,83.483
20130524_1456,52.36,151.48,642.4,C.GO07.,-43.114,-73.664,148.83,1677.855,1715.536,1727.703,38.0,10.768,0.549,0.673,0.705,0.707,0.699,1.8,2.2,0.909,0.879,1.6,0.938,0.938,1.3,0.918,0.938,0.6,0.909,0.938,0.6,0.916,0.938,0.8,0.917,0.938,1,-1.0,90.832
20130524_1456,52.36,151.48,642.4,ZJ.RAPH.,-73.597,162.288,126.174,1543.355,1560.218,1565.277,39.0,13.779,0.715,0.723,0.655,0.688,0.717,-0.3,-0.1,0.915,0.916,-0.2,0.734,0.734,-0.5,0.705,0.734,-1.0,0.691,0.734,-0.7,0.696,0.734,-0.5,0.704,0.734,0,-1.0,176.228
20130524_1456,52.36,151.48,642.4,CX.MNMCX.,-19.131,-69.596,133.984,1591.609,1614.7,1621.785,40.0,0.889,0.146,0.216,0.189,0.188,0.184,-2.3,-1.7,0.739,0.643,-2.7,0.883,0.883,-2.1,0.848,0.883,-2.3,0.851,0.883,-2.3,0.856,0.883,-2.3,0.856,0.883,0,-1.0,59.399
20130524_1456,52.36,151.48,642.4,XK.B14MH.,-18.295,21.792,128.233,1556.257,1574.673,1580.219,41.0,3.318,0.296,0.271,0.281,0.28,0.278,-6.3,-5.4,0.652,0.696,0.8,0.669,0.669,1.3,0.68,0.669,1.0,0.692,0.669,1.0,0.692,0.669,1.1,0.69,0.669,0,-1.0,-68.246
20130524_1456,52.36,151.48,642.4,YT.N140.,-82.01,96.756,137.32,1611.606,1637.673,1645.766,42.0,6.915,0.306,0.249,0.274,0.271,0.259,0.9,-2.1,0.5,0.03,-7.6,0.702,0.702,-8.3,0.57,0.702,-8.6,0.541,0.702,-8.5,0.554,0.702,-8.4,0.568,0.702,0,-1.0,-170.345
20130524_1456,52.36,151.48,642.4,GT.LPAZ.00,-16.288,-68.131,132.352,1581.687,1603.395,1610.015,43.0,0.928,0.176,0.218,0.212,0.209,0.207,-8.1,-4.2,0.595,-0.578,-9.4,0.684,0.684,-8.4,0.809,0.684,-8.7,0.796,0.684,-8.7,0.794,0.684,-8.7,0.795,0.684,0,-1.0,55.689
20130524_1456,52.36,151.48,642.4,G.PEL.00,-33.144,-70.675,144.293,1652.258,1685.119,1695.56,44.0,1.393,0.322,0.283,0.244,0.249,0.254,-1.6,-4.9,0.609,-0.675,4.7,0.593,0.593,4.5,0.582,0.593,3.9,0.582,0.593,4.0,0.584,0.593,4.1,0.584,0.593,0,-1.0,74.058
20130524_1456,52.36,151.48,642.4,AU.MAW.,-67.604,62.871,136.593,1607.276,1632.675,1640.543,45.0,3.083,-0.141,0.051,0.015,0.01,0.011,-5.6,-2.2,0.788,-0.337,-3.3,0.472,0.472,5.0,0.314,0.472,-5.1,0.3,0.472,4.8,0.31,0.472,4.8,0.312,0.472,0,-1.0,-146.266
20130524_1456,52.36,151.48,642.4,CX.PB09.,-21.796,-69.242,136.367,1605.93,1631.125,1638.924,46.0,1.475,0.344,0.337,0.323,0.321,0.324,-0.3,0.2,0.933,0.912,-0.6,0.896,0.896,-0.7,0.902,0.896,-1.0,0.911,0.896,-1.0,0.919,0.896,-1.0,0.916,0.896,0,-1.0,61.145
20130524_1456,52.36,151.48,642.4,C.GO01.,-19.669,-69.194,134.642,1595.579,1619.239,1626.517,47.0,1.393,0.481,0.48,0.464,0.459,0.461,-0.7,-0.3,0.884,0.84,-1.4,0.914,0.914,-0.7,0.923,0.914,-1.0,0.92,0.914,-1.1,0.921,0.914,-1.0,0.922,0.914,0,-1.0,59.377
20130524_1456,52.36,151.48,642.4,XK.B1665.,-22.825,27.229,128.607,1558.589,1577.293,1582.931,48.0,2.369,0.071,0.095,0.093,0.094,0.094,1.2,4.6,0.551,0.95,-7.4,0.226,0.226,-13.5,0.32,0.226,-13.4,0.343,0.226,-13.4,0.342,0.226,-13.4,0.341,0.226,0,-1.0,-76.928
20130524_1456,52.36,151.48,642.4,ZJ.KNYN.,-76.237,153.327,128.603,1558.564,1577.265,1582.901,49.0,0.733,0.271,0.225,0.251,0.236,0.229,1.7,-1.1,0.741,-0.661,1.6,0.471,0.471,1.7,0.434,0.471,1.2,0.43,0.471,1.6,0.44,0.471,1.7,0.438,0.471,0,-1.0,179.436
20130524_1456,52.36,151.48,642.4,ZJ.DONT.,-73.877,165.12,126.577,1545.893,1563.055,1568.206,50.0,2.775,0.496,0.482,0.461,0.471,0.479,0.7,-3.9,0.642,-0.69,-7.9,0.543,0.543,-8.1,0.488,0.543,-8.7,0.52,0.543,-8.3,0.507,0.543,-8.2,0.494,0.543,0,-1.0,175.309
20130524_1456,52.36,151.48,642.4,CX.PB16.,-18.335,-69.508,133.368,1587.873,1610.437,1617.343,51.0,2.389,0.41,0.393,0.402,0.405,0.401,-0.5,-0.3,0.57,0.567,-1.1,0.551,0.551,-9.1,0.464,0.551,-9.4,0.45,0.551,-9.4,0.452,0.551,-9.4,0.45,0.551,0,-1.0,58.697
20130524_1456,52.36,151.48,642.4,CX.PB06.,-22.706,-69.572,136.929,1609.276,1634.983,1642.955,52.0,3.315,0.167,0.207,0.231,0.231,0.226,3.3,3.5,0.646,0.71,3.0,0.752,0.752,3.0,0.746,0.752,2.6,0.755,0.752,2.5,0.764,0.752,2.6,0.759,0.752,0,-1.0,62.275
20130524_1456,52.36,151.48,642.4,ZD.FS12.,-12.83,-71.364,127.766,1553.341,1571.399,1576.831,53.0,5.813,0.704,0.688,0.687,0.684,0.678,0.7,0.8,0.821,0.904,0.3,0.828,0.828,0.9,0.776,0.828,0.7,0.762,0.828,0.7,0.758,0.828,0.7,0.757,0.828,0,-1.0,56.807
20130524_1456,52.36,151.48,642.4,C.GO05.,-35.01,-71.93,144.853,1655.447,1688.887,1699.533,54.0,3.268,0.466,0.548,0.582,0.576,0.573,0.9,0.8,0.832,0.793,0.6,0.838,0.838,0.2,0.839,0.838,-0.4,0.809,0.838,-0.3,0.82,0.838,-0.1,0.831,0.838,0,-1.0,77.619
20130524_1456,52.36,151.48,642.4,YT.BENN.,-84.573,-117.392,142.134,1639.844,1670.515,1680.192,55.0,3.148,0.623,0.695,0.691,0.697,0.699,0.0,0.2,0.906,0.888,-0.6,0.817,0.817,0.2,0.955,0.817,-0.2,0.951,0.817,-0.1,0.949,0.817,0.1,0.956,0.817,0,-1.0,171.127
20130524_1456,52.36,151.48,642.4,AW.VNA2.,-70.925,-7.393,159.155,1733.635,1783.354,1800.029,56.0,1.947,0.358,0.383,0.431,0.429,0.412,0.7,0.7,0.718,0.748,0.7,0.557,0.557,1.2,0.554,0.557,0.6,0.55,0.557,0.5,0.567,0.557,0.7,0.565,0.557,0,-1.0,-160.724
20130524_1456,52.36,151.48,642.4,ZJ.APRL.,-73.195,158.703,125.654,1540.07,1556.553,1561.493,57.0,8.241,0.722,0.641,0.608,0.66,0.67,-0.7,-0.7,0.893,0.889,-0.8,0.801,0.801,-1.0,0.761,0.801,-1.4,0.762,0.801,-1.0,0.765,0.801,-0.9,0.766,0.801,0,-1.0,177.429
20130524_1456,52.36,151.48,642.4,YT.HOWE.,-87.416,-149.427,140.979,1633.136,1662.669,1671.95,58.0,6.027,0.642,0.642,0.686,0.675,0.661,0.6,0.8,0.962,0.949,0.2,0.941,0.941,1.0,0.931,0.941,0.3,0.856,0.941,0.4,0.86,0.941,0.8,0.903,0.941,1,1.0,176.472
20130524_1456,52.36,151.48,642.4,XK.B13NX.,-18.579,21.994,128.345,1556.958,1575.46,1581.033,59.0,1.916,0.303,0.316,0.323,0.321,0.321,-6.2,-5.3,0.752,0.643,1.0,0.706,0.706,1.6,0.755,0.706,1.4,0.761,0.706,1.4,0.761,0.706,1.5,0.761,0.706,0,-1.0,-68.657
20130524_1456,52.36,151.48,642.4,YT.AGO1.,-83.862,129.615,136.612,1607.39,1632.807,1640.681,60.0,1.436,0.475,0.561,0.528,0.542,0.548,0.9,0.2,0.903,0.756,0.2,0.835,0.835,0.0,0.92,0.835,-0.1,0.915,0.835,-0.1,0.922,0.835,-0.1,0.926,0.835,0,-1.0,-176.67
20130524_1456,52.36,151.48,642.4,ZD.FM01.,-13.073,-76.334,125.352,1538.161,1554.426,1559.298,61.0,0.996,0.248,0.222,0.213,0.219,0.217,-0.6,-0.5,0.796,0.814,-1.0,0.765,0.765,-0.6,0.86,0.765,-0.9,0.836,0.765,-0.7,0.838,0.765,-0.8,0.84,0.765,0,-1.0,62.047
20130524_1456,52.36,151.48,642.4,ZD.FM07.,-13.17,-74.228,126.56,1545.783,1562.932,1568.079,62.0,1.141,0.36,0.354,0.361,0.35,0.353,1.0,0.9,0.635,0.659,0.5,0.908,0.908,0.9,0.803,0.908,0.6,0.794,0.908,0.8,0.798,0.908,0.7,0.799,0.908,0,-1.0,59.994
20130524_1456,52.36,151.48,642.4,YT.SIPL.,-81.641,-148.955,137.602,1613.276,1639.602,1647.784,63.0,4.713,0.677,0.723,0.723,0.73,0.727,0.9,0.9,0.975,0.93,0.6,0.818,0.818,0.2,0.882,0.818,-0.1,0.901,0.818,0.0,0.899,0.818,0.1,0.89,0.818,1,1.0,169.267
20130524_1456,52.36,151.48,642.4,AF.GRM.,-33.313,26.508,136.671,1607.74,1633.211,1641.103,64.0,0.872,0.065,0.103,0.101,0.103,0.103,3.6,3.0,0.826,0.825,4.5,0.675,0.675,3.2,0.719,0.675,3.2,0.717,0.675,3.2,0.718,0.675,3.2,0.717,0.675,0,-1.0,-86.104
20130524_1456,52.36,151.48,642.4,G.CCD.10,-75.106,123.305,128.821,1559.924,1578.794,1584.485,65.0,8.944,0.67,0.567,0.567,0.581,0.569,0.1,0.1,0.943,0.945,0.0,0.839,0.839,-0.2,0.845,0.839,-0.7,0.841,0.839,-0.3,0.847,0.839,-0.3,0.846,0.839,0,-1.0,-171.015
20130524_1456,52.36,151.48,642.4,YT.BYRD.,-80.017,-119.474,141.088,1633.771,1663.411,1672.728,66.0,6.629,0.747,0.715,0.716,0.725,0.721,0.3,0.5,0.943,0.894,-0.2,0.824,0.824,0.6,0.804,0.824,-0.3,0.75,0.824,-0.2,0.725,0.824,0.3,0.765,0.824,1,1.0,163.957
20130524_1456,52.36,151.48,642.4,XV.MSGR.,-23.83,32.18,126.393,1544.732,1561.757,1566.866,67.0,1.301,-0.037,-0.045,-0.039,-0.043,-0.042,-4.4,-3.9,0.411,0.178,2.0,0.233,0.233,1.8,0.371,0.233,1.7,0.333,0.233,1.7,0.346,0.233,1.7,0.351,0.233,0,-1.0,-82.098
20130524_1456,52.36,151.48,642.4,CX.PB03.,-22.048,-69.753,136.297,1605.514,1630.646,1638.423,68.0,1.25,0.126,0.195,0.232,0.223,0.224,-4.0,-4.0,0.843,0.875,-4.6,0.742,0.742,-4.5,0.735,0.742,-4.9,0.726,0.742,-4.9,0.736,0.742,-4.9,0.735,0.742,0,-1.0,61.915
20130524_1456,52.36,151.48,642.4,ZD.FS05.,-13.879,-72.878,127.867,1553.976,1572.112,1577.569,69.0,0.937,0.445,0.42,0.44,0.429,0.433,1.1,1.1,0.899,0.902,0.7,0.969,0.969,1.1,0.958,0.969,0.8,0.959,0.969,0.9,0.958,0.969,0.8,0.958,0.969,0,-1.0,59.089
20130524_1456,52.36,151.48,642.4,ZJ.SPLN.,-73.466,161.471,126.013,1542.337,1559.082,1564.104,70.0,8.262,0.725,0.685,0.659,0.68,0.684,-0.1,0.3,0.832,0.81,0.0,0.531,0.531,-0.3,0.55,0.531,-0.8,0.503,0.531,-0.4,0.513,0.531,-0.3,0.538,0.531,0,-1.0,176.491
20130524_1456,52.36,151.48,642.4,XK.B04KH.,-20.474,24.514,128.391,1557.243,1575.78,1581.365,71.0,1.404,0.138,0.184,0.179,0.178,0.181,-2.2,-2.1,0.789,0.798,4.9,0.787,0.787,5.3,0.753,0.787,5.2,0.777,0.787,5.2,0.774,0.787,5.2,0.771,0.787,0,-1.0,-72.53
20130524_1456,52.36,151.48,642.4,ZJ.BEBP.,-73.033,156.869,125.448,1538.77,1555.104,1559.997,72.0,11.083,0.543,0.519,0.467,0.526,0.517,-0.2,-0.7,0.932,0.811,-0.8,0.813,0.813,-0.8,0.775,0.813,-1.2,0.768,0.813,-0.8,0.777,0.813,-0.8,0.777,0.813,0,-1.0,178.067
20130524_1456,52.36,151.48,642.4,CX.PB05.,-22.853,-70.202,136.705,1607.942,1633.444,1641.347,73.0,0.851,0.22,0.106,0.069,0.071,0.075,0.0,3.7,0.722,-0.917,-1.3,0.451,0.451,-1.5,0.429,0.451,-1.7,0.432,0.451,-1.6,0.46,0.451,-1.7,0.453,0.451,0,-1.0,63.088
20130524_1456,52.36,151.48,642.4,XK.B07DX.,-20.549,22.749,129.474,1563.976,1583.356,1589.211,74.0,1.477,0.199,0.344,0.335,0.336,0.334,-6.7,4.3,0.441,0.376,12.2,0.518,0.518,-0.1,0.691,0.518,0.0,0.657,0.518,0.0,0.656,0.518,0.0,0.657,0.518,0,-1.0,-70.92
20130524_1456,52.36,151.48,642.4,AF.SWZ.,-27.182,25.332,133.015,1585.726,1607.99,1614.796,75.0,1.299,0.028,0.046,0.033,0.034,0.037,-3.9,-4.3,0.429,0.712,3.1,0.518,0.518,2.8,0.608,0.518,2.9,0.616,0.518,2.9,0.614,0.518,2.9,0.614,0.518,0,-1.0,-79.01
20130524_1456,52.36,151.48,642.4,C.GO04.,-30.173,-70.799,142.057,1639.395,1669.989,1679.639,76.0,1.3,0.135,0.117,0.107,0.107,0.108,3.2,-5.0,0.404,0.293,-5.5,0.563,0.563,-5.0,0.592,0.563,-5.5,0.563,0.563,-5.4,0.574,0.563,-5.4,0.577,0.563,0,-1.0,70.795
