station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
YT.N140.,-82.010,96.756,137.320,1611.606,1637.673,1645.766,42.000,0.306,0.249,0.274,0.271,0.259
GT.LPAZ.00,-16.288,-68.131,132.352,1581.687,1603.395,1610.015,43.000,0.176,0.218,0.212,0.209,0.207
G.PEL.00,-33.144,-70.675,144.293,1652.258,1685.119,1695.560,44.000,0.322,0.283,0.244,0.249,0.254
AU.MAW.,-67.604,62.871,136.593,1607.276,1632.675,1640.543,45.000,-0.141,0.051,0.015,0.010,0.011
CX.PB09.,-21.796,-69.242,136.367,1605.930,1631.125,1638.924,46.000,0.344,0.337,0.323,0.321,0.324
C.GO01.,-19.669,-69.194,134.642,1595.579,1619.239,1626.517,47.000,0.481,0.480,0.464,0.459,0.461
XK.B1665.,-22.825,27.229,128.607,1558.589,1577.293,1582.931,48.000,0.071,0.095,0.093,0.094,0.094
ZJ.KNYN.,-76.237,153.327,128.603,1558.564,1577.265,1582.901,49.000,0.271,0.225,0.251,0.236,0.229
ZJ.DONT.,-73.877,165.120,126.577,1545.893,1563.055,1568.206,50.000,0.496,0.482,0.461,0.471,0.479
CX.PB16.,-18.335,-69.508,133.368,1587.873,1610.437,1617.343,51.000,0.410,0.393,0.402,0.405,0.401
CX.PB06.,-22.706,-69.572,136.929,1609.276,1634.983,1642.955,52.000,0.167,0.207,0.231,0.231,0.226
ZD.FS12.,-12.830,-71.364,127.766,1553.341,1571.399,1576.831,53.000,0.704,0.688,0.687,0.684,0.678
C.GO05.,-35.010,-71.930,144.853,1655.447,1688.887,1699.533,54.000,0.466,0.548,0.582,0.576,0.573
YT.BENN.,-84.573,-117.392,142.134,1639.844,1670.515,1680.192,55.000,0.623,0.695,0.691,0.697,0.699
AW.VNA2.,-70.925,-7.393,159.155,1733.635,1783.354,1800.029,56.000,0.358,0.383,0.431,0.429,0.412
ZJ.APRL.,-73.195,158.703,125.654,1540.070,1556.553,1561.493,57.000,0.722,0.641,0.608,0.660,0.670
YT.HOWE.,-87.416,-149.427,140.979,1633.136,1662.669,1671.950,58.000,0.642,0.642,0.686,0.675,0.661
XK.B13NX.,-18.579,21.994,128.345,1556.958,1575.460,1581.033,59.000,0.303,0.316,0.323,0.321,0.321
YT.AGO1.,-83.862,129.615,136.612,1607.390,1632.807,1640.681,60.000,0.475,0.561,0.528,0.542,0.548
ZD.FM01.,-13.073,-76.334,125.352,1538.161,1554.426,1559.298,61.000,0.248,0.222,0.213,0.219,0.217
ZD.FM07.,-13.170,-74.228,126.560,1545.783,1562.932,1568.079,62.000,0.360,0.354,0.361,0.350,0.353
YT.SIPL.,-81.641,-148.955,137.602,1613.276,1639.602,1647.784,63.000,0.677,0.723,0.723,0.730,0.727
AF.GRM.,-33.313,26.508,136.671,1607.740,1633.211,1641.103,64.000,0.065,0.103,0.101,0.103,0.103
G.CCD.10,-75.106,123.305,128.821,1559.924,1578.794,1584.485,65.000,0.670,0.567,0.567,0.581,0.569
YT.BYRD.,-80.017,-119.474,141.088,1633.771,1663.411,1672.728,66.000,0.747,0.715,0.716,0.725,0.721
XV.MSGR.,-23.830,32.180,126.393,1544.732,1561.757,1566.866,67.000,-0.037,-0.045,-0.039,-0.043,-0.042
CX.PB03.,-22.048,-69.753,136.297,1605.514,1630.646,1638.423,68.000,0.126,0.195,0.232,0.223,0.224
ZD.FS05.,-13.879,-72.878,127.867,1553.976,1572.112,1577.569,69.000,0.445,0.420,0.440,0.429,0.433
ZJ.SPLN.,-73.466,161.471,126.013,1542.337,1559.082,1564.104,70.000,0.725,0.685,0.659,0.680,0.684
XK.B04KH.,-20.474,24.514,128.391,1557.243,1575.780,1581.365,71.000,0.138,0.184,0.179,0.178,0.181
ZJ.BEBP.,-73.033,156.869,125.448,1538.770,1555.104,1559.997,72.000,0.543,0.519,0.467,0.526,0.517
CX.PB05.,-22.853,-70.202,136.705,1607.942,1633.444,1641.347,73.000,0.220,0.106,0.069,0.071,0.075
XK.B07DX.,-20.549,22.749,129.474,1563.976,1583.356,1589.211,74.000,0.199,0.344,0.335,0.336,0.334
AF.SWZ.,-27.182,25.332,133.015,1585.726,1607.990,1614.796,75.000,0.028,0.046,0.033,0.034,0.037
C.GO04.,-30.173,-70.799,142.057,1639.395,1669.989,1679.639,76.000,0.135,0.117,0.107,0.107,0.108
AI.ESPZ.04,-63.398,-56.996,161.516,1745.910,1798.594,1816.399,77.000,0.461,0.445,0.464,0.462,0.447
ZD.FS09.,-12.974,-71.425,127.856,1553.908,1572.036,1577.490,78.000,-0.026,0.063,0.058,0.057,0.057
ZD.FS04.,-14.205,-73.345,127.896,1554.153,1572.310,1577.774,79.000,0.348,0.357,0.364,0.360,0.357
6H.BERG.,-25.427,31.447,128.027,1554.975,1573.234,1578.730,80.000,0.032,0.078,0.067,0.068,0.070
XK.B02LT.,-21.393,25.581,128.481,1557.805,1576.411,1582.018,81.000,0.330,0.323,0.323,0.321,0.324
ZJ.SHRD.,-73.399,160.499,125.911,1541.698,1558.369,1563.367,82.000,0.682,0.645,0.642,0.652,0.652
IU.LCO.,-29.011,-70.700,141.242,1634.669,1664.460,1673.830,83.000,0.399,0.453,0.449,0.445,0.449
YT.LONW.,-81.347,152.735,133.708,1589.937,1612.791,1619.796,84.000,0.342,0.345,0.281,0.341,0.358
ZJ.FOOT.,-73.093,157.853,125.531,1539.293,1555.687,1560.599,85.000,0.560,0.567,0.551,0.553,0.564
CX.PB07.,-21.727,-69.886,135.964,1603.520,1628.350,1636.026,86.000,0.138,0.092,0.075,0.083,0.079
YT.DEVL.,-81.476,161.973,133.956,1591.436,1614.503,1621.579,87.000,0.799,0.753,0.777,0.775,0.764
ZD.FM04.,-13.604,-75.354,126.322,1544.284,1561.256,1566.349,88.000,0.172,0.124,0.140,0.136,0.132
GT.CPUP.00,-26.331,-57.331,146.183,1662.993,1697.831,1708.971,89.000,0.354,0.382,0.429,0.433,0.417
ZJ.MICH.,-73.817,164.100,126.470,1545.215,1562.296,1567.423,90.000,0.379,0.324,0.383,0.352,0.331
AI.ORCD.04,-60.738,-44.736,167.810,1777.782,1838.687,1859.725,91.000,0.345,0.406,0.373,0.380,0.400
AW.VNA1.,-70.690,-8.276,159.519,1735.536,1785.706,1802.553,92.000,0.020,0.037,0.034,0.033,0.034
AF.CVNA.,-31.482,19.762,139.474,1624.333,1652.415,1661.196,93.000,-0.014,0.069,0.065,0.066,0.067
CX.PB01.,-21.043,-69.487,135.620,1601.458,1625.980,1633.551,94.000,0.347,0.344,0.329,0.336,0.330
GT.PLCA.00,-40.733,-70.551,149.367,1680.839,1719.109,1731.491,95.000,0.434,0.490,0.495,0.501,0.499
YT.BEAR.,-74.548,-111.851,141.457,1635.914,1665.915,1675.358,96.000,0.790,0.803,0.738,0.758,0.799
C.GO02.,-25.163,-69.590,138.886,1620.874,1648.400,1656.990,97.000,0.236,0.146,0.210,0.199,0.194
YT.UNGL.,-79.775,-82.524,147.459,1670.182,1706.379,1718.007,98.000,0.729,0.740,0.717,0.723,0.736
ZJ.DUBY.,-74.985,158.077,127.421,1551.185,1568.980,1574.330,99.000,0.287,0.235,0.222,0.229,0.231
ZD.FM03.,-13.723,-75.890,126.132,1543.091,1559.923,1564.972,100.000,0.185,0.199,0.185,0.197,0.193
G.SPB.00,-23.593,-47.427,147.821,1672.213,1708.799,1720.568,101.000,0.491,0.414,0.423,0.422,0.424
ZD.FS6A.,-13.493,-72.933,127.514,1551.766,1569.631,1575.004,102.000,0.454,0.397,0.415,0.413,0.409
CX.PB14.,-24.626,-70.404,138.011,1615.704,1642.410,1650.720,103.000,0.124,0.070,0.084,0.082,0.082
C.GO08.,-48.465,-72.557,152.111,1695.953,1737.297,1750.814,104.000,0.439,0.498,0.474,0.486,0.499
G.CRZF.00,-46.430,51.861,130.096,1567.824,1587.695,1593.709,105.000,0.163,0.091,0.087,0.084,0.088
XK.B10PP.,-18.913,22.543,128.298,1556.665,1575.131,1580.693,106.000,0.205,0.395,0.226,0.224,0.226
XK.B15MW.,-19.631,23.827,128.127,1555.599,1573.933,1579.454,107.000,0.125,0.128,0.127,0.125,0.127
YT.SURP.,-84.720,-171.202,138.057,1615.975,1642.723,1651.048,108.000,0.391,0.375,0.369,0.370,0.375
AI.JUBA.04,-62.237,-58.663,161.211,1744.332,1796.628,1814.285,109.000,0.215,0.138,0.130,0.132,0.137
G.COYC.10,-45.573,-72.081,151.078,1690.291,1730.463,1743.546,110.000,0.404,0.512,0.525,0.523,0.519
XK.B05MO.,-20.218,24.132,128.413,1557.379,1575.933,1581.523,111.000,0.158,0.206,0.185,0.184,0.186
ZD.FS11.,-13.056,-71.544,127.865,1553.964,1572.098,1577.555,112.000,0.658,0.666,0.677,0.676,0.675
ZD.FM02.,-13.499,-76.060,125.855,1541.340,1557.969,1562.954,113.000,0.447,0.470,0.466,0.469,0.469
AW.VNA3.,-71.242,-9.666,159.333,1734.568,1784.507,1801.267,114.000,0.526,0.513,0.510,0.521,0.523
PS.SYO.,-69.007,39.585,145.174,1657.275,1691.051,1701.815,115.000,0.181,0.273,0.289,0.289,0.282
AF.BLWY.,-20.143,28.611,125.722,1540.502,1557.035,1561.991,116.000,0.308,0.284,0.286,0.285,0.284
ZD.FS1A.,-14.645,-75.061,127.346,1550.715,1568.453,1573.785,117.000,0.300,0.361,0.350,0.341,0.343
ZD.FN06.,-11.368,-75.679,124.277,1531.337,1546.839,1551.473,118.000,0.009,-0.013,-0.006,-0.004,-0.004
AF.UPI.,-28.362,21.253,136.321,1605.657,1630.810,1638.595,119.000,0.016,0.026,0.026,0.029,0.027
GE.SNAA.,-71.671,-2.838,157.633,1725.625,1773.476,1789.442,120.000,0.586,0.604,0.600,0.606,0.609
ZD.FN05.,-11.474,-75.960,124.216,1530.953,1546.412,1551.034,121.000,0.369,0.370,0.397,0.388,0.383
YT.MILR.,-83.306,156.252,135.687,1601.859,1626.441,1634.033,122.000,0.027,-0.001,-0.006,-0.006,-0.002
AI.BELA.04,-77.875,-34.627,154.388,1708.300,1752.277,1766.784,123.000,0.399,0.402,0.446,0.448,0.432
YT.WHIT.,-82.682,-104.387,143.553,1648.019,1680.121,1690.296,124.000,0.709,0.695,0.713,0.709,0.703
ZD.FN03.,-11.764,-76.304,124.275,1531.327,1546.827,1551.461,125.000,0.563,0.622,0.607,0.612,0.609
GT.BOSA.00,-28.614,25.256,134.111,1592.372,1615.572,1622.693,126.000,0.111,0.165,0.166,0.166,0.166
YT.FALL.,-85.307,-143.628,140.175,1628.442,1657.195,1666.207,127.000,0.682,0.673,0.707,0.704,0.690
AF.PKA.,-29.670,22.757,136.379,1605.999,1631.203,1639.006,128.000,0.144,0.128,0.118,0.120,0.122
YT.PECA.,-85.612,-68.552,145.621,1659.810,1694.055,1704.984,129.000,0.523,0.482,0.525,0.516,0.497
XK.B06OR.,-19.901,23.527,128.514,1558.011,1576.644,1582.258,130.000,0.317,0.206,0.309,0.307,0.302
YT.ALYS.,-84.355,-23.735,147.983,1673.119,1709.880,1721.713,131.000,0.610,0.595,0.633,0.628,0.613
CX.PB04.,-22.334,-70.149,136.314,1605.614,1630.761,1638.544,132.000,0.408,0.356,0.360,0.363,0.364
ZJ.GRAW.,-74.004,154.989,126.387,1544.693,1561.713,1566.821,133.000,0.302,0.390,0.370,0.369,0.381
CX.PB02.,-21.320,-69.896,135.627,1601.501,1626.030,1633.603,134.000,0.290,0.307,0.270,0.273,0.275
CX.PB15.,-23.208,-69.471,137.389,1612.016,1638.147,1646.262,135.000,0.136,0.113,0.140,0.137,0.138
ZD.FN14.,-12.780,-74.988,125.829,1541.178,1557.788,1562.768,136.000,0.482,0.476,0.474,0.471,0.472
C.GO10.,-53.155,-71.050,154.630,1709.604,1753.865,1768.479,137.000,0.256,0.244,0.257,0.244,0.249
XV.MAPH.,-22.250,35.080,123.446,1526.041,1540.969,1545.425,138.000,0.133,0.137,0.139,0.136,0.137
6H.MUXU.,-20.636,34.064,122.835,1522.130,1536.642,1540.970,139.000,-0.034,-0.004,-0.037,-0.003,-0.003
G.CRZF.10,-46.430,51.861,130.096,1567.824,1587.695,1593.709,140.000,0.183,0.084,0.079,0.076,0.080
C.GO03.,-27.594,-70.235,140.426,1629.911,1658.906,1668.001,141.000,0.130,0.187,0.206,0.188,0.190
CX.PB12.,-18.614,-70.328,133.169,1586.661,1609.056,1615.905,142.000,0.215,0.131,0.152,0.145,0.140
G.COYC.00,-45.573,-72.081,151.078,1690.291,1730.463,1743.546,143.000,0.388,0.493,0.506,0.504,0.501
XK.B03SL.,-21.121,24.764,128.750,1559.477,1578.291,1583.964,144.000,0.173,0.278,0.169,0.165,0.165
YT.KOLR.,-76.154,-120.727,139.750,1625.949,1654.294,1663.165,145.000,0.670,0.588,0.523,0.554,0.577
YT.MPAT.,-78.030,-155.022,134.371,1593.945,1617.370,1624.567,146.000,0.699,0.629,0.654,0.651,0.630
YT.AGO3.,-82.754,28.581,145.830,1660.998,1695.464,1706.472,147.000,0.404,0.402,0.367,0.394,0.404
GT.VNDA.00,-77.517,161.853,130.039,1567.471,1587.297,1593.296,148.000,0.736,0.709,0.656,0.688,0.703
G.CCD.00,-75.106,123.305,128.821,1559.924,1578.794,1584.485,149.000,0.673,0.575,0.575,0.587,0.576
6H.MACO.,-17.958,34.172,120.708,1508.416,1521.536,1525.437,150.000,0.009,0.042,0.044,0.042,0.043
ZD.FN09.,-11.048,-75.373,124.169,1530.654,1546.081,1550.691,151.000,0.539,0.510,0.540,0.539,0.533
ZJ.SAMH.,-75.203,153.997,127.574,1552.142,1570.054,1575.441,152.000,0.282,0.281,0.293,0.285,0.285
ZD.FS10.,-13.197,-71.620,127.946,1554.467,1572.663,1578.140,153.000,0.084,0.164,0.161,0.155,0.158
CX.PATCX.,-20.821,-70.153,135.081,1598.223,1622.268,1629.677,154.000,0.411,0.391,0.388,0.391,0.388
ZD.FN02.,-11.909,-76.526,124.277,1531.342,1546.845,1551.479,155.000,0.100,0.181,0.195,0.191,0.190
C.GO09.,-51.271,-72.338,153.307,1702.457,1745.175,1759.207,156.000,0.412,0.447,0.476,0.466,0.456
