station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
AF.WIN.,-22.567,17.100,126.107,1550.627,1567.310,1572.309,18.000,0.191,0.234,0.228,0.234,0.232
GE.BOAB.,12.449,-85.666,124.936,1543.216,1559.055,1563.791,19.000,0.663,0.596,0.510,0.585,0.594
RD.FLAF.,43.383,6.255,129.690,1573.030,1592.441,1598.302,20.000,0.274,0.298,0.307,0.306,0.309
CH.MMK.,46.051,7.964,127.061,1556.633,1574.022,1579.241,21.000,0.553,0.536,0.564,0.568,0.564
IV.ASSB.,43.043,12.659,126.112,1550.663,1567.350,1572.350,22.000,0.359,0.340,0.386,0.394,0.388
OE.MOA.,47.849,14.266,122.535,1527.876,1542.065,1546.291,23.000,0.561,0.502,0.526,0.513,0.519
FR.SJAF.00,42.484,2.876,132.148,1588.169,1609.563,1616.074,24.000,0.109,0.187,0.189,0.197,0.183
CR.7493.,45.408,15.579,123.086,1531.414,1545.973,1550.313,25.000,0.351,0.329,0.337,0.331,0.330
C1.BO01.,-34.392,-71.085,125.182,1544.776,1560.790,1565.580,26.000,0.049,0.121,0.113,0.111,0.114
CX.PB18.,-17.590,-69.480,135.403,1607.907,1632.085,1639.534,27.000,0.136,0.225,0.229,0.231,0.226
CM.HEL.00,6.191,-75.529,135.081,1605.967,1629.860,1637.212,28.000,0.490,0.431,0.453,0.439,0.438
GR.LOCC.,52.410,9.139,122.363,1526.772,1540.847,1545.038,29.000,0.442,0.459,0.460,0.463,0.460
LD.FOR.,40.860,-73.885,127.003,1556.270,1573.616,1578.822,30.000,0.253,0.230,0.222,0.225,0.221
SX.LANDS.,51.526,12.163,121.489,1521.135,1534.639,1538.654,31.000,0.670,0.582,0.575,0.569,0.573
CH.WIMIS.,46.665,7.624,126.851,1555.313,1572.546,1577.716,32.000,0.377,0.339,0.356,0.358,0.364
OE.ABTA.,46.747,12.512,124.138,1538.142,1553.422,1557.984,33.000,0.306,0.265,0.248,0.234,0.242
CH.FULLY.,46.156,7.136,127.436,1558.983,1576.655,1581.962,34.000,0.409,0.400,0.412,0.420,0.415
GU.RRL.,44.921,6.791,128.414,1565.097,1583.516,1589.059,35.000,0.242,0.198,0.227,0.234,0.234
OH.O53A.,40.249,-81.213,122.340,1526.625,1540.686,1544.872,36.000,0.350,0.207,0.257,0.258,0.242
CX.PSGCX.,-19.597,-70.123,133.944,1599.099,1622.006,1629.023,37.000,0.347,0.174,0.306,0.305,0.174
IV.GIB.,37.990,14.026,127.768,1561.064,1578.988,1584.375,38.000,0.363,0.364,0.361,0.352,0.357
G.SSB.00,45.279,4.542,129.376,1571.080,1590.244,1596.026,39.000,0.207,0.205,0.221,0.236,0.230
C.GO06.,-39.584,-71.472,121.702,1522.514,1536.156,1540.214,40.000,0.188,0.143,0.168,0.192,0.175
GE.FLT1.,52.331,11.237,121.436,1520.794,1534.263,1538.268,41.000,0.564,0.562,0.562,0.564,0.563
CR.7441.,45.844,16.020,122.597,1528.277,1542.508,1546.746,42.000,0.487,0.497,0.518,0.513,0.513
II.XBFO.55,48.330,8.330,125.416,1546.259,1562.441,1567.283,43.000,0.374,0.397,0.376,0.368,0.369
CX.PB09.,-21.796,-69.242,133.594,1596.978,1619.587,1626.503,44.000,0.023,-0.081,-0.077,-0.080,-0.085
IV.CGL.,39.366,9.296,130.238,1576.425,1596.269,1602.270,45.000,0.224,0.193,0.205,0.209,0.201
C1.MT01.,-33.864,-71.251,125.391,1546.101,1562.265,1567.102,46.000,0.086,0.067,0.062,0.056,0.062
OE.WTTA.,47.264,11.636,124.325,1539.330,1554.739,1559.342,47.000,0.596,0.540,0.540,0.528,0.533
CR.7491.,45.507,15.845,122.875,1530.064,1544.481,1548.777,48.000,0.477,0.435,0.444,0.429,0.446
IV.USI.,38.708,13.179,128.007,1562.553,1580.659,1586.103,49.000,0.520,0.508,0.522,0.524,0.518
GR.MOX.,50.646,11.616,122.300,1526.365,1540.398,1544.576,50.000,0.644,0.602,0.589,0.574,0.584
TH.CHRS.,51.610,10.819,122.091,1525.020,1538.915,1543.051,51.000,0.511,0.509,0.504,0.511,0.506
ZC.BADR.,18.390,-70.356,138.715,1627.626,1654.830,1663.304,52.000,0.142,0.123,0.123,0.124,0.124
IV.PTCC.,46.408,13.354,123.853,1536.323,1551.405,1555.907,53.000,0.141,0.123,0.117,0.112,0.114
TH.POSS.,51.333,10.867,122.242,1525.995,1539.991,1544.157,54.000,0.399,0.399,0.405,0.411,0.408
TH.ZEU.,50.671,11.977,122.104,1525.102,1539.007,1543.145,55.000,0.158,0.145,0.144,0.142,0.143
CH.TORNY.,46.774,6.959,127.129,1557.058,1574.498,1579.733,56.000,0.365,0.367,0.376,0.381,0.384
BX.GMARE.,-19.389,22.162,122.913,1530.306,1544.748,1549.052,57.000,0.067,0.063,0.091,0.089,0.079
CX.PB16.,-18.335,-69.508,135.043,1605.739,1629.599,1636.940,58.000,0.036,0.054,-0.086,-0.085,0.051
MN.DIVS.,44.098,19.992,120.971,1517.785,1530.957,1534.870,59.000,0.615,0.608,0.624,0.612,0.613
TH.CRUX.,50.602,10.792,122.737,1529.178,1543.502,1547.770,60.000,0.485,0.470,0.465,0.467,0.463
GE.VAL.,51.939,-10.244,130.002,1574.962,1594.619,1600.559,61.000,0.451,0.452,0.450,0.449,0.449
LU.KIND.,49.694,5.864,125.714,1548.145,1564.542,1569.452,62.000,0.271,0.263,0.278,0.290,0.287
LD.NPNY.,41.755,-74.144,126.376,1552.326,1569.206,1574.267,63.000,0.426,0.399,0.403,0.402,0.398
IV.ISTR.,38.787,15.192,126.589,1553.664,1570.701,1575.811,64.000,0.384,0.365,0.372,0.365,0.367
FR.ISO.01,44.184,7.050,128.739,1567.121,1585.790,1591.413,65.000,0.251,0.272,0.289,0.288,0.279
CX.PB03.,-22.048,-69.753,133.057,1593.716,1615.870,1622.633,66.000,0.169,0.175,0.189,0.185,0.173
RD.MFF.,46.601,-0.141,130.719,1579.392,1599.622,1605.748,67.000,0.376,0.370,0.360,0.352,0.356
GR.GRB3.,49.343,11.805,122.996,1530.840,1545.338,1549.659,68.000,0.460,0.480,0.476,0.479,0.477
TH.MEHR.,51.283,10.659,122.374,1526.845,1540.928,1545.121,69.000,0.368,0.350,0.337,0.332,0.333
BW.MROB.,50.083,12.179,122.357,1526.735,1540.807,1544.997,70.000,0.337,0.337,0.340,0.341,0.339
OE.VIE.,48.248,16.362,121.142,1518.891,1532.171,1536.118,71.000,0.448,0.419,0.434,0.421,0.425
GR.LUEB.,52.297,8.699,122.639,1528.549,1542.808,1547.055,72.000,0.009,0.011,0.011,0.011,0.011
C.GO04.,-30.173,-70.799,127.872,1561.714,1579.718,1585.130,73.000,0.001,-0.028,-0.027,-0.025,-0.029
FR.RUSF.07,43.941,5.484,129.759,1573.459,1592.924,1598.802,74.000,0.402,0.347,0.378,0.382,0.386
FR.FILF.00,42.560,2.417,132.345,1589.370,1610.927,1617.492,75.000,0.103,0.106,0.104,0.102,0.099
CR.OZLJ.,45.615,15.467,123.045,1531.153,1545.684,1550.015,76.000,0.467,0.455,0.444,0.437,0.451
GU.CIRO.,45.602,7.568,127.559,1559.752,1577.517,1582.853,77.000,0.419,0.408,0.447,0.456,0.453
EI.ILTH.,54.028,-6.336,127.042,1556.516,1573.891,1579.106,78.000,0.474,0.463,0.453,0.439,0.439
BX.PHPEN.,-25.476,22.857,120.124,1512.292,1524.929,1528.680,79.000,0.010,0.054,0.002,-0.015,0.009
CR.7440.,46.004,16.120,122.455,1527.363,1541.499,1545.708,80.000,0.057,0.060,0.051,0.048,0.049
GR.UBR.,47.680,10.107,124.900,1542.989,1558.803,1563.531,81.000,0.402,0.349,0.375,0.373,0.385
PM.PFVI.,37.133,-8.827,142.133,1647.618,1678.123,1687.733,82.000,0.388,0.295,0.310,0.334,0.325
GR.CLL.,51.308,13.002,121.204,1519.296,1532.617,1536.576,83.000,0.517,0.529,0.529,0.541,0.530
CH.WILA.,47.415,8.908,125.699,1548.052,1564.438,1569.344,84.000,0.275,0.297,0.306,0.314,0.304
NU.CNGN.,12.500,-86.699,123.926,1536.789,1551.922,1556.439,85.000,0.071,0.075,0.093,0.087,0.079
CH.AIGLE.,46.342,6.953,127.412,1558.837,1576.491,1581.793,86.000,0.350,0.356,0.372,0.384,0.371
BW.ALFT.,48.142,11.280,123.995,1537.228,1552.408,1556.940,87.000,0.122,0.132,0.132,0.132,0.132
TH.GEIDO.,50.735,12.200,121.952,1524.127,1537.932,1542.040,88.000,0.051,0.048,0.048,0.048,0.048
C1.CO04.,-32.043,-70.975,126.661,1554.117,1571.208,1576.334,89.000,0.128,0.020,0.019,0.022,0.013
FR.PAND.00,42.524,1.546,132.835,1592.363,1614.330,1621.031,90.000,0.238,0.181,0.181,0.182,0.181
BW.TON.,48.174,11.289,123.971,1537.075,1552.239,1556.765,91.000,0.586,0.623,0.628,0.627,0.628
FR.ILLF.00,47.683,7.254,126.383,1552.367,1569.252,1574.314,92.000,0.462,0.478,0.497,0.503,0.506
IV.MRGE.,45.770,7.061,127.724,1560.789,1578.680,1584.056,93.000,0.647,0.618,0.635,0.634,0.636
CR.7500.,45.424,16.188,122.711,1529.007,1543.314,1547.576,94.000,0.356,0.321,0.317,0.312,0.309
LU.EIF05.,49.997,6.498,125.208,1544.944,1560.978,1565.774,95.000,0.302,0.292,0.290,0.290,0.288
GR.GRA4.,49.564,11.435,123.053,1531.206,1545.743,1550.076,96.000,0.549,0.532,0.522,0.507,0.518
OE.CSNA.,47.928,15.859,121.596,1521.831,1535.404,1539.441,97.000,0.714,0.697,0.720,0.709,0.714
C.GO02.,-25.163,-69.590,131.559,1584.559,1605.469,1611.820,98.000,0.158,0.123,0.122,0.117,0.119
PR.PCDR.,18.514,-68.381,140.494,1638.079,1666.978,1676.033,99.000,0.339,0.358,0.342,0.346,0.354
C1.VA06.,-32.561,-71.298,126.135,1550.805,1567.508,1572.514,100.000,0.051,0.064,0.061,0.060,0.064
CX.PB14.,-24.626,-70.404,131.220,1582.478,1603.112,1609.372,101.000,0.170,0.069,0.072,0.075,0.067
CH.SENIN.,46.363,7.299,127.216,1557.605,1575.111,1580.367,102.000,0.268,0.246,0.257,0.262,0.267
IV.LAV9.,41.678,12.699,126.814,1555.081,1572.286,1577.448,103.000,0.442,0.405,0.440,0.449,0.438
IV.CRMI.,43.796,10.980,126.710,1554.427,1571.555,1576.692,104.000,0.289,0.295,0.303,0.304,0.297
FR.LRVF.00,44.948,-0.310,132.029,1587.440,1608.735,1615.213,105.000,0.249,0.300,0.306,0.308,0.309
C1.LR04.,-39.880,-73.426,120.346,1513.734,1526.511,1530.304,106.000,-0.002,-0.007,-0.005,-0.002,-0.005
CH.FIESA.,46.435,8.111,126.739,1554.612,1571.762,1576.906,107.000,0.434,0.451,0.483,0.496,0.495
GE.SALTA.,-24.224,-66.340,134.535,1602.678,1626.096,1633.286,108.000,0.215,0.016,-0.004,-0.008,0.011
CR.7498.,45.748,16.613,122.290,1526.304,1540.332,1544.508,109.000,0.509,0.473,0.501,0.493,0.496
IV.CASP.,42.791,10.865,127.347,1558.429,1576.034,1581.321,110.000,-0.035,-0.058,-0.052,-0.055,-0.055
IV.CIGN.,41.654,14.905,125.409,1546.214,1562.391,1567.232,111.000,0.304,0.290,0.299,0.297,0.297
EI.VAL.,51.939,-10.244,130.002,1574.962,1594.619,1600.559,112.000,0.451,0.452,0.450,0.449,0.449
C1.BO02.,-34.792,-70.781,125.135,1544.479,1560.459,1565.239,113.000,0.229,0.176,0.190,0.206,0.183
FR.VIEF.00,42.882,0.023,133.373,1595.635,1618.055,1624.908,114.000,0.543,0.560,0.568,0.577,0.576
CR.HVAR.,43.178,16.449,123.668,1535.141,1550.097,1554.558,115.000,0.662,0.655,0.700,0.680,0.681
CH.EMBD.,46.217,7.832,127.027,1556.417,1573.781,1578.992,116.000,0.502,0.488,0.521,0.531,0.528
GR.GRB4.,49.468,11.559,123.048,1531.169,1545.702,1550.034,117.000,0.326,0.313,0.319,0.316,0.316
IV.IACL.,38.533,14.355,127.285,1558.037,1575.595,1580.867,118.000,0.488,0.491,0.477,0.479,0.481
FR.ATE.01,43.086,-0.701,133.589,1596.951,1619.555,1626.470,119.000,0.424,0.396,0.407,0.420,0.417
BW.KW1.,48.122,12.597,123.298,1532.772,1547.475,1551.859,120.000,0.460,0.473,0.510,0.513,0.511
LD.WADE.,38.679,-75.250,127.164,1557.281,1574.749,1579.992,121.000,0.031,0.002,0.008,0.010,0.008
GR.GOLD.,52.922,9.425,121.895,1523.756,1537.523,1541.620,122.000,0.332,0.369,0.393,0.402,0.398
WM.TIO.,30.927,-7.262,146.012,1669.827,1704.312,1715.318,123.000,0.440,0.395,0.404,0.419,0.413
IV.MTCE.,42.023,12.742,126.605,1553.765,1570.814,1575.927,124.000,0.412,0.399,0.427,0.425,0.422
C1.CO02.,-31.204,-71.000,127.135,1557.096,1574.541,1579.777,125.000,0.103,-0.024,-0.011,0.005,-0.027
II.BFO.00,48.330,8.330,125.416,1546.259,1562.441,1567.283,126.000,0.370,0.396,0.377,0.369,0.370
FR.STR.00,48.580,7.763,125.539,1547.042,1563.313,1568.183,127.000,0.352,0.369,0.375,0.372,0.377
GR.BFO.,48.330,8.330,125.416,1546.259,1562.441,1567.283,128.000,0.386,0.413,0.394,0.386,0.387
FR.LABF.00,43.046,0.073,133.230,1594.766,1617.065,1623.877,129.000,0.333,0.280,0.290,0.294,0.300
IV.PARC.,43.649,12.239,126.039,1550.197,1566.830,1571.813,130.000,0.534,0.504,0.536,0.532,0.534
WM.AVE.,33.298,-7.413,144.371,1660.494,1693.265,1703.667,131.000,0.206,0.281,0.306,0.334,0.319
LU.FDGR.,49.534,5.864,125.824,1548.842,1565.319,1570.254,132.000,0.386,0.404,0.416,0.415,0.419
LU.EIF01.,49.891,6.410,125.322,1545.663,1561.777,1566.599,133.000,0.438,0.502,0.497,0.504,0.496
IV.BOB.,44.768,9.448,127.031,1556.442,1573.809,1579.021,134.000,0.214,0.212,0.237,0.254,0.249
C1.LL04.,-40.910,-72.408,120.307,1513.477,1526.229,1530.015,135.000,0.104,0.136,0.129,0.123,0.128
FR.CARF.00,42.715,2.105,132.406,1589.745,1611.353,1617.935,136.000,0.250,0.290,0.287,0.286,0.285
TH.MLFH.,50.790,12.081,121.979,1524.299,1538.122,1542.235,137.000,0.346,0.345,0.340,0.335,0.337
NA.SABY.,17.645,-63.221,145.443,1666.600,1700.485,1711.279,138.000,0.267,0.255,0.231,0.237,0.248
WI.CBE.00,16.067,-61.611,147.383,1677.561,1713.502,1725.030,139.000,0.465,0.496,0.451,0.480,0.493
C1.BI06.,-36.131,-72.788,123.023,1531.011,1545.528,1549.854,140.000,0.121,0.017,0.049,0.069,0.026
IV.MONC.,45.074,7.927,127.695,1560.603,1578.471,1583.841,141.000,0.344,0.336,0.358,0.354,0.363
BW.MSBB.,50.031,11.973,122.494,1527.614,1541.776,1545.993,142.000,0.585,0.598,0.582,0.589,0.582
IV.MGAB.,42.913,12.112,126.519,1553.225,1570.211,1575.304,143.000,0.514,0.522,0.538,0.540,0.540
GE.STU.,48.772,9.195,124.693,1541.672,1557.339,1562.022,144.000,0.449,0.423,0.416,0.417,0.416
MN.RTC.,33.988,-6.857,143.549,1655.781,1687.709,1697.815,145.000,0.035,-0.020,-0.015,-0.012,-0.015
WI.ABD.00,16.474,-61.488,147.376,1677.523,1713.457,1724.982,146.000,0.448,0.478,0.489,0.490,0.484
BX.LKGWB.,-24.114,21.782,121.548,1521.519,1535.061,1539.088,147.000,0.121,0.090,0.098,0.098,0.093
IV.ATFO.,43.367,12.571,125.991,1549.894,1566.492,1571.464,148.000,0.507,0.476,0.513,0.511,0.511
GR.ZARR.,53.554,10.917,120.806,1516.714,1529.781,1533.662,149.000,0.265,0.252,0.238,0.240,0.240
IV.ATVO.,43.382,12.407,126.083,1550.475,1567.140,1572.133,150.000,0.628,0.627,0.653,0.654,0.651
RD.ORIF.,44.918,5.880,128.908,1568.175,1586.975,1592.639,151.000,0.460,0.462,0.466,0.464,0.465
CH.ACB.,47.588,8.255,125.931,1549.514,1566.069,1571.027,152.000,0.371,0.366,0.373,0.377,0.374
GE.MATE.,40.649,16.704,124.697,1541.702,1557.372,1562.056,153.000,0.627,0.611,0.617,0.618,0.615
IV.SNTG.,43.255,12.941,125.825,1548.847,1565.324,1570.259,154.000,0.597,0.559,0.599,0.599,0.598
C1.AF01.,-22.952,-68.179,133.834,1598.434,1621.246,1628.232,155.000,0.184,0.039,0.060,0.067,0.037
GE.KTHA.,36.257,23.062,121.868,1523.583,1537.333,1541.424,156.000,0.749,0.733,0.743,0.732,0.737
OE.RETA.,47.487,10.762,124.667,1541.507,1557.156,1561.833,157.000,0.610,0.613,0.631,0.629,0.628
IV.FIAM.,42.268,13.117,126.239,1551.463,1568.243,1573.271,158.000,0.342,0.344,0.374,0.377,0.373
CH.CHAMB.,46.782,6.612,127.303,1558.149,1575.720,1580.996,159.000,0.454,0.507,0.520,0.525,0.517
C1.AC05.,-28.836,-70.274,129.012,1568.822,1587.704,1593.394,160.000,0.144,0.037,0.043,0.051,0.038
CH.MUGIO.,45.922,9.042,126.556,1553.458,1570.472,1575.573,161.000,0.588,0.593,0.629,0.639,0.636
GR.UBBA.,50.819,10.001,122.989,1530.791,1545.285,1549.604,162.000,0.565,0.539,0.536,0.529,0.534
CH.PLONS.,47.049,9.381,125.676,1547.908,1564.278,1569.179,163.000,0.519,0.519,0.538,0.537,0.536
TH.MENTE.,51.316,10.580,122.392,1526.960,1541.055,1545.251,164.000,0.287,0.369,0.358,0.362,0.360
GU.STV.,44.245,7.326,128.546,1565.921,1584.441,1590.017,165.000,0.191,0.129,0.139,0.139,0.141
GT.DBIC.00,6.670,-4.857,154.511,1716.799,1760.735,1775.215,166.000,0.692,0.717,0.720,0.727,0.725
SX.MULD.,50.412,12.404,122.044,1524.721,1538.586,1542.713,167.000,0.243,0.256,0.255,0.255,0.255
CH.HAUIG.,47.660,7.700,126.170,1551.025,1567.754,1572.767,168.000,0.486,0.481,0.477,0.472,0.473
SI.KOSI.,46.463,11.378,124.938,1543.232,1559.073,1563.810,169.000,0.010,0.008,0.010,0.011,0.009
CH.VDR.,46.206,9.166,126.313,1551.926,1568.760,1573.806,170.000,0.544,0.574,0.607,0.615,0.616
GR.KBON.,54.116,11.773,120.058,1511.859,1524.455,1528.193,171.000,0.316,0.297,0.295,0.293,0.294
FR.NEEW.00,48.956,8.104,125.124,1544.409,1560.382,1565.160,172.000,0.474,0.427,0.427,0.425,0.424
FR.RUSF.03,43.936,5.466,129.772,1573.540,1593.016,1598.897,173.000,0.422,0.362,0.390,0.405,0.399
NA.SEUH.,17.474,-62.952,145.739,1668.277,1702.473,1713.377,174.000,0.319,0.265,0.304,0.305,0.285
FR.MON.00,43.730,7.425,128.812,1567.575,1586.300,1591.941,175.000,0.306,0.294,0.296,0.295,0.295
OE.FETA.,47.021,10.729,124.965,1543.402,1559.262,1564.005,176.000,0.546,0.594,0.611,0.616,0.615
TH.PLN.,50.485,12.157,122.125,1525.242,1539.161,1543.303,177.000,0.071,0.079,0.078,0.081,0.079
IV.SOLUN.,38.092,13.533,128.062,1562.900,1581.049,1586.507,178.000,0.144,0.133,0.127,0.118,0.124
CH.FUSIO.,46.455,8.663,126.431,1552.672,1569.594,1574.667,179.000,0.597,0.616,0.632,0.630,0.630
NA.SEUT.,17.471,-62.976,145.718,1668.162,1702.337,1713.234,180.000,0.300,0.252,0.270,0.279,0.266
CX.MNMCX.,-19.131,-69.596,134.601,1603.077,1626.552,1633.761,181.000,0.169,0.086,0.069,0.068,0.083
OE.DAVA.,47.287,9.880,125.263,1545.289,1561.360,1566.169,182.000,0.433,0.431,0.450,0.448,0.454
NL.VKB.,50.867,5.785,124.939,1543.236,1559.077,1563.814,183.000,0.526,0.470,0.447,0.426,0.434
OE.ARSA.,47.250,15.523,122.150,1525.399,1539.333,1543.481,184.000,0.521,0.551,0.582,0.584,0.583
IV.GALF.,37.711,14.566,127.521,1559.513,1577.249,1582.577,185.000,0.565,0.585,0.594,0.593,0.591
IV.MSSA.,44.316,9.517,127.261,1557.886,1575.426,1580.692,186.000,0.187,0.178,0.182,0.178,0.179
TH.SPAHL.,50.653,9.910,123.139,1531.755,1546.350,1550.701,187.000,0.102,0.098,0.096,0.094,0.095
OE.SQTA.,47.221,11.209,124.584,1540.982,1556.573,1561.232,188.000,0.523,0.540,0.558,0.558,0.553
FR.URDF.00,43.438,-0.593,133.278,1595.059,1617.399,1624.225,189.000,0.355,0.378,0.385,0.384,0.384
PR.SMDR.,19.290,-69.188,139.549,1632.541,1660.534,1669.278,190.000,0.079,0.084,0.055,0.062,0.077
CM.SJC.00,9.897,-75.179,135.345,1607.555,1631.681,1639.112,191.000,0.439,0.343,0.328,0.346,0.343
SX.WIMM.,51.521,11.505,121.814,1523.235,1536.950,1541.030,192.000,0.548,0.576,0.584,0.590,0.587
LX.MORF.,37.304,-8.653,141.913,1646.340,1676.627,1686.162,193.000,0.460,0.425,0.436,0.456,0.448
IV.ORI.,40.051,16.450,125.144,1544.536,1560.523,1565.305,194.000,0.512,0.484,0.493,0.479,0.484
GE.ILTH.,54.028,-6.336,127.042,1556.516,1573.891,1579.106,195.000,0.474,0.463,0.453,0.439,0.439
C1.LR03.,-39.632,-72.346,121.151,1518.950,1532.236,1536.185,196.000,0.230,0.158,0.188,0.211,0.190
GR.ASSE.,52.128,10.674,121.831,1523.345,1537.071,1541.154,197.000,0.569,0.519,0.526,0.511,0.526
C1.ML02.,-35.763,-71.418,124.129,1538.083,1553.356,1557.916,198.000,0.284,0.241,0.244,0.242,0.239
C1.VA04.,-33.643,-78.830,120.265,1513.207,1525.932,1529.710,199.000,0.004,0.005,-0.014,-0.027,0.005
GR.WEEZ.,52.303,9.627,122.209,1525.778,1539.752,1543.911,200.000,0.370,0.355,0.350,0.365,0.361
C1.VA03.,-32.764,-70.551,126.520,1553.229,1570.215,1575.309,201.000,0.232,0.284,0.272,0.265,0.282
FR.CALF.00,43.753,6.922,129.082,1569.254,1588.189,1593.896,202.000,0.322,0.316,0.322,0.328,0.323
GR.GEC7.,48.835,13.714,122.282,1526.253,1540.275,1544.450,203.000,0.589,0.536,0.549,0.527,0.542
LU.RUMEL.,49.454,6.011,125.809,1548.749,1565.215,1570.146,204.000,0.143,0.172,0.167,0.170,0.163
GE.DSB.,53.245,-6.376,127.727,1560.807,1578.700,1584.077,205.000,0.420,0.419,0.419,0.411,0.408
TH.RANIS.,50.662,11.564,122.316,1526.467,1540.511,1544.692,206.000,0.582,0.579,0.572,0.566,0.570
C1.MT13.,-33.743,-70.286,126.101,1550.592,1567.271,1572.269,207.000,0.008,0.137,0.093,0.061,0.111
TH.MORAS.,50.536,11.225,122.563,1528.059,1542.268,1546.499,208.000,0.534,0.576,0.576,0.590,0.580
BW.RTSA.,47.768,12.842,123.369,1533.227,1547.978,1552.377,209.000,0.323,0.335,0.345,0.355,0.351
IV.ATMI.,43.334,12.268,126.193,1551.173,1567.919,1572.937,210.000,0.375,0.366,0.384,0.379,0.377
II.XBFO.65,48.330,8.330,125.416,1546.259,1562.441,1567.283,211.000,0.392,0.414,0.393,0.386,0.387
CH.JAUN.,46.634,7.291,127.046,1556.538,1573.916,1579.132,212.000,0.193,0.238,0.257,0.257,0.256
CR.STON.,42.872,17.700,123.010,1530.927,1545.435,1549.758,213.000,0.688,0.704,0.706,0.702,0.702
CH.BERNI.,46.414,10.023,125.718,1548.168,1564.568,1569.478,214.000,0.669,0.651,0.674,0.670,0.668
NL.WTSB.01,51.966,6.799,123.721,1535.479,1550.471,1554.944,215.000,0.465,0.443,0.446,0.448,0.448
CH.BALST.,47.336,7.695,126.382,1552.364,1569.249,1574.311,216.000,0.377,0.398,0.416,0.425,0.420
OE.MOTA.,47.345,11.104,124.567,1540.875,1556.454,1561.109,217.000,0.583,0.605,0.627,0.630,0.625
TH.GERA.,50.982,12.071,121.867,1523.574,1537.323,1541.414,218.000,0.611,0.598,0.602,0.603,0.604
G.TAM.10,22.791,5.528,140.927,1640.606,1669.924,1679.124,219.000,0.713,0.746,0.742,0.746,0.748
SI.ROSI.,46.928,11.412,124.646,1541.375,1557.009,1561.682,220.000,0.495,0.484,0.522,0.522,0.517
OE.CONA.,47.928,15.862,121.595,1521.820,1535.392,1539.428,221.000,0.715,0.697,0.721,0.711,0.715
FR.MLS.00,42.958,1.095,132.768,1591.955,1613.865,1620.548,222.000,0.353,0.348,0.354,0.356,0.355
NL.ROLD.,50.869,6.085,124.801,1542.359,1558.103,1562.809,223.000,0.494,0.426,0.398,0.377,0.384
LX.MESJ.,37.840,-8.220,141.279,1642.657,1672.319,1681.638,224.000,0.399,0.415,0.416,0.426,0.426
FR.EILF.00,43.548,7.131,129.092,1569.315,1588.258,1593.968,225.000,0.129,0.126,0.124,0.125,0.124
IV.MPNC.,38.146,15.353,126.770,1554.803,1571.975,1577.126,226.000,0.448,0.457,0.477,0.468,0.473
CH.MTI02.,47.379,7.165,126.627,1553.905,1570.971,1576.089,227.000,0.421,0.472,0.493,0.507,0.493
FR.SAOF.00,43.987,7.555,128.579,1566.125,1584.671,1590.254,228.000,0.284,0.291,0.305,0.303,0.310
TH.BBWF.,50.736,10.504,122.795,1529.550,1543.914,1548.193,229.000,0.599,0.655,0.640,0.651,0.639
MC.OLV1.,16.750,-62.228,146.617,1673.247,1708.372,1719.606,230.000,0.038,0.131,0.162,0.159,0.144
