station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
IV.ALJA.,37.749,13.754,128.072,1562.959,1581.115,1586.575,231.000,0.092,0.110,0.105,0.104,0.105
G.FDFM.00,14.735,-61.160,148.166,1681.953,1718.736,1730.568,232.000,0.512,0.513,0.492,0.514,0.518
C1.AC02.,-26.836,-69.129,130.981,1581.002,1601.442,1607.638,233.000,0.369,0.156,0.218,0.239,0.161
RD.LFF.,44.939,0.740,131.529,1584.375,1605.260,1611.602,234.000,0.422,0.493,0.504,0.505,0.505
CH.WGT.,47.098,8.925,125.888,1549.249,1565.772,1570.721,235.000,0.536,0.564,0.571,0.561,0.577
IV.CERT.,41.949,12.982,126.492,1553.056,1570.023,1575.110,236.000,0.013,0.013,0.011,0.009,0.011
IV.SSY.,37.158,15.074,127.412,1558.835,1576.489,1581.791,237.000,0.586,0.587,0.580,0.586,0.582
GT.PLCA.00,-40.733,-70.551,121.494,1521.166,1534.673,1538.689,238.000,0.112,-0.019,-0.019,-0.014,-0.017
TH.HKWD.,50.830,12.268,121.861,1523.537,1537.282,1541.372,239.000,0.418,0.369,0.357,0.351,0.353
II.BFO.10,48.330,8.330,125.416,1546.259,1562.441,1567.283,240.000,0.375,0.397,0.376,0.368,0.370
CH.VMV.,46.423,9.022,126.257,1551.576,1568.369,1573.402,241.000,0.672,0.706,0.742,0.737,0.742
IV.ZCCA.,44.351,10.976,126.394,1552.439,1569.332,1574.397,242.000,0.158,0.135,0.118,0.115,0.115
GR.BRG.,50.873,13.944,120.984,1517.872,1531.052,1534.969,243.000,0.484,0.470,0.462,0.466,0.464
MN.VLC.,44.159,10.386,126.850,1555.305,1572.536,1577.706,244.000,0.435,0.369,0.386,0.387,0.389
GE.IBBN.,52.306,7.759,123.059,1531.239,1545.780,1550.114,245.000,0.500,0.503,0.520,0.533,0.528
GR.BSEG.,53.936,10.316,120.829,1516.864,1529.945,1533.831,246.000,0.430,0.412,0.420,0.415,0.425
GR.TNS.,50.224,8.449,124.126,1538.065,1553.337,1557.896,247.000,0.563,0.613,0.615,0.618,0.617
C1.LR05.,-40.230,-72.004,120.976,1517.816,1530.991,1534.905,248.000,0.119,-0.013,-0.003,0.018,0.001
BW.MKON.,50.019,12.234,122.368,1526.802,1540.881,1545.073,249.000,0.498,0.455,0.449,0.444,0.447
IV.LATE.,42.614,11.804,126.872,1555.444,1572.692,1577.867,250.000,0.407,0.380,0.396,0.409,0.404
NL.MAME.,50.801,5.973,124.899,1542.983,1558.796,1563.524,251.000,0.229,0.338,0.362,0.383,0.373
NU.MGAN.,12.149,-86.248,124.381,1539.690,1555.139,1559.753,252.000,0.349,0.337,0.266,0.315,0.332
BW.RJOB.,47.737,12.796,123.412,1533.504,1548.285,1552.693,253.000,0.329,0.314,0.314,0.318,0.316
MN.PDG.,42.430,19.261,122.187,1525.641,1539.600,1543.755,254.000,0.659,0.677,0.687,0.688,0.685
IV.OSSC.,43.524,11.246,126.705,1554.398,1571.522,1576.659,255.000,0.322,0.344,0.315,0.311,0.316
FR.CHMF.00,47.248,6.652,126.976,1556.096,1573.422,1578.621,256.000,0.525,0.544,0.563,0.577,0.568
IV.CAMP.,42.536,13.409,125.915,1549.419,1565.962,1570.917,257.000,0.359,0.321,0.345,0.338,0.337
NA.SABQ.,17.627,-63.249,145.423,1666.487,1700.351,1711.138,258.000,0.381,0.358,0.392,0.377,0.366
LD.KSCT.,41.726,-73.484,126.811,1555.059,1572.262,1577.423,259.000,0.235,0.280,0.312,0.299,0.312
LD.GEDE.,39.811,-75.636,126.364,1552.247,1569.119,1574.176,260.000,0.307,0.206,0.211,0.208,0.207
IV.IVPL.,38.376,14.980,126.925,1555.778,1573.065,1578.253,261.000,0.354,0.309,0.341,0.324,0.332
CM.SMAR.00,11.164,-74.225,136.195,1612.650,1637.534,1645.222,262.000,0.570,0.537,0.536,0.553,0.546
LD.GCMD.,39.562,-79.338,123.934,1536.836,1551.974,1556.492,263.000,0.453,0.394,0.440,0.441,0.426
GU.GORR.,44.607,9.293,127.215,1557.602,1575.107,1580.363,264.000,0.438,0.383,0.400,0.394,0.400
SX.TANN.,50.415,12.461,122.013,1524.521,1538.366,1542.486,265.000,0.467,0.506,0.506,0.510,0.508
IV.MSFR.,38.034,14.592,127.354,1558.469,1576.079,1581.367,266.000,0.473,0.480,0.466,0.468,0.469
C1.MT09.,-33.776,-70.989,125.618,1547.537,1563.864,1568.752,267.000,0.035,-0.032,-0.017,-0.011,-0.027
BW.BE1.,47.911,11.221,124.165,1538.313,1553.611,1558.179,268.000,0.595,0.637,0.641,0.634,0.644
GR.GRC1.,48.995,11.520,123.354,1533.133,1547.874,1552.270,269.000,0.544,0.453,0.458,0.448,0.455
NU.BOAB.,12.449,-85.666,124.936,1543.216,1559.055,1563.791,270.000,0.663,0.596,0.510,0.585,0.594
BW.MGBB.,49.972,12.215,122.406,1527.046,1541.149,1545.349,271.000,0.565,0.546,0.543,0.541,0.542
TH.HWTS.,50.592,11.472,122.405,1527.041,1541.144,1545.343,272.000,0.087,0.080,0.079,0.081,0.080
GU.PZZ.,44.507,7.116,128.499,1565.624,1584.108,1589.672,273.000,0.212,0.269,0.260,0.250,0.256
CX.PB02.,-21.320,-69.896,133.304,1595.219,1617.582,1624.415,274.000,0.000,0.033,0.030,0.031,0.034
CH.BOURR.,47.394,7.230,126.584,1553.637,1570.671,1575.780,275.000,0.494,0.508,0.519,0.525,0.524
CX.PB15.,-23.208,-69.471,132.688,1591.467,1613.310,1619.970,276.000,0.365,0.429,0.436,0.435,0.432
IV.ILOS.,38.446,14.948,126.915,1555.715,1572.995,1578.181,277.000,0.080,0.088,0.109,0.115,0.107
NA.SEUS.,17.493,-62.981,145.707,1668.095,1702.258,1713.150,278.000,0.332,0.320,0.358,0.361,0.340
DR.SC01.,19.427,-70.728,138.113,1624.065,1650.706,1658.989,279.000,-0.001,-0.006,-0.004,-0.004,-0.005
C.GO03.,-27.594,-70.235,129.741,1573.348,1592.799,1598.672,280.000,0.174,0.151,0.151,0.152,0.151
CX.PB12.,-18.614,-70.328,134.223,1600.791,1623.938,1631.037,281.000,0.070,0.083,0.079,0.080,0.083
GU.RSP.,45.148,7.265,128.011,1562.579,1580.689,1586.134,282.000,0.283,0.284,0.321,0.343,0.327
CR.7433.,45.417,17.248,122.071,1524.889,1538.772,1542.904,283.000,0.626,0.611,0.618,0.609,0.611
WI.DSD.00,16.313,-61.066,147.811,1679.964,1716.365,1728.058,284.000,0.401,0.507,0.518,0.511,0.509
KQ.BIRK.,54.445,10.073,120.602,1515.395,1528.333,1532.175,285.000,0.314,0.309,0.314,0.323,0.322
C1.BI02.,-36.663,-71.273,123.665,1535.119,1550.072,1554.534,286.000,0.153,0.134,0.135,0.135,0.137
GR.KAST.,51.203,8.416,123.497,1534.044,1548.882,1553.308,287.000,0.383,0.471,0.485,0.492,0.488
IV.PZUN.,40.646,15.807,125.301,1545.535,1561.635,1566.452,288.000,0.448,0.435,0.456,0.455,0.452
GU.POPM.,44.045,10.757,126.699,1554.356,1571.475,1576.610,289.000,0.288,0.266,0.292,0.288,0.283
TH.FRAU.,50.695,12.317,121.917,1523.903,1537.685,1541.786,290.000,0.496,0.529,0.541,0.550,0.546
IV.SACS.,42.849,11.910,126.678,1554.225,1571.329,1576.459,291.000,0.391,0.361,0.389,0.390,0.387
LU.VIA.,49.935,6.202,125.390,1546.093,1562.256,1567.093,292.000,0.487,0.480,0.463,0.454,0.457
MN.CUC.,39.994,15.816,125.601,1547.435,1563.750,1568.634,293.000,0.540,0.542,0.516,0.517,0.521
BW.RTBE.,47.745,12.824,123.392,1533.376,1548.143,1552.546,294.000,0.329,0.318,0.323,0.330,0.326
GR.GRC2.,48.867,11.374,123.508,1534.119,1548.965,1553.393,295.000,0.662,0.635,0.627,0.617,0.622
WI.SBLM.00,17.914,-62.850,145.695,1668.029,1702.179,1713.067,296.000,0.532,0.574,0.496,0.536,0.558
LU.LILIE.,49.754,6.395,125.422,1546.300,1562.487,1567.331,297.000,0.333,0.366,0.358,0.354,0.357
CH.HASLI.,46.757,8.151,126.514,1553.195,1570.177,1575.269,298.000,0.537,0.590,0.586,0.596,0.597
TH.LUHNE.,51.254,10.419,122.509,1527.710,1541.883,1546.103,299.000,0.307,0.260,0.260,0.263,0.263
FR.RUSF.04,43.940,5.475,129.765,1573.493,1592.963,1598.843,300.000,0.421,0.371,0.403,0.408,0.412
PM.PESTR.,38.867,-7.590,140.161,1636.131,1664.709,1673.653,301.000,0.320,0.314,0.328,0.340,0.331
TH.VITZ.,50.888,10.092,122.901,1530.227,1544.661,1548.962,302.000,0.672,0.660,0.636,0.637,0.641
GE.ACRG.,5.641,-0.207,149.915,1691.693,1730.390,1742.918,303.000,0.451,0.472,0.560,0.536,0.527
FR.FNEB.00,42.903,2.106,132.275,1588.946,1610.446,1616.991,304.000,0.045,0.055,0.062,0.067,0.061
SX.GUNZ.,50.363,12.332,122.110,1525.145,1539.054,1543.194,305.000,0.373,0.385,0.395,0.392,0.398
TH.MODW.,50.943,12.468,121.692,1522.446,1536.082,1540.137,306.000,0.308,0.320,0.320,0.323,0.321
IV.IVUG.,38.396,14.986,126.912,1555.695,1572.973,1578.157,307.000,0.432,0.397,0.402,0.393,0.396
IV.MBFT.,37.946,12.953,128.532,1565.834,1584.343,1589.915,308.000,0.565,0.575,0.589,0.585,0.590
BW.UH3.,48.030,11.639,123.870,1536.428,1551.522,1556.026,309.000,0.535,0.484,0.508,0.506,0.505
IV.LPEL.,42.047,14.183,125.677,1547.913,1564.283,1569.184,310.000,0.539,0.484,0.512,0.501,0.504
CH.LAUCH.,46.416,7.772,126.932,1555.825,1573.118,1578.307,311.000,0.634,0.609,0.616,0.618,0.617
GE.GVD.,34.839,24.087,121.531,1521.410,1534.941,1538.965,312.000,-0.042,-0.056,-0.044,-0.044,-0.050
CH.SALAN.,46.144,6.973,127.530,1559.572,1577.315,1582.645,313.000,0.251,0.234,0.236,0.232,0.231
SX.MUHB.,51.658,12.342,121.320,1520.044,1533.439,1537.421,314.000,0.246,0.266,0.266,0.269,0.267
BW.MZEK.,49.963,11.947,122.548,1527.964,1542.163,1546.392,315.000,0.615,0.623,0.609,0.607,0.607
CH.SIMPL.,46.240,8.020,126.912,1555.696,1572.973,1578.158,316.000,0.487,0.511,0.545,0.562,0.555
CN.GAC.,45.703,-75.478,123.479,1533.934,1548.761,1553.183,317.000,0.335,0.317,0.327,0.334,0.324
GE.IMMV.,35.461,23.981,121.421,1520.697,1534.157,1538.158,318.000,0.689,0.701,0.690,0.702,0.698
CH.VANNI.,46.210,7.597,127.157,1557.232,1574.693,1579.935,319.000,0.502,0.504,0.522,0.529,0.524
C1.MT02.,-33.259,-71.138,125.829,1548.872,1565.352,1570.287,320.000,0.057,0.090,0.088,0.083,0.082
G.MPG.00,5.110,-52.644,157.848,1734.613,1782.536,1798.519,321.000,0.607,0.718,0.665,0.708,0.719
OE.OBKA.,46.509,14.549,123.110,1531.567,1546.142,1550.486,322.000,0.411,0.439,0.449,0.455,0.452
SX.BURZL.,51.431,12.815,121.224,1519.425,1532.758,1536.721,323.000,0.414,0.403,0.399,0.381,0.384
DK.NRS.,61.160,-45.419,122.539,1527.904,1542.096,1546.323,324.000,0.104,0.073,0.077,0.080,0.076
CH.LLS.,46.847,9.008,126.001,1549.962,1566.568,1571.542,325.000,0.531,0.539,0.551,0.544,0.561
LU.WILW.,49.992,6.005,125.443,1546.431,1562.632,1567.480,326.000,0.326,0.291,0.304,0.315,0.310
BW.ROTZ.,49.767,12.207,122.533,1527.863,1542.051,1546.277,327.000,0.528,0.497,0.495,0.496,0.497
C1.CO06.,-30.674,-71.635,126.995,1556.216,1573.556,1578.759,328.000,0.219,0.218,0.212,0.211,0.210
NA.SEUB.,17.489,-62.962,145.726,1668.204,1702.386,1713.286,329.000,0.098,0.105,0.128,0.120,0.111
IV.ARVD.,43.498,12.942,125.693,1548.017,1564.399,1569.304,330.000,0.547,0.532,0.562,0.563,0.565
IV.MGR.,40.138,15.554,125.711,1548.129,1564.524,1569.433,331.000,0.595,0.567,0.583,0.577,0.578
FR.CIEL.00,48.833,7.364,125.572,1547.249,1563.543,1568.421,332.000,0.445,0.409,0.393,0.379,0.385
GR.GRB2.,49.270,11.668,123.111,1531.577,1546.153,1550.498,333.000,0.463,0.415,0.413,0.410,0.409
NA.SMRT.,18.050,-63.075,145.449,1666.632,1700.523,1711.320,334.000,0.018,0.183,0.166,0.173,0.177
G.HDC.00,10.002,-84.111,126.550,1553.422,1570.431,1575.532,335.000,0.483,0.536,0.379,0.479,0.521
C1.MT14.,-33.396,-70.536,126.148,1550.886,1567.599,1572.607,336.000,0.116,0.093,0.071,0.051,0.079
CH.DIX.,46.081,7.408,127.339,1558.378,1575.977,1581.262,337.000,0.342,0.379,0.368,0.368,0.359
WM.MAHO.,39.896,4.266,133.047,1593.655,1615.800,1622.561,338.000,0.163,0.214,0.216,0.224,0.214
GR.GRA1.,49.691,11.220,123.086,1531.415,1545.974,1550.313,339.000,0.386,0.412,0.426,0.442,0.432
GT.LPAZ.00,-16.288,-68.131,137.139,1618.281,1644.025,1652.003,340.000,0.125,0.297,0.297,0.294,0.299
IM.TKL.,35.658,-83.774,122.149,1525.392,1539.326,1543.473,341.000,0.413,0.429,0.414,0.414,0.421
G.PEL.00,-33.144,-70.675,126.208,1551.265,1568.021,1573.043,342.000,0.118,-0.007,-0.006,0.020,-0.008
SX.WERN.,50.287,12.376,122.133,1525.294,1539.218,1543.362,343.000,0.190,0.158,0.159,0.161,0.163
G.TAM.00,22.791,5.528,140.927,1640.606,1669.924,1679.124,344.000,0.712,0.746,0.742,0.746,0.748
CR.7445.,45.729,15.472,122.983,1530.755,1545.245,1549.563,345.000,0.581,0.570,0.586,0.579,0.589
HU.CSKK.,47.363,18.260,120.501,1514.735,1527.609,1531.431,346.000,0.309,0.301,0.313,0.311,0.311
C.GO01.,-19.669,-69.194,134.681,1603.556,1627.099,1634.332,347.000,0.236,0.056,0.075,0.073,0.057
BX.KGCAE.,-22.854,22.207,121.659,1522.238,1535.852,1539.901,348.000,0.056,0.132,0.184,0.182,0.156
SS.COI.,40.208,-8.412,139.451,1631.961,1659.860,1668.572,349.000,0.215,0.189,0.206,0.231,0.223
G.SSB.10,45.279,4.542,129.376,1571.080,1590.244,1596.026,350.000,0.219,0.217,0.232,0.247,0.241
CH.SAVIG.,46.066,5.973,128.106,1563.171,1581.354,1586.822,351.000,0.306,0.291,0.290,0.287,0.288
GU.PCP.,44.541,8.545,127.679,1560.504,1578.360,1583.726,352.000,0.372,0.356,0.374,0.385,0.381
CX.PB06.,-22.706,-69.572,132.868,1592.563,1614.558,1621.268,353.000,0.249,0.239,0.246,0.248,0.239
TH.LEIB1.,50.576,11.198,122.552,1527.986,1542.187,1546.416,354.000,0.242,0.252,0.255,0.256,0.256
C.GO05.,-35.010,-71.930,124.254,1538.881,1554.241,1558.829,355.000,0.017,0.026,0.025,0.023,0.026
LX.GGNV.,38.718,-9.151,140.997,1641.018,1670.405,1679.628,356.000,-0.022,0.016,0.025,0.040,0.035
RD.LOR.,47.268,3.859,128.353,1564.716,1583.088,1588.617,357.000,0.028,0.028,0.029,0.029,0.029
TH.GRZ1.,50.691,12.220,121.969,1524.237,1538.053,1542.164,358.000,0.176,0.175,0.174,0.178,0.175
IV.AOI.,43.550,13.602,125.261,1545.278,1561.349,1566.157,359.000,0.517,0.489,0.507,0.516,0.515
CR.ZAG.,45.829,15.994,122.620,1528.421,1542.667,1546.910,360.000,0.367,0.376,0.372,0.365,0.366
RD.ETSF.,42.899,-0.559,133.655,1597.351,1620.011,1626.945,361.000,0.606,0.562,0.565,0.562,0.566
TH.ZEITZ.,51.051,12.126,121.797,1523.129,1536.833,1540.909,362.000,0.021,0.022,0.024,0.024,0.025
EI.IWEX.,52.374,-6.774,128.599,1566.246,1584.807,1590.396,363.000,0.363,0.350,0.351,0.352,0.352
MN.KEK.,39.713,19.796,122.976,1530.711,1545.196,1549.513,364.000,0.780,0.799,0.799,0.795,0.797
FR.TURF.00,43.975,7.392,128.678,1566.743,1585.366,1590.974,365.000,0.365,0.361,0.380,0.387,0.379
FR.ARTF.00,43.587,5.805,129.811,1573.778,1593.284,1599.175,366.000,0.183,0.152,0.159,0.159,0.159
NA.SEUG.,17.478,-62.974,145.718,1668.159,1702.334,1713.230,367.000,0.309,0.267,0.290,0.298,0.283
FR.LEMB.00,49.035,7.759,125.243,1545.167,1561.225,1566.029,368.000,0.518,0.528,0.536,0.531,0.533
C1.CO05.,-29.919,-71.238,127.706,1560.671,1578.548,1583.920,369.000,-0.051,0.005,-0.008,-0.015,0.003
IV.MTRZ.,44.313,11.425,126.153,1550.917,1567.633,1572.642,370.000,0.011,0.017,0.010,0.002,0.005
EI.IGLA.,53.419,-9.375,128.444,1565.281,1583.723,1589.273,371.000,0.457,0.396,0.379,0.372,0.371
HU.BEHE.,46.471,16.776,121.826,1523.312,1537.035,1541.117,372.000,0.315,0.313,0.327,0.322,0.323
C1.VA05.,-33.657,-71.614,125.272,1545.350,1561.429,1566.240,373.000,0.364,0.325,0.327,0.325,0.323
TH.GLEI.,51.292,10.206,122.587,1528.214,1542.438,1546.675,374.000,0.286,0.315,0.311,0.325,0.312
GR.RETHO.,52.738,9.361,122.045,1524.727,1538.593,1542.719,375.000,0.229,0.210,0.209,0.229,0.222
GR.GRA2.,49.654,11.358,123.038,1531.107,1545.633,1549.963,376.000,0.490,0.468,0.454,0.429,0.446
FR.SMPL.00,42.095,9.285,128.703,1566.894,1585.535,1591.149,377.000,0.217,0.199,0.184,0.174,0.184
FR.MONQ.00,44.367,1.194,131.717,1585.528,1606.567,1612.960,378.000,0.467,0.408,0.438,0.455,0.452
CH.NALPS.,46.595,8.748,126.298,1551.831,1568.654,1573.696,379.000,0.507,0.515,0.533,0.528,0.529
FR.RUSF.01,43.941,5.484,129.759,1573.459,1592.924,1598.802,380.000,0.405,0.352,0.382,0.385,0.390
IV.BDI.,44.062,10.597,126.783,1554.884,1572.065,1577.220,381.000,0.335,0.329,0.354,0.372,0.355
BW.PART.,47.496,11.116,124.470,1540.257,1555.768,1560.402,382.000,0.658,0.643,0.646,0.645,0.648
GU.RORO.,44.112,8.067,128.212,1563.836,1582.100,1587.594,383.000,0.180,0.191,0.179,0.167,0.170
GU.IMI.,43.910,7.893,128.435,1565.225,1583.660,1589.208,384.000,0.177,0.153,0.162,0.170,0.166
GR.FBRG.,52.906,10.198,121.553,1521.551,1535.096,1539.124,385.000,0.174,0.201,0.205,0.196,0.197
NL.HRKB.,51.188,6.168,124.543,1540.717,1556.279,1560.928,386.000,0.495,0.539,0.527,0.522,0.523
CH.BAULM.,46.787,6.468,127.374,1558.595,1576.220,1581.513,387.000,0.212,0.320,0.316,0.313,0.311
CH.ZUR.,47.369,8.581,125.900,1549.319,1565.850,1570.802,388.000,0.245,0.212,0.215,0.220,0.222
BW.RNON.,47.741,12.867,123.371,1533.241,1547.993,1552.393,389.000,0.394,0.395,0.402,0.408,0.405
IV.PESA.,43.941,12.840,125.515,1546.888,1563.141,1568.006,390.000,0.425,0.420,0.442,0.434,0.435
SX.SCHF.,50.677,12.403,121.885,1523.693,1537.454,1541.548,391.000,0.298,0.345,0.344,0.343,0.345
GR.GRB5.,49.111,11.675,123.203,1532.166,1546.804,1551.168,392.000,0.362,0.372,0.392,0.405,0.399
OE.WATA.,47.336,11.576,124.315,1539.269,1554.672,1559.272,393.000,0.456,0.451,0.471,0.467,0.467
SX.NEUB.,51.194,11.772,121.885,1523.695,1537.456,1541.550,394.000,0.472,0.500,0.504,0.507,0.506
OE.MYKA.,46.630,13.642,123.565,1534.481,1549.366,1553.806,395.000,0.496,0.548,0.560,0.564,0.564
IV.NRCA.,42.834,13.114,125.942,1549.590,1566.153,1571.114,396.000,0.599,0.577,0.596,0.596,0.596
G.IVI.00,61.206,-48.171,122.054,1524.784,1538.656,1542.784,397.000,0.145,0.149,0.141,0.133,0.135
CX.PB01.,-21.043,-69.487,133.772,1598.060,1620.820,1627.788,398.000,0.179,0.136,0.153,0.159,0.139
CH.MFERR.,45.951,7.112,127.581,1559.889,1577.670,1583.012,399.000,0.291,0.286,0.304,0.309,0.309
BW.OBER.,47.407,10.293,124.968,1543.418,1559.279,1564.022,400.000,0.587,0.512,0.511,0.503,0.505
GU.TRAV.,45.513,7.747,127.518,1559.498,1577.232,1582.559,401.000,0.480,0.474,0.503,0.505,0.501
GU.ROTM.,44.849,8.353,127.598,1559.997,1577.792,1583.138,402.000,0.153,0.146,0.141,0.133,0.137
GE.RUE.,52.476,13.780,120.122,1512.273,1524.909,1528.660,403.000,0.368,0.381,0.404,0.395,0.397
CH.VDL.,46.483,9.449,125.989,1549.881,1566.477,1571.449,404.000,0.523,0.499,0.514,0.504,0.524
RD.PGF.,42.548,8.999,128.609,1566.314,1584.883,1590.474,405.000,0.349,0.341,0.346,0.345,0.345
NA.SABN.,17.645,-63.241,145.425,1666.495,1700.361,1711.149,406.000,0.401,0.357,0.371,0.366,0.362
C1.BO03.,-34.496,-71.961,124.542,1540.711,1556.272,1560.922,407.000,0.154,0.015,0.037,0.053,0.020
C1.MT12.,-33.733,-70.549,125.935,1549.542,1566.100,1571.059,408.000,-0.042,0.081,0.070,0.044,0.074
C1.MT10.,-33.273,-70.537,126.222,1551.352,1568.119,1573.144,409.000,0.043,0.060,0.058,0.056,0.060
IV.TERO.,42.623,13.604,125.747,1548.358,1564.779,1569.696,410.000,0.262,0.258,0.253,0.248,0.251
IV.ATPC.,43.481,12.457,125.998,1549.942,1566.546,1571.519,411.000,0.594,0.597,0.624,0.619,0.618
RD.EPF.,43.031,0.340,133.105,1594.005,1616.198,1622.975,412.000,0.440,0.466,0.464,0.460,0.461
LU.EIF02.,49.834,6.392,125.370,1545.967,1562.116,1566.948,413.000,0.388,0.457,0.456,0.468,0.458
ZC.ABDR.,18.812,-70.627,138.362,1625.539,1652.412,1660.774,414.000,0.077,0.062,0.057,0.060,0.062
GE.MARCO.,40.297,15.806,125.466,1546.576,1562.794,1567.648,415.000,0.506,0.486,0.490,0.470,0.480
SX.MEINS.,50.732,12.881,121.610,1521.916,1535.498,1539.537,416.000,0.312,0.276,0.257,0.247,0.251
CH.BNALP.,46.870,8.425,126.297,1551.828,1568.651,1573.693,417.000,0.604,0.629,0.659,0.668,0.663
IV.MESG.,40.589,17.850,123.948,1536.930,1552.078,1556.599,418.000,0.740,0.731,0.742,0.732,0.736
IV.SSFR.,43.436,12.782,125.824,1548.843,1565.319,1570.254,419.000,0.373,0.353,0.375,0.367,0.368
GR.WET.,49.145,12.880,122.549,1527.967,1542.166,1546.395,420.000,0.771,0.744,0.734,0.729,0.733
FR.ISO.00,44.184,7.050,128.739,1567.121,1585.790,1591.413,421.000,0.250,0.270,0.287,0.286,0.278
IV.MRLC.,40.756,15.489,125.461,1546.546,1562.761,1567.613,422.000,0.435,0.417,0.425,0.407,0.421
FR.ATE.00,43.086,-0.701,133.589,1596.951,1619.555,1626.470,423.000,0.425,0.396,0.407,0.421,0.417
FR.BSTF.00,43.801,5.643,129.763,1573.480,1592.948,1598.826,424.000,0.268,0.289,0.311,0.316,0.317
CH.GRYON.,46.251,7.111,127.388,1558.684,1576.320,1581.616,425.000,0.484,0.433,0.447,0.444,0.443
OE.RONA.,47.700,16.296,121.468,1521.004,1534.495,1538.506,426.000,0.453,0.448,0.464,0.457,0.458
ZC.SC01.00,19.427,-70.728,138.113,1624.065,1650.706,1658.989,427.000,-0.001,-0.006,-0.004,-0.004,-0.005
C1.MT15.,-33.599,-70.506,126.044,1550.231,1566.868,1571.853,428.000,0.130,0.151,0.111,0.059,0.128
NL.HGN.02,50.764,5.932,124.944,1543.266,1559.110,1563.848,429.000,0.414,0.434,0.444,0.469,0.449
LD.MMNY.,42.732,-77.907,123.473,1533.892,1548.714,1553.135,430.000,0.259,0.238,0.209,0.209,0.209
IV.CRE.,43.619,11.952,126.228,1551.392,1568.164,1573.190,431.000,0.482,0.501,0.514,0.514,0.514
OE.SOKA.,46.678,15.033,122.739,1529.187,1543.512,1547.780,432.000,0.550,0.518,0.552,0.544,0.549
LD.BRNY.,41.414,-74.012,126.637,1553.965,1571.038,1576.158,433.000,0.022,0.028,0.030,0.033,0.030
BW.GRMB.,48.141,11.264,124.005,1537.289,1552.476,1557.010,434.000,0.442,0.478,0.495,0.499,0.490
CX.PX06.,-23.512,-70.250,131.919,1586.768,1607.974,1614.422,435.000,0.179,0.121,0.129,0.132,0.122
IV.BRMO.,46.476,10.372,125.488,1546.716,1562.950,1567.809,436.000,0.652,0.624,0.650,0.648,0.657
C1.TA01.,-20.566,-70.181,133.438,1596.031,1618.506,1625.378,437.000,0.179,0.206,0.202,0.202,0.205
CH.SALEV.,46.060,6.097,128.045,1562.792,1580.928,1586.381,438.000,0.272,0.265,0.263,0.268,0.260
FR.CALF.01,43.753,6.922,129.082,1569.254,1588.189,1593.896,439.000,0.322,0.315,0.322,0.327,0.322
GE.MTE.,40.400,-7.544,138.910,1628.775,1656.162,1664.699,440.000,0.389,0.293,0.308,0.322,0.315
GR.GTTG.,51.546,9.964,122.540,1527.913,1542.106,1546.333,441.000,0.634,0.626,0.604,0.589,0.595
FR.CLEV.00,48.549,1.389,128.580,1566.130,1584.677,1590.260,442.000,0.490,0.469,0.480,0.485,0.485
WM.SFS.,36.466,-6.206,141.339,1643.008,1672.730,1682.069,443.000,0.129,0.122,0.137,0.164,0.151
GR.FUR.,48.164,11.277,123.983,1537.154,1552.327,1556.856,444.000,0.550,0.596,0.606,0.606,0.605
NL.TERZ.00,50.757,5.906,124.960,1543.371,1559.228,1563.969,445.000,0.468,0.429,0.423,0.425,0.421
EI.DSB.,53.245,-6.376,127.727,1560.807,1578.700,1584.077,446.000,0.420,0.419,0.419,0.411,0.408
LU.ARSD.,49.864,5.857,125.600,1547.425,1563.739,1568.623,447.000,0.476,0.339,0.346,0.347,0.355
IV.ESLN.,37.693,14.974,127.241,1557.764,1575.289,1580.550,448.000,0.521,0.517,0.520,0.522,0.518
LU.KLB.,50.100,6.109,125.320,1545.654,1561.767,1566.589,449.000,0.583,0.617,0.623,0.624,0.624
CH.GIMEL.,46.534,6.265,127.645,1560.295,1578.126,1583.483,450.000,0.399,0.434,0.450,0.465,0.459
ML.MSDA.,35.901,14.484,128.395,1564.977,1583.381,1588.919,451.000,0.732,0.730,0.720,0.717,0.719
NU.CRIN.,12.697,-87.021,123.603,1534.724,1549.635,1554.083,452.000,0.519,0.515,0.465,0.494,0.512
BW.BGDS.,47.635,13.028,123.343,1533.061,1547.795,1552.188,453.000,0.388,0.378,0.393,0.401,0.395
SL.ZAVS.,46.434,15.025,122.874,1530.055,1544.471,1548.766,454.000,0.511,0.508,0.529,0.528,0.526
GE.WLF.,49.665,6.153,125.598,1547.413,1563.726,1568.610,455.000,0.307,0.340,0.363,0.380,0.372
ZC.CADR.,19.667,-69.940,138.765,1627.920,1655.171,1663.661,456.000,0.006,-0.009,-0.009,-0.009,-0.009
C1.AC04.,-28.205,-71.074,128.785,1567.409,1586.114,1591.748,457.000,0.099,0.046,0.059,0.071,0.046
GR.MILB.,49.828,9.292,123.970,1537.068,1552.231,1556.757,458.000,0.640,0.583,0.580,0.576,0.578
TH.NEUST.,51.578,10.864,122.089,1525.006,1538.901,1543.036,459.000,0.462,0.480,0.473,0.486,0.481
GR.GRB1.,49.390,11.651,123.048,1531.168,1545.701,1550.033,460.000,0.467,0.482,0.489,0.490,0.490
CR.MOSL.,45.613,16.754,122.273,1526.192,1540.207,1544.380,461.000,0.111,0.108,0.116,0.119,0.117
