evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20230301_0536,2023,3,1,5,36,18,-4.820,149.590,597.0,-0.529e26,0.16e26,0.369e26,0.669e26,0.075e26,0.439e26
