evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20100724_0535,2010,7,24,5,35,4,6.23,123.56,556.4,-4.31e25,1.94e25,2.37e25,-0.731e25,-7.72e25,2.31e25
