evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected
20100724_0535,6.23,123.56,556.4,IU.LCO.,-29.011,-70.7,153.535,1718.652,1761.291,1775.273,48.0,1.53,0.32,0.214,0.216,0.208,0.202,-0.1,-5.2,0.603,-0.586,-1.8,0.681,0.681,-1.6,0.639,0.681,-1.6,0.64,0.681,-1.9,0.646,0.681,-1.9,0.645,0.681,0
20100724_0535,6.23,123.56,556.4,US.LRAL.,33.04,-86.998,131.181,1589.265,1609.744,1615.948,49.0,3.504,0.581,0.576,0.571,0.568,0.574,1.2,0.1,0.654,0.43,0.3,0.583,0.583,0.4,0.545,0.583,0.2,0.541,0.583,-0.1,0.529,0.583,0.0,0.531,0.583,1
20100724_0535,6.23,123.56,556.4,TA.434A.,30.814,-98.269,125.491,1553.743,1569.868,1574.69,50.0,3.84,0.55,0.544,0.532,0.532,0.535,-0.3,0.2,0.8,0.761,-0.3,0.73,0.73,-0.5,0.716,0.73,-0.8,0.704,0.73,-0.8,0.699,0.73,-0.7,0.699,0.73,1
20100724_0535,6.23,123.56,556.4,TA.U31A.,36.369,-99.851,121.14,1525.866,1539.045,1542.959,51.0,4.366,0.65,0.561,0.552,0.566,0.559,-0.2,0.1,0.901,0.889,-0.3,0.669,0.669,-0.6,0.504,0.669,-0.9,0.537,0.669,-0.9,0.55,0.669,-0.9,0.544,0.669,1
20100724_0535,6.23,123.56,556.4,TA.X28A.,34.519,-102.197,120.662,1522.766,1535.641,1539.463,52.0,4.459,0.534,0.5,0.513,0.527,0.533,-0.6,-0.4,0.782,0.858,-0.8,0.643,0.643,-1.2,0.621,0.643,-1.3,0.655,0.643,-1.2,0.664,0.643,-1.1,0.663,0.643,1
20100724_0535,6.23,123.56,556.4,CX.PB07.,-21.727,-69.886,159.773,1751.879,1802.008,1818.817,53.0,5.285,0.467,0.547,0.561,0.571,0.559,-0.5,2.6,0.627,0.466,2.0,0.695,0.695,1.6,0.653,0.695,1.4,0.667,0.695,1.2,0.683,0.695,1.4,0.669,0.695,1
20100724_0535,6.23,123.56,556.4,TA.229A.,31.967,-101.811,122.344,1533.643,1547.603,1551.755,54.0,3.399,0.463,0.553,0.546,0.545,0.542,-1.0,2.9,0.802,-0.733,-1.5,0.754,0.754,-1.2,0.532,0.754,-1.7,0.52,0.754,-1.8,0.514,0.754,-1.8,0.509,0.754,1
20100724_0535,6.23,123.56,556.4,NM.USIN.,37.965,-87.666,127.116,1563.991,1581.307,1586.5,55.0,0.334,0.014,0.04,0.041,0.042,0.043,10.7,-3.4,0.334,-0.98,-8.7,0.576,0.576,-8.5,0.566,0.576,-8.6,0.566,0.576,-8.8,0.565,0.576,-8.7,0.565,0.576,0
20100724_0535,6.23,123.56,556.4,TA.W36A.,35.139,-96.226,124.209,1545.595,1560.816,1565.357,56.0,2.414,0.526,0.597,0.589,0.584,0.591,0.0,0.1,0.607,0.67,-0.3,0.794,0.794,-0.4,0.814,0.794,-0.5,0.817,0.794,-0.6,0.825,0.794,-0.5,0.825,0.794,1
20100724_0535,6.23,123.56,556.4,IU.SSPA.10,40.636,-77.888,129.159,1576.754,1595.63,1601.315,57.0,3.456,0.64,0.655,0.656,0.657,0.659,1.0,1.0,0.894,0.917,0.2,0.888,0.888,0.3,0.895,0.888,0.3,0.895,0.888,0.1,0.893,0.888,0.2,0.893,0.888,1
20100724_0535,6.23,123.56,556.4,TA.S37A.,37.76,-94.828,123.337,1540.02,1554.644,1559.0,58.0,4.054,0.632,0.587,0.584,0.584,0.585,-0.1,0.1,0.976,0.957,-0.6,0.766,0.766,-0.2,0.781,0.766,-0.3,0.78,0.766,-0.3,0.78,0.766,-0.2,0.781,0.766,1
20100724_0535,6.23,123.56,556.4,TA.135A.,32.557,-97.41,125.047,1550.922,1566.73,1571.453,59.0,3.798,0.707,0.691,0.69,0.685,0.683,0.4,0.7,0.804,0.767,0.3,0.862,0.862,0.2,0.805,0.862,0.0,0.79,0.862,-0.1,0.784,0.862,-0.1,0.784,0.862,1
20100724_0535,6.23,123.56,556.4,TA.T37A.,37.123,-94.918,123.712,1542.418,1557.296,1561.732,60.0,3.973,0.603,0.575,0.58,0.568,0.565,0.6,0.9,0.905,0.95,0.2,0.826,0.826,0.6,0.84,0.826,0.5,0.836,0.826,0.5,0.833,0.826,0.6,0.834,0.826,1
20100724_0535,6.23,123.56,556.4,TA.V32A.,35.72,-99.044,122.053,1531.763,1545.531,1549.625,61.0,5.877,0.58,0.595,0.593,0.587,0.59,-0.1,0.0,0.849,0.82,-0.3,0.934,0.934,-0.1,0.826,0.934,-0.3,0.802,0.934,-0.4,0.779,0.934,-0.3,0.789,0.934,1
20100724_0535,6.23,123.56,556.4,PR.PCDR.,18.514,-68.381,152.596,1713.551,1755.109,1768.687,62.0,2.285,0.245,0.359,0.355,0.344,0.346,-7.3,-2.7,0.482,-0.249,-0.1,0.595,0.595,-0.1,0.625,0.595,-0.1,0.63,0.595,-0.5,0.63,0.595,-0.4,0.634,0.595,0
20100724_0535,6.23,123.56,556.4,YM.V08.,-39.449,-71.975,143.953,1665.19,1697.384,1707.578,63.0,1.655,0.442,0.464,0.456,0.435,0.441,0.5,0.7,0.95,0.971,-0.1,0.834,0.834,-0.1,0.785,0.834,-0.2,0.797,0.834,-0.7,0.818,0.834,-0.6,0.812,0.834,0
20100724_0535,6.23,123.56,556.4,TA.Z33A.,33.286,-98.765,123.699,1542.336,1557.205,1561.638,64.0,8.383,0.626,0.619,0.625,0.631,0.637,-0.7,-0.2,0.878,0.894,-1.4,0.685,0.685,-1.1,0.777,0.685,-1.1,0.776,0.685,-1.1,0.774,0.685,-1.1,0.775,0.685,1
20100724_0535,6.23,123.56,556.4,CN.SADO.,44.77,-79.141,125.075,1551.105,1566.933,1571.662,65.0,4.175,0.338,0.341,0.34,0.344,0.345,1.6,-5.4,0.347,0.434,-6.1,0.578,0.578,-5.9,0.585,0.578,-5.9,0.586,0.578,-5.9,0.583,0.578,-5.9,0.582,0.578,0
20100724_0535,6.23,123.56,556.4,CX.PB14.,-24.626,-70.404,157.249,1738.581,1785.614,1801.25,66.0,2.458,0.553,0.572,0.561,0.553,0.564,2.6,2.9,0.75,0.645,2.3,0.697,0.697,2.1,0.787,0.697,1.9,0.785,0.697,1.6,0.778,0.697,1.8,0.777,0.697,1
20100724_0535,6.23,123.56,556.4,TA.O34A.,40.183,-96.694,120.637,1522.606,1535.466,1539.283,67.0,4.048,0.48,0.531,0.53,0.528,0.529,0.5,0.6,0.696,0.679,5.1,0.589,0.589,0.5,0.633,0.589,0.3,0.61,0.589,0.3,0.594,0.589,0.4,0.597,0.589,1
20100724_0535,6.23,123.56,556.4,XH.ESP08.01,-31.597,-64.55,153.523,1718.589,1761.214,1775.191,68.0,2.998,0.718,0.709,0.714,0.726,0.723,1.0,0.8,0.883,0.848,0.5,0.874,0.874,0.8,0.883,0.874,0.8,0.887,0.874,0.5,0.895,0.874,0.5,0.893,0.874,1
20100724_0535,6.23,123.56,556.4,LD.CUNY.,40.735,-73.818,130.396,1584.424,1604.274,1610.272,69.0,0.526,0.192,0.183,0.183,0.181,0.18,-0.7,-0.9,0.421,0.604,-0.8,0.32,0.32,-0.7,0.329,0.32,-0.7,0.324,0.32,-1.0,0.307,0.32,-1.0,0.306,0.32,0
20100724_0535,6.23,123.56,556.4,Z9.W14.,32.094,-83.899,133.602,1604.07,1626.557,1633.428,70.0,3.969,0.559,0.612,0.603,0.59,0.588,0.5,0.8,0.75,0.782,-0.3,0.798,0.798,-0.3,0.829,0.798,-0.4,0.822,0.798,-0.7,0.811,0.798,-0.7,0.811,0.798,1
20100724_0535,6.23,123.56,556.4,TA.O36A.,40.132,-94.965,121.646,1529.14,1542.644,1546.657,71.0,1.782,0.555,0.489,0.488,0.479,0.478,0.7,0.6,0.264,0.203,0.3,0.637,0.637,0.3,0.827,0.637,0.1,0.834,0.637,0.0,0.825,0.637,0.1,0.821,0.637,0
20100724_0535,6.23,123.56,556.4,TA.538A.,30.222,-95.49,127.767,1568.074,1585.881,1591.228,72.0,5.542,0.613,0.575,0.592,0.596,0.593,1.6,1.6,0.861,0.899,1.0,0.92,0.92,1.0,0.909,0.92,0.7,0.911,0.92,0.6,0.914,0.92,0.6,0.912,0.92,1
20100724_0535,6.23,123.56,556.4,TA.734A.,28.847,-98.558,126.408,1559.534,1576.324,1581.353,73.0,2.571,0.603,0.633,0.637,0.639,0.637,0.5,0.6,0.95,0.971,0.2,0.887,0.887,0.1,0.91,0.887,-0.1,0.921,0.887,-0.1,0.923,0.887,-0.1,0.922,0.887,1
20100724_0535,6.23,123.56,556.4,TA.T34A.,37.022,-97.188,122.408,1534.051,1548.052,1552.218,74.0,3.674,0.477,0.546,0.549,0.551,0.553,0.1,0.5,0.831,0.839,-0.5,0.573,0.573,0.3,0.673,0.573,0.1,0.659,0.573,0.1,0.637,0.573,0.2,0.647,0.573,1
20100724_0535,6.23,123.56,556.4,XE.GS07.,-0.788,-91.425,144.675,1669.318,1702.254,1712.707,75.0,1.198,0.167,0.141,0.064,0.106,0.138,-2.1,-2.1,0.625,0.695,3.5,0.517,0.517,-2.2,0.492,0.517,2.6,0.542,0.517,3.0,0.521,0.517,-2.3,0.486,0.517,0
20100724_0535,6.23,123.56,556.4,CN.ICQ.,49.522,-67.271,123.455,1540.77,1555.473,1559.854,76.0,1.366,0.32,0.358,0.356,0.36,0.355,-1.0,-1.1,0.906,0.937,-1.4,0.844,0.844,-1.1,0.852,0.844,-1.1,0.852,0.844,-1.2,0.849,0.844,-1.3,0.847,0.844,0
20100724_0535,6.23,123.56,556.4,TA.Y31A.,33.963,-100.261,122.293,1533.313,1547.239,1551.381,77.0,4.327,0.623,0.6,0.62,0.629,0.63,0.3,0.3,0.906,0.959,0.1,0.837,0.837,0.4,0.833,0.837,0.2,0.828,0.837,0.2,0.823,0.837,0.3,0.827,0.837,1
20100724_0535,6.23,123.56,556.4,TA.431A.,30.682,-100.608,123.908,1543.673,1558.686,1563.163,78.0,4.8,0.584,0.584,0.6,0.615,0.607,-0.2,0.0,0.671,0.644,5.3,0.538,0.538,-0.7,0.478,0.538,-0.8,0.486,0.538,-0.7,0.496,0.538,-0.7,0.491,0.538,0
20100724_0535,6.23,123.56,556.4,TA.T32A.,37.18,-98.925,121.233,1526.465,1539.702,1543.634,79.0,3.502,0.683,0.623,0.628,0.646,0.641,-0.1,0.2,0.846,0.871,-0.1,0.859,0.859,-0.1,0.735,0.859,-0.4,0.712,0.859,-0.4,0.714,0.859,-0.4,0.712,0.859,1
20100724_0535,6.23,123.56,556.4,TA.534A.,30.028,-98.475,125.799,1555.688,1572.033,1576.924,80.0,2.685,0.663,0.616,0.611,0.608,0.607,0.5,0.8,0.793,0.765,0.1,0.676,0.676,0.1,0.713,0.676,0.0,0.7,0.676,0.0,0.697,0.676,0.0,0.698,0.676,1
20100724_0535,6.23,123.56,556.4,NE.WVL.,44.565,-69.662,127.83,1568.469,1586.323,1591.685,81.0,1.103,0.182,0.195,0.193,0.178,0.186,-3.3,2.9,0.382,-0.631,-2.1,0.556,0.556,-1.9,0.571,0.556,-2.0,0.573,0.556,-2.2,0.578,0.556,-2.1,0.579,0.556,0
