station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
LD.NPNY.,41.755,-74.144,129.361,1578.015,1597.048,1602.784,41.000,0.629,0.629,0.630,0.624,0.625
TA.Y38A.,33.928,-94.731,125.932,1556.532,1572.974,1577.895,42.000,0.273,0.264,0.265,0.264,0.262
XE.GS06.,-0.680,-91.204,144.874,1670.455,1703.598,1714.124,43.000,0.375,0.343,0.343,0.368,0.348
TA.539A.,30.108,-94.724,128.360,1571.777,1590.036,1595.525,44.000,0.479,0.473,0.484,0.496,0.487
TA.530A.,30.149,-101.338,123.671,1542.153,1557.004,1561.430,45.000,0.673,0.640,0.631,0.631,0.630
TA.T30A.,37.053,-100.527,120.296,1520.390,1533.036,1536.787,46.000,0.612,0.590,0.584,0.584,0.587
CN.LMQ.,47.549,-70.326,124.841,1549.616,1565.278,1569.956,47.000,0.200,0.168,0.173,0.184,0.187
IU.LCO.,-29.011,-70.700,153.535,1718.652,1761.291,1775.273,48.000,0.320,0.214,0.216,0.208,0.202
US.LRAL.,33.040,-86.998,131.181,1589.265,1609.744,1615.948,49.000,0.581,0.576,0.571,0.568,0.574
TA.434A.,30.814,-98.269,125.491,1553.743,1569.868,1574.690,50.000,0.550,0.544,0.532,0.532,0.535
TA.U31A.,36.369,-99.851,121.140,1525.866,1539.045,1542.959,51.000,0.650,0.561,0.552,0.566,0.559
TA.X28A.,34.519,-102.197,120.662,1522.766,1535.641,1539.463,52.000,0.534,0.500,0.513,0.527,0.533
CX.PB07.,-21.727,-69.886,159.773,1751.879,1802.008,1818.817,53.000,0.467,0.547,0.561,0.571,0.559
TA.229A.,31.967,-101.811,122.344,1533.643,1547.603,1551.755,54.000,0.463,0.553,0.546,0.545,0.542
NM.USIN.,37.965,-87.666,127.116,1563.991,1581.307,1586.500,55.000,0.014,0.040,0.041,0.042,0.043
TA.W36A.,35.139,-96.226,124.209,1545.595,1560.816,1565.357,56.000,0.526,0.597,0.589,0.584,0.591
IU.SSPA.10,40.636,-77.888,129.159,1576.754,1595.630,1601.315,57.000,0.640,0.655,0.656,0.657,0.659
TA.S37A.,37.760,-94.828,123.337,1540.020,1554.644,1559.000,58.000,0.632,0.587,0.584,0.584,0.585
TA.135A.,32.557,-97.410,125.047,1550.922,1566.730,1571.453,59.000,0.707,0.691,0.690,0.685,0.683
TA.T37A.,37.123,-94.918,123.712,1542.418,1557.296,1561.732,60.000,0.603,0.575,0.580,0.568,0.565
TA.V32A.,35.720,-99.044,122.053,1531.763,1545.531,1549.625,61.000,0.580,0.595,0.593,0.587,0.590
PR.PCDR.,18.514,-68.381,152.596,1713.551,1755.109,1768.687,62.000,0.245,0.359,0.355,0.344,0.346
YM.V08.,-39.449,-71.975,143.953,1665.190,1697.384,1707.578,63.000,0.442,0.464,0.456,0.435,0.441
TA.Z33A.,33.286,-98.765,123.699,1542.336,1557.205,1561.638,64.000,0.626,0.619,0.625,0.631,0.637
CN.SADO.,44.770,-79.141,125.075,1551.105,1566.933,1571.662,65.000,0.338,0.341,0.340,0.344,0.345
CX.PB14.,-24.626,-70.404,157.249,1738.581,1785.614,1801.250,66.000,0.553,0.572,0.561,0.553,0.564
TA.O34A.,40.183,-96.694,120.637,1522.606,1535.466,1539.283,67.000,0.480,0.531,0.530,0.528,0.529
XH.ESP08.01,-31.597,-64.550,153.523,1718.589,1761.214,1775.191,68.000,0.718,0.709,0.714,0.726,0.723
LD.CUNY.,40.735,-73.818,130.396,1584.424,1604.274,1610.272,69.000,0.192,0.183,0.183,0.181,0.180
Z9.W14.,32.094,-83.899,133.602,1604.070,1626.557,1633.428,70.000,0.559,0.612,0.603,0.590,0.588
TA.O36A.,40.132,-94.965,121.646,1529.140,1542.644,1546.657,71.000,0.555,0.489,0.488,0.479,0.478
TA.538A.,30.222,-95.490,127.767,1568.074,1585.881,1591.228,72.000,0.613,0.575,0.592,0.596,0.593
TA.734A.,28.847,-98.558,126.408,1559.534,1576.324,1581.353,73.000,0.603,0.633,0.637,0.639,0.637
TA.T34A.,37.022,-97.188,122.408,1534.051,1548.052,1552.218,74.000,0.477,0.546,0.549,0.551,0.553
XE.GS07.,-0.788,-91.425,144.675,1669.318,1702.254,1712.707,75.000,0.167,0.141,0.064,0.106,0.138
CN.ICQ.,49.522,-67.271,123.455,1540.770,1555.473,1559.854,76.000,0.320,0.358,0.356,0.360,0.355
TA.Y31A.,33.963,-100.261,122.293,1533.313,1547.239,1551.381,77.000,0.623,0.600,0.620,0.629,0.630
TA.431A.,30.682,-100.608,123.908,1543.673,1558.686,1563.163,78.000,0.584,0.584,0.600,0.615,0.607
TA.T32A.,37.180,-98.925,121.233,1526.465,1539.702,1543.634,79.000,0.683,0.623,0.628,0.646,0.641
TA.534A.,30.028,-98.475,125.799,1555.688,1572.033,1576.924,80.000,0.663,0.616,0.611,0.608,0.607
NE.WVL.,44.565,-69.662,127.830,1568.469,1586.323,1591.685,81.000,0.182,0.195,0.193,0.178,0.186
PE.PSWB.,41.305,-76.015,129.196,1576.985,1595.890,1601.584,82.000,0.126,0.130,0.126,0.132,0.130
US.VBMS.,32.219,-90.518,129.698,1580.106,1599.403,1605.224,83.000,0.191,0.235,0.235,0.233,0.226
AF.SHAI.,5.881,0.044,122.337,1533.596,1547.551,1551.702,84.000,0.213,0.253,0.279,0.270,0.263
TA.Y33A.,34.008,-98.626,123.361,1540.171,1554.811,1559.172,85.000,0.566,0.524,0.516,0.520,0.524
TA.438A.,30.750,-95.474,127.455,1566.116,1583.686,1588.958,86.000,0.584,0.618,0.623,0.625,0.621
TA.SFIN.,40.379,-87.097,125.530,1553.991,1570.143,1574.974,87.000,0.524,0.508,0.508,0.506,0.505
TA.V33A.,35.821,-98.286,122.477,1534.493,1548.540,1552.720,88.000,0.543,0.534,0.541,0.542,0.540
XE.GS05.,-0.722,-91.338,144.749,1669.742,1702.755,1713.235,89.000,0.077,0.072,0.064,0.081,0.078
TA.U33A.,36.433,-98.114,122.206,1532.750,1546.618,1550.743,90.000,0.504,0.611,0.603,0.593,0.597
C.CCH2.,-36.603,-72.078,146.430,1679.290,1714.066,1725.169,91.000,0.128,0.172,0.152,0.121,0.123
IU.SSPA.00,40.636,-77.888,129.159,1576.754,1595.630,1601.315,92.000,0.642,0.656,0.658,0.659,0.660
XE.GS03.,-1.031,-91.223,144.914,1670.683,1703.867,1714.407,93.000,0.205,0.188,0.159,0.186,0.186
TA.Y35A.,33.906,-97.037,124.467,1547.235,1562.634,1567.231,94.000,0.695,0.643,0.634,0.629,0.635
NM.SLM.00,38.636,-90.236,125.278,1552.390,1568.362,1573.136,95.000,0.664,0.654,0.658,0.659,0.658
US.NHSC.,33.107,-80.178,134.667,1610.521,1633.923,1641.103,96.000,0.273,0.331,0.328,0.321,0.327
XE.GS8A.,-0.979,-91.447,144.685,1669.375,1702.321,1712.778,97.000,0.139,0.119,0.104,0.112,0.118
TA.P36A.,39.620,-95.206,121.860,1530.522,1544.164,1548.220,98.000,0.433,0.439,0.442,0.442,0.441
TA.Y30A.,33.877,-100.898,121.911,1530.852,1544.528,1548.593,99.000,0.710,0.706,0.698,0.696,0.701
US.JFWS.HR,42.914,-90.248,122.076,1531.916,1545.699,1549.798,100.000,0.701,0.730,0.737,0.735,0.738
US.CBN.,38.205,-77.373,131.490,1591.168,1611.898,1618.185,101.000,0.555,0.551,0.550,0.534,0.532
IM.TX32.,29.334,-103.668,122.368,1533.794,1547.768,1551.926,102.000,0.496,0.490,0.474,0.466,0.469
TA.Z35A.,33.331,-97.253,124.680,1548.592,1564.141,1568.784,103.000,0.372,0.368,0.366,0.366,0.367
TA.137A.,32.597,-95.756,126.120,1557.721,1574.301,1579.264,104.000,0.466,0.456,0.436,0.422,0.419
TA.X35A.,34.400,-96.973,124.201,1545.543,1560.758,1565.297,105.000,0.503,0.468,0.461,0.459,0.462
TA.Y34A.,33.957,-97.757,123.964,1544.030,1559.082,1563.571,106.000,0.637,0.648,0.643,0.637,0.636
TA.M35A.,41.466,-95.695,120.329,1520.601,1533.267,1537.025,107.000,0.661,0.715,0.712,0.714,0.718
US.JFWS.,42.914,-90.248,122.076,1531.916,1545.699,1549.798,108.000,0.699,0.729,0.735,0.734,0.737
TA.W30A.,35.182,-100.577,121.372,1527.364,1540.691,1544.650,109.000,0.695,0.542,0.537,0.549,0.543
TA.138A.,32.660,-95.089,126.517,1560.221,1577.091,1582.145,110.000,0.568,0.554,0.559,0.555,0.551
TA.631A.,29.412,-100.576,124.625,1548.241,1563.751,1568.383,111.000,0.610,0.587,0.566,0.567,0.571
US.BINY.00,42.199,-75.986,128.397,1572.008,1590.296,1595.794,112.000,0.425,0.413,0.416,0.424,0.424
TA.634A.,29.382,-98.352,126.255,1558.573,1575.251,1580.245,113.000,0.617,0.611,0.590,0.594,0.601
XE.GS09.,-0.783,-91.110,144.984,1671.081,1704.337,1714.903,114.000,0.222,0.203,0.247,0.229,0.213
TA.531A.,30.164,-100.546,124.237,1545.771,1561.011,1565.558,115.000,0.692,0.571,0.549,0.562,0.571
TA.440A.,30.746,-93.959,128.475,1572.494,1590.841,1596.358,116.000,0.237,0.209,0.223,0.230,0.227
TA.537A.,30.080,-96.315,127.285,1565.049,1582.490,1587.723,117.000,0.633,0.608,0.598,0.584,0.589
TA.632A.,29.507,-99.786,125.149,1551.574,1567.454,1572.200,118.000,0.635,0.585,0.570,0.571,0.570
GT.DBIC.00,6.670,-4.857,126.936,1562.858,1580.039,1585.190,119.000,0.338,0.467,0.452,0.459,0.464
CX.PB10.,-23.513,-70.554,158.022,1742.677,1790.648,1806.639,120.000,0.352,0.370,0.379,0.380,0.375
TA.139A.,32.680,-94.393,126.955,1562.978,1580.173,1585.329,121.000,0.553,0.538,0.541,0.540,0.537
TA.N35A.,40.861,-95.643,120.771,1523.473,1536.417,1540.260,122.000,0.550,0.546,0.542,0.550,0.548
TA.934A.,27.602,-98.519,127.127,1564.059,1581.383,1586.578,123.000,0.367,0.384,0.386,0.384,0.383
TA.W33A.,35.152,-98.469,122.771,1536.384,1550.626,1554.866,124.000,0.367,0.356,0.371,0.386,0.378
TA.439A.,30.794,-94.766,127.905,1568.937,1586.848,1592.228,125.000,0.546,0.546,0.542,0.545,0.550
TA.TUL1.,35.910,-95.792,123.983,1544.150,1559.214,1563.707,126.000,0.508,0.582,0.582,0.580,0.583
TA.338A.,31.357,-95.311,127.190,1564.453,1581.824,1587.034,127.000,0.683,0.701,0.691,0.696,0.692
TA.X30A.,34.446,-100.874,121.601,1528.844,1542.318,1546.322,128.000,0.090,0.097,0.092,0.090,0.088
TA.Q35A.,38.859,-96.037,121.897,1530.759,1544.425,1548.488,129.000,0.586,0.546,0.545,0.544,0.544
TA.O33A.,40.076,-97.585,120.196,1519.740,1532.323,1536.056,130.000,0.565,0.529,0.521,0.524,0.530
TA.437A.,30.829,-96.139,126.954,1562.976,1580.170,1585.326,131.000,0.640,0.602,0.598,0.601,0.595
TA.237A.,32.001,-95.808,126.457,1559.845,1576.672,1581.712,132.000,0.629,0.667,0.666,0.667,0.660
TA.337A.,31.316,-95.885,126.829,1562.187,1579.288,1584.414,133.000,0.748,0.741,0.738,0.734,0.729
CX.MNMCX.,-19.131,-69.596,161.825,1762.530,1815.245,1833.039,134.000,0.597,0.573,0.590,0.594,0.585
YZ.PNCB.,9.590,-85.092,147.363,1684.549,1720.317,1731.775,135.000,0.640,0.613,0.616,0.617,0.618
TA.W37A.,35.138,-95.427,124.711,1548.786,1564.357,1569.006,136.000,0.528,0.514,0.506,0.512,0.508
TA.035A.,26.938,-98.102,127.801,1568.285,1586.117,1591.472,137.000,0.400,0.399,0.376,0.370,0.378
TA.536A.,30.076,-97.065,126.765,1561.785,1578.839,1583.951,138.000,0.493,0.529,0.521,0.531,0.522
XE.GS15.,-0.809,-91.127,144.971,1671.011,1704.255,1714.816,139.000,0.070,0.057,0.115,0.082,0.065
NM.OLIL.,38.734,-88.099,126.310,1558.919,1575.637,1580.644,140.000,0.536,0.528,0.531,0.530,0.528
LD.BRNJ.,40.683,-74.566,130.218,1583.327,1603.035,1608.988,141.000,0.454,0.439,0.443,0.456,0.451
TA.334A.,31.333,-98.238,125.211,1551.966,1567.890,1572.649,142.000,0.644,0.643,0.640,0.634,0.635
6D.TBMR.,12.592,-86.852,144.394,1667.713,1700.359,1710.711,143.000,0.052,0.081,0.074,0.072,0.073
TA.535A.,30.029,-97.571,126.438,1559.723,1576.534,1581.570,144.000,0.376,0.428,0.425,0.429,0.427
XH.ESP06.01,-31.138,-64.956,153.845,1720.331,1763.330,1777.447,145.000,0.338,0.322,0.314,0.290,0.293
TA.340A.,31.417,-93.890,128.093,1570.108,1588.163,1593.588,146.000,0.670,0.613,0.599,0.587,0.585
TA.T36A.,37.061,-95.879,123.179,1539.005,1553.521,1557.845,147.000,0.599,0.599,0.599,0.594,0.596
TA.W31A.,35.186,-99.943,121.787,1530.050,1543.645,1547.686,148.000,0.659,0.636,0.631,0.628,0.630
TA.R33A.,38.308,-97.984,121.102,1525.616,1538.770,1542.676,149.000,0.625,0.635,0.643,0.655,0.652
TA.Z36A.,33.270,-96.434,125.255,1552.247,1568.203,1572.972,150.000,0.526,0.552,0.559,0.556,0.558
AI.JUBA.,-62.237,-58.663,123.969,1544.058,1559.112,1563.602,151.000,0.337,0.286,0.271,0.249,0.253
PR.AGPR.,18.467,-67.111,153.154,1716.584,1758.782,1772.600,152.000,0.271,0.328,0.320,0.288,0.297
YZ.HATI.,10.292,-85.710,146.494,1679.652,1714.496,1725.623,153.000,0.738,0.569,0.561,0.556,0.555
YZ.SARO.,10.843,-85.616,146.311,1678.616,1713.266,1724.324,154.000,0.382,0.375,0.337,0.343,0.356
Z9.W15A.,32.138,-83.898,133.568,1603.862,1626.321,1633.182,155.000,0.544,0.575,0.580,0.575,0.572
BR.AGBLB.,-9.039,-37.045,160.577,1756.066,1807.201,1824.392,156.000,0.149,0.132,0.118,0.132,0.131
TA.X29A.,34.445,-101.701,121.042,1525.227,1538.342,1542.237,157.000,0.429,0.327,0.317,0.330,0.325
IU.HRV.10,42.506,-71.558,129.358,1577.991,1597.022,1602.757,158.000,0.455,0.440,0.442,0.445,0.447
CX.HMBCX.,-20.278,-69.888,160.826,1757.360,1808.809,1826.119,159.000,,,,,
Z9.W23.,32.523,-83.886,133.275,1602.085,1624.295,1631.074,160.000,0.625,0.585,0.586,0.578,0.573
TA.335A.,31.282,-97.427,125.800,1555.698,1572.045,1576.936,161.000,0.610,0.626,0.608,0.602,0.607
TA.S36A.,37.724,-95.592,122.912,1537.292,1551.629,1555.897,162.000,0.570,0.582,0.592,0.609,0.603
XH.ESP09.01,-31.909,-64.658,153.198,1716.824,1759.073,1772.909,163.000,0.375,0.466,0.464,0.462,0.469
LD.PANJ.,40.377,-74.703,130.455,1584.791,1604.688,1610.702,164.000,0.305,0.299,0.300,0.304,0.301
XE.GS11.,-0.947,-90.974,145.145,1672.001,1705.426,1716.051,165.000,0.302,0.345,0.324,0.328,0.347
XE.GS10.,-0.837,-91.091,145.011,1671.239,1704.524,1715.100,166.000,0.130,0.080,0.079,0.078,0.074
TA.Z37A.,33.198,-95.623,125.829,1555.881,1572.249,1577.146,167.000,0.496,0.480,0.478,0.473,0.474
6D.TBTN.,12.606,-86.835,144.401,1667.754,1700.407,1710.761,168.000,0.108,0.170,0.172,0.169,0.171
AI.ESPZ.,-63.398,-56.996,122.830,1536.768,1551.050,1555.302,169.000,0.047,0.049,0.051,0.054,0.052
US.HDIL.,40.556,-89.294,124.328,1546.348,1561.650,1566.217,170.000,0.657,0.616,0.620,0.618,0.619
TA.Y37A.,33.979,-95.621,125.334,1552.747,1568.759,1573.546,171.000,0.563,0.523,0.527,0.527,0.524
NU.MGAN.,12.149,-86.248,145.126,1671.892,1705.297,1715.915,172.000,0.006,-0.029,-0.033,-0.032,-0.033
TA.Q33A.,38.998,-97.833,120.750,1523.336,1536.267,1540.105,173.000,0.632,0.749,0.751,0.747,0.753
NM.SIUC.,37.715,-89.217,126.498,1560.105,1576.962,1582.012,174.000,0.595,0.631,0.629,0.626,0.625
PR.MPR.,18.212,-67.140,153.376,1717.791,1760.246,1774.159,175.000,0.190,0.279,0.265,0.216,0.214
IU.HKT.00,29.962,-95.838,127.686,1567.563,1585.307,1590.634,176.000,0.032,0.008,0.010,0.011,0.011
TA.034A.,27.065,-98.683,127.298,1565.133,1582.585,1587.820,177.000,0.424,0.314,0.335,0.340,0.337
TA.U36A.,36.393,-95.732,123.705,1542.374,1557.247,1561.681,178.000,0.498,0.573,0.575,0.575,0.577
XH.ESP11.01,-32.419,-65.717,152.420,1712.590,1753.947,1767.450,179.000,0.470,0.450,0.442,0.421,0.425
NM.UALR.,34.775,-92.343,126.835,1562.227,1579.333,1584.460,180.000,0.524,0.595,0.610,0.620,0.617
IU.PMSA.00,-64.774,-64.049,121.205,1526.288,1539.508,1543.435,181.000,0.101,0.093,0.097,0.120,0.111
TA.430A.,30.787,-101.236,123.399,1540.418,1555.083,1559.453,182.000,0.513,0.580,0.578,0.577,0.580
TA.S30A.,37.640,-100.464,119.984,1518.354,1530.806,1534.499,183.000,0.558,0.515,0.512,0.522,0.521
TA.R36A.,38.324,-95.504,122.564,1535.057,1549.162,1553.359,184.000,0.534,0.547,0.552,0.557,0.556
NM.BLO.,39.172,-86.522,126.750,1561.690,1578.733,1583.841,185.000,0.657,0.646,0.655,0.662,0.660
TA.Z32A.,33.307,-99.478,123.206,1539.176,1553.710,1558.039,186.000,0.628,0.583,0.577,0.583,0.581
TA.V34A.,35.834,-97.518,122.956,1537.572,1551.938,1556.215,187.000,0.474,0.476,0.476,0.474,0.474
US.AAM.,42.301,-83.657,125.507,1553.845,1569.981,1574.806,188.000,0.600,0.563,0.571,0.580,0.575
TA.X31A.,34.631,-99.979,122.092,1532.016,1545.809,1549.911,189.000,0.567,0.596,0.584,0.594,0.589
TA.X36A.,34.570,-96.352,124.492,1547.395,1562.812,1567.414,190.000,0.547,0.500,0.489,0.484,0.492
II.RPN.10,-27.127,-109.334,125.678,1554.927,1571.187,1576.050,191.000,0.120,0.115,0.091,0.105,0.115
Z9.W11.,31.959,-83.908,133.701,1604.673,1627.245,1634.145,192.000,0.517,0.492,0.489,0.485,0.488
NU.BOAB.,12.449,-85.666,145.462,1673.805,1707.561,1718.303,193.000,0.416,0.492,0.476,0.474,0.478
6D.TBHS.,12.618,-86.856,144.377,1667.618,1700.247,1710.593,194.000,0.113,0.082,0.081,0.083,0.082
TA.T33A.,37.082,-98.244,121.717,1529.600,1543.150,1547.177,195.000,0.693,0.620,0.623,0.624,0.624
IU.HRV.00,42.506,-71.558,129.358,1577.991,1597.022,1602.757,196.000,0.447,0.433,0.434,0.437,0.438
CX.PB02.,-21.320,-69.896,160.068,1753.417,1803.914,1820.862,197.000,0.470,0.477,0.507,0.537,0.507
TA.433A.,30.754,-99.091,124.948,1550.297,1566.035,1570.736,198.000,0.762,0.673,0.669,0.671,0.670
TA.P33A.,39.436,-97.695,120.548,1522.028,1534.831,1538.631,199.000,0.637,0.684,0.671,0.670,0.675
CX.PB13.,-18.336,-69.502,162.430,1765.643,1819.132,1837.221,200.000,0.204,0.224,0.229,0.232,0.229
TA.936A.,27.421,-97.309,128.120,1570.277,1588.352,1593.783,201.000,0.336,0.374,0.364,0.361,0.363
TA.R31A.,38.289,-99.527,120.172,1519.581,1532.149,1535.877,202.000,0.633,0.664,0.660,0.665,0.665
CN.VLDQ.,48.190,-77.757,122.445,1534.293,1548.319,1552.492,203.000,0.526,0.548,0.547,0.538,0.543
TA.Q34A.,38.921,-96.941,121.327,1527.076,1540.374,1544.324,204.000,0.708,0.734,0.738,0.743,0.746
II.SACV.00,14.970,-23.608,141.162,1649.053,1678.459,1687.683,205.000,0.145,0.161,-0.010,-0.010,-0.013
US.CNNC.,35.239,-77.890,133.874,1605.721,1628.441,1635.390,206.000,0.098,0.113,0.113,0.113,0.114
XE.GS13.,-0.778,-91.092,145.001,1671.178,1704.452,1715.025,207.000,-0.028,-0.021,-0.042,-0.037,-0.021
TA.540A.,30.209,-93.980,128.799,1574.519,1593.116,1598.713,208.000,0.399,0.366,0.361,0.356,0.356
NE.PQI.,46.670,-68.013,126.110,1557.656,1574.228,1579.189,209.000,0.086,0.077,0.075,0.069,0.069
TA.231A.,31.935,-100.316,123.416,1540.526,1555.203,1559.577,210.000,0.578,0.551,0.563,0.565,0.562
TA.Z31A.,33.318,-100.144,122.746,1536.229,1550.455,1554.689,211.000,0.556,0.581,0.576,0.577,0.582
TA.Q32A.,38.991,-98.560,120.320,1520.546,1533.207,1536.964,212.000,0.491,0.542,0.542,0.546,0.546
US.MIAR.,34.545,-93.576,126.244,1558.499,1575.169,1580.161,213.000,0.591,0.594,0.590,0.582,0.587
TA.W35A.,35.153,-96.874,123.792,1542.927,1557.859,1562.312,214.000,0.540,0.560,0.557,0.558,0.561
CN.GAC.,45.703,-75.478,125.353,1552.864,1568.890,1573.681,215.000,0.438,0.488,0.484,0.459,0.468
TA.Y29A.,33.860,-101.671,121.392,1527.495,1540.835,1544.798,216.000,0.734,0.649,0.637,0.632,0.636
TA.234A.,32.004,-98.137,124.885,1549.898,1565.592,1570.279,217.000,0.754,0.717,0.717,0.718,0.720
TA.636A.,29.481,-97.057,127.120,1564.015,1581.333,1586.526,218.000,0.763,0.693,0.683,0.671,0.675
TA.133A.,32.608,-98.916,123.997,1544.239,1559.313,1563.809,219.000,0.753,0.742,0.740,0.740,0.737
NM.MGMO.,37.154,-92.269,125.228,1552.077,1568.014,1572.777,220.000,0.606,0.605,0.593,0.597,0.603
PE.UPAO.,40.483,-80.021,128.501,1572.655,1591.023,1596.546,221.000,0.466,0.459,0.465,0.471,0.473
II.SACV.10,14.970,-23.608,141.162,1649.053,1678.459,1687.683,222.000,0.162,0.156,-0.027,-0.027,-0.037
XH.ESP10.01,-32.152,-64.999,152.875,1715.072,1756.950,1770.648,223.000,0.175,0.263,0.252,0.229,0.233
TA.X37A.,34.589,-95.371,125.101,1551.265,1567.111,1571.846,224.000,0.649,0.572,0.567,0.564,0.566
XE.GS02.,-0.743,-90.800,145.283,1672.785,1706.353,1717.029,225.000,0.282,0.333,0.294,0.306,0.328
NA.SMRT.,18.050,-63.075,154.853,1725.771,1769.947,1784.509,226.000,0.122,0.109,0.111,0.118,0.117
TA.035Z.,26.463,-98.068,128.086,1570.066,1588.115,1593.538,227.000,0.499,0.526,0.544,0.536,0.540
GT.LPAZ.00,-16.288,-68.131,164.761,1777.545,1834.046,1853.303,228.000,0.580,0.724,0.722,0.716,0.724
