station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
TM.PBKT.,16.573,100.969,162.004,1758.216,1811.282,1829.217,32.000,0.102,0.124,0.121,0.123,0.124
QH.MEY.00,37.472,101.400,163.347,1765.102,1819.892,1838.491,33.000,0.070,0.113,0.123,0.133,0.121
HB.ZHX.00,31.172,112.727,174.538,1820.344,1890.303,1915.026,34.000,0.147,0.103,0.103,0.104,0.088
YP.NE88.,46.168,123.289,160.171,1748.722,1799.468,1816.519,35.000,0.059,0.057,0.057,0.059,0.057
GS.AXX.00,40.517,95.800,158.040,1737.544,1785.656,1801.707,36.000,-0.018,-0.022,-0.021,-0.021,-0.022
JL.YFT.00,41.362,126.512,163.583,1766.311,1821.406,1840.125,37.000,0.071,0.072,0.057,0.049,0.053
HI.QIH.00,19.222,110.476,170.282,1799.791,1863.807,1886.089,38.000,0.138,0.311,0.316,0.300,0.311
AH.SIX.00,33.558,117.859,173.398,1814.892,1883.236,1907.295,39.000,0.217,0.309,0.303,0.300,0.310
GD.SHT.00,23.416,116.626,176.393,1829.124,1901.744,1927.567,40.000,0.246,0.236,0.229,0.230,0.226
YP.NE6A.,44.806,124.540,161.162,1753.866,1805.860,1823.386,41.000,-0.072,0.147,0.145,0.147,0.147
IC.MDJ.10,44.618,129.593,159.625,1745.875,1795.941,1812.733,42.000,0.163,0.172,0.145,0.122,0.134
NM.NIC.00,41.725,118.875,165.196,1774.503,1831.696,1851.233,43.000,0.266,0.226,0.225,0.220,0.220
NM.RLT.00,43.686,111.923,162.876,1762.694,1816.878,1835.243,44.000,0.237,0.377,0.292,0.290,0.295
YP.NE57.,44.123,123.258,162.121,1758.817,1812.033,1830.026,45.000,0.033,0.011,0.016,0.019,0.019
FJ.QZH.00,24.942,118.595,177.364,1833.678,1907.708,1934.116,46.000,0.395,0.430,0.442,0.450,0.445
AK.TNA.,65.560,-167.927,120.479,1516.472,1529.304,1533.114,47.000,0.024,0.027,0.032,0.034,0.034
QH.XUH.00,35.862,102.498,164.965,1773.336,1830.227,1849.646,48.000,0.145,0.253,0.245,0.254,0.254
IC.SSE.00,31.095,121.189,174.399,1819.681,1889.442,1914.084,49.000,0.287,0.270,0.264,0.345,0.341
SC.EMS.00,29.577,103.454,167.990,1788.503,1849.404,1870.422,50.000,0.048,0.042,0.034,0.035,0.033
TM.PHRA.,18.499,100.229,162.538,1760.961,1814.711,1832.909,51.000,0.032,0.244,0.257,0.258,0.250
FJ.YCSG.00,25.336,118.227,177.879,1836.078,1910.862,1937.583,52.000,0.324,0.344,0.377,0.384,0.366
RM.SZP.,17.552,120.455,169.945,1798.143,1861.697,1883.790,53.000,0.403,0.420,0.415,0.418,0.420
GS.HYS.00,38.401,102.831,163.683,1766.820,1822.044,1840.812,54.000,0.190,0.006,0.065,0.065,-0.008
YN.YUM.00,25.689,101.861,166.564,1781.390,1840.387,1860.641,55.000,-0.039,0.041,-0.004,-0.003,-0.007
GS.HCH.00,36.250,108.461,168.371,1790.390,1851.804,1873.029,56.000,0.046,-0.016,0.005,-0.006,-0.013
HI.DOF.00,19.066,108.729,169.131,1794.141,1856.584,1878.225,57.000,-0.156,0.217,0.322,0.215,0.219
HB.DJI.00,32.553,111.525,172.827,1812.148,1879.691,1903.420,58.000,0.190,0.214,0.204,0.202,0.208
GS.HZT.00,35.010,102.911,165.694,1777.018,1834.866,1854.662,59.000,0.073,0.076,0.070,0.067,0.070
HL.TAH.00,52.336,124.667,154.004,1715.979,1759.279,1773.517,60.000,0.277,0.301,0.307,0.312,0.310
YP.NE63.,44.786,117.814,162.215,1759.298,1812.634,1830.673,61.000,-0.021,-0.010,-0.012,-0.016,-0.014
HE.XIL.00,40.406,117.471,166.602,1781.578,1840.625,1860.899,62.000,0.258,0.175,0.176,0.164,0.172
HI.YML.00,19.853,110.280,170.674,1801.709,1866.264,1888.767,63.000,-0.008,-0.008,-0.008,-0.008,-0.009
YP.NEA6.,47.606,124.995,158.435,1739.626,1788.222,1804.456,64.000,0.018,0.006,0.006,0.007,0.006
NM.WLT.00,46.040,122.027,160.531,1750.598,1801.796,1819.019,65.000,0.163,0.179,0.180,0.180,0.179
GS.DBT.00,34.060,103.230,166.383,1780.478,1839.235,1859.392,66.000,0.135,0.127,0.120,0.127,0.125
JS.TZ.00,32.409,119.919,173.965,1817.611,1886.757,1911.145,67.000,0.209,0.344,0.328,0.313,0.322
XZ.NAQ.00,31.450,92.090,158.045,1737.574,1785.693,1801.746,68.000,0.252,0.340,0.365,0.362,0.349
HI.SAJ.00,19.889,110.641,170.911,1802.865,1867.746,1890.383,69.000,0.032,0.075,0.083,0.091,0.085
YN.CZS.00,24.904,98.667,163.584,1766.313,1821.409,1840.127,70.000,0.001,0.008,0.006,0.007,0.007
XW.DESH.,12.583,54.239,119.984,1513.250,1525.773,1529.489,71.000,0.027,0.001,0.066,-0.004,-0.001
MY.KOM.,1.792,103.847,151.884,1704.450,1745.310,1758.635,72.000,0.356,0.293,0.299,0.308,0.296
HB.DWU.00,31.499,114.120,174.952,1822.315,1892.865,1917.832,73.000,0.197,0.126,0.134,0.133,0.112
XJ.KSZ.00,39.591,75.941,143.981,1660.163,1692.492,1702.738,74.000,0.127,0.273,0.259,0.262,0.270
YP.NE5A.,44.074,126.907,161.099,1753.541,1805.455,1822.950,75.000,0.094,0.171,0.029,0.032,0.033
YN.MLP.00,23.128,104.702,168.387,1790.470,1851.906,1873.140,76.000,0.065,0.055,0.055,0.054,0.054
HL.WUC.00,45.125,127.080,160.116,1748.433,1799.110,1816.135,77.000,0.110,0.261,0.278,0.275,0.272
SN.NSHT.00,33.325,108.323,170.346,1800.106,1864.210,1886.528,78.000,-0.227,-0.218,-0.228,-0.217,-0.215
SD.TCH.00,34.703,118.457,172.185,1809.051,1875.696,1899.058,79.000,-0.129,0.027,0.052,0.063,0.051
YN.YAJ.00,28.112,104.231,168.819,1792.604,1854.623,1876.093,80.000,0.192,0.156,-0.038,-0.036,-0.030
AH.LAN.00,31.715,116.501,175.298,1823.956,1895.001,1920.172,81.000,-0.044,0.004,0.004,0.002,0.002
GX.PXS.00,22.130,106.751,169.649,1796.692,1859.841,1881.770,82.000,0.057,0.138,0.149,0.148,0.145
HE.XIT.00,38.529,114.366,168.314,1790.105,1851.442,1872.636,83.000,0.035,0.090,0.068,0.045,0.068
TM.PRAC.,12.473,99.793,158.426,1739.583,1788.168,1804.398,84.000,0.104,0.160,0.154,0.153,0.158
SX.LIS.00,37.529,111.242,168.498,1791.017,1852.602,1873.896,85.000,0.117,-0.013,-0.023,0.125,-0.023
YN.LIC.00,23.878,100.069,164.591,1771.439,1827.842,1847.069,86.000,0.274,0.173,0.166,0.170,0.173
TM.CHBT.,12.744,102.353,160.336,1749.580,1800.533,1817.662,87.000,0.026,0.032,0.031,0.030,0.031
GS.WYT.00,35.040,104.100,166.508,1781.107,1840.030,1860.254,88.000,0.153,0.185,0.190,0.191,0.187
CQ.CHS.00,29.905,107.232,171.120,1803.881,1869.049,1891.805,89.000,0.409,0.337,0.332,0.320,0.342
IU.YAK.00,62.031,129.680,143.951,1659.992,1692.290,1702.524,90.000,0.093,0.044,0.039,0.039,0.038
HB.YXI.00,32.986,110.432,171.885,1807.597,1873.824,1897.015,91.000,0.053,-0.130,-0.153,-0.159,-0.148
YP.NE39.,42.979,123.287,163.191,1764.308,1818.897,1837.419,92.000,0.096,0.038,0.028,0.018,0.030
SH.SSE.00,31.096,121.188,174.399,1819.679,1889.440,1914.081,93.000,0.239,0.385,0.357,0.307,0.306
JL.YNB.00,43.003,129.489,160.980,1752.928,1804.693,1822.131,94.000,0.203,0.195,0.212,0.219,0.212
JS.PX.00,34.800,116.900,172.219,1809.216,1875.909,1899.290,95.000,-0.101,-0.089,-0.086,-0.084,-0.084
CQ.WAZ.00,30.752,108.461,171.811,1807.239,1873.363,1896.512,96.000,-0.017,-0.301,-0.312,-0.316,-0.306
HL.LBE.00,47.596,130.829,156.674,1730.301,1776.758,1792.184,97.000,0.300,0.358,0.346,0.341,0.342
IC.QIZ.01,19.029,109.844,169.772,1797.296,1860.614,1882.612,98.000,0.068,0.232,0.260,0.260,0.248
YN.YIM.00,24.700,102.144,166.626,1781.700,1840.779,1861.066,99.000,0.036,0.008,0.011,0.010,0.007
SC.HYS.00,30.416,106.840,170.641,1801.547,1866.056,1888.541,100.000,-0.036,-0.052,-0.082,-0.083,-0.061
HI.JFL.00,18.704,108.789,168.894,1792.975,1855.097,1876.608,101.000,0.346,0.265,0.258,0.253,0.258
YP.NE7G.,45.921,132.497,157.360,1733.945,1781.230,1796.969,102.000,0.022,0.032,0.030,0.028,0.030
YP.NE91.,46.926,120.732,159.853,1747.062,1797.411,1814.310,103.000,0.195,0.148,0.149,0.153,0.152
SX.JIC.00,37.712,112.436,168.697,1792.001,1853.856,1875.259,104.000,0.117,0.134,0.134,0.133,0.135
XW.NIMR.,18.541,55.838,123.680,1537.094,1552.028,1556.482,105.000,0.080,-0.179,-0.182,-0.187,-0.179
HE.YON.00,36.754,114.422,170.062,1798.714,1862.427,1884.587,106.000,0.046,0.084,0.078,0.078,0.085
GD.ZHH.00,22.271,113.566,174.420,1819.782,1889.573,1914.227,107.000,0.117,0.100,0.097,0.096,0.100
NX.JYU.00,35.486,106.339,167.706,1787.091,1847.612,1868.476,108.000,0.010,0.069,0.077,0.076,0.069
SC.SMI.00,29.226,102.350,167.084,1783.987,1843.675,1864.205,109.000,0.257,0.239,0.231,0.234,0.238
SX.HZH.00,36.610,111.899,169.553,1796.217,1859.234,1881.110,110.000,-0.003,-0.071,-0.065,-0.060,-0.064
XJ.FUH.00,46.993,87.179,149.372,1690.592,1728.648,1740.940,111.000,-0.007,0.003,0.008,0.012,0.000
YP.NEP5.,45.734,122.620,160.720,1751.579,1803.015,1820.329,112.000,0.010,0.078,0.102,0.126,0.115
XW.SADA.,19.501,57.465,125.455,1548.389,1564.569,1569.410,113.000,0.254,-0.133,-0.129,-0.133,-0.136
SD.JIN.00,36.639,117.040,170.379,1800.264,1864.413,1886.750,114.000,0.093,0.012,0.001,-0.012,-0.011
XJ.BLT.00,42.945,86.659,150.869,1698.876,1738.591,1751.493,115.000,0.126,0.276,0.276,0.278,0.277
YP.NE35.,42.891,119.693,163.954,1768.202,1823.777,1842.681,116.000,0.117,0.140,0.138,0.135,0.134
XJ.ALS.00,45.153,82.119,147.012,1677.379,1712.881,1724.249,117.000,0.023,0.083,0.114,0.111,0.092
6F.BL11.,-22.153,133.490,128.242,1565.905,1584.159,1589.649,118.000,0.674,0.692,0.685,0.689,0.683
SH.TMS.00,31.078,121.148,174.435,1819.852,1889.664,1914.326,119.000,0.278,0.368,0.356,0.353,0.350
YN.WES.00,23.408,104.252,168.102,1789.056,1850.108,1871.186,120.000,0.027,0.071,0.069,0.070,0.068
HE.SHX.00,38.015,115.561,168.957,1793.285,1855.491,1877.037,121.000,-0.023,0.061,0.061,0.048,0.058
YP.NE89.,46.154,124.207,159.983,1747.742,1798.254,1815.215,122.000,0.004,0.190,0.194,0.198,0.197
JX.SHR.00,28.443,117.976,178.231,1837.719,1913.020,1939.957,123.000,-0.071,-0.105,-0.110,-0.106,-0.103
YP.NE6D.,44.815,128.711,159.806,1746.817,1797.107,1813.984,124.000,0.132,0.043,0.050,0.057,0.049
XJ.HTA.00,37.100,79.900,147.385,1679.479,1715.380,1726.891,125.000,0.045,0.022,0.028,0.026,0.024
IC.ENH.10,30.276,109.495,172.820,1812.113,1879.645,1903.370,126.000,-0.176,0.167,0.167,0.170,0.165
QH.DLH.00,37.381,97.378,160.640,1751.160,1802.494,1819.769,127.000,0.048,-0.015,0.003,0.003,-0.006
YP.NE68.,44.897,122.845,161.477,1755.497,1807.890,1825.569,128.000,0.083,0.046,0.051,0.057,0.061
SC.HLI.00,26.653,102.253,167.030,1783.721,1843.338,1863.840,129.000,0.181,0.140,0.131,0.130,0.135
SC.JYA.00,29.794,103.928,168.359,1790.328,1851.725,1872.943,130.000,-0.067,-0.092,-0.094,-0.090,-0.087
ZN.SIMS.,-8.420,150.440,131.841,1588.177,1609.283,1615.697,131.000,0.073,0.071,0.075,0.077,0.076
ZJ.YUQ.00,28.415,121.080,175.954,1827.058,1899.045,1924.606,132.000,0.362,0.336,0.339,0.340,0.337
GD.SHW.00,22.792,115.370,175.580,1825.290,1896.738,1922.077,133.000,0.396,0.305,0.305,0.301,0.297
HA.JY.00,35.163,112.449,171.052,1803.548,1868.621,1891.339,134.000,0.222,0.259,0.265,0.276,0.265
LN.FXI.00,42.053,121.599,164.461,1770.780,1827.013,1846.174,135.000,0.139,0.237,0.234,0.226,0.234
CQ.YUB.00,29.858,106.827,170.795,1802.299,1867.020,1889.592,136.000,-0.050,-0.087,-0.097,-0.104,-0.087
IC.WMQ.00,43.814,87.704,151.197,1700.682,1740.766,1753.804,137.000,-0.242,0.126,0.168,0.168,0.144
SC.WMP.00,29.053,103.789,168.353,1790.300,1851.690,1872.905,138.000,,,,,
6F.BL06.,-18.873,134.046,131.152,1583.944,1604.489,1610.718,139.000,0.624,0.620,0.619,0.642,0.636
YP.NE99.,47.066,128.057,158.083,1737.772,1785.937,1802.008,140.000,-0.048,0.187,0.191,0.195,0.194
HB.XSH.00,31.260,110.842,173.296,1814.406,1882.608,1906.608,141.000,0.228,-0.042,-0.044,-0.046,-0.049
II.BRVK.00,53.058,70.283,137.020,1619.472,1645.070,1652.997,142.000,-0.077,0.004,0.021,0.023,0.014
ZN.WAIB.,-9.244,150.138,131.416,1585.567,1606.326,1612.626,143.000,0.585,0.630,0.630,0.628,0.630
SC.MDS.00,30.075,103.041,167.551,1786.318,1846.631,1867.411,144.000,0.121,-0.003,-0.023,-0.018,-0.004
AH.HNA.00,32.633,116.804,174.386,1819.622,1889.366,1914.000,145.000,0.214,0.189,0.183,0.172,0.192
YP.NE12.,42.456,125.218,163.103,1763.857,1818.332,1836.811,146.000,0.069,-0.025,-0.019,-0.015,-0.019
GE.CISI.,-7.556,107.815,144.347,1662.261,1694.966,1705.344,147.000,0.449,0.456,0.457,0.463,0.461
CB.GYA.00,26.460,106.664,170.942,1803.015,1867.937,1890.593,148.000,-0.016,0.053,0.047,0.051,0.054
YP.NE6B.,44.801,125.970,160.758,1751.774,1803.258,1820.589,149.000,0.056,0.036,0.056,-0.005,-0.005
FJ.YAYX.00,25.990,117.358,178.851,1840.593,1916.804,1944.122,150.000,0.288,0.269,0.286,0.290,0.282
GS.WSH.00,34.661,105.050,167.367,1785.402,1845.469,1866.151,151.000,0.142,-0.077,-0.099,-0.106,-0.091
FJ.TNSC.00,26.908,117.181,179.634,1844.209,1921.575,1949.379,152.000,0.517,0.740,0.738,0.739,0.743
XW.SHA2.,18.120,55.741,123.444,1535.588,1550.361,1554.766,153.000,0.121,0.164,0.210,0.206,0.174
AU.BLDU.,-30.615,116.709,122.365,1528.663,1542.711,1546.893,154.000,0.638,0.634,0.636,0.639,0.640
YP.NE8F.,46.215,130.532,157.936,1736.993,1784.978,1800.981,155.000,0.163,0.187,0.185,0.185,0.187
YN.HUP.00,26.587,101.199,166.087,1778.992,1837.356,1857.358,156.000,0.100,0.158,0.192,0.184,0.166
KR.BTK.,40.067,70.816,140.017,1637.184,1665.585,1674.468,157.000,0.092,-0.042,-0.038,-0.039,-0.042
XJ.BAC.00,41.859,81.624,147.731,1681.425,1717.698,1729.343,158.000,0.087,0.089,0.094,0.092,0.092
NM.LIX.00,43.622,118.054,163.366,1765.204,1820.019,1838.629,159.000,0.102,0.127,0.127,0.126,0.127
XZ.LIZ.00,29.666,94.342,160.098,1748.344,1799.000,1816.016,160.000,0.197,0.169,0.165,0.167,0.168
BU.CHL.00,39.758,119.096,167.118,1784.159,1843.893,1864.442,161.000,0.059,0.090,0.079,0.076,0.076
GE.SOEI.,-9.755,124.267,142.516,1651.734,1682.580,1692.308,162.000,0.447,0.403,0.401,0.370,0.368
QH.BAM.00,32.949,100.727,164.898,1772.997,1829.801,1849.185,163.000,0.190,0.179,0.167,0.163,0.177
SX.NIW.00,38.687,112.336,167.752,1787.319,1847.901,1868.790,164.000,0.106,0.061,0.070,0.077,0.073
GD.XNH.00,22.570,113.034,174.394,1819.659,1889.414,1914.053,165.000,-0.001,0.041,0.035,0.038,0.046
YP.NEAE.,47.299,132.526,156.259,1728.089,1774.048,1789.288,166.000,0.036,0.055,0.061,0.054,0.055
AK.GAMB.,63.776,-171.704,122.168,1527.395,1541.313,1545.455,167.000,0.343,0.388,0.385,0.385,0.388
YP.NE86.,46.170,121.460,160.496,1750.411,1801.565,1818.770,168.000,0.111,0.224,0.217,0.215,0.219
GE.JAGI.,-8.470,114.152,144.418,1662.664,1695.441,1705.844,169.000,0.526,0.532,0.532,0.561,0.554
JX.XUW.00,24.995,115.608,177.714,1835.310,1909.852,1936.472,170.000,0.392,0.355,0.378,0.377,0.368
BU.BDH.00,39.825,119.474,167.002,1783.580,1843.159,1863.645,171.000,0.043,0.052,0.044,0.040,0.043
GE.BNDI.,-4.522,129.904,146.005,1671.694,1706.131,1717.118,172.000,0.283,0.184,0.190,0.204,0.205
HE.LOH.00,41.320,117.713,165.680,1776.948,1834.777,1854.566,173.000,0.112,0.149,0.149,0.147,0.148
HE.QIL.00,40.421,118.903,166.486,1780.995,1839.888,1860.100,174.000,0.306,0.190,0.180,0.159,0.169
JP.JOW.,26.836,128.273,169.764,1797.257,1860.564,1882.557,175.000,0.295,0.384,0.368,0.380,0.387
YP.NE59.,44.096,125.961,161.395,1755.072,1807.361,1824.999,176.000,0.132,0.185,0.188,0.190,0.195
YN.MZT.00,25.215,98.495,163.489,1765.829,1820.802,1839.473,177.000,-0.009,0.048,0.046,0.046,0.046
NM.BYT.00,38.846,105.717,164.985,1773.435,1830.352,1849.780,178.000,0.147,0.157,0.159,0.163,0.160
HI.WAN.00,18.801,110.424,169.908,1797.962,1861.465,1883.538,179.000,0.025,0.024,0.029,0.029,0.027
HE.XTT.00,37.122,114.313,169.683,1796.860,1860.056,1882.004,180.000,-0.050,-0.002,0.003,0.007,0.013
BJ.XBZ.00,40.343,115.969,166.660,1781.868,1840.992,1861.297,181.000,0.248,0.295,0.292,0.282,0.288
XJ.TAC.00,46.938,83.167,146.973,1677.163,1712.626,1723.979,182.000,0.137,0.076,0.097,0.107,0.082
XJ.BPM.00,39.883,76.836,144.620,1663.817,1696.803,1707.279,183.000,-0.143,0.147,0.183,0.182,0.159
YP.NEA4.,47.665,121.941,158.964,1742.412,1791.658,1808.139,184.000,0.170,0.224,0.225,0.227,0.226
SX.XIY.00,37.569,113.721,169.139,1794.181,1856.634,1878.281,185.000,0.093,-0.069,-0.060,-0.048,-0.047
II.ARU.00,56.429,58.562,129.635,1574.577,1593.912,1599.747,186.000,0.216,0.328,0.336,0.330,0.330
FJ.YAXT.00,25.723,117.125,178.669,1839.750,1915.694,1942.899,187.000,0.382,0.446,0.446,0.453,0.452
HE.YIX.00,39.351,115.368,167.612,1786.623,1847.017,1867.831,188.000,-0.010,-0.007,-0.007,-0.007,-0.007
BU.TAS.00,40.084,115.493,166.892,1783.030,1842.464,1862.891,189.000,0.102,0.116,0.119,0.118,0.122
GE.MALK.,8.397,80.543,140.994,1642.898,1672.243,1681.450,190.000,0.374,0.289,0.290,0.290,0.290
SX.XIX.00,36.700,110.950,169.129,1794.135,1856.576,1878.217,191.000,-0.048,0.034,0.026,0.020,0.028
XW.DRAK.,19.015,57.761,125.552,1549.001,1565.250,1570.112,192.000,0.237,0.083,0.098,0.094,0.085
LN.YKO.00,40.683,122.603,165.518,1776.129,1833.744,1853.449,193.000,-0.039,-0.034,-0.033,-0.032,-0.032
IC.XAN.00,34.031,108.923,170.256,1799.667,1863.647,1885.916,194.000,-0.135,-0.026,-0.036,-0.036,-0.029
GD.ZIJ.00,23.704,115.167,176.374,1829.038,1901.631,1927.443,195.000,0.367,0.262,0.273,0.281,0.270
CQ.ROC.00,29.379,105.443,169.730,1797.090,1860.350,1882.324,196.000,-0.102,0.167,0.163,0.163,0.165
GE.UGM.,-7.912,110.523,144.543,1663.381,1696.288,1706.737,197.000,0.503,0.469,0.482,0.527,0.512
HA.JS.00,34.610,113.240,171.822,1807.293,1873.433,1896.588,198.000,-0.042,-0.036,-0.043,-0.044,-0.041
QH.LEH.00,38.819,93.414,157.206,1733.130,1780.229,1795.897,199.000,0.191,0.048,0.059,0.062,0.051
ZN.WANI.,-9.338,149.155,131.973,1588.984,1610.199,1616.649,200.000,0.531,0.559,0.567,0.576,0.568
SC.GZA.00,30.117,102.173,166.805,1782.593,1841.909,1862.290,201.000,0.180,0.177,0.187,0.187,0.182
SC.JLO.00,28.996,101.512,166.378,1780.454,1839.204,1859.359,202.000,0.030,0.072,0.065,0.068,0.072
IC.QIZ.00,19.029,109.844,169.772,1797.296,1860.614,1882.612,203.000,0.070,0.236,0.265,0.264,0.252
HI.QSL.00,19.666,110.754,170.795,1802.299,1867.020,1889.592,204.000,-0.080,0.217,0.247,0.283,0.252
CB.HEH.00,50.253,127.410,155.388,1723.432,1768.356,1783.207,205.000,0.219,0.229,0.236,0.238,0.235
GX.DXX.00,22.838,107.186,170.344,1800.093,1864.194,1886.511,206.000,-0.057,0.001,-0.013,-0.011,-0.005
KZ.VOS.,52.723,70.980,137.526,1622.481,1648.542,1656.627,207.000,0.093,0.098,0.105,0.103,0.099
SC.SMK.00,26.855,102.750,167.489,1786.008,1846.236,1866.983,208.000,0.078,0.268,0.272,0.273,0.272
YP.NE56.,44.110,122.350,162.333,1759.908,1813.396,1831.493,209.000,0.133,0.025,0.020,0.009,0.018
JX.ANY.00,25.143,115.394,177.743,1835.445,1910.030,1936.668,210.000,0.220,0.114,0.134,0.134,0.126
SH.QHS.00,30.792,121.259,174.566,1820.479,1890.479,1915.219,211.000,0.078,0.074,0.090,0.090,0.092
NM.LUB.00,44.546,120.882,162.168,1759.061,1812.337,1830.354,212.000,0.076,0.026,0.027,0.031,0.029
HB.JYU.00,29.816,113.839,176.185,1828.148,1900.468,1926.167,213.000,0.424,0.345,0.329,0.328,0.323
SC.BYD.00,27.810,103.188,167.906,1788.082,1848.869,1869.841,214.000,0.050,0.131,0.139,0.126,0.140
SC.PWU.00,32.416,104.548,168.089,1788.991,1850.025,1871.096,215.000,0.284,0.201,0.174,0.184,0.195
JX.GAZ.00,25.790,114.980,177.965,1836.481,1911.391,1938.165,216.000,0.216,0.084,0.091,0.083,0.080
JS.JJ.00,32.066,120.303,174.102,1818.263,1887.603,1912.071,217.000,0.019,0.075,0.081,0.076,0.083
SC.XCE.00,28.942,99.792,164.880,1772.903,1829.682,1849.057,218.000,0.204,0.286,0.286,0.286,0.286
CB.CN2.00,43.480,125.260,162.170,1759.068,1812.345,1830.362,219.000,0.125,0.021,0.018,0.017,0.015
SC.HMS.00,29.572,104.398,168.801,1792.514,1854.508,1875.968,220.000,0.068,-0.011,-0.001,0.009,-0.006
YP.NE36.,42.525,120.584,164.189,1769.398,1825.278,1844.301,221.000,0.281,0.218,0.208,0.201,0.208
AU.NWAO.,-32.928,117.239,120.051,1513.686,1526.250,1529.979,222.000,,,,,
QH.TIJ.00,37.249,98.895,161.768,1757.002,1809.767,1827.587,223.000,0.068,0.146,0.151,0.151,0.150
GS.PLT.00,35.451,106.681,167.940,1788.250,1849.083,1870.074,224.000,0.037,-0.010,-0.019,-0.019,-0.013
XJ.WSU.00,44.123,84.641,149.062,1688.863,1726.579,1738.746,225.000,-0.038,-0.022,-0.012,-0.001,-0.025
HB.HME.00,30.135,115.894,176.787,1830.978,1904.169,1930.229,226.000,0.184,0.205,0.191,0.194,0.175
HN.HEY.00,26.920,112.519,176.192,1828.181,1900.511,1926.214,227.000,0.090,0.097,0.083,0.081,0.095
