evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5
20110101_0957,-27.020,-63.210,586.000,FJ.QZH.00,24.942,118.595,177.364,1833.678,1907.708,1934.116,46.000,7.455,0.395,0.430,0.442,0.450,0.445,-1.400,-1.300,0.970,0.966,-1.000,0.489,0.489,-0.700,0.743,0.489,-0.800,0.766,0.489,-0.800,0.775,0.489,-0.700,0.760,0.489
20110101_0957,-27.020,-63.210,586.000,AK.TNA.,65.560,-167.927,120.479,1516.472,1529.304,1533.114,47.000,0.412,0.024,0.027,0.032,0.034,0.034,8.900,-4.300,0.299,-0.952,-9.800,0.463,0.463,-9.400,0.439,0.463,-9.500,0.503,0.463,-9.400,0.479,0.463,-9.400,0.479,0.463
20110101_0957,-27.020,-63.210,586.000,QH.XUH.00,35.862,102.498,164.965,1773.336,1830.227,1849.646,48.000,4.026,0.145,0.253,0.245,0.254,0.254,-2.000,2.200,0.424,-0.585,-3.200,0.577,0.577,-2.400,0.735,0.577,-2.500,0.738,0.577,-2.400,0.747,0.577,-2.400,0.742,0.577
20110101_0957,-27.020,-63.210,586.000,IC.SSE.00,31.095,121.189,174.399,1819.681,1889.442,1914.084,49.000,5.005,0.287,0.270,0.264,0.345,0.341,7.500,-0.700,0.426,0.127,0.600,0.903,0.903,1.800,0.681,0.903,1.600,0.674,0.903,0.400,0.948,0.903,0.500,0.946,0.903
20110101_0957,-27.020,-63.210,586.000,SC.EMS.00,29.577,103.454,167.990,1788.503,1849.404,1870.422,50.000,3.949,0.048,0.042,0.034,0.035,0.033,-6.100,-2.700,0.712,-0.868,2.500,0.681,0.681,-9.700,0.622,0.681,-9.600,0.606,0.681,-9.600,0.611,0.681,-9.700,0.617,0.681
20110101_0957,-27.020,-63.210,586.000,TM.PHRA.,18.499,100.229,162.538,1760.961,1814.711,1832.909,51.000,4.173,0.032,0.244,0.257,0.258,0.250,-1.300,-4.500,0.570,-0.418,-10.200,0.428,0.428,0.500,0.514,0.428,0.500,0.519,0.428,0.500,0.519,0.428,0.500,0.517,0.428
20110101_0957,-27.020,-63.210,586.000,FJ.YCSG.00,25.336,118.227,177.879,1836.078,1910.862,1937.583,52.000,9.650,0.324,0.344,0.377,0.384,0.366,0.300,-0.400,0.865,0.703,3.400,0.661,0.661,3.200,0.630,0.661,2.900,0.625,0.661,3.000,0.618,0.661,3.100,0.622,0.661
20110101_0957,-27.020,-63.210,586.000,RM.SZP.,17.552,120.455,169.945,1798.143,1861.697,1883.790,53.000,5.915,0.403,0.420,0.415,0.418,0.420,0.700,-4.300,0.575,-0.501,5.400,0.596,0.596,5.500,0.668,0.596,5.400,0.691,0.596,5.200,0.713,0.596,5.200,0.711,0.596
20110101_0957,-27.020,-63.210,586.000,GS.HYS.00,38.401,102.831,163.683,1766.820,1822.044,1840.812,54.000,1.902,0.190,0.006,0.065,0.065,-0.008,4.200,0.500,0.639,-0.679,-5.100,0.613,0.613,-4.500,0.756,0.613,4.300,0.691,0.613,4.200,0.688,0.613,-4.500,0.754,0.613
20110101_0957,-27.020,-63.210,586.000,YN.YUM.00,25.689,101.861,166.564,1781.390,1840.387,1860.641,55.000,2.531,-0.039,0.041,-0.004,-0.003,-0.007,1.300,1.300,0.607,0.496,2.700,0.642,0.642,-2.800,0.510,0.642,2.700,0.504,0.642,2.700,0.500,0.642,2.700,0.492,0.642
20110101_0957,-27.020,-63.210,586.000,GS.HCH.00,36.250,108.461,168.371,1790.390,1851.804,1873.029,56.000,8.036,0.046,-0.016,0.005,-0.006,-0.013,5.900,2.400,0.538,-0.601,5.500,0.383,0.383,0.800,0.409,0.383,1.000,0.350,0.383,-6.100,0.315,0.383,0.900,0.367,0.383
20110101_0957,-27.020,-63.210,586.000,HI.DOF.00,19.066,108.729,169.131,1794.141,1856.584,1878.225,57.000,4.073,-0.156,0.217,0.322,0.215,0.219,-0.400,4.700,0.529,-0.803,6.600,0.408,0.408,1.500,0.605,0.408,0.600,0.944,0.408,1.500,0.580,0.408,1.400,0.592,0.408
20110101_0957,-27.020,-63.210,586.000,HB.DJI.00,32.553,111.525,172.827,1812.148,1879.691,1903.420,58.000,6.572,0.190,0.214,0.204,0.202,0.208,-4.200,4.200,0.646,-0.880,-3.800,0.488,0.488,-2.100,0.490,0.488,-2.100,0.480,0.488,-2.100,0.479,0.488,-2.100,0.490,0.488
20110101_0957,-27.020,-63.210,586.000,GS.HZT.00,35.010,102.911,165.694,1777.018,1834.866,1854.662,59.000,3.488,0.073,0.076,0.070,0.067,0.070,8.700,4.500,0.572,-0.065,-0.400,0.387,0.387,-0.100,0.399,0.387,0.200,0.363,0.387,0.200,0.361,0.387,0.000,0.371,0.387
20110101_0957,-27.020,-63.210,586.000,HL.TAH.00,52.336,124.667,154.004,1715.979,1759.279,1773.517,60.000,4.374,0.277,0.301,0.307,0.312,0.310,-0.900,-0.600,0.626,0.629,-0.500,0.496,0.496,13.400,0.348,0.496,13.400,0.348,0.496,13.400,0.349,0.496,13.400,0.352,0.496
20110101_0957,-27.020,-63.210,586.000,YP.NE63.,44.786,117.814,162.215,1759.298,1812.634,1830.673,61.000,0.348,-0.021,-0.010,-0.012,-0.016,-0.014,-9.400,-4.400,0.175,0.844,4.100,0.202,0.202,5.300,0.215,0.202,5.400,0.218,0.202,5.700,0.218,0.202,5.500,0.219,0.202
20110101_0957,-27.020,-63.210,586.000,HE.XIL.00,40.406,117.471,166.602,1781.578,1840.625,1860.899,62.000,2.620,0.258,0.175,0.176,0.164,0.172,-0.300,-0.100,0.938,0.942,0.300,0.796,0.796,1.200,0.698,0.796,1.300,0.666,0.796,1.400,0.626,0.796,1.300,0.644,0.796
20110101_0957,-27.020,-63.210,586.000,HI.YML.00,19.853,110.280,170.674,1801.709,1866.264,1888.767,63.000,0.358,-0.008,-0.008,-0.008,-0.008,-0.009,11.100,-3.300,0.316,-0.129,-4.700,0.446,0.446,7.400,0.338,0.446,7.300,0.332,0.446,7.300,0.327,0.446,7.300,0.336,0.446
20110101_0957,-27.020,-63.210,586.000,YP.NEA6.,47.606,124.995,158.435,1739.626,1788.222,1804.456,64.000,0.310,0.018,0.006,0.006,0.007,0.006,-0.100,-3.300,0.514,0.932,-0.700,0.696,0.696,-0.500,0.573,0.696,-0.400,0.589,0.696,-0.400,0.592,0.696,-0.400,0.584,0.696
20110101_0957,-27.020,-63.210,586.000,NM.WLT.00,46.040,122.027,160.531,1750.598,1801.796,1819.019,65.000,2.361,0.163,0.179,0.180,0.180,0.179,0.300,0.500,0.770,0.750,-6.100,0.626,0.626,-4.300,0.628,0.626,-4.200,0.614,0.626,-4.100,0.592,0.626,-4.100,0.601,0.626
20110101_0957,-27.020,-63.210,586.000,GS.DBT.00,34.060,103.230,166.383,1780.478,1839.235,1859.392,66.000,2.563,0.135,0.127,0.120,0.127,0.125,-6.500,4.100,0.528,-0.031,0.200,0.704,0.704,-0.100,0.613,0.704,-0.100,0.596,0.704,-0.100,0.605,0.704,-0.100,0.606,0.704
20110101_0957,-27.020,-63.210,586.000,JS.TZ.00,32.409,119.919,173.965,1817.611,1886.757,1911.145,67.000,2.290,0.209,0.344,0.328,0.313,0.322,-2.400,-2.500,0.806,0.823,-0.600,0.625,0.625,-6.600,0.618,0.625,0.100,0.613,0.625,0.000,0.594,0.625,0.100,0.615,0.625
20110101_0957,-27.020,-63.210,586.000,XZ.NAQ.00,31.450,92.090,158.045,1737.574,1785.693,1801.746,68.000,1.445,0.252,0.340,0.365,0.362,0.349,1.700,-2.100,0.710,-0.571,-2.600,0.610,0.610,5.400,0.383,0.610,5.900,0.375,0.610,5.900,0.373,0.610,5.600,0.379,0.610
20110101_0957,-27.020,-63.210,586.000,HI.SAJ.00,19.889,110.641,170.911,1802.865,1867.746,1890.383,69.000,3.536,0.032,0.075,0.083,0.091,0.085,8.600,4.600,0.570,-0.768,-2.700,0.680,0.680,10.700,0.565,0.680,10.700,0.564,0.680,10.700,0.567,0.680,10.700,0.570,0.680
20110101_0957,-27.020,-63.210,586.000,YN.CZS.00,24.904,98.667,163.584,1766.313,1821.409,1840.127,70.000,0.348,0.001,0.008,0.006,0.007,0.007,-11.100,-5.300,0.181,0.705,-8.100,0.408,0.408,-7.700,0.392,0.408,-7.500,0.335,0.408,-7.600,0.353,0.408,-7.600,0.374,0.408
20110101_0957,-27.020,-63.210,586.000,XW.DESH.,12.583,54.239,119.984,1513.250,1525.773,1529.489,71.000,2.004,0.027,0.001,0.066,-0.004,-0.001,0.400,-3.400,0.731,-0.576,5.400,0.447,0.447,3.000,0.543,0.447,-5.900,0.330,0.447,3.100,0.542,0.447,3.000,0.543,0.447
20110101_0957,-27.020,-63.210,586.000,MY.KOM.,1.792,103.847,151.884,1704.450,1745.310,1758.635,72.000,5.809,0.356,0.293,0.299,0.308,0.296,-2.900,-2.900,0.446,0.496,7.900,0.641,0.641,7.400,0.633,0.641,7.400,0.631,0.641,7.300,0.616,0.641,7.400,0.633,0.641
20110101_0957,-27.020,-63.210,586.000,HB.DWU.00,31.499,114.120,174.952,1822.315,1892.865,1917.832,73.000,4.238,0.197,0.126,0.134,0.133,0.112,-5.600,-5.200,0.577,0.352,-2.300,0.699,0.699,-3.600,0.806,0.699,-3.500,0.813,0.699,-3.400,0.814,0.699,-3.600,0.811,0.699
20110101_0957,-27.020,-63.210,586.000,XJ.KSZ.00,39.591,75.941,143.981,1660.163,1692.492,1702.738,74.000,0.768,0.127,0.273,0.259,0.262,0.270,6.100,2.100,0.497,-0.583,4.800,0.420,0.420,6.800,0.563,0.420,7.000,0.593,0.420,7.000,0.592,0.420,6.900,0.578,0.420
20110101_0957,-27.020,-63.210,586.000,YP.NE5A.,44.074,126.907,161.099,1753.541,1805.455,1822.950,75.000,1.658,0.094,0.171,0.029,0.032,0.033,7.500,-2.100,0.324,-0.320,-6.700,0.580,0.580,-6.200,0.590,0.580,-7.600,0.410,0.580,-7.600,0.412,0.580,-7.600,0.406,0.580
20110101_0957,-27.020,-63.210,586.000,YN.MLP.00,23.128,104.702,168.387,1790.470,1851.906,1873.140,76.000,0.360,0.065,0.055,0.055,0.054,0.054,9.700,5.300,0.231,0.453,0.200,0.706,0.706,-3.700,0.516,0.706,-3.500,0.538,0.706,-3.600,0.530,0.706,-3.700,0.520,0.706
20110101_0957,-27.020,-63.210,586.000,HL.WUC.00,45.125,127.080,160.116,1748.433,1799.110,1816.135,77.000,3.689,0.110,0.261,0.278,0.275,0.272,0.300,0.000,0.532,0.524,5.300,0.570,0.570,0.600,0.559,0.570,0.500,0.551,0.570,0.500,0.537,0.570,0.500,0.537,0.570
20110101_0957,-27.020,-63.210,586.000,SN.NSHT.00,33.325,108.323,170.346,1800.106,1864.210,1886.528,78.000,2.582,-0.227,-0.218,-0.228,-0.217,-0.215,4.300,4.400,0.852,0.796,-2.400,0.455,0.455,-1.800,0.644,0.455,-1.700,0.659,0.455,-1.600,0.682,0.455,-1.700,0.663,0.455
20110101_0957,-27.020,-63.210,586.000,SD.TCH.00,34.703,118.457,172.185,1809.051,1875.696,1899.058,79.000,5.163,-0.129,0.027,0.052,0.063,0.051,-4.200,-4.000,0.916,0.958,-3.200,0.742,0.742,-2.900,0.673,0.742,-2.800,0.665,0.742,-2.800,0.657,0.742,-2.800,0.662,0.742
20110101_0957,-27.020,-63.210,586.000,YN.YAJ.00,28.112,104.231,168.819,1792.604,1854.623,1876.093,80.000,0.862,0.192,0.156,-0.038,-0.036,-0.030,2.300,2.800,0.837,0.597,-1.600,0.634,0.634,-1.400,0.791,0.634,8.300,0.600,0.634,8.300,0.599,0.634,8.300,0.599,0.634
