evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20110101_0957,2011,1,1,9,57,3,-27.020,-63.210,586,-2.47e26,-0.125e26,2.59e26,-1.76e26,2.98e26,-0.774e26
