evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20071016_2105,2007,10,16,21,5,46,-25.700,179.720,512.4,0.264e26,-0.461e26,0.197e26,-0.179e26,-0.726e26,-0.499e26
