station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
OE.WTTA.,47.264,11.636,156.467,1742.358,1788.281,1803.490,32.000,0.549,0.586,0.605,0.612,0.612
GR.MOX.,50.646,11.616,153.436,1726.041,1768.400,1782.268,33.000,0.649,0.647,0.678,0.684,0.672
II.OBN.10,55.115,36.567,140.187,1651.219,1679.536,1688.380,34.000,0.606,0.604,0.656,0.662,0.634
RO.BUC1.,44.348,26.028,151.734,1716.754,1757.167,1770.311,35.000,0.344,0.480,0.554,0.552,0.531
II.LVZ.00,67.898,34.651,132.824,1607.167,1628.867,1635.471,36.000,0.673,0.620,0.661,0.661,0.654
FR.ESCA.00,43.831,7.374,160.831,1765.342,1816.623,1833.858,37.000,0.340,0.365,0.393,0.395,0.391
NE.BRYW.,41.920,-71.534,120.344,1528.473,1541.046,1544.773,38.000,0.377,0.359,0.355,0.360,0.359
CH.TORNY.,46.774,6.959,158.156,1751.327,1799.290,1815.268,39.000,0.576,0.633,0.653,0.667,0.657
IU.LSZ.10,-15.278,28.188,130.531,1593.079,1612.910,1618.899,40.000,0.379,0.378,0.374,0.376,0.373
IU.KBS.00,78.915,11.939,126.504,1567.946,1584.689,1589.700,41.000,0.436,0.449,0.434,0.441,0.443
GE.ZKR.,35.115,26.217,155.382,1736.548,1781.181,1795.905,42.000,0.705,0.725,0.728,0.736,0.728
NE.WES.,42.385,-71.322,120.568,1529.928,1542.641,1546.411,43.000,0.500,0.484,0.471,0.487,0.487
ZE.SILE.,12.407,41.188,138.817,1643.151,1670.170,1678.570,44.000,0.606,0.553,0.483,0.505,0.512
YL.PANC.01,40.647,34.301,147.712,1694.414,1730.399,1741.927,45.000,0.585,0.611,0.621,0.622,0.619
GR.GRB3.,49.343,11.805,154.563,1732.137,1775.807,1790.168,46.000,0.508,0.598,0.647,0.652,0.642
SK.VYHS.,48.494,18.836,152.745,1722.281,1763.845,1777.416,47.000,0.656,0.640,0.629,0.619,0.631
NO.SPB1.00,78.180,16.391,126.962,1570.829,1587.910,1593.026,48.000,0.442,0.364,0.386,0.384,0.381
CU.GRGR.,12.132,-61.654,120.877,1531.935,1544.842,1548.671,49.000,0.185,0.253,0.304,0.294,0.262
II.CMLA.00,37.764,-25.524,155.490,1737.126,1781.885,1796.657,50.000,0.163,0.206,0.235,0.225,0.215
ZE.CHIE.,11.598,40.019,139.498,1647.172,1674.833,1683.452,51.000,0.488,0.561,0.550,0.561,0.561
GR.CLL.,51.308,13.002,152.462,1720.738,1761.978,1775.429,52.000,0.752,0.749,0.739,0.731,0.738
CH.WILA.,47.415,8.908,157.104,1745.752,1792.440,1807.937,53.000,0.400,0.439,0.493,0.519,0.501
PL.WAR.,52.242,21.024,148.971,1701.464,1738.810,1750.829,54.000,0.610,0.667,0.716,0.726,0.711
II.BRVK.00,53.058,70.283,121.790,1537.850,1551.341,1555.347,55.000,0.582,0.588,0.591,0.589,0.587
CH.AIGLE.,46.342,6.953,158.568,1753.501,1801.969,1818.137,56.000,0.532,0.646,0.689,0.720,0.713
7E.PC21.,49.670,12.678,154.015,1729.179,1772.210,1786.330,57.000,0.626,0.716,0.761,0.765,0.749
XS.S126.01,38.460,23.497,156.265,1741.278,1786.958,1802.076,58.000,0.521,0.505,0.551,0.549,0.538
CH.EMV.,46.063,6.899,158.845,1754.956,1803.764,1820.060,59.000,0.175,0.169,0.171,0.167,0.170
YL.SYUN.01,40.838,33.529,148.214,1697.229,1733.753,1745.476,60.000,0.593,0.593,0.619,0.622,0.614
CU.ANWB.,17.668,-61.786,122.767,1544.143,1558.273,1562.476,61.000,0.479,0.447,0.462,0.440,0.450
GE.TIRR.,44.458,28.413,150.217,1708.387,1747.102,1759.621,62.000,0.435,0.567,0.683,0.661,0.639
GR.GRA4.,49.564,11.435,154.466,1731.619,1775.177,1789.495,63.000,0.612,0.701,0.698,0.683,0.693
ZF.BTIE.,11.195,40.022,139.317,1646.101,1673.590,1682.151,64.000,0.504,0.375,0.312,0.329,0.337
7E.PG44.,51.610,19.653,149.992,1707.144,1745.611,1758.039,65.000,0.427,0.529,0.576,0.584,0.581
II.ARU.00,56.430,58.562,128.252,1578.915,1596.970,1602.391,66.000,0.689,0.670,0.687,0.684,0.677
AF.DODT.,-6.186,35.748,132.668,1606.217,1627.788,1634.349,67.000,0.039,0.023,0.026,0.028,0.025
CH.SENIN.,46.363,7.299,158.472,1752.993,1801.343,1817.467,68.000,0.483,0.526,0.557,0.551,0.553
YL.CAKM.01,40.015,37.367,145.615,1682.563,1716.324,1727.061,69.000,0.544,0.510,0.481,0.484,0.497
KZ.VOS.,52.723,70.980,121.360,1535.064,1548.278,1552.200,70.000,0.577,0.614,0.635,0.635,0.624
X5.MNGN.,64.663,-72.434,120.671,1530.600,1543.378,1547.167,71.000,0.201,0.095,0.118,0.125,0.109
GR.GRB4.,49.468,11.559,154.519,1731.902,1775.522,1789.864,72.000,0.657,0.726,0.746,0.747,0.751
CN.FRB.,63.747,-68.545,122.447,1542.088,1556.008,1560.146,73.000,0.106,0.212,0.210,0.200,0.203
IS.HRFI.,30.040,35.030,148.609,1699.442,1736.394,1748.272,74.000,0.706,0.780,0.794,0.810,0.805
IU.FURI.10,8.895,38.680,139.402,1646.605,1674.175,1682.763,75.000,0.475,0.463,0.454,0.457,0.461
XS.S035.01,38.661,24.108,155.747,1738.506,1783.571,1798.457,76.000,0.418,0.408,0.464,0.464,0.447
ZP.MLBA.02,-1.838,31.670,138.614,1641.952,1668.781,1677.117,77.000,0.159,0.159,0.170,0.173,0.159
NS.BJO1.00,74.504,19.004,130.176,1590.883,1610.431,1616.329,78.000,0.084,0.088,0.093,0.093,0.091
IU.FURI.00,8.895,38.680,139.402,1646.605,1674.175,1682.763,79.000,0.469,0.462,0.453,0.457,0.460
XS.S039.01,37.457,24.949,155.615,1737.798,1782.706,1797.534,80.000,0.719,0.661,0.721,0.723,0.705
YL.KUYL.01,41.590,34.332,147.407,1692.696,1728.354,1739.764,81.000,0.680,0.687,0.671,0.677,0.685
II.BFO.00,48.330,8.330,156.385,1741.919,1787.744,1802.916,82.000,0.578,0.577,0.606,0.614,0.605
GR.BFO.,48.330,8.330,156.385,1741.919,1787.744,1802.916,83.000,0.586,0.588,0.622,0.630,0.621
XS.S019.01,38.259,23.065,156.657,1743.371,1789.522,1804.816,84.000,0.742,0.644,0.644,0.644,0.650
GT.BOSA.00,-28.614,25.256,120.403,1528.853,1541.462,1545.201,85.000,0.126,0.138,0.144,0.151,0.148
HE.VAF.,63.047,22.668,139.699,1648.350,1676.201,1684.885,86.000,0.531,0.574,0.603,0.605,0.593
AF.PKA.,-29.670,22.757,120.387,1528.751,1541.350,1545.086,87.000,0.034,0.019,0.022,0.030,0.025
7E.ROC.,50.251,13.771,153.170,1724.598,1766.650,1780.404,88.000,0.702,0.738,0.764,0.773,0.766
YL.CALT.01,41.328,35.125,146.919,1689.948,1725.086,1736.311,89.000,0.731,0.728,0.717,0.721,0.728
ZF.SEKE.,12.622,39.033,140.811,1654.875,1683.793,1692.843,90.000,0.370,0.361,0.379,0.372,0.369
GE.STU.,48.772,9.195,155.771,1738.635,1783.728,1798.625,91.000,0.716,0.722,0.759,0.760,0.756
ZP.ROTI.02,1.626,33.600,139.472,1647.015,1674.651,1683.261,92.000,0.216,0.212,0.217,0.222,0.217
IU.KMBO.10,-1.127,37.252,134.902,1619.780,1643.251,1650.450,93.000,0.415,0.413,0.434,0.432,0.427
CZ.MORC.,49.777,17.542,152.261,1719.638,1760.648,1774.014,94.000,0.643,0.632,0.648,0.627,0.637
GE.MATE.,40.649,16.704,159.445,1758.111,1807.660,1824.237,95.000,0.534,0.545,0.570,0.565,0.563
7E.PC26.,50.086,12.840,153.598,1726.919,1769.465,1783.403,96.000,0.012,0.002,-0.004,-0.007,-0.005
7E.PG45.,51.888,20.595,149.412,1703.919,1741.746,1753.941,97.000,0.497,0.506,0.535,0.538,0.522
YL.CRLU.01,40.064,34.357,147.835,1695.104,1731.220,1742.796,98.000,0.652,0.640,0.641,0.651,0.654
YL.OGUR.01,41.109,35.165,146.954,1690.142,1725.317,1736.555,99.000,0.721,0.723,0.673,0.693,0.705
EE.VSU.,58.462,26.735,142.139,1662.605,1692.822,1702.321,100.000,0.757,0.755,0.765,0.762,0.761
4F.LOKAA.,65.157,-16.820,139.151,1645.126,1672.458,1680.965,101.000,-0.045,0.043,0.063,0.064,0.055
CH.MUGIO.,45.922,9.042,158.448,1752.867,1801.188,1817.300,102.000,0.541,0.560,0.582,0.592,0.584
ZF.SMRE.,13.198,39.211,140.898,1655.382,1684.384,1693.463,103.000,0.328,0.171,0.150,0.153,0.154
HU.PKSM.,46.212,18.641,154.543,1732.030,1775.678,1790.030,104.000,0.674,0.596,0.601,0.614,0.604
GE.MHV.,54.959,37.766,139.684,1648.262,1676.099,1684.778,105.000,0.616,0.633,0.685,0.675,0.663
II.KIV.00,43.955,42.686,140.866,1655.193,1684.163,1693.231,106.000,0.747,0.729,0.741,0.738,0.736
GR.UBBA.,50.819,10.001,153.675,1727.336,1769.972,1783.944,107.000,0.582,0.610,0.641,0.653,0.634
CH.PLONS.,47.049,9.381,157.320,1746.898,1793.846,1809.441,108.000,0.553,0.589,0.631,0.643,0.631
XS.S025.01,38.566,23.213,156.419,1742.099,1787.964,1803.151,109.000,0.202,0.192,0.202,0.202,0.200
LD.UCCT.,41.794,-72.226,119.816,1525.033,1537.280,1540.909,110.000,0.359,0.559,0.564,0.568,0.565
KZ.CHKZ.,53.676,70.615,121.607,1536.662,1550.035,1554.005,111.000,0.637,0.644,0.662,0.659,0.651
GT.DBIC.00,6.670,-4.857,160.475,1763.489,1814.322,1831.387,112.000,0.007,0.023,0.025,0.036,0.029
II.ASCN.10,-7.933,-14.360,143.687,1671.544,1703.315,1713.353,113.000,0.130,0.163,0.161,0.161,0.156
IU.KONO.10,59.649,9.598,145.364,1681.139,1714.637,1725.281,114.000,0.412,0.415,0.444,0.444,0.435
FN.OUL.,65.086,25.893,137.220,1633.679,1659.221,1667.120,115.000,0.593,0.596,0.642,0.649,0.631
TH.PLN.,50.485,12.157,153.435,1726.039,1768.398,1782.266,116.000,0.624,0.649,0.662,0.663,0.663
CH.FUSIO.,46.455,8.663,158.057,1750.806,1798.649,1814.582,117.000,0.531,0.523,0.567,0.584,0.569
RO.DRGR.,46.792,22.711,152.129,1718.916,1759.777,1773.087,118.000,0.698,0.716,0.733,0.728,0.728
RO.BZS.,45.619,21.640,153.459,1726.166,1768.552,1782.430,119.000,0.549,0.686,0.744,0.749,0.724
ZE.MILE.,11.424,40.765,138.765,1642.848,1669.819,1678.202,120.000,0.470,0.517,0.514,0.519,0.519
ZF.AKEE.,10.888,39.168,139.925,1649.682,1677.748,1686.506,121.000,0.186,0.099,0.096,0.096,0.097
XY.LIA.00,39.900,25.180,154.464,1731.604,1775.159,1789.476,122.000,0.563,0.537,0.498,0.515,0.520
YL.BEKI.01,41.315,34.263,147.541,1693.451,1729.252,1740.714,123.000,0.754,0.764,0.748,0.759,0.764
AF.KTWE.,-12.814,28.209,132.537,1605.411,1626.872,1633.396,124.000,0.005,0.026,0.025,0.023,0.025
TH.PST.,50.863,12.253,153.069,1724.045,1765.981,1779.691,125.000,0.598,0.639,0.663,0.659,0.659
YL.KARA.01,40.688,35.245,147.014,1690.480,1725.719,1736.980,126.000,0.694,0.706,0.683,0.700,0.706
GE.SUMG.,72.576,-38.454,128.746,1582.000,1600.434,1605.975,127.000,0.314,0.212,0.240,0.237,0.219
HE.JOF.,62.919,31.309,137.354,1634.473,1660.136,1668.077,128.000,0.667,0.657,0.664,0.658,0.660
XK.LP23.00,66.882,28.940,135.040,1620.614,1644.206,1651.445,129.000,,,,,
CZ.NKC.,50.233,12.448,153.580,1726.825,1769.351,1783.282,130.000,0.741,0.745,0.764,0.759,0.750
NL.GUR1.,51.169,5.785,154.113,1729.711,1772.856,1787.019,131.000,0.216,0.485,0.500,0.502,0.502
FR.CALF.00,43.753,6.922,161.021,1766.326,1817.846,1835.172,132.000,0.178,0.200,0.205,0.204,0.205
SK.CRVS.,48.902,21.461,151.281,1714.262,1754.165,1767.120,133.000,0.321,0.353,0.400,0.404,0.391
SK.ZST.,48.196,17.103,153.699,1727.466,1770.130,1784.112,134.000,0.185,0.201,0.200,0.204,0.201
YL.DUMA.01,40.918,35.140,147.026,1690.550,1725.802,1737.068,135.000,0.731,0.724,0.690,0.703,0.715
ZF.GASE.,11.681,38.921,140.499,1653.048,1681.665,1690.611,136.000,0.371,0.302,0.293,0.299,0.298
DK.SFJD.00,66.996,-50.621,128.602,1581.102,1599.425,1604.931,137.000,0.040,0.117,0.096,0.095,0.107
ZE.TRUE.,12.484,40.316,139.620,1647.890,1675.667,1684.325,138.000,0.432,0.325,0.340,0.338,0.331
CH.BERNI.,46.414,10.023,157.720,1749.020,1796.453,1812.231,139.000,0.510,0.579,0.640,0.645,0.637
NL.WTSB.01,51.966,6.799,153.191,1724.711,1766.787,1780.550,140.000,0.073,0.063,0.061,0.060,0.061
CH.BALST.,47.336,7.695,157.464,1747.663,1794.786,1810.446,141.000,0.535,0.567,0.600,0.613,0.602
ZP.KBLE.02,-1.254,29.992,140.222,1651.426,1679.776,1688.631,142.000,0.460,0.444,0.451,0.454,0.449
YL.KIZIK.01,40.048,36.536,146.226,1686.031,1720.436,1731.400,143.000,0.726,0.711,0.670,0.688,0.701
FR.SAOF.00,43.987,7.555,160.638,1764.339,1815.377,1832.520,144.000,0.038,0.046,0.048,0.049,0.048
CZ.DPC.,50.350,16.322,152.239,1719.521,1760.508,1773.865,145.000,0.604,0.598,0.642,0.642,0.637
GE.APE.,37.069,25.531,155.320,1736.213,1780.773,1795.469,146.000,0.708,0.701,0.730,0.726,0.718
XK.LP72.00,68.953,25.712,134.075,1614.779,1637.537,1644.495,147.000,0.592,0.592,0.617,0.618,0.610
GR.BRG.,50.873,13.944,152.572,1721.341,1762.708,1776.206,148.000,0.764,0.765,0.772,0.768,0.771
HE.MEF.,60.217,24.396,141.544,1659.148,1688.780,1698.076,149.000,0.693,0.662,0.695,0.696,0.685
GE.IBBN.,52.306,7.759,152.709,1722.087,1763.610,1777.166,150.000,0.655,0.650,0.655,0.653,0.654
GR.BSEG.,53.936,10.316,150.687,1710.990,1750.228,1762.939,151.000,0.474,0.542,0.528,0.520,0.532
GR.TNS.,50.224,8.449,154.570,1732.179,1775.858,1790.223,152.000,0.665,0.725,0.741,0.747,0.745
RO.BUR31.,47.644,25.200,150.285,1708.765,1747.556,1760.103,153.000,0.554,0.561,0.529,0.535,0.540
YL.DERE.01,41.477,35.064,146.919,1689.947,1725.085,1736.310,154.000,0.708,0.683,0.655,0.675,0.683
ZP.SAKA.02,-0.315,31.737,139.607,1647.813,1675.577,1684.231,155.000,0.462,0.499,0.493,0.487,0.486
II.OBN.00,55.115,36.567,140.187,1651.219,1679.536,1688.380,156.000,0.612,0.605,0.659,0.664,0.636
XS.S032.01,38.591,23.758,156.024,1739.991,1785.384,1800.395,157.000,0.529,0.537,0.584,0.576,0.564
ZP.BUTI.02,1.819,31.326,141.334,1657.925,1687.351,1696.577,158.000,0.210,0.233,0.211,0.201,0.211
7E.PG22.,49.643,14.899,153.328,1725.457,1767.692,1781.514,159.000,0.601,0.681,0.696,0.699,0.699
NO.SPB3.00,78.174,16.358,126.970,1570.877,1587.963,1593.082,160.000,0.468,0.401,0.417,0.424,0.412
II.ASCN.00,-7.933,-14.360,143.687,1671.544,1703.315,1713.353,161.000,0.034,0.085,0.085,0.093,0.081
ZP.MAUS.02,-2.741,36.704,134.285,1616.048,1638.986,1646.004,162.000,0.147,0.191,0.202,0.200,0.190
IU.KEV.10,69.757,27.003,133.155,1609.183,1631.160,1637.857,163.000,0.633,0.589,0.600,0.605,0.601
SX.TANN.,50.415,12.461,153.414,1725.920,1768.254,1782.113,164.000,0.609,0.653,0.693,0.704,0.691
AF.UPI.,-28.362,21.253,122.112,1539.923,1553.622,1557.693,165.000,0.163,0.133,0.134,0.145,0.141
ZP.JNJA.02,0.446,33.182,139.032,1644.424,1671.645,1680.114,166.000,0.175,0.125,0.159,0.164,0.146
GR.GRC1.,48.995,11.520,154.956,1734.260,1778.391,1792.927,167.000,0.703,0.705,0.722,0.727,0.721
XS.S028.01,38.047,23.864,156.177,1740.806,1786.382,1801.460,168.000,0.613,0.574,0.627,0.620,0.605
XS.S027.01,38.237,23.666,156.240,1741.143,1786.794,1801.900,169.000,0.665,0.573,0.630,0.630,0.608
CH.BOURR.,47.394,7.230,157.509,1747.903,1795.080,1810.761,170.000,0.664,0.684,0.716,0.734,0.719
IU.ANTO.00,39.868,32.794,149.040,1701.846,1739.267,1751.314,171.000,0.752,0.764,0.784,0.787,0.780
RO.PLOR.,45.851,26.650,150.543,1710.195,1749.273,1761.925,172.000,0.090,0.077,0.081,0.071,0.068
IU.SFJD.00,66.996,-50.621,128.602,1581.103,1599.426,1604.932,173.000,0.081,0.197,0.181,0.179,0.189
IU.KEV.00,69.757,27.003,133.155,1609.183,1631.160,1637.857,174.000,0.620,0.569,0.577,0.582,0.580
GE.SFJD.00,66.996,-50.621,128.602,1581.103,1599.426,1604.932,175.000,0.081,0.197,0.181,0.179,0.189
YL.ALIC.01,40.978,33.487,148.201,1697.156,1733.666,1745.384,176.000,0.574,0.589,0.640,0.632,0.619
DK.SUMG.,72.576,-38.454,128.746,1582.000,1600.434,1605.975,177.000,0.314,0.212,0.240,0.237,0.219
NS.NSS.00,64.530,11.966,140.371,1652.298,1680.791,1689.695,178.000,0.395,0.397,0.397,0.388,0.393
GR.GRC2.,48.867,11.374,155.114,1735.107,1779.423,1794.028,179.000,0.689,0.721,0.738,0.740,0.736
II.ESK.00,55.317,-3.205,150.306,1708.882,1747.696,1760.251,180.000,0.326,0.197,0.178,0.169,0.177
YL.YIKI.01,40.748,35.954,146.480,1687.465,1722.138,1733.197,181.000,0.788,0.754,0.707,0.725,0.741
NE.PQI.,46.670,-68.013,123.349,1547.883,1562.404,1566.727,182.000,0.171,0.257,0.251,0.253,0.255
CH.HASLI.,46.757,8.151,157.904,1749.993,1797.650,1813.511,183.000,0.136,0.151,0.161,0.162,0.159
PL.OJC.,50.220,19.798,151.019,1712.820,1752.428,1765.275,184.000,0.457,0.564,0.628,0.650,0.623
PM.PESTR.,38.867,-7.590,165.468,1789.093,1846.342,1865.880,185.000,-0.081,0.181,0.197,0.201,0.195
SX.GUNZ.,50.363,12.332,153.496,1726.369,1768.798,1782.693,186.000,0.540,0.561,0.597,0.609,0.599
KZ.ABKAR.,49.256,59.943,128.362,1579.601,1597.740,1603.188,187.000,0.627,0.623,0.615,0.629,0.630
Y1.N7001.,68.400,15.954,136.194,1627.550,1652.161,1659.748,188.000,0.049,0.026,0.034,0.038,0.034
IU.TSUM.00,-19.202,17.584,131.858,1601.254,1622.156,1628.495,189.000,0.604,0.575,0.574,0.578,0.580
ZP.PIGI.02,0.231,32.319,139.541,1647.421,1675.122,1683.754,190.000,0.354,0.340,0.333,0.335,0.334
GE.LAST.,35.161,25.479,155.951,1739.600,1784.906,1799.884,191.000,0.680,0.670,0.727,0.726,0.708
XK.LP81.00,68.483,22.119,135.154,1621.299,1644.990,1652.263,192.000,0.501,0.432,0.445,0.445,0.441
OE.OBKA.,46.509,14.549,156.080,1740.291,1785.752,1800.787,193.000,0.280,0.398,0.451,0.468,0.454
ZP.FOPO.02,0.663,30.282,141.340,1657.960,1687.391,1696.619,194.000,0.233,0.241,0.236,0.239,0.237
YL.DOGL.01,40.391,35.284,147.065,1690.772,1726.065,1737.346,195.000,0.685,0.680,0.612,0.641,0.663
CH.LLS.,46.847,9.008,157.605,1748.410,1795.704,1811.428,196.000,0.543,0.572,0.611,0.618,0.616
EE.MTSE.,58.714,23.815,142.917,1667.109,1698.102,1707.870,197.000,0.666,0.663,0.674,0.660,0.667
4F.KOLLA.,65.290,-16.567,139.070,1644.645,1671.901,1680.382,198.000,0.114,0.009,0.015,0.010,0.011
NO.NC405.00,61.113,11.715,143.658,1671.378,1703.119,1713.147,199.000,0.278,0.368,0.397,0.404,0.394
II.BORG.10,64.747,-21.327,138.675,1642.316,1669.202,1677.558,200.000,-0.004,0.020,0.043,0.045,0.034
GE.KMBO.00,-1.127,37.252,134.902,1619.780,1643.251,1650.450,201.000,0.434,0.433,0.453,0.450,0.446
GR.GRB2.,49.270,11.668,154.667,1732.700,1776.493,1790.900,202.000,0.655,0.713,0.718,0.706,0.711
XY.LKR.00,38.650,23.000,156.531,1742.696,1788.695,1803.932,203.000,0.499,0.412,0.403,0.394,0.412
CH.DIX.,46.081,7.408,158.714,1754.268,1802.915,1819.150,204.000,0.482,0.587,0.595,0.595,0.610
GR.GRA1.,49.691,11.220,154.410,1731.314,1774.806,1789.100,205.000,0.655,0.782,0.787,0.775,0.785
SX.WERN.,50.287,12.376,153.552,1726.672,1769.165,1783.084,206.000,0.625,0.645,0.670,0.669,0.665
G.TAM.00,22.791,5.528,173.959,1830.849,1899.675,1923.905,207.000,0.295,0.335,0.349,0.349,0.341
XS.S021.01,38.361,23.089,156.596,1743.045,1789.121,1804.388,208.000,0.673,0.627,0.609,0.617,0.622
IU.GNI.00,40.148,44.741,140.037,1650.340,1678.513,1687.308,209.000,0.425,0.423,0.471,0.449,0.439
YL.BEDI.01,41.121,33.506,148.142,1696.829,1733.276,1744.971,210.000,0.632,0.624,0.616,0.630,0.630
NO.SPB4.00,78.179,16.348,126.966,1570.850,1587.934,1593.051,211.000,0.458,0.388,0.405,0.402,0.402
7E.PB43.,51.631,15.709,151.364,1714.721,1754.717,1767.707,212.000,0.476,0.505,0.506,0.483,0.496
ZE.AFME.,13.204,40.859,139.441,1646.834,1674.441,1683.041,213.000,0.472,0.465,0.464,0.459,0.461
RO.VRI.,45.866,26.728,150.490,1709.902,1748.920,1761.551,214.000,0.022,0.030,0.028,0.028,0.030
HU.BEHE.,46.471,16.776,155.191,1735.524,1779.931,1794.571,215.000,0.219,0.262,0.264,0.267,0.270
ZF.MAYE.,12.783,39.534,140.438,1652.691,1681.249,1690.175,216.000,0.334,0.259,0.242,0.245,0.249
GR.GRA2.,49.654,11.358,154.406,1731.292,1774.780,1789.072,217.000,0.637,0.763,0.772,0.762,0.769
NO.NBO00.00,61.031,10.777,143.874,1672.621,1704.582,1714.687,218.000,0.439,0.439,0.467,0.478,0.465
GE.PSZ.,47.918,19.894,152.710,1722.093,1763.617,1777.173,219.000,0.686,0.684,0.694,0.682,0.684
GE.KWP.,49.631,22.708,150.191,1708.247,1746.934,1759.443,220.000,0.506,0.589,0.594,0.598,0.595
4F.UTYRA.,65.036,-16.319,139.344,1646.265,1673.780,1682.350,221.000,0.033,0.065,0.053,0.040,0.052
CH.ZUR.,47.369,8.581,157.227,1746.406,1793.243,1808.795,222.000,0.408,0.342,0.340,0.340,0.338
4F.MYVOA.,65.156,-16.369,139.226,1645.567,1672.970,1681.501,223.000,0.003,0.072,0.076,0.074,0.072
XK.LP62.00,68.160,25.776,134.723,1618.702,1642.018,1649.164,224.000,0.607,0.581,0.595,0.595,0.590
SX.SCHF.,50.677,12.403,153.195,1724.730,1766.811,1780.575,225.000,0.644,0.643,0.656,0.655,0.652
GR.GRB5.,49.111,11.675,154.808,1733.459,1777.416,1791.885,226.000,0.520,0.572,0.608,0.608,0.598
YL.PELI.01,41.113,34.299,147.576,1693.650,1729.490,1740.965,227.000,0.640,0.629,0.639,0.641,0.642
NO.SPB2.00,78.174,16.385,126.968,1570.863,1587.948,1593.066,228.000,0.480,0.404,0.414,0.426,0.413
SX.NEUB.,51.194,11.772,152.896,1723.106,1764.844,1778.480,229.000,0.735,0.738,0.759,0.756,0.752
