group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,28.0,-25.7,179.72,512.4,40.052,32.916,148.939,4.441,0.832,0.269,0.721,0.255,0.457,0.353,0.2,0.436,-0.382,0.448,-0.314,0.416,-0.118,0.413
1.0,49.0,-25.7,179.72,512.4,50.79,15.282,152.108,5.598,1.065,0.788,0.998,0.537,0.696,0.571,0.42,0.494,0.116,0.47,-0.055,0.49,0.059,0.512
3.0,3.0,-25.7,179.72,512.4,52.879,62.503,126.391,2.71,1.6,1.558,0.367,0.125,0.0,0.374,-0.067,0.368,-0.433,0.309,-0.167,0.287,-0.1,0.327
4.0,2.0,-25.7,179.72,512.4,31.239,35.226,148.42,0.19,1.3,0.1,1.2,0.0,0.85,0.05,0.65,0.05,-0.1,0.1,0.1,0.1,0.3,0.1
