evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20211009_1058,2021,10,9,10,58,35,-21.310,174.380,532.3,0.251e26,-1.99e26,1.73e26,-0.347e26,-1.32e26,1.8e26
