evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5
20211009_1058,-21.310,174.380,532.300,GE.KARP.,35.547,27.161,148.057,1692.747,1729.173,1740.863,10.000,1.549,0.270,0.339,0.338,0.336,0.337,-7.000,-2.300,0.729,-0.658,-6.000,0.618,0.618,1.500,0.807,0.618,1.200,0.793,0.618,1.300,0.786,0.618,1.400,0.789,0.618
20211009_1058,-21.310,174.380,532.300,IV.STAL.,46.260,12.710,150.926,1708.702,1748.278,1761.118,11.000,2.671,0.474,0.349,0.328,0.313,0.323,0.100,-4.100,0.372,-0.523,-0.900,0.515,0.515,-1.600,0.524,0.515,-1.900,0.564,0.515,-2.100,0.603,0.515,-2.000,0.576,0.515
20211009_1058,-21.310,174.380,532.300,MN.VSL.,39.496,9.378,157.753,1745.576,1793.125,1808.950,12.000,2.339,0.082,0.133,0.145,0.154,0.143,2.000,2.200,0.691,0.758,1.500,0.786,0.786,1.200,0.868,0.786,1.100,0.839,0.786,1.000,0.813,0.786,1.100,0.838,0.786
20211009_1058,-21.310,174.380,532.300,KO.SARI.,38.407,36.418,140.172,1647.546,1675.913,1684.777,13.000,1.984,0.406,0.332,0.324,0.324,0.326,1.300,1.100,0.889,0.909,1.200,0.925,0.925,1.500,0.840,0.925,0.800,0.644,0.925,1.100,0.705,0.925,1.300,0.756,0.925
20211009_1058,-21.310,174.380,532.300,CH.LIENZ.,47.294,9.492,151.290,1710.707,1750.692,1763.682,14.000,5.012,0.483,0.476,0.495,0.490,0.496,2.300,-1.300,0.481,-0.670,2.000,0.467,0.467,-6.400,0.454,0.467,-6.700,0.460,0.467,-6.900,0.485,0.467,-6.800,0.475,0.467
20211009_1058,-21.310,174.380,532.300,CH.MUO.,46.968,8.637,151.862,1713.849,1754.480,1767.709,15.000,1.450,0.499,0.510,0.514,0.503,0.510,6.700,3.500,0.593,-0.403,6.700,0.523,0.523,6.300,0.489,0.523,5.900,0.495,0.523,5.600,0.506,0.523,5.800,0.501,0.523
20211009_1058,-21.310,174.380,532.300,KO.SIMA.,39.083,28.983,145.523,1678.445,1712.179,1722.909,16.000,0.579,0.082,0.050,0.057,0.058,0.055,-6.900,-4.700,0.313,0.300,-8.900,0.401,0.401,-7.700,0.383,0.401,1.800,0.374,0.401,1.800,0.380,0.401,1.800,0.371,0.401
20211009_1058,-21.310,174.380,532.300,FR.SPIF.00,44.056,7.237,154.883,1730.253,1774.373,1788.908,17.000,1.761,0.469,0.478,0.492,0.504,0.497,1.800,1.600,0.805,0.808,1.300,0.813,0.813,0.700,0.876,0.813,0.500,0.902,0.813,0.300,0.920,0.813,0.400,0.907,0.813
20211009_1058,-21.310,174.380,532.300,NL.ARCN.,51.501,6.194,148.437,1694.879,1731.716,1743.555,18.000,1.136,0.170,0.212,0.208,0.212,0.211,2.900,3.200,0.711,0.680,2.700,0.598,0.598,2.300,0.568,0.598,2.000,0.572,0.598,1.700,0.583,0.598,1.800,0.577,0.598
20211009_1058,-21.310,174.380,532.300,IV.MURB.,43.263,12.525,153.349,1721.959,1764.292,1778.154,19.000,3.111,-0.034,0.090,0.117,0.124,0.108,-2.600,-2.300,0.573,0.685,-2.500,0.575,0.575,-2.400,0.597,0.575,-2.700,0.588,0.575,-3.000,0.582,0.575,-2.700,0.592,0.575
20211009_1058,-21.310,174.380,532.300,AF.WIN.,-22.567,17.100,130.850,1591.484,1611.626,1617.718,20.000,20.452,0.461,0.467,0.463,0.434,0.442,-1.200,-1.100,0.946,0.965,-2.000,0.911,0.911,-1.800,0.893,0.911,-1.800,0.898,0.911,-2.100,0.914,0.911,-2.000,0.904,0.911
20211009_1058,-21.310,174.380,532.300,WM.UCM.,40.307,-3.244,160.895,1762.051,1813.491,1830.791,21.000,3.510,0.280,0.312,0.327,0.333,0.340,2.200,2.300,0.934,0.921,2.200,0.934,0.934,2.000,0.956,0.934,1.800,0.957,0.934,1.700,0.953,0.934,1.600,0.955,0.934
20211009_1058,-21.310,174.380,532.300,IV.ASQU.,43.797,11.789,153.274,1721.550,1763.796,1777.626,22.000,1.781,0.013,-0.009,0.011,0.026,0.010,3.200,-4.300,0.456,0.432,3.300,0.578,0.578,3.200,0.575,0.578,2.800,0.565,0.578,2.500,0.578,0.578,2.800,0.574,0.578
20211009_1058,-21.310,174.380,532.300,KO.BNN.,38.852,35.847,140.501,1649.473,1678.157,1687.129,23.000,2.251,0.409,0.321,0.376,0.375,0.381,0.500,0.800,0.856,0.864,1.000,0.875,0.875,0.300,0.498,0.875,0.200,0.756,0.875,0.400,0.773,0.875,0.500,0.773,0.875
20211009_1058,-21.310,174.380,532.300,RD.FLAF.,43.383,6.255,155.814,1735.249,1780.468,1795.417,24.000,2.099,0.218,0.303,0.312,0.317,0.313,2.700,2.700,0.717,0.674,2.700,0.807,0.807,2.400,0.770,0.807,2.200,0.785,0.807,2.000,0.796,0.807,2.200,0.786,0.807
20211009_1058,-21.310,174.380,532.300,IV.TEOL.,45.362,11.674,152.078,1715.031,1755.906,1769.226,25.000,2.064,0.428,0.409,0.423,0.434,0.428,3.400,3.200,0.888,0.888,2.800,0.960,0.960,2.300,0.951,0.960,2.000,0.940,0.960,1.700,0.934,0.960,1.900,0.942,0.960
20211009_1058,-21.310,174.380,532.300,CH.LKBD2.,46.375,7.644,152.708,1718.473,1760.068,1773.656,26.000,1.253,0.247,0.321,0.333,0.335,0.341,3.000,2.900,0.756,0.890,2.600,0.741,0.741,2.300,0.700,0.741,1.900,0.680,0.741,1.700,0.679,0.741,1.800,0.682,0.741
20211009_1058,-21.310,174.380,532.300,CH.MMK.,46.051,7.964,152.889,1719.457,1761.260,1774.924,27.000,3.136,0.428,0.459,0.471,0.479,0.480,1.800,1.400,0.893,0.816,1.600,0.831,0.831,1.200,0.805,0.831,1.000,0.799,0.831,0.700,0.795,0.831,0.800,0.795,0.831
20211009_1058,-21.310,174.380,532.300,IV.ASSB.,43.043,12.659,153.453,1722.523,1764.975,1778.883,28.000,1.303,0.138,0.203,0.202,0.208,0.204,0.100,4.500,0.635,-0.540,0.200,0.569,0.569,0.200,0.560,0.569,0.000,0.573,0.569,-0.100,0.598,0.569,-0.100,0.585,0.569
20211009_1058,-21.310,174.380,532.300,OE.MOA.,47.849,14.266,149.020,1698.135,1735.606,1747.674,29.000,1.879,0.333,0.340,0.339,0.342,0.340,4.400,4.800,0.611,0.661,4.500,0.544,0.544,3.900,0.537,0.544,3.600,0.543,0.544,3.400,0.556,0.544,3.500,0.539,0.544
20211009_1058,-21.310,174.380,532.300,FR.SJAF.00,42.484,2.876,157.661,1745.090,1792.527,1808.310,30.000,2.897,0.401,0.417,0.419,0.433,0.434,1.400,1.900,0.822,0.829,1.300,0.893,0.893,1.100,0.896,0.893,0.900,0.906,0.893,0.600,0.915,0.893,0.700,0.908,0.893
20211009_1058,-21.310,174.380,532.300,CR.7493.,45.408,15.579,150.295,1705.218,1744.092,1756.673,31.000,2.507,0.328,0.303,0.323,0.331,0.316,2.000,2.000,0.761,0.722,0.800,0.766,0.766,0.800,0.763,0.766,0.600,0.768,0.766,0.400,0.774,0.766,0.500,0.771,0.766
20211009_1058,-21.310,174.380,532.300,OX.PLRO.,46.549,13.148,150.513,1706.423,1745.540,1758.210,32.000,1.037,0.015,0.003,0.000,0.004,0.001,-4.200,-4.100,0.817,0.533,-4.300,0.575,0.575,-4.500,0.540,0.575,-4.900,0.540,0.575,-5.100,0.538,0.575,-5.000,0.537,0.575
20211009_1058,-21.310,174.380,532.300,CZ.PVCC.,50.528,14.569,146.760,1685.450,1720.489,1731.682,33.000,1.162,0.095,0.101,0.113,0.126,0.115,3.400,-4.500,0.671,-0.267,2.700,0.457,0.457,-9.700,0.380,0.457,1.900,0.379,0.457,1.600,0.391,0.457,1.800,0.382,0.457
20211009_1058,-21.310,174.380,532.300,KO.SVRH.,39.447,31.523,143.549,1667.162,1698.860,1708.877,34.000,2.600,0.128,0.233,0.095,0.098,0.225,2.000,2.000,0.761,0.820,9.200,0.513,0.513,-0.100,0.739,0.513,9.800,0.405,0.513,9.900,0.419,0.513,-0.100,0.702,0.513
20211009_1058,-21.310,174.380,532.300,GR.LOCC.,52.410,9.139,146.879,1686.121,1721.286,1732.524,35.000,2.057,0.337,0.326,0.319,0.314,0.320,-0.800,4.800,0.649,-0.897,-2.300,0.637,0.637,-2.600,0.634,0.637,-2.800,0.643,0.637,-3.100,0.657,0.637,-3.000,0.650,0.637
20211009_1058,-21.310,174.380,532.300,SX.LANDS.,51.526,12.163,146.766,1685.486,1720.531,1731.726,36.000,3.516,0.500,0.521,0.521,0.525,0.525,-8.100,-3.500,0.683,-0.530,-8.500,0.638,0.638,-8.700,0.610,0.638,-9.100,0.605,0.638,-9.300,0.602,0.638,-9.200,0.605,0.638
20211009_1058,-21.310,174.380,532.300,CH.WIMIS.,46.665,7.624,152.457,1717.105,1758.413,1771.894,37.000,1.435,0.118,0.125,0.132,0.138,0.135,4.200,4.200,0.723,0.751,4.200,0.852,0.852,4.000,0.840,0.852,3.700,0.823,0.852,3.400,0.808,0.852,3.500,0.817,0.852
20211009_1058,-21.310,174.380,532.300,OE.ABTA.,46.747,12.512,150.616,1706.994,1746.225,1758.937,38.000,2.120,0.518,0.448,0.430,0.420,0.431,0.700,0.900,0.611,0.627,0.000,0.790,0.790,-0.300,0.763,0.790,-0.500,0.787,0.790,-0.700,0.807,0.790,-0.700,0.795,0.790
20211009_1058,-21.310,174.380,532.300,CH.FULLY.,46.156,7.136,153.064,1720.409,1762.413,1776.152,39.000,1.238,0.401,0.361,0.359,0.355,0.353,4.900,4.100,0.413,0.506,4.300,0.609,0.609,4.000,0.636,0.609,3.900,0.646,0.609,3.600,0.655,0.609,3.700,0.655,0.609
20211009_1058,-21.310,174.380,532.300,GU.RRL.,44.921,6.791,154.273,1726.962,1770.368,1784.633,40.000,1.346,0.221,0.201,0.204,0.208,0.204,1.200,-4.800,0.667,-0.644,2.700,0.622,0.622,2.600,0.634,0.622,2.400,0.636,0.622,2.300,0.627,0.622,2.400,0.630,0.622
20211009_1058,-21.310,174.380,532.300,IV.HAGA.,37.285,15.155,155.950,1735.977,1781.358,1796.367,41.000,3.432,0.242,0.338,0.324,0.322,0.330,1.600,1.800,0.797,0.864,1.400,0.658,0.658,0.600,0.448,0.658,0.300,0.532,0.658,0.200,0.556,0.658,0.300,0.510,0.658
20211009_1058,-21.310,174.380,532.300,GB.STNC.,53.091,-2.206,148.111,1693.052,1729.536,1741.248,42.000,2.057,0.473,0.404,0.409,0.404,0.405,0.700,0.500,0.900,0.823,-0.200,0.900,0.900,-0.400,0.907,0.900,-0.600,0.900,0.900,-0.800,0.900,0.900,-0.700,0.901,0.900
20211009_1058,-21.310,174.380,532.300,IV.GIB.,37.990,14.026,156.231,1737.484,1783.201,1798.336,43.000,1.499,0.140,0.140,0.109,0.101,0.117,-2.400,-2.500,0.768,0.756,-2.400,0.783,0.783,-2.600,0.663,0.783,-3.000,0.630,0.783,-3.200,0.633,0.783,-2.900,0.631,0.783
20211009_1058,-21.310,174.380,532.300,G.SSB.00,45.279,4.542,154.620,1728.832,1772.644,1787.062,44.000,2.519,0.463,0.509,0.527,0.532,0.526,0.400,0.800,0.926,0.893,0.700,0.738,0.738,0.200,0.744,0.738,-0.200,0.737,0.738,-0.600,0.738,0.738,-0.400,0.739,0.738
20211009_1058,-21.310,174.380,532.300,MD.KIS.,46.998,28.817,142.168,1659.187,1689.500,1699.035,45.000,2.371,0.314,0.285,0.320,0.324,0.306,-1.000,0.900,0.454,0.288,-9.700,0.626,0.626,-10.000,0.646,0.626,-10.300,0.637,0.626,-10.400,0.631,0.626,-10.300,0.636,0.626
20211009_1058,-21.310,174.380,532.300,GE.FLT1.,52.331,11.237,146.358,1683.181,1717.794,1728.836,46.000,3.496,0.556,0.601,0.597,0.594,0.594,1.000,0.900,0.680,0.705,0.400,0.880,0.880,0.200,0.880,0.880,0.000,0.879,0.880,-0.300,0.872,0.880,-0.300,0.875,0.880
20211009_1058,-21.310,174.380,532.300,RO.GZR.,45.393,22.777,146.536,1684.187,1718.989,1730.097,47.000,1.832,0.237,0.173,0.213,0.239,0.198,2.300,3.900,0.623,0.634,2.600,0.648,0.648,2.500,0.547,0.648,2.000,0.520,0.648,1.700,0.559,0.648,2.100,0.548,0.648
20211009_1058,-21.310,174.380,532.300,BX.BROLN.,-21.100,27.334,126.762,1566.015,1583.001,1588.090,48.000,7.535,0.644,0.661,0.671,0.671,0.665,1.400,1.700,0.907,0.961,1.200,0.829,0.829,1.300,0.846,0.829,1.200,0.849,0.829,1.100,0.853,0.829,1.200,0.850,0.829
20211009_1058,-21.310,174.380,532.300,CR.7441.,45.844,16.020,149.766,1702.286,1740.575,1752.942,49.000,1.910,0.242,0.260,0.260,0.258,0.260,3.200,4.100,0.513,0.473,4.100,0.130,0.130,10.500,0.077,0.130,-0.500,0.084,0.130,-1.100,0.101,0.130,-0.800,0.083,0.130
20211009_1058,-21.310,174.380,532.300,GE.MSBI.,31.313,35.358,142.164,1659.161,1689.469,1699.003,50.000,2.846,0.309,0.323,0.352,0.348,0.339,1.500,1.500,0.857,0.925,6.800,0.370,0.370,-6.300,0.554,0.370,-6.800,0.555,0.370,-6.600,0.561,0.370,-6.500,0.557,0.370
20211009_1058,-21.310,174.380,532.300,II.XBFO.55,48.330,8.330,150.760,1707.786,1747.177,1759.949,51.000,1.969,0.293,0.283,0.299,0.305,0.304,2.900,3.200,0.693,0.810,2.400,0.718,0.718,2.100,0.611,0.718,1.700,0.595,0.718,1.400,0.600,0.718,1.500,0.601,0.718
20211009_1058,-21.310,174.380,532.300,OE.WTTA.,47.264,11.636,150.539,1706.565,1745.710,1758.391,52.000,1.972,0.369,0.330,0.330,0.334,0.336,0.800,1.600,0.496,0.359,0.500,0.892,0.892,0.200,0.896,0.892,0.000,0.901,0.892,-0.200,0.909,0.892,-0.200,0.908,0.892
20211009_1058,-21.310,174.380,532.300,CR.7491.,45.507,15.845,150.096,1704.114,1742.767,1755.267,53.000,3.467,0.202,0.181,0.185,0.186,0.185,-8.200,0.200,0.778,-0.280,-9.200,0.514,0.514,-9.200,0.502,0.514,-9.400,0.500,0.514,-9.500,0.500,0.514,-9.500,0.502,0.514
20211009_1058,-21.310,174.380,532.300,IV.USI.,38.708,13.179,156.272,1737.704,1783.469,1798.623,54.000,1.254,0.160,0.206,0.205,0.195,0.198,-2.300,-2.600,0.667,0.770,-3.000,0.821,0.821,-3.000,0.826,0.821,-3.300,0.809,0.821,-3.500,0.799,0.821,-3.200,0.812,0.821
20211009_1058,-21.310,174.380,532.300,GR.MOX.,50.646,11.616,147.697,1690.728,1726.767,1738.318,55.000,3.849,0.381,0.444,0.468,0.484,0.475,3.200,2.200,0.656,0.582,2.100,0.719,0.719,1.700,0.729,0.719,1.400,0.739,0.719,1.200,0.746,0.719,1.300,0.739,0.719
20211009_1058,-21.310,174.380,532.300,PL.GKP.,53.270,17.237,143.579,1667.330,1699.058,1709.085,56.000,0.714,0.327,0.373,0.392,0.393,0.393,2.400,2.200,0.856,0.656,1.400,0.967,0.967,1.100,0.963,0.967,0.800,0.959,0.967,0.700,0.960,0.967,0.800,0.961,0.967
20211009_1058,-21.310,174.380,532.300,TH.CHRS.,51.610,10.819,147.113,1687.445,1722.860,1734.187,57.000,3.237,0.515,0.552,0.558,0.558,0.559,6.700,3.000,0.621,-0.649,6.300,0.624,0.624,6.000,0.642,0.624,5.800,0.656,0.624,5.500,0.666,0.624,5.500,0.659,0.624
20211009_1058,-21.310,174.380,532.300,RO.DEV.,45.887,22.898,146.173,1682.131,1716.549,1727.520,58.000,2.151,0.050,0.136,0.145,0.153,0.145,1.500,1.400,0.672,0.656,2.500,0.358,0.358,2.400,0.494,0.358,2.000,0.559,0.358,1.800,0.550,0.358,2.000,0.537,0.358
20211009_1058,-21.310,174.380,532.300,KV.KBTI.,-1.569,29.278,138.925,1640.212,1667.396,1675.855,59.000,5.775,0.693,0.666,0.665,0.665,0.666,0.700,0.700,0.967,0.970,0.100,0.926,0.926,0.400,0.909,0.926,0.100,0.905,0.926,0.000,0.900,0.926,0.200,0.900,0.926
20211009_1058,-21.310,174.380,532.300,IV.PTCC.,46.408,13.354,150.538,1706.562,1745.706,1758.387,60.000,0.830,0.092,0.089,0.089,0.089,0.090,8.900,-2.500,0.520,-0.547,-8.600,0.454,0.454,-8.700,0.462,0.454,-9.000,0.447,0.454,-9.100,0.438,0.454,-9.000,0.444,0.454
20211009_1058,-21.310,174.380,532.300,TH.POSS.,51.333,10.867,147.341,1688.726,1724.384,1735.798,61.000,2.502,0.187,0.198,0.217,0.232,0.219,2.300,3.800,0.447,0.406,3.500,0.728,0.728,3.100,0.733,0.728,2.700,0.729,0.728,2.500,0.724,0.728,2.600,0.729,0.728
20211009_1058,-21.310,174.380,532.300,TH.ZEU.,50.671,11.977,147.557,1689.940,1725.829,1737.326,62.000,0.518,0.069,0.068,0.072,0.071,0.071,2.500,2.300,0.724,0.635,1.700,0.484,0.484,1.200,0.461,0.484,0.700,0.472,0.484,0.300,0.487,0.484,0.500,0.475,0.484
20211009_1058,-21.310,174.380,532.300,CH.TORNY.,46.774,6.959,152.566,1717.698,1759.131,1772.658,63.000,1.198,0.221,0.219,0.217,0.226,0.226,3.600,2.700,0.702,0.491,2.500,0.937,0.937,2.200,0.933,0.937,1.900,0.935,0.937,1.600,0.940,0.937,1.800,0.937,0.937
20211009_1058,-21.310,174.380,532.300,GE.UJAP.,31.952,35.464,142.012,1658.281,1688.439,1697.921,64.000,2.250,0.255,0.253,0.278,0.270,0.265,1.200,1.200,0.818,0.831,6.000,0.521,0.521,-6.700,0.488,0.521,-7.100,0.467,0.521,-7.000,0.474,0.521,-6.900,0.482,0.521
20211009_1058,-21.310,174.380,532.300,FR.HELF.00,50.705,2.241,149.964,1703.384,1741.892,1754.339,65.000,2.072,0.404,0.415,0.391,0.381,0.390,1.400,1.600,0.745,0.808,0.700,0.660,0.660,0.300,0.619,0.660,0.100,0.620,0.660,-0.200,0.637,0.660,-0.100,0.632,0.660
20211009_1058,-21.310,174.380,532.300,NO.ARD7.00,69.529,25.471,128.278,1575.517,1593.646,1599.092,66.000,0.926,0.331,0.322,0.326,0.323,0.321,0.800,1.400,0.661,0.607,0.800,0.869,0.869,0.600,0.872,0.869,0.300,0.881,0.869,0.400,0.887,0.869,0.500,0.881,0.869
20211009_1058,-21.310,174.380,532.300,TH.CRUX.,50.602,10.792,148.000,1692.428,1728.793,1740.461,67.000,1.677,0.284,0.329,0.359,0.375,0.362,2.200,1.800,0.630,0.528,1.300,0.670,0.670,0.900,0.666,0.670,0.700,0.678,0.670,0.400,0.688,0.670,0.400,0.675,0.670
20211009_1058,-21.310,174.380,532.300,GE.VAL.,51.939,-10.244,149.161,1698.921,1736.545,1748.670,68.000,1.790,0.350,0.247,0.263,0.271,0.265,0.500,0.700,0.801,0.818,-0.100,0.819,0.819,0.000,0.744,0.819,-0.100,0.741,0.819,-0.400,0.740,0.819,-0.300,0.741,0.819
20211009_1058,-21.310,174.380,532.300,RO.TESR.,46.512,26.649,143.687,1667.951,1699.788,1709.854,69.000,0.828,0.242,0.234,0.216,0.209,0.228,2.300,-1.000,0.774,-0.607,0.500,0.502,0.502,0.600,0.740,0.502,0.300,0.784,0.502,0.300,0.786,0.502,0.300,0.780,0.502
20211009_1058,-21.310,174.380,532.300,GE.ZKR.,35.115,26.217,148.922,1697.587,1734.950,1746.980,70.000,3.264,0.223,0.192,0.205,0.203,0.198,-9.000,4.300,0.606,-0.545,4.500,0.390,0.390,4.500,0.500,0.390,4.000,0.505,0.390,4.200,0.497,0.390,4.300,0.503,0.390
20211009_1058,-21.310,174.380,532.300,LU.KIND.,49.694,5.864,150.194,1704.660,1743.422,1755.962,71.000,2.354,0.385,0.442,0.458,0.466,0.464,2.700,-0.900,0.532,-0.012,1.700,0.773,0.773,1.500,0.706,0.773,1.100,0.716,0.773,0.900,0.737,0.773,0.900,0.728,0.773
20211009_1058,-21.310,174.380,532.300,G.SOK.00,14.494,-16.456,167.647,1796.393,1856.611,1877.337,72.000,11.072,0.525,0.569,0.575,0.577,0.577,-0.100,3.700,0.784,-0.902,0.200,0.596,0.596,0.200,0.702,0.596,-0.200,0.701,0.596,-0.200,0.700,0.596,0.000,0.704,0.596
20211009_1058,-21.310,174.380,532.300,IV.ISTR.,38.787,15.192,155.020,1730.991,1775.272,1789.868,73.000,0.952,0.178,0.118,0.126,0.125,0.122,0.600,5.000,0.637,-0.775,8.200,0.340,0.340,8.000,0.412,0.340,7.800,0.437,0.340,7.700,0.448,0.340,7.800,0.439,0.340
20211009_1058,-21.310,174.380,532.300,GB.GAL1.,54.866,-4.711,146.437,1683.624,1718.321,1729.391,74.000,1.397,0.405,0.417,0.423,0.422,0.423,3.000,-3.900,0.613,-0.484,-0.100,0.587,0.587,0.500,0.624,0.587,0.600,0.609,0.587,0.600,0.588,0.587,0.500,0.601,0.587
20211009_1058,-21.310,174.380,532.300,IV.VITU.,41.183,14.630,153.781,1724.300,1767.133,1781.183,75.000,1.467,0.403,0.386,0.391,0.387,0.392,1.400,5.400,0.712,-0.713,1.500,0.762,0.762,1.800,0.712,0.762,1.800,0.679,0.762,1.700,0.657,0.762,1.700,0.681,0.762
20211009_1058,-21.310,174.380,532.300,RO.BMR.,47.673,23.497,144.758,1674.089,1707.026,1717.476,76.000,3.555,0.498,0.464,0.480,0.478,0.480,3.000,3.500,0.813,0.909,2.200,0.800,0.800,1.600,0.790,0.800,1.000,0.789,0.800,0.800,0.792,0.800,0.900,0.781,0.800
20211009_1058,-21.310,174.380,532.300,FR.ISO.01,44.184,7.050,154.836,1729.998,1774.063,1788.577,77.000,1.592,0.497,0.521,0.529,0.534,0.532,1.700,1.800,0.935,0.931,1.400,0.937,0.937,0.700,0.954,0.937,0.400,0.947,0.937,0.300,0.940,0.937,0.400,0.947,0.937
20211009_1058,-21.310,174.380,532.300,GR.GRB3.,49.343,11.805,148.741,1696.576,1733.742,1745.700,78.000,2.060,0.320,0.343,0.363,0.369,0.363,5.100,1.000,0.550,0.331,0.300,0.606,0.606,-0.200,0.674,0.606,-0.400,0.704,0.606,-0.600,0.729,0.606,-0.500,0.712,0.606
20211009_1058,-21.310,174.380,532.300,RD.MFF.,46.601,-0.141,154.319,1727.212,1770.672,1784.958,79.000,2.672,0.330,0.293,0.304,0.322,0.314,2.200,2.600,0.866,0.897,1.400,0.675,0.675,1.900,0.657,0.675,1.600,0.649,0.675,1.300,0.645,0.675,1.400,0.649,0.675
20211009_1058,-21.310,174.380,532.300,FN.RNF.,66.612,26.011,130.423,1588.851,1608.653,1614.634,80.000,2.570,0.412,0.430,0.443,0.441,0.437,2.000,1.900,0.929,0.916,0.900,0.869,0.869,0.600,0.836,0.869,0.400,0.840,0.869,0.400,0.840,0.869,0.400,0.839,0.869
20211009_1058,-21.310,174.380,532.300,TH.MEHR.,51.283,10.659,147.447,1689.326,1725.097,1736.552,81.000,3.045,0.307,0.344,0.366,0.378,0.364,-3.100,-3.400,0.481,0.420,-3.700,0.548,0.548,-4.000,0.558,0.548,-4.200,0.539,0.548,-4.500,0.532,0.548,-4.300,0.541,0.548
20211009_1058,-21.310,174.380,532.300,BW.MROB.,50.083,12.179,147.986,1692.353,1728.702,1740.365,82.000,2.133,0.415,0.394,0.401,0.404,0.401,2.300,1.600,0.807,0.738,1.200,0.472,0.472,0.300,0.492,0.472,-0.300,0.519,0.472,-0.500,0.547,0.472,-0.400,0.526,0.472
