group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,3.0,-21.31,174.38,532.3,-21.681,26.071,127.019,0.59,1.267,0.419,0.967,0.419,0.7,0.356,0.733,0.403,0.633,0.403,0.567,0.377,0.633,0.403
1.0,2.0,-21.31,174.38,532.3,-2.482,29.337,138.334,0.592,0.7,0.0,0.4,0.3,0.05,0.05,0.4,0.0,0.05,0.05,0.0,0.0,0.15,0.05
3.0,3.0,-21.31,174.38,532.3,48.317,9.491,150.312,1.48,1.567,0.741,1.8,0.572,1.1,0.616,0.667,0.741,0.433,0.759,0.2,0.748,0.3,0.748
