station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
IV.MURB.,43.263,12.525,153.349,1721.959,1764.292,1778.154,19.000,-0.034,0.090,0.117,0.124,0.108
AF.WIN.,-22.567,17.100,130.850,1591.484,1611.626,1617.718,20.000,0.461,0.467,0.463,0.434,0.442
WM.UCM.,40.307,-3.244,160.895,1762.051,1813.491,1830.791,21.000,0.280,0.312,0.327,0.333,0.340
IV.ASQU.,43.797,11.789,153.274,1721.550,1763.796,1777.626,22.000,0.013,-0.009,0.011,0.026,0.010
KO.BNN.,38.852,35.847,140.501,1649.473,1678.157,1687.129,23.000,0.409,0.321,0.376,0.375,0.381
RD.FLAF.,43.383,6.255,155.814,1735.249,1780.468,1795.417,24.000,0.218,0.303,0.312,0.317,0.313
IV.TEOL.,45.362,11.674,152.078,1715.031,1755.906,1769.226,25.000,0.428,0.409,0.423,0.434,0.428
CH.LKBD2.,46.375,7.644,152.708,1718.473,1760.068,1773.656,26.000,0.247,0.321,0.333,0.335,0.341
CH.MMK.,46.051,7.964,152.889,1719.457,1761.260,1774.924,27.000,0.428,0.459,0.471,0.479,0.480
IV.ASSB.,43.043,12.659,153.453,1722.523,1764.975,1778.883,28.000,0.138,0.203,0.202,0.208,0.204
OE.MOA.,47.849,14.266,149.020,1698.135,1735.606,1747.674,29.000,0.333,0.340,0.339,0.342,0.340
FR.SJAF.00,42.484,2.876,157.661,1745.090,1792.527,1808.310,30.000,0.401,0.417,0.419,0.433,0.434
CR.7493.,45.408,15.579,150.295,1705.218,1744.092,1756.673,31.000,0.328,0.303,0.323,0.331,0.316
OX.PLRO.,46.549,13.148,150.513,1706.423,1745.540,1758.210,32.000,0.015,0.003,0.000,0.004,0.001
CZ.PVCC.,50.528,14.569,146.760,1685.450,1720.489,1731.682,33.000,0.095,0.101,0.113,0.126,0.115
KO.SVRH.,39.447,31.523,143.549,1667.162,1698.860,1708.877,34.000,0.128,0.233,0.095,0.098,0.225
GR.LOCC.,52.410,9.139,146.879,1686.121,1721.286,1732.524,35.000,0.337,0.326,0.319,0.314,0.320
SX.LANDS.,51.526,12.163,146.766,1685.486,1720.531,1731.726,36.000,0.500,0.521,0.521,0.525,0.525
CH.WIMIS.,46.665,7.624,152.457,1717.105,1758.413,1771.894,37.000,0.118,0.125,0.132,0.138,0.135
OE.ABTA.,46.747,12.512,150.616,1706.994,1746.225,1758.937,38.000,0.518,0.448,0.430,0.420,0.431
CH.FULLY.,46.156,7.136,153.064,1720.409,1762.413,1776.152,39.000,0.401,0.361,0.359,0.355,0.353
GU.RRL.,44.921,6.791,154.273,1726.962,1770.368,1784.633,40.000,0.221,0.201,0.204,0.208,0.204
IV.HAGA.,37.285,15.155,155.950,1735.977,1781.358,1796.367,41.000,0.242,0.338,0.324,0.322,0.330
GB.STNC.,53.091,-2.206,148.111,1693.052,1729.536,1741.248,42.000,0.473,0.404,0.409,0.404,0.405
IV.GIB.,37.990,14.026,156.231,1737.484,1783.201,1798.336,43.000,0.140,0.140,0.109,0.101,0.117
G.SSB.00,45.279,4.542,154.620,1728.832,1772.644,1787.062,44.000,0.463,0.509,0.527,0.532,0.526
MD.KIS.,46.998,28.817,142.168,1659.187,1689.500,1699.035,45.000,0.314,0.285,0.320,0.324,0.306
GE.FLT1.,52.331,11.237,146.358,1683.181,1717.794,1728.836,46.000,0.556,0.601,0.597,0.594,0.594
RO.GZR.,45.393,22.777,146.536,1684.187,1718.989,1730.097,47.000,0.237,0.173,0.213,0.239,0.198
BX.BROLN.,-21.100,27.334,126.762,1566.015,1583.001,1588.090,48.000,0.644,0.661,0.671,0.671,0.665
CR.7441.,45.844,16.020,149.766,1702.286,1740.575,1752.942,49.000,0.242,0.260,0.260,0.258,0.260
GE.MSBI.,31.313,35.358,142.164,1659.161,1689.469,1699.003,50.000,0.309,0.323,0.352,0.348,0.339
II.XBFO.55,48.330,8.330,150.760,1707.786,1747.177,1759.949,51.000,0.293,0.283,0.299,0.305,0.304
OE.WTTA.,47.264,11.636,150.539,1706.565,1745.710,1758.391,52.000,0.369,0.330,0.330,0.334,0.336
CR.7491.,45.507,15.845,150.096,1704.114,1742.767,1755.267,53.000,0.202,0.181,0.185,0.186,0.185
IV.USI.,38.708,13.179,156.272,1737.704,1783.469,1798.623,54.000,0.160,0.206,0.205,0.195,0.198
GR.MOX.,50.646,11.616,147.697,1690.728,1726.767,1738.318,55.000,0.381,0.444,0.468,0.484,0.475
PL.GKP.,53.270,17.237,143.579,1667.330,1699.058,1709.085,56.000,0.327,0.373,0.392,0.393,0.393
TH.CHRS.,51.610,10.819,147.113,1687.445,1722.860,1734.187,57.000,0.515,0.552,0.558,0.558,0.559
RO.DEV.,45.887,22.898,146.173,1682.131,1716.549,1727.520,58.000,0.050,0.136,0.145,0.153,0.145
KV.KBTI.,-1.569,29.278,138.925,1640.212,1667.396,1675.855,59.000,0.693,0.666,0.665,0.665,0.666
IV.PTCC.,46.408,13.354,150.538,1706.562,1745.706,1758.387,60.000,0.092,0.089,0.089,0.089,0.090
TH.POSS.,51.333,10.867,147.341,1688.726,1724.384,1735.798,61.000,0.187,0.198,0.217,0.232,0.219
TH.ZEU.,50.671,11.977,147.557,1689.940,1725.829,1737.326,62.000,0.069,0.068,0.072,0.071,0.071
CH.TORNY.,46.774,6.959,152.566,1717.698,1759.131,1772.658,63.000,0.221,0.219,0.217,0.226,0.226
GE.UJAP.,31.952,35.464,142.012,1658.281,1688.439,1697.921,64.000,0.255,0.253,0.278,0.270,0.265
FR.HELF.00,50.705,2.241,149.964,1703.384,1741.892,1754.339,65.000,0.404,0.415,0.391,0.381,0.390
NO.ARD7.00,69.529,25.471,128.278,1575.517,1593.646,1599.092,66.000,0.331,0.322,0.326,0.323,0.321
TH.CRUX.,50.602,10.792,148.000,1692.428,1728.793,1740.461,67.000,0.284,0.329,0.359,0.375,0.362
GE.VAL.,51.939,-10.244,149.161,1698.921,1736.545,1748.670,68.000,0.350,0.247,0.263,0.271,0.265
RO.TESR.,46.512,26.649,143.687,1667.951,1699.788,1709.854,69.000,0.242,0.234,0.216,0.209,0.228
GE.ZKR.,35.115,26.217,148.922,1697.587,1734.950,1746.980,70.000,0.223,0.192,0.205,0.203,0.198
LU.KIND.,49.694,5.864,150.194,1704.660,1743.422,1755.962,71.000,0.385,0.442,0.458,0.466,0.464
G.SOK.00,14.494,-16.456,167.647,1796.393,1856.611,1877.337,72.000,0.525,0.569,0.575,0.577,0.577
IV.ISTR.,38.787,15.192,155.020,1730.991,1775.272,1789.868,73.000,0.178,0.118,0.126,0.125,0.122
GB.GAL1.,54.866,-4.711,146.437,1683.624,1718.321,1729.391,74.000,0.405,0.417,0.423,0.422,0.423
IV.VITU.,41.183,14.630,153.781,1724.300,1767.133,1781.183,75.000,0.403,0.386,0.391,0.387,0.392
RO.BMR.,47.673,23.497,144.758,1674.089,1707.026,1717.476,76.000,0.498,0.464,0.480,0.478,0.480
FR.ISO.01,44.184,7.050,154.836,1729.998,1774.063,1788.577,77.000,0.497,0.521,0.529,0.534,0.532
GR.GRB3.,49.343,11.805,148.741,1696.576,1733.742,1745.700,78.000,0.320,0.343,0.363,0.369,0.363
RD.MFF.,46.601,-0.141,154.319,1727.212,1770.672,1784.958,79.000,0.330,0.293,0.304,0.322,0.314
FN.RNF.,66.612,26.011,130.423,1588.851,1608.653,1614.634,80.000,0.412,0.430,0.443,0.441,0.437
TH.MEHR.,51.283,10.659,147.447,1689.326,1725.097,1736.552,81.000,0.307,0.344,0.366,0.378,0.364
BW.MROB.,50.083,12.179,147.986,1692.353,1728.702,1740.365,82.000,0.415,0.394,0.401,0.404,0.401
PL.KSP.,50.843,16.293,145.850,1680.301,1714.379,1725.230,83.000,0.357,0.369,0.366,0.363,0.367
OE.VIE.,48.248,16.362,147.822,1691.430,1727.604,1739.203,84.000,0.224,0.257,0.275,0.285,0.276
GR.LUEB.,52.297,8.699,147.097,1687.350,1722.747,1734.068,85.000,0.454,0.475,0.467,0.454,0.457
FR.RUSF.07,43.941,5.484,155.567,1733.926,1778.852,1793.690,86.000,0.477,0.457,0.460,0.458,0.461
RO.HUMR.,44.528,24.980,145.743,1679.693,1713.657,1724.469,87.000,0.240,0.238,0.261,0.264,0.254
FR.FILF.00,42.560,2.417,157.709,1745.341,1792.837,1808.642,88.000,0.288,0.320,0.326,0.335,0.330
CR.OZLJ.,45.615,15.467,150.196,1704.666,1743.430,1755.971,89.000,0.003,-0.005,-0.005,-0.005,-0.005
GU.CIRO.,45.602,7.568,153.415,1722.317,1764.726,1778.617,90.000,0.380,0.403,0.426,0.435,0.430
EI.ILTH.,54.028,-6.336,147.278,1688.370,1723.960,1735.350,91.000,0.351,0.393,0.395,0.392,0.394
BX.PHPEN.,-25.476,22.857,125.660,1559.054,1575.235,1580.073,92.000,0.561,0.598,0.596,0.588,0.591
CR.7440.,46.004,16.120,149.602,1701.372,1739.480,1751.781,93.000,0.254,0.226,0.228,0.234,0.232
GR.UBR.,47.680,10.107,150.746,1707.710,1747.086,1759.852,94.000,0.470,0.414,0.432,0.430,0.434
PM.PFVI.,37.133,-8.827,163.935,1777.681,1833.010,1851.804,95.000,0.169,0.170,0.164,0.157,0.160
GR.CLL.,51.308,13.002,146.673,1684.961,1719.908,1731.068,96.000,0.454,0.504,0.503,0.504,0.503
CH.WILA.,47.415,8.908,151.382,1711.213,1751.302,1764.331,97.000,0.269,0.269,0.293,0.305,0.286
IV.GIUL.,41.558,13.255,154.252,1726.851,1770.234,1784.490,98.000,0.427,0.408,0.408,0.409,0.415
CH.AIGLE.,46.342,6.953,152.955,1719.818,1761.696,1775.389,99.000,0.134,0.196,0.224,0.243,0.243
BW.ALFT.,48.142,11.280,149.938,1703.240,1741.719,1754.156,100.000,0.278,0.324,0.340,0.348,0.344
TH.GEIDO.,50.735,12.200,147.427,1689.212,1724.963,1736.410,101.000,0.042,0.022,0.025,0.020,0.026
FR.PAND.00,42.524,1.546,157.953,1746.633,1794.426,1810.343,102.000,0.424,0.404,0.413,0.425,0.418
GE.LODK.,3.422,35.362,136.364,1624.993,1649.819,1657.480,103.000,0.472,0.452,0.476,0.473,0.473
GB.DYA.,50.435,-3.931,150.844,1708.252,1747.737,1760.543,104.000,0.389,0.336,0.354,0.372,0.367
KV.KALEH.,-2.107,28.921,138.896,1640.040,1667.198,1675.647,105.000,0.611,0.606,0.604,0.604,0.604
IV.HMDC.,36.959,14.783,156.381,1738.282,1784.177,1799.380,106.000,0.398,0.432,0.420,0.409,0.426
BW.TON.,48.174,11.289,149.908,1703.075,1741.520,1753.945,107.000,0.266,0.332,0.345,0.345,0.340
IV.MRGE.,45.770,7.061,153.432,1722.408,1764.836,1778.734,108.000,0.309,0.275,0.269,0.263,0.270
CR.7500.,45.424,16.188,149.990,1703.527,1742.063,1754.520,109.000,0.369,0.389,0.400,0.408,0.406
GE.TIRR.,44.458,28.413,143.668,1667.843,1699.662,1709.720,110.000,0.140,0.076,0.064,0.060,0.065
GR.GRA4.,49.564,11.435,148.681,1696.241,1733.342,1745.277,111.000,0.345,0.326,0.325,0.325,0.332
KO.SVSK.,39.916,36.993,139.381,1642.901,1670.515,1679.121,112.000,0.442,0.429,0.433,0.432,0.431
KO.ERZN.,39.587,39.722,137.411,1631.235,1657.014,1664.996,113.000,0.221,0.568,0.581,0.579,0.576
OE.CSNA.,47.928,15.859,148.284,1694.019,1730.690,1742.469,114.000,0.344,0.306,0.310,0.304,0.306
PR.PCDR.,18.514,-68.381,121.315,1531.229,1544.461,1548.390,115.000,0.327,0.300,0.276,0.275,0.292
KO.DALY.,36.816,28.653,146.522,1684.106,1718.893,1729.996,116.000,0.204,0.270,0.273,0.273,0.272
CH.SENIN.,46.363,7.299,152.828,1719.126,1760.858,1774.496,117.000,0.248,0.274,0.283,0.290,0.287
IV.LAV9.,41.678,12.699,154.451,1727.921,1771.535,1785.879,118.000,0.360,0.418,0.420,0.426,0.427
FR.CLF.00,48.020,2.260,152.549,1717.607,1759.020,1772.540,119.000,0.290,0.319,0.336,0.343,0.341
IV.CRMI.,43.796,10.980,153.631,1723.488,1766.147,1780.132,120.000,0.234,0.192,0.211,0.215,0.207
NO.ARD5.00,69.521,25.512,128.275,1575.501,1593.628,1599.074,121.000,0.308,0.297,0.307,0.302,0.304
MN.CLTB.,37.579,13.216,156.988,1741.515,1788.139,1803.615,122.000,0.084,0.126,0.149,0.153,0.141
NO.ARD1.00,69.548,25.509,128.255,1575.372,1593.483,1598.924,123.000,0.303,0.295,0.304,0.302,0.301
FR.LRVF.00,44.948,-0.310,155.961,1736.039,1781.433,1796.447,124.000,0.439,0.451,0.482,0.504,0.489
RO.ARR.,45.366,24.633,145.488,1678.245,1711.942,1722.659,125.000,0.374,0.268,0.247,0.248,0.258
CH.FIESA.,46.435,8.111,152.503,1717.353,1758.713,1772.213,126.000,0.269,0.279,0.275,0.269,0.266
BX.QNGWA.,-19.530,21.174,131.473,1595.325,1615.970,1622.227,127.000,,,,,
CR.7498.,45.748,16.613,149.551,1701.088,1739.140,1751.420,128.000,0.217,0.206,0.216,0.220,0.211
GE.BALJ.,32.087,35.640,141.850,1657.340,1687.338,1696.764,129.000,0.342,0.296,0.316,0.309,0.311
IV.CASP.,42.791,10.865,154.480,1728.081,1771.729,1786.086,130.000,-0.019,-0.073,-0.068,-0.061,-0.060
EI.VAL.,51.939,-10.244,149.161,1698.921,1736.545,1748.670,131.000,0.350,0.247,0.263,0.271,0.265
FR.VIEF.00,42.882,0.023,157.918,1746.449,1794.198,1810.099,132.000,0.600,0.630,0.635,0.638,0.633
CR.HVAR.,43.178,16.449,151.435,1711.501,1751.649,1764.699,133.000,0.219,0.167,0.165,0.161,0.171
CH.EMBD.,46.217,7.832,152.787,1718.901,1760.586,1774.207,134.000,0.205,0.176,0.161,0.146,0.142
KO.CHOM.,41.097,40.761,136.321,1624.731,1649.517,1657.165,135.000,0.129,0.137,0.120,0.121,0.122
ZC.SADR.00,18.193,-68.780,120.869,1528.337,1541.285,1545.128,136.000,0.191,0.272,0.229,0.248,0.264
HU.AMBH.,46.350,20.726,147.058,1687.131,1722.487,1733.793,137.000,0.202,0.257,0.254,0.250,0.257
GR.GRB4.,49.468,11.559,148.720,1696.460,1733.603,1745.553,138.000,0.354,0.383,0.399,0.410,0.398
KO.TAHT.,36.375,36.186,140.775,1651.075,1680.022,1689.085,139.000,0.114,0.271,0.083,0.082,0.265
CN.FRB.,63.747,-68.545,120.897,1528.520,1541.486,1545.334,140.000,0.269,0.105,0.109,0.114,0.108
EI.IDGL.,55.073,-7.510,146.207,1682.325,1716.779,1727.763,141.000,0.369,0.343,0.336,0.349,0.334
IV.IACL.,38.533,14.355,155.688,1734.577,1779.647,1794.540,142.000,0.151,0.179,0.195,0.206,0.188
FR.ATE.01,43.086,-0.701,157.840,1746.039,1793.694,1809.560,143.000,0.208,0.328,0.352,0.388,0.374
BW.KW1.,48.122,12.597,149.465,1700.614,1738.572,1750.818,144.000,0.389,0.365,0.364,0.375,0.374
GR.GOLD.,52.922,9.425,146.342,1683.090,1717.686,1728.722,145.000,0.463,0.435,0.421,0.409,0.418
WM.TIO.,30.927,-7.262,170.271,1809.349,1873.124,1895.291,146.000,0.190,0.139,0.151,0.162,0.159
IV.MTCE.,42.023,12.742,154.175,1726.432,1769.723,1783.946,147.000,0.181,0.165,0.191,0.194,0.186
PL.NIE.,49.419,20.313,145.188,1676.538,1709.922,1720.529,148.000,0.265,0.291,0.295,0.295,0.287
II.BFO.00,48.330,8.330,150.760,1707.786,1747.177,1759.949,149.000,0.292,0.284,0.300,0.305,0.304
FR.STR.00,48.580,7.763,150.706,1707.488,1746.819,1759.569,150.000,0.444,0.400,0.397,0.403,0.401
GR.BFO.,48.330,8.330,150.760,1707.786,1747.177,1759.949,151.000,0.327,0.315,0.330,0.337,0.336
GE.KIBK.,-2.359,38.043,131.179,1593.515,1613.923,1620.102,152.000,0.801,0.796,0.754,0.763,0.768
FR.LABF.00,43.046,0.073,157.750,1745.563,1793.109,1808.933,153.000,0.523,0.551,0.576,0.591,0.585
IV.PARC.,43.649,12.239,153.186,1721.072,1763.216,1777.008,154.000,0.178,0.235,0.276,0.299,0.270
GT.BOSA.00,-28.614,25.256,121.864,1534.778,1548.363,1552.400,155.000,0.408,0.460,0.457,0.444,0.454
WM.AVE.,33.298,-7.413,167.907,1797.686,1858.252,1879.117,156.000,0.430,0.379,0.397,0.424,0.393
LU.FDGR.,49.534,5.864,150.343,1705.483,1744.410,1757.011,157.000,0.227,0.237,0.236,0.240,0.235
UD.MI28.,50.931,27.669,140.621,1650.178,1678.978,1687.990,158.000,0.075,0.110,0.112,0.113,0.109
IV.BOB.,44.768,9.448,153.459,1722.555,1765.014,1778.924,159.000,0.184,0.144,0.148,0.149,0.144
KO.SVRC.,38.377,39.306,137.963,1634.517,1660.805,1668.959,160.000,0.198,0.382,0.373,0.378,0.382
GE.GHAJ.,31.303,35.566,141.987,1658.136,1688.270,1697.743,161.000,0.296,0.315,0.338,0.335,0.326
TH.MLFH.,50.790,12.081,147.421,1689.175,1724.919,1736.363,162.000,0.419,0.449,0.499,0.524,0.506
GB.CLGH.,55.083,-6.110,146.225,1682.427,1716.900,1727.891,163.000,0.223,0.172,0.183,0.184,0.179
MN.BNI.,45.052,6.678,154.193,1726.530,1769.843,1784.073,164.000,0.458,0.465,0.478,0.479,0.476
NA.SABY.,17.645,-63.221,125.863,1560.342,1576.670,1581.554,165.000,0.248,0.356,0.356,0.356,0.357
MD.SORM.,48.135,28.351,141.838,1657.271,1687.258,1696.680,166.000,0.281,0.270,0.294,0.305,0.292
WI.CBE.00,16.067,-61.611,126.963,1567.280,1584.415,1589.550,167.000,0.550,0.434,0.386,0.411,0.432
NO.ARC3.00,69.533,25.523,128.264,1575.429,1593.548,1598.990,168.000,0.290,0.291,0.298,0.296,0.294
KV.IDJ.,-2.064,29.061,138.810,1639.528,1666.604,1675.026,169.000,0.644,0.604,0.606,0.606,0.606
GB.MCH1.,51.997,-2.998,149.245,1699.391,1737.107,1749.266,170.000,0.137,0.177,0.173,0.163,0.167
RO.SIRR.,46.265,21.663,146.615,1684.630,1719.515,1730.653,171.000,0.329,0.295,0.341,0.356,0.330
IV.MONC.,45.074,7.927,153.755,1724.160,1766.962,1781.001,172.000,0.369,0.336,0.332,0.323,0.339
BX.SOOWA.,-20.563,26.218,127.835,1572.748,1590.539,1595.879,173.000,0.599,0.606,0.614,0.620,0.611
IV.MGAB.,42.913,12.112,153.811,1724.465,1767.333,1781.396,174.000,0.329,0.384,0.403,0.397,0.395
GE.STU.,48.772,9.195,150.101,1704.143,1742.802,1755.305,175.000,0.329,0.346,0.380,0.398,0.387
MN.RTC.,33.988,-6.857,167.275,1794.536,1854.256,1874.782,176.000,0.134,0.134,0.133,0.133,0.132
WI.ABD.00,16.474,-61.488,127.181,1568.648,1585.946,1591.131,177.000,0.435,0.508,0.522,0.525,0.513
GB.HMNX.,50.867,0.336,150.076,1704.004,1742.636,1755.128,178.000,0.332,0.288,0.265,0.256,0.250
GB.KPL.,57.339,-5.653,143.971,1669.583,1701.710,1711.877,179.000,0.354,0.391,0.406,0.404,0.402
IV.ATFO.,43.367,12.571,153.248,1721.410,1763.626,1777.445,180.000,0.093,0.095,0.133,0.155,0.131
CZ.MORC.,49.777,17.542,146.160,1682.060,1716.464,1727.432,181.000,0.236,0.290,0.300,0.305,0.299
NO.ARB2.00,69.536,25.513,128.264,1575.429,1593.547,1598.990,182.000,0.293,0.291,0.296,0.295,0.293
NO.ARD2.00,69.545,25.531,128.253,1575.359,1593.468,1598.908,183.000,0.289,0.289,0.293,0.292,0.291
RO.BANR.,45.383,21.137,147.454,1689.365,1725.144,1736.602,184.000,0.083,0.228,0.221,0.211,0.221
GR.ZARR.,53.554,10.917,145.375,1677.605,1711.184,1721.860,185.000,0.253,0.253,0.226,0.205,0.215
FR.RUSF.05,43.936,5.483,155.572,1733.953,1778.885,1793.726,186.000,0.475,0.469,0.465,0.465,0.470
IV.ATVO.,43.382,12.407,153.313,1721.765,1764.056,1777.903,187.000,0.279,0.274,0.294,0.307,0.293
RD.ORIF.,44.918,5.880,154.563,1728.529,1772.275,1786.669,188.000,0.402,0.404,0.430,0.447,0.438
RO.SULR.,44.678,26.253,144.895,1674.867,1707.946,1718.446,189.000,0.243,0.378,0.297,0.294,0.393
CH.ACB.,47.588,8.255,151.441,1711.537,1751.691,1764.745,190.000,0.392,0.376,0.378,0.365,0.375
G.EDA.00,3.779,10.153,156.715,1740.063,1786.358,1801.711,191.000,0.494,0.521,0.561,0.584,0.555
GE.MATE.,40.649,16.704,152.948,1719.781,1761.651,1775.341,192.000,0.071,0.110,0.110,0.115,0.106
IV.SNTG.,43.255,12.941,153.158,1720.920,1763.031,1776.811,193.000,0.244,0.270,0.312,0.329,0.299
GE.KTHA.,36.257,23.062,150.925,1708.698,1748.274,1761.113,194.000,0.215,0.243,0.237,0.237,0.239
OE.RETA.,47.487,10.762,150.677,1707.330,1746.629,1759.367,195.000,0.575,0.494,0.498,0.487,0.494
EE.VSU.,58.462,26.735,136.169,1623.822,1648.473,1656.075,196.000,0.398,0.409,0.420,0.422,0.419
CZ.HSKC.,50.607,13.432,147.109,1687.420,1722.830,1734.156,197.000,-0.078,-0.108,-0.111,-0.114,-0.111
KO.KMRS.,37.509,36.900,139.993,1646.498,1674.694,1683.499,198.000,0.388,0.331,0.302,0.302,0.317
NO.ARC2.00,69.538,25.523,128.260,1575.403,1593.518,1598.960,199.000,0.298,0.291,0.300,0.297,0.298
IV.FIAM.,42.268,13.117,153.806,1724.438,1767.300,1781.361,200.000,0.126,0.207,0.204,0.212,0.206
CR.7496.,45.270,16.909,149.746,1702.172,1740.439,1752.797,201.000,0.287,0.334,0.355,0.351,0.348
CZ.OSTC.,50.556,16.216,146.105,1681.747,1716.093,1727.039,202.000,0.341,0.377,0.412,0.432,0.412
CH.MUGIO.,45.922,9.042,152.629,1718.040,1759.544,1773.098,203.000,0.430,0.432,0.435,0.439,0.437
RO.LOT.,45.446,23.770,145.941,1680.815,1714.988,1725.873,204.000,0.483,0.439,0.435,0.437,0.437
MN.TIP.,39.179,16.758,153.815,1724.485,1767.357,1781.422,205.000,-0.038,-0.100,-0.079,-0.075,-0.088
CH.PLONS.,47.049,9.381,151.540,1712.080,1752.346,1765.440,206.000,0.467,0.438,0.443,0.433,0.442
TH.MENTE.,51.316,10.580,147.443,1689.301,1725.068,1736.522,207.000,0.289,0.353,0.391,0.405,0.393
LD.UCCT.,41.794,-72.226,121.197,1530.467,1543.624,1547.530,208.000,-0.034,-0.076,0.005,0.005,-0.077
GU.STV.,44.245,7.326,154.686,1729.192,1773.081,1787.530,209.000,0.369,0.376,0.368,0.357,0.368
GT.DBIC.00,6.670,-4.857,165.342,1784.823,1841.986,1861.496,210.000,-0.022,0.135,0.130,0.119,0.126
CH.HAUIG.,47.660,7.700,151.548,1712.124,1752.400,1765.497,211.000,0.331,0.323,0.329,0.338,0.340
SI.KOSI.,46.463,11.378,151.300,1710.759,1750.755,1763.750,212.000,0.059,0.058,0.055,0.050,0.055
KV.RGB.,-1.345,29.365,138.985,1640.564,1667.805,1676.283,213.000,0.512,0.495,0.498,0.495,0.495
CH.VDR.,46.206,9.166,152.340,1716.465,1757.640,1771.071,214.000,0.373,0.395,0.407,0.412,0.413
RO.LEOM.,46.473,28.247,142.773,1662.686,1693.602,1703.346,215.000,0.380,0.256,0.245,0.241,0.246
FR.RUSF.03,43.936,5.466,155.577,1733.980,1778.917,1793.761,216.000,0.481,0.481,0.476,0.473,0.482
NA.SEUH.,17.474,-62.952,126.070,1561.651,1578.130,1583.060,217.000,0.563,0.613,0.610,0.616,0.616
BX.LPHEP.,-23.363,25.860,125.821,1560.077,1576.375,1581.249,218.000,0.505,0.515,0.518,0.521,0.517
G.FDFM.10,14.735,-61.160,127.031,1567.704,1584.889,1590.040,219.000,0.678,0.455,0.422,0.441,0.451
OX.PRED.,46.443,13.565,150.421,1705.912,1744.925,1757.557,220.000,0.343,0.350,0.340,0.339,0.348
FR.MON.00,43.730,7.425,155.099,1731.415,1775.789,1790.420,221.000,0.598,0.540,0.558,0.559,0.548
LD.MCVT.,43.954,-72.992,120.683,1527.130,1539.960,1543.767,222.000,0.105,0.105,0.106,0.105,0.105
FN.OUL.,65.086,25.893,131.619,1596.219,1616.984,1623.279,223.000,0.491,0.490,0.495,0.487,0.488
OE.FETA.,47.021,10.729,151.082,1709.561,1749.312,1762.216,224.000,0.493,0.467,0.487,0.491,0.486
TH.PLN.,50.485,12.157,147.654,1690.485,1726.478,1738.012,225.000,-0.004,-0.026,-0.032,-0.034,-0.029
IV.SOLUN.,38.092,13.533,156.466,1738.739,1784.736,1799.977,226.000,0.189,0.138,0.157,0.161,0.149
CH.FUSIO.,46.455,8.663,152.300,1716.247,1757.376,1770.790,227.000,0.499,0.556,0.572,0.584,0.579
NA.SEUT.,17.471,-62.976,126.048,1561.510,1577.973,1582.898,228.000,0.530,0.613,0.617,0.613,0.607
RO.DRGR.,46.792,22.711,145.723,1679.579,1713.523,1724.327,229.000,0.319,0.210,0.195,0.196,0.199
UD.AKBB.,50.701,29.224,139.951,1646.252,1674.408,1683.199,230.000,0.471,0.438,0.428,0.427,0.430
