evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected,group,az
20211009_1058,-21.31,174.38,532.3,CH.LIENZ.,47.294,9.492,151.29,1710.707,1750.692,1763.682,14.0,5.012,0.483,0.476,0.495,0.49,0.496,2.3,-1.3,0.481,-0.67,2.0,0.467,0.467,-6.4,0.454,0.467,-6.7,0.46,0.467,-6.9,0.485,0.467,-6.8,0.475,0.467,0,-1.0,-21.444
20211009_1058,-21.31,174.38,532.3,CH.MUO.,46.968,8.637,151.862,1713.849,1754.48,1767.709,15.0,1.45,0.499,0.51,0.514,0.503,0.51,6.7,3.5,0.593,-0.403,6.7,0.523,0.523,6.3,0.489,0.523,5.9,0.495,0.523,5.6,0.506,0.523,5.8,0.501,0.523,0,-1.0,-20.719
20211009_1058,-21.31,174.38,532.3,KO.SIMA.,39.083,28.983,145.523,1678.445,1712.179,1722.909,16.0,0.579,0.082,0.05,0.057,0.058,0.055,-6.9,-4.7,0.313,0.3,-8.9,0.401,0.401,-7.7,0.383,0.401,1.8,0.374,0.401,1.8,0.38,0.401,1.8,0.371,0.401,0,-1.0,-51.05
20211009_1058,-21.31,174.38,532.3,FR.SPIF.00,44.056,7.237,154.883,1730.253,1774.373,1788.908,17.0,1.761,0.469,0.478,0.492,0.504,0.497,1.8,1.6,0.805,0.808,1.3,0.813,0.813,0.7,0.876,0.813,0.5,0.902,0.813,0.3,0.92,0.813,0.4,0.907,0.813,0,-1.0,-21.922
20211009_1058,-21.31,174.38,532.3,NL.ARCN.,51.501,6.194,148.437,1694.879,1731.716,1743.555,18.0,1.136,0.17,0.212,0.208,0.212,0.211,2.9,3.2,0.711,0.68,2.7,0.598,0.598,2.3,0.568,0.598,2.0,0.572,0.598,1.7,0.583,0.598,1.8,0.577,0.598,0,-1.0,-14.007
20211009_1058,-21.31,174.38,532.3,IV.MURB.,43.263,12.525,153.349,1721.959,1764.292,1778.154,19.0,3.111,-0.034,0.09,0.117,0.124,0.108,-2.6,-2.3,0.573,0.685,-2.5,0.575,0.575,-2.4,0.597,0.575,-2.7,0.588,0.575,-3.0,0.582,0.575,-2.7,0.592,0.575,0,-1.0,-30.143
20211009_1058,-21.31,174.38,532.3,AF.WIN.,-22.567,17.1,130.85,1591.484,1611.626,1617.718,20.0,20.452,0.461,0.467,0.463,0.434,0.442,-1.2,-1.1,0.946,0.965,-2.0,0.911,0.911,-1.8,0.893,0.911,-1.8,0.898,0.911,-2.1,0.914,0.911,-2.0,0.904,0.911,0,-1.0,-152.006
20211009_1058,-21.31,174.38,532.3,WM.UCM.,40.307,-3.244,160.895,1762.051,1813.491,1830.791,21.0,3.51,0.28,0.312,0.327,0.333,0.34,2.2,2.3,0.934,0.921,2.2,0.934,0.934,2.0,0.956,0.934,1.8,0.957,0.934,1.7,0.953,0.934,1.6,0.955,0.934,0,-1.0,-5.449
20211009_1058,-21.31,174.38,532.3,IV.ASQU.,43.797,11.789,153.274,1721.55,1763.796,1777.626,22.0,1.781,0.013,-0.009,0.011,0.026,0.01,3.2,-4.3,0.456,0.432,3.3,0.578,0.578,3.2,0.575,0.578,2.8,0.565,0.578,2.5,0.578,0.578,2.8,0.574,0.578,0,-1.0,-28.479
20211009_1058,-21.31,174.38,532.3,KO.BNN.,38.852,35.847,140.501,1649.473,1678.157,1687.129,23.0,2.251,0.409,0.321,0.376,0.375,0.381,0.5,0.8,0.856,0.864,1.0,0.875,0.875,0.3,0.498,0.875,0.2,0.756,0.875,0.4,0.773,0.875,0.5,0.773,0.875,0,-1.0,-54.141
20211009_1058,-21.31,174.38,532.3,RD.FLAF.,43.383,6.255,155.814,1735.249,1780.468,1795.417,24.0,2.099,0.218,0.303,0.312,0.317,0.313,2.7,2.7,0.717,0.674,2.7,0.807,0.807,2.4,0.77,0.807,2.2,0.785,0.807,2.0,0.796,0.807,2.2,0.786,0.807,0,-1.0,-21.189
20211009_1058,-21.31,174.38,532.3,IV.TEOL.,45.362,11.674,152.078,1715.031,1755.906,1769.226,25.0,2.064,0.428,0.409,0.423,0.434,0.428,3.4,3.2,0.888,0.888,2.8,0.96,0.96,2.3,0.951,0.96,2.0,0.94,0.96,1.7,0.934,0.96,1.9,0.942,0.96,0,-1.0,-26.301
20211009_1058,-21.31,174.38,532.3,CH.LKBD2.,46.375,7.644,152.708,1718.473,1760.068,1773.656,26.0,1.253,0.247,0.321,0.333,0.335,0.341,3.0,2.9,0.756,0.89,2.6,0.741,0.741,2.3,0.7,0.741,1.9,0.68,0.741,1.7,0.679,0.741,1.8,0.682,0.741,0,-1.0,-20.032
20211009_1058,-21.31,174.38,532.3,CH.MMK.,46.051,7.964,152.889,1719.457,1761.26,1774.924,27.0,3.136,0.428,0.459,0.471,0.479,0.48,1.8,1.4,0.893,0.816,1.6,0.831,0.831,1.2,0.805,0.831,1.0,0.799,0.831,0.7,0.795,0.831,0.8,0.795,0.831,0,-1.0,-20.786
20211009_1058,-21.31,174.38,532.3,IV.ASSB.,43.043,12.659,153.453,1722.523,1764.975,1778.883,28.0,1.303,0.138,0.203,0.202,0.208,0.204,0.1,4.5,0.635,-0.54,0.2,0.569,0.569,0.2,0.56,0.569,0.0,0.573,0.569,-0.1,0.598,0.569,-0.1,0.585,0.569,0,-1.0,-30.625
20211009_1058,-21.31,174.38,532.3,OE.MOA.,47.849,14.266,149.02,1698.135,1735.606,1747.674,29.0,1.879,0.333,0.34,0.339,0.342,0.34,4.4,4.8,0.611,0.661,4.5,0.544,0.544,3.9,0.537,0.544,3.6,0.543,0.544,3.4,0.556,0.544,3.5,0.539,0.544,0,-1.0,-26.18
20211009_1058,-21.31,174.38,532.3,FR.SJAF.00,42.484,2.876,157.661,1745.09,1792.527,1808.31,30.0,2.897,0.401,0.417,0.419,0.433,0.434,1.4,1.9,0.822,0.829,1.3,0.893,0.893,1.1,0.896,0.893,0.9,0.906,0.893,0.6,0.915,0.893,0.7,0.908,0.893,0,-1.0,-16.45
20211009_1058,-21.31,174.38,532.3,CR.7493.,45.408,15.579,150.295,1705.218,1744.092,1756.673,31.0,2.507,0.328,0.303,0.323,0.331,0.316,2.0,2.0,0.761,0.722,0.8,0.766,0.766,0.8,0.763,0.766,0.6,0.768,0.766,0.4,0.774,0.766,0.5,0.771,0.766,0,-1.0,-30.641
20211009_1058,-21.31,174.38,532.3,OX.PLRO.,46.549,13.148,150.513,1706.423,1745.54,1758.21,32.0,1.037,0.015,0.003,0.0,0.004,0.001,-4.2,-4.1,0.817,0.533,-4.3,0.575,0.575,-4.5,0.54,0.575,-4.9,0.54,0.575,-5.1,0.538,0.575,-5.0,0.537,0.575,0,-1.0,-26.547
20211009_1058,-21.31,174.38,532.3,CZ.PVCC.,50.528,14.569,146.76,1685.45,1720.489,1731.682,33.0,1.162,0.095,0.101,0.113,0.126,0.115,3.4,-4.5,0.671,-0.267,2.7,0.457,0.457,-9.7,0.38,0.457,1.9,0.379,0.457,1.6,0.391,0.457,1.8,0.382,0.457,0,-1.0,-23.482
20211009_1058,-21.31,174.38,532.3,KO.SVRH.,39.447,31.523,143.549,1667.162,1698.86,1708.877,34.0,2.6,0.128,0.233,0.095,0.098,0.225,2.0,2.0,0.761,0.82,9.2,0.513,0.513,-0.1,0.739,0.513,9.8,0.405,0.513,9.9,0.419,0.513,-0.1,0.702,0.513,0,-1.0,-51.633
20211009_1058,-21.31,174.38,532.3,GR.LOCC.,52.41,9.139,146.879,1686.121,1721.286,1732.524,35.0,2.057,0.337,0.326,0.319,0.314,0.32,-0.8,4.8,0.649,-0.897,-2.3,0.637,0.637,-2.6,0.634,0.637,-2.8,0.643,0.637,-3.1,0.657,0.637,-3.0,0.65,0.637,0,-1.0,-16.438
20211009_1058,-21.31,174.38,532.3,SX.LANDS.,51.526,12.163,146.766,1685.486,1720.531,1731.726,36.0,3.516,0.5,0.521,0.521,0.525,0.525,-8.1,-3.5,0.683,-0.53,-8.5,0.638,0.638,-8.7,0.61,0.638,-9.1,0.605,0.638,-9.3,0.602,0.638,-9.2,0.605,0.638,0,-1.0,-20.186
20211009_1058,-21.31,174.38,532.3,CH.WIMIS.,46.665,7.624,152.457,1717.105,1758.413,1771.894,37.0,1.435,0.118,0.125,0.132,0.138,0.135,4.2,4.2,0.723,0.751,4.2,0.852,0.852,4.0,0.84,0.852,3.7,0.823,0.852,3.4,0.808,0.852,3.5,0.817,0.852,0,-1.0,-19.718
20211009_1058,-21.31,174.38,532.3,OE.ABTA.,46.747,12.512,150.616,1706.994,1746.225,1758.937,38.0,2.12,0.518,0.448,0.43,0.42,0.431,0.7,0.9,0.611,0.627,0.0,0.79,0.79,-0.3,0.763,0.79,-0.5,0.787,0.79,-0.7,0.807,0.79,-0.7,0.795,0.79,0,-1.0,-25.596
20211009_1058,-21.31,174.38,532.3,CH.FULLY.,46.156,7.136,153.064,1720.409,1762.413,1776.152,39.0,1.238,0.401,0.361,0.359,0.355,0.353,4.9,4.1,0.413,0.506,4.3,0.609,0.609,4.0,0.636,0.609,3.9,0.646,0.609,3.6,0.655,0.609,3.7,0.655,0.609,0,-1.0,-19.567
20211009_1058,-21.31,174.38,532.3,GU.RRL.,44.921,6.791,154.273,1726.962,1770.368,1784.633,40.0,1.346,0.221,0.201,0.204,0.208,0.204,1.2,-4.8,0.667,-0.644,2.7,0.622,0.622,2.6,0.634,0.622,2.4,0.636,0.622,2.3,0.627,0.622,2.4,0.63,0.622,0,-1.0,-20.334
20211009_1058,-21.31,174.38,532.3,IV.HAGA.,37.285,15.155,155.95,1735.977,1781.358,1796.367,41.0,3.432,0.242,0.338,0.324,0.322,0.33,1.6,1.8,0.797,0.864,1.4,0.658,0.658,0.6,0.448,0.658,0.3,0.532,0.658,0.2,0.556,0.658,0.3,0.51,0.658,0,-1.0,-43.521
20211009_1058,-21.31,174.38,532.3,GB.STNC.,53.091,-2.206,148.111,1693.052,1729.536,1741.248,42.0,2.057,0.473,0.404,0.409,0.404,0.405,0.7,0.5,0.9,0.823,-0.2,0.9,0.9,-0.4,0.907,0.9,-0.6,0.9,0.9,-0.8,0.9,0.9,-0.7,0.901,0.9,0,-1.0,-3.858
20211009_1058,-21.31,174.38,532.3,IV.GIB.,37.99,14.026,156.231,1737.484,1783.201,1798.336,43.0,1.499,0.14,0.14,0.109,0.101,0.117,-2.4,-2.5,0.768,0.756,-2.4,0.783,0.783,-2.6,0.663,0.783,-3.0,0.63,0.783,-3.2,0.633,0.783,-2.9,0.631,0.783,0,-1.0,-40.79
20211009_1058,-21.31,174.38,532.3,G.SSB.00,45.279,4.542,154.62,1728.832,1772.644,1787.062,44.0,2.519,0.463,0.509,0.527,0.532,0.526,0.4,0.8,0.926,0.893,0.7,0.738,0.738,0.2,0.744,0.738,-0.2,0.737,0.738,-0.6,0.738,0.738,-0.4,0.739,0.738,0,-1.0,-16.672
20211009_1058,-21.31,174.38,532.3,MD.KIS.,46.998,28.817,142.168,1659.187,1689.5,1699.035,45.0,2.371,0.314,0.285,0.32,0.324,0.306,-1.0,0.9,0.454,0.288,-9.7,0.626,0.626,-10.0,0.646,0.626,-10.3,0.637,0.626,-10.4,0.631,0.626,-10.3,0.636,0.626,0,-1.0,-38.885
20211009_1058,-21.31,174.38,532.3,GE.FLT1.,52.331,11.237,146.358,1683.181,1717.794,1728.836,46.0,3.496,0.556,0.601,0.597,0.594,0.594,1.0,0.9,0.68,0.705,0.4,0.88,0.88,0.2,0.88,0.88,0.0,0.879,0.88,-0.3,0.872,0.88,-0.3,0.875,0.88,0,-1.0,-18.565
20211009_1058,-21.31,174.38,532.3,RO.GZR.,45.393,22.777,146.536,1684.187,1718.989,1730.097,47.0,1.832,0.237,0.173,0.213,0.239,0.198,2.3,3.9,0.623,0.634,2.6,0.648,0.648,2.5,0.547,0.648,2.0,0.52,0.648,1.7,0.559,0.648,2.1,0.548,0.648,0,-1.0,-37.146
20211009_1058,-21.31,174.38,532.3,BX.BROLN.,-21.1,27.334,126.762,1566.015,1583.001,1588.09,48.0,7.535,0.644,0.661,0.671,0.671,0.665,1.4,1.7,0.907,0.961,1.2,0.829,0.829,1.3,0.846,0.829,1.2,0.849,0.829,1.1,0.853,0.829,1.2,0.85,0.829,1,0.0,-140.838
20211009_1058,-21.31,174.38,532.3,CR.7441.,45.844,16.02,149.766,1702.286,1740.575,1752.942,49.0,1.91,0.242,0.26,0.26,0.258,0.26,3.2,4.1,0.513,0.473,4.1,0.13,0.13,10.5,0.077,0.13,-0.5,0.084,0.13,-1.1,0.101,0.13,-0.8,0.083,0.13,0,-1.0,-30.507
20211009_1058,-21.31,174.38,532.3,GE.MSBI.,31.313,35.358,142.164,1659.161,1689.469,1699.003,50.0,2.846,0.309,0.323,0.352,0.348,0.339,1.5,1.5,0.857,0.925,6.8,0.37,0.37,-6.3,0.554,0.37,-6.8,0.555,0.37,-6.6,0.561,0.37,-6.5,0.557,0.37,0,-1.0,-65.981
20211009_1058,-21.31,174.38,532.3,II.XBFO.55,48.33,8.33,150.76,1707.786,1747.177,1759.949,51.0,1.969,0.293,0.283,0.299,0.305,0.304,2.9,3.2,0.693,0.81,2.4,0.718,0.718,2.1,0.611,0.718,1.7,0.595,0.718,1.4,0.6,0.718,1.5,0.601,0.718,0,-1.0,-19.02
20211009_1058,-21.31,174.38,532.3,OE.WTTA.,47.264,11.636,150.539,1706.565,1745.71,1758.391,52.0,1.972,0.369,0.33,0.33,0.334,0.336,0.8,1.6,0.496,0.359,0.5,0.892,0.892,0.2,0.896,0.892,0.0,0.901,0.892,-0.2,0.909,0.892,-0.2,0.908,0.892,0,-1.0,-24.004
20211009_1058,-21.31,174.38,532.3,CR.7491.,45.507,15.845,150.096,1704.114,1742.767,1755.267,53.0,3.467,0.202,0.181,0.185,0.186,0.185,-8.2,0.2,0.778,-0.28,-9.2,0.514,0.514,-9.2,0.502,0.514,-9.4,0.5,0.514,-9.5,0.5,0.514,-9.5,0.502,0.514,0,-1.0,-30.783
20211009_1058,-21.31,174.38,532.3,IV.USI.,38.708,13.179,156.272,1737.704,1783.469,1798.623,54.0,1.254,0.16,0.206,0.205,0.195,0.198,-2.3,-2.6,0.667,0.77,-3.0,0.821,0.821,-3.0,0.826,0.821,-3.3,0.809,0.821,-3.5,0.799,0.821,-3.2,0.812,0.821,0,-1.0,-38.363
20211009_1058,-21.31,174.38,532.3,GR.MOX.,50.646,11.616,147.697,1690.728,1726.767,1738.318,55.0,3.849,0.381,0.444,0.468,0.484,0.475,3.2,2.2,0.656,0.582,2.1,0.719,0.719,1.7,0.729,0.719,1.4,0.739,0.719,1.2,0.746,0.719,1.3,0.739,0.719,0,-1.0,-20.475
20211009_1058,-21.31,174.38,532.3,PL.GKP.,53.27,17.237,143.579,1667.33,1699.058,1709.085,56.0,0.714,0.327,0.373,0.392,0.393,0.393,2.4,2.2,0.856,0.656,1.4,0.967,0.967,1.1,0.963,0.967,0.8,0.959,0.967,0.7,0.96,0.967,0.8,0.961,0.967,0,-1.0,-22.953
20211009_1058,-21.31,174.38,532.3,TH.CHRS.,51.61,10.819,147.113,1687.445,1722.86,1734.187,57.0,3.237,0.515,0.552,0.558,0.558,0.559,6.7,3.0,0.621,-0.649,6.3,0.624,0.624,6.0,0.642,0.624,5.8,0.656,0.624,5.5,0.666,0.624,5.5,0.659,0.624,0,-1.0,-18.787
20211009_1058,-21.31,174.38,532.3,RO.DEV.,45.887,22.898,146.173,1682.131,1716.549,1727.52,58.0,2.151,0.05,0.136,0.145,0.153,0.145,1.5,1.4,0.672,0.656,2.5,0.358,0.358,2.4,0.494,0.358,2.0,0.559,0.358,1.8,0.55,0.358,2.0,0.537,0.358,0,-1.0,-36.528
20211009_1058,-21.31,174.38,532.3,KV.KBTI.,-1.569,29.278,138.925,1640.212,1667.396,1675.855,59.0,5.775,0.693,0.666,0.665,0.665,0.666,0.7,0.7,0.967,0.97,0.1,0.926,0.926,0.4,0.909,0.926,0.1,0.905,0.926,0.0,0.9,0.926,0.2,0.9,0.926,1,1.0,-119.758
20211009_1058,-21.31,174.38,532.3,IV.PTCC.,46.408,13.354,150.538,1706.562,1745.706,1758.387,60.0,0.83,0.092,0.089,0.089,0.089,0.09,8.9,-2.5,0.52,-0.547,-8.6,0.454,0.454,-8.7,0.462,0.454,-9.0,0.447,0.454,-9.1,0.438,0.454,-9.0,0.444,0.454,0,-1.0,-26.948
20211009_1058,-21.31,174.38,532.3,TH.POSS.,51.333,10.867,147.341,1688.726,1724.384,1735.798,61.0,2.502,0.187,0.198,0.217,0.232,0.219,2.3,3.8,0.447,0.406,3.5,0.728,0.728,3.1,0.733,0.728,2.7,0.729,0.728,2.5,0.724,0.728,2.6,0.729,0.728,0,-1.0,-19.082
20211009_1058,-21.31,174.38,532.3,TH.ZEU.,50.671,11.977,147.557,1689.94,1725.829,1737.326,62.0,0.518,0.069,0.068,0.072,0.071,0.071,2.5,2.3,0.724,0.635,1.7,0.484,0.484,1.2,0.461,0.484,0.7,0.472,0.484,0.3,0.487,0.484,0.5,0.475,0.484,0,-1.0,-20.816
20211009_1058,-21.31,174.38,532.3,CH.TORNY.,46.774,6.959,152.566,1717.698,1759.131,1772.658,63.0,1.198,0.221,0.219,0.217,0.226,0.226,3.6,2.7,0.702,0.491,2.5,0.937,0.937,2.2,0.933,0.937,1.9,0.935,0.937,1.6,0.94,0.937,1.8,0.937,0.937,0,-1.0,-18.735
20211009_1058,-21.31,174.38,532.3,GE.UJAP.,31.952,35.464,142.012,1658.281,1688.439,1697.921,64.0,2.25,0.255,0.253,0.278,0.27,0.265,1.2,1.2,0.818,0.831,6.0,0.521,0.521,-6.7,0.488,0.521,-7.1,0.467,0.521,-7.0,0.474,0.521,-6.9,0.482,0.521,0,-1.0,-64.956
20211009_1058,-21.31,174.38,532.3,FR.HELF.00,50.705,2.241,149.964,1703.384,1741.892,1754.339,65.0,2.072,0.404,0.415,0.391,0.381,0.39,1.4,1.6,0.745,0.808,0.7,0.66,0.66,0.3,0.619,0.66,0.1,0.62,0.66,-0.2,0.637,0.66,-0.1,0.632,0.66,0,-1.0,-9.895
20211009_1058,-21.31,174.38,532.3,NO.ARD7.00,69.529,25.471,128.278,1575.517,1593.646,1599.092,66.0,0.926,0.331,0.322,0.326,0.323,0.321,0.8,1.4,0.661,0.607,0.8,0.869,0.869,0.6,0.872,0.869,0.3,0.881,0.869,0.4,0.887,0.869,0.5,0.881,0.869,0,-1.0,-13.306
20211009_1058,-21.31,174.38,532.3,TH.CRUX.,50.602,10.792,148.0,1692.428,1728.793,1740.461,67.0,1.677,0.284,0.329,0.359,0.375,0.362,2.2,1.8,0.63,0.528,1.3,0.67,0.67,0.9,0.666,0.67,0.7,0.678,0.67,0.4,0.688,0.67,0.4,0.675,0.67,0,-1.0,-19.671
20211009_1058,-21.31,174.38,532.3,GE.VAL.,51.939,-10.244,149.161,1698.921,1736.545,1748.67,68.0,1.79,0.35,0.247,0.263,0.271,0.265,0.5,0.7,0.801,0.818,-0.1,0.819,0.819,0.0,0.744,0.819,-0.1,0.741,0.819,-0.4,0.74,0.819,-0.3,0.741,0.819,0,-1.0,5.526
20211009_1058,-21.31,174.38,532.3,RO.TESR.,46.512,26.649,143.687,1667.951,1699.788,1709.854,69.0,0.828,0.242,0.234,0.216,0.209,0.228,2.3,-1.0,0.774,-0.607,0.5,0.502,0.502,0.6,0.74,0.502,0.3,0.784,0.502,0.3,0.786,0.502,0.3,0.78,0.502,0,-1.0,-38.253
20211009_1058,-21.31,174.38,532.3,GE.ZKR.,35.115,26.217,148.922,1697.587,1734.95,1746.98,70.0,3.264,0.223,0.192,0.205,0.203,0.198,-9.0,4.3,0.606,-0.545,4.5,0.39,0.39,4.5,0.5,0.39,4.0,0.505,0.39,4.2,0.497,0.39,4.3,0.503,0.39,0,-1.0,-56.594
20211009_1058,-21.31,174.38,532.3,LU.KIND.,49.694,5.864,150.194,1704.66,1743.422,1755.962,71.0,2.354,0.385,0.442,0.458,0.466,0.464,2.7,-0.9,0.532,-0.012,1.7,0.773,0.773,1.5,0.706,0.773,1.1,0.716,0.773,0.9,0.737,0.773,0.9,0.728,0.773,0,-1.0,-14.912
20211009_1058,-21.31,174.38,532.3,G.SOK.00,14.494,-16.456,167.647,1796.393,1856.611,1877.337,72.0,11.072,0.525,0.569,0.575,0.577,0.577,-0.1,3.7,0.784,-0.902,0.2,0.596,0.596,0.2,0.702,0.596,-0.2,0.701,0.596,-0.2,0.7,0.596,0.0,0.704,0.596,0,-1.0,122.8
20211009_1058,-21.31,174.38,532.3,IV.ISTR.,38.787,15.192,155.02,1730.991,1775.272,1789.868,73.0,0.952,0.178,0.118,0.126,0.125,0.122,0.6,5.0,0.637,-0.775,8.2,0.34,0.34,8.0,0.412,0.34,7.8,0.437,0.34,7.7,0.448,0.34,7.8,0.439,0.34,0,-1.0,-40.698
20211009_1058,-21.31,174.38,532.3,GB.GAL1.,54.866,-4.711,146.437,1683.624,1718.321,1729.391,74.0,1.397,0.405,0.417,0.423,0.422,0.423,3.0,-3.9,0.613,-0.484,-0.1,0.587,0.587,0.5,0.624,0.587,0.6,0.609,0.587,0.6,0.588,0.587,0.5,0.601,0.587,0,-1.0,-0.941
20211009_1058,-21.31,174.38,532.3,IV.VITU.,41.183,14.63,153.781,1724.3,1767.133,1781.183,75.0,1.467,0.403,0.386,0.391,0.387,0.392,1.4,5.4,0.712,-0.713,1.5,0.762,0.762,1.8,0.712,0.762,1.8,0.679,0.762,1.7,0.657,0.762,1.7,0.681,0.762,0,-1.0,-35.878
20211009_1058,-21.31,174.38,532.3,RO.BMR.,47.673,23.497,144.758,1674.089,1707.026,1717.476,76.0,3.555,0.498,0.464,0.48,0.478,0.48,3.0,3.5,0.813,0.909,2.2,0.8,0.8,1.6,0.79,0.8,1.0,0.789,0.8,0.8,0.792,0.8,0.9,0.781,0.8,0,-1.0,-34.491
