evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5
20130514_0032,18.670,145.350,604.700,XB.PM30A.,31.823,-4.272,121.712,1521.273,1534.941,1539.007,30.000,4.715,0.557,0.547,0.542,0.541,0.545,-0.500,-0.300,0.790,0.846,-0.600,0.701,0.701,-0.700,0.511,0.701,-1.000,0.510,0.701,-1.300,0.550,0.701,-1.100,0.524,0.701
20130514_0032,18.670,145.350,604.700,CX.PSGCX.,-19.597,-70.123,146.534,1671.449,1706.514,1717.729,31.000,2.029,0.383,0.375,0.377,0.376,0.376,0.700,1.000,0.860,0.850,7.000,0.501,0.501,0.600,0.774,0.501,-8.600,0.528,0.501,-0.300,0.594,0.501,0.500,0.772,0.501
20130514_0032,18.670,145.350,604.700,G.HDC.00,10.002,-84.111,123.422,1532.259,1547.066,1551.483,32.000,2.147,0.310,0.262,0.255,0.120,0.255,0.100,1.200,0.658,0.361,-1.700,0.360,0.360,-9.500,0.622,0.360,-9.900,0.616,0.360,0.800,0.568,0.360,-9.800,0.607,0.360
20130514_0032,18.670,145.350,604.700,C.GO06.,-39.584,-71.472,142.042,1645.762,1676.203,1685.794,33.000,1.729,0.413,0.275,0.315,0.312,0.276,-4.000,1.900,0.371,-0.048,1.900,0.630,0.630,1.900,0.481,0.630,1.300,0.542,0.630,1.300,0.566,0.630,1.900,0.483,0.630
20130514_0032,18.670,145.350,604.700,C.GO07.,-43.114,-73.664,139.125,1628.720,1656.336,1664.953,34.000,1.358,0.225,0.212,0.232,0.230,0.214,0.500,1.500,0.792,0.683,0.500,0.597,0.597,-0.600,0.581,0.597,-0.900,0.643,0.597,-0.900,0.638,0.597,-0.500,0.573,0.597
20130514_0032,18.670,145.350,604.700,XB.PM34.,31.291,-4.107,122.071,1523.588,1537.492,1541.630,35.000,6.174,0.614,0.588,0.585,0.577,0.580,-0.500,-0.200,0.575,0.597,-0.300,0.781,0.781,-0.100,0.554,0.781,-0.100,0.530,0.781,-0.100,0.459,0.781,-0.100,0.491,0.781
20130514_0032,18.670,145.350,604.700,IB.M019.,31.938,-4.456,121.705,1521.229,1534.893,1538.957,36.000,2.492,0.664,0.714,0.707,0.679,0.688,-0.700,-0.400,0.648,0.789,-0.300,0.814,0.814,-0.100,0.671,0.814,-0.200,0.652,0.814,-0.600,0.634,0.814,-0.300,0.645,0.814
20130514_0032,18.670,145.350,604.700,XB.PM28.,32.232,-4.617,121.538,1520.145,1533.700,1537.732,37.000,2.859,0.526,0.561,0.564,0.546,0.549,0.000,0.200,0.819,0.914,0.400,0.783,0.783,-0.100,0.766,0.783,-0.100,0.767,0.783,-0.100,0.782,0.783,-0.100,0.780,0.783
20130514_0032,18.670,145.350,604.700,CX.MNMCX.,-19.131,-69.596,146.991,1674.028,1709.580,1720.969,38.000,1.875,0.431,0.384,0.304,0.354,0.384,-0.800,-0.100,0.602,0.664,5.300,0.667,0.667,-1.600,0.660,0.667,-2.000,0.661,0.667,-1.900,0.686,0.667,-1.700,0.662,0.667
20130514_0032,18.670,145.350,604.700,AF.EKNA.,4.234,9.328,131.014,1579.894,1600.385,1606.598,39.000,1.306,0.221,0.196,0.189,0.194,0.195,8.400,4.100,0.507,-0.552,0.600,0.611,0.611,7.200,0.604,0.611,6.700,0.625,0.611,6.800,0.617,0.611,6.900,0.619,0.611
20130514_0032,18.670,145.350,604.700,IB.M310.,31.239,-6.095,123.056,1529.918,1544.478,1548.818,40.000,5.385,0.574,0.579,0.579,0.578,0.579,-0.200,-0.300,0.682,0.778,-0.700,0.626,0.626,-0.100,0.583,0.626,-0.100,0.577,0.626,-0.200,0.556,0.626,-0.100,0.565,0.626
20130514_0032,18.670,145.350,604.700,XK.B14MH.,-18.295,21.792,126.706,1553.092,1570.239,1575.383,41.000,6.516,0.699,0.684,0.688,0.692,0.690,-0.400,0.100,0.916,0.932,0.000,0.891,0.891,0.000,0.836,0.891,-0.500,0.866,0.891,-0.100,0.852,0.891,-0.100,0.849,0.891
20130514_0032,18.670,145.350,604.700,GT.LPAZ.00,-16.288,-68.131,148.022,1679.817,1716.474,1728.261,42.000,5.269,0.616,0.705,0.722,0.729,0.708,0.500,0.700,0.884,0.880,0.500,0.429,0.429,0.400,0.919,0.429,0.000,0.884,0.429,0.200,0.902,0.429,0.400,0.917,0.429
20130514_0032,18.670,145.350,604.700,PR.AOPR.,18.347,-66.754,131.373,1582.100,1602.882,1609.191,43.000,1.300,0.166,0.076,0.074,0.074,0.074,6.900,4.100,0.566,-0.674,7.400,0.590,0.590,4.500,0.558,0.590,4.200,0.542,0.590,3.800,0.545,0.590,3.900,0.546,0.590
20130514_0032,18.670,145.350,604.700,G.PEL.00,-33.144,-70.675,144.742,1661.286,1694.469,1705.017,44.000,3.458,0.391,0.298,0.383,0.363,0.310,1.400,1.500,0.763,0.804,0.600,0.851,0.851,0.200,0.864,0.851,-0.400,0.904,0.851,-0.300,0.894,0.851,0.100,0.869,0.851
20130514_0032,18.670,145.350,604.700,CX.PB09.,-21.796,-69.242,147.459,1676.659,1712.711,1724.279,45.000,1.154,0.145,0.307,0.415,0.372,0.308,2.100,2.400,0.632,0.531,1.800,0.823,0.823,1.400,0.731,0.823,0.400,0.835,0.823,0.700,0.796,0.823,1.400,0.730,0.823
20130514_0032,18.670,145.350,604.700,G.TAM.00,22.791,5.528,122.909,1528.975,1543.435,1547.745,46.000,1.830,0.356,0.362,0.361,0.363,0.363,-0.700,-0.600,0.852,0.869,-0.900,0.730,0.730,-0.400,0.731,0.730,-0.600,0.714,0.730,-0.500,0.704,0.730,-0.500,0.712,0.730
20130514_0032,18.670,145.350,604.700,C.GO01.,-19.669,-69.194,147.411,1676.394,1712.395,1723.945,47.000,1.404,0.365,0.365,0.432,0.404,0.378,1.700,2.200,0.462,0.441,1.900,0.639,0.639,0.900,0.838,0.639,0.400,0.899,0.639,0.500,0.892,0.639,0.800,0.842,0.639
20130514_0032,18.670,145.350,604.700,XK.B1665.,-22.825,27.229,122.395,1525.670,1539.787,1543.991,48.000,10.806,0.613,0.702,0.623,0.669,0.671,-0.900,-0.700,0.860,0.956,-0.600,0.800,0.800,-0.500,0.816,0.800,-1.100,0.775,0.800,-0.600,0.806,0.800,-0.600,0.807,0.800
20130514_0032,18.670,145.350,604.700,PM.ROSA.,38.721,-28.247,122.296,1525.035,1539.087,1543.270,49.000,0.594,-0.043,-0.055,-0.056,-0.015,-0.027,3.800,4.100,0.545,0.589,3.600,0.798,0.798,3.500,0.747,0.798,3.500,0.753,0.798,3.400,0.768,0.798,3.400,0.768,0.798
20130514_0032,18.670,145.350,604.700,PR.AUA1.,12.506,-70.011,133.233,1593.469,1615.795,1622.618,50.000,1.430,0.287,0.273,0.280,0.280,0.280,0.300,0.400,0.933,0.869,6.700,0.648,0.648,9.200,0.591,0.648,9.300,0.614,0.648,9.300,0.622,0.648,9.300,0.619,0.648
20130514_0032,18.670,145.350,604.700,CX.PB16.,-18.335,-69.508,146.996,1674.053,1709.610,1721.000,51.000,1.823,0.271,0.257,0.253,0.250,0.258,0.900,0.800,0.772,0.801,-0.200,0.714,0.714,-6.900,0.567,0.714,-7.700,0.667,0.714,-7.400,0.639,0.714,-7.000,0.572,0.714
20130514_0032,18.670,145.350,604.700,CX.PB06.,-22.706,-69.572,147.156,1674.956,1710.684,1722.136,52.000,2.844,0.069,0.222,0.358,0.294,0.222,2.900,3.400,0.725,0.889,3.100,0.562,0.562,2.800,0.686,0.562,1.700,0.668,0.562,2.000,0.675,0.562,2.800,0.684,0.562
20130514_0032,18.670,145.350,604.700,ZD.FS12.,-12.830,-71.364,144.249,1658.472,1691.145,1701.515,53.000,1.056,0.239,0.089,0.115,0.114,0.091,2.900,1.800,0.326,0.062,-0.100,0.571,0.571,3.800,0.695,0.571,4.100,0.581,0.571,4.000,0.669,0.571,3.800,0.695,0.571
20130514_0032,18.670,145.350,604.700,C.GO05.,-35.010,-71.930,143.232,1652.637,1684.272,1694.278,54.000,2.904,0.318,0.242,0.262,0.266,0.244,4.000,3.800,0.734,0.672,3.400,0.767,0.767,2.600,0.842,0.767,2.100,0.856,0.767,2.200,0.852,0.767,2.500,0.844,0.767
20130514_0032,18.670,145.350,604.700,PR.ICMP.,17.886,-66.527,131.859,1585.083,1606.263,1612.703,55.000,1.941,0.240,0.203,0.198,0.180,0.181,-0.400,-4.900,0.579,-0.470,8.600,0.303,0.303,-2.500,0.674,0.303,-2.600,0.669,0.303,-2.800,0.650,0.303,-2.800,0.652,0.303
20130514_0032,18.670,145.350,604.700,PM.PMOZ.,32.823,-17.197,125.871,1547.828,1564.360,1569.313,56.000,1.179,0.024,0.112,0.119,0.145,0.140,2.100,-4.400,0.615,-0.197,-0.700,0.537,0.537,-0.400,0.684,0.537,-0.300,0.685,0.537,-0.400,0.696,0.537,-0.300,0.697,0.537
20130514_0032,18.670,145.350,604.700,PR.ABVI.,18.730,-64.333,132.585,1589.525,1611.307,1617.948,57.000,1.461,0.028,0.153,0.151,0.150,0.151,8.300,-0.800,0.525,0.438,6.900,0.552,0.552,7.100,0.666,0.552,7.000,0.661,0.552,6.900,0.654,0.552,6.900,0.656,0.552
20130514_0032,18.670,145.350,604.700,XK.B13NX.,-18.579,21.994,126.566,1552.210,1569.253,1574.365,58.000,7.398,0.671,0.600,0.593,0.602,0.600,-0.500,-0.100,0.937,0.942,-0.200,0.869,0.869,-0.100,0.845,0.869,-0.500,0.864,0.869,-0.200,0.857,0.869,-0.100,0.856,0.869
20130514_0032,18.670,145.350,604.700,IB.M204.,30.865,-9.047,124.690,1540.347,1556.034,1560.724,59.000,5.303,0.412,0.500,0.503,0.516,0.514,0.700,-3.400,0.495,-0.689,5.100,0.487,0.487,5.100,0.581,0.487,5.100,0.586,0.487,4.900,0.608,0.487,5.000,0.600,0.487
20130514_0032,18.670,145.350,604.700,YZ.MANS.,10.099,-85.381,122.292,1525.008,1539.057,1543.240,60.000,5.389,0.232,0.253,0.250,0.252,0.255,0.200,0.200,0.746,0.761,2.900,0.746,0.746,5.000,0.562,0.746,4.800,0.537,0.746,4.800,0.552,0.746,4.900,0.549,0.746
20130514_0032,18.670,145.350,604.700,ZD.FM01.,-13.073,-76.334,139.605,1631.545,1659.618,1668.390,61.000,1.205,0.232,0.328,0.362,0.343,0.332,2.100,2.200,0.912,0.798,2.100,0.794,0.794,1.500,0.720,0.794,0.800,0.724,0.794,1.100,0.731,0.794,1.300,0.716,0.794
20130514_0032,18.670,145.350,604.700,ZD.FM07.,-13.170,-74.228,141.622,1643.328,1673.355,1682.801,62.000,1.984,0.389,0.453,0.434,0.442,0.458,1.100,1.400,0.854,0.823,1.600,0.733,0.733,0.100,0.828,0.733,-0.200,0.817,0.733,-0.100,0.831,0.733,0.000,0.826,0.733
20130514_0032,18.670,145.350,604.700,YZ.INDI.,9.865,-85.502,122.304,1525.086,1539.143,1543.328,63.000,2.520,0.156,0.340,0.345,0.358,0.356,-0.600,-0.100,0.802,0.799,1.700,0.864,0.864,-1.000,0.747,0.864,-1.300,0.769,0.864,-1.100,0.772,0.864,-1.100,0.767,0.864
20130514_0032,18.670,145.350,604.700,PR.AGPR.,18.467,-67.111,131.055,1580.149,1600.673,1606.897,64.000,0.868,0.110,0.050,0.048,0.044,0.044,-4.800,-4.500,0.659,0.619,2.400,0.350,0.350,-9.500,0.423,0.350,-9.600,0.444,0.350,-9.700,0.461,0.350,-9.700,0.459,0.350
20130514_0032,18.670,145.350,604.700,YZ.SARO.,10.843,-85.616,121.720,1521.324,1534.998,1539.066,65.000,1.862,0.097,0.305,0.287,0.284,0.290,-0.400,-4.100,0.662,-0.508,1.400,0.798,0.798,-9.400,0.475,0.798,-9.400,0.517,0.798,-9.200,0.514,0.798,-9.300,0.504,0.798
20130514_0032,18.670,145.350,604.700,YZ.JUDI.,10.166,-85.539,122.124,1523.926,1537.863,1542.012,66.000,7.770,0.253,0.376,0.369,0.370,0.372,0.400,0.400,0.905,0.907,2.500,0.836,0.836,-0.300,0.531,0.836,-0.700,0.573,0.836,-0.600,0.556,0.836,-0.400,0.549,0.836
20130514_0032,18.670,145.350,604.700,PR.CUPR.,18.307,-65.283,132.327,1587.946,1609.513,1616.081,67.000,0.877,0.134,0.095,0.094,0.094,0.094,-8.800,-4.100,0.499,-0.194,0.900,0.578,0.578,-1.200,0.730,0.578,-1.300,0.736,0.578,-1.500,0.735,0.578,-1.400,0.734,0.578
20130514_0032,18.670,145.350,604.700,CX.PB03.,-22.048,-69.753,146.988,1674.009,1709.557,1720.944,68.000,1.810,0.273,0.374,0.447,0.428,0.373,1.600,1.800,0.634,0.622,1.100,0.870,0.870,-6.500,0.659,0.870,-0.400,0.791,0.870,-0.100,0.729,0.870,-6.500,0.659,0.870
20130514_0032,18.670,145.350,604.700,XB.PM33A.,31.414,-4.290,122.059,1523.507,1537.401,1541.537,69.000,2.640,0.592,0.568,0.565,0.553,0.556,-0.300,-0.100,0.647,0.723,-0.200,0.767,0.767,0.100,0.583,0.767,0.000,0.563,0.767,-0.100,0.514,0.767,0.000,0.537,0.767
20130514_0032,18.670,145.350,604.700,ZD.FS05.,-13.879,-72.878,143.061,1651.651,1683.113,1693.058,70.000,1.653,0.395,0.393,0.344,0.375,0.388,0.400,0.900,0.688,0.796,-0.700,0.875,0.875,6.100,0.527,0.875,-3.600,0.645,0.875,6.200,0.631,0.875,6.000,0.569,0.875
20130514_0032,18.670,145.350,604.700,XK.B04KH.,-20.474,24.514,124.535,1539.359,1554.936,1559.592,71.000,7.763,0.731,0.700,0.669,0.706,0.706,-1.200,-0.700,0.820,0.835,-1.100,0.874,0.874,-0.500,0.914,0.874,-1.300,0.875,0.874,-0.800,0.894,0.874,-0.700,0.896,0.874
20130514_0032,18.670,145.350,604.700,IB.M212.,33.364,-6.668,121.513,1519.987,1533.527,1537.553,72.000,3.663,0.484,0.496,0.496,0.503,0.502,6.100,-4.000,0.416,-0.276,5.600,0.667,0.667,5.600,0.644,0.667,5.500,0.659,0.667,5.400,0.648,0.667,5.500,0.643,0.667
20130514_0032,18.670,145.350,604.700,CX.PB05.,-22.853,-70.202,146.573,1671.673,1706.780,1718.010,73.000,4.036,0.499,0.319,0.370,0.347,0.319,2.900,-3.700,0.339,-0.731,4.700,0.294,0.294,-8.800,0.614,0.294,-9.800,0.438,0.294,-9.400,0.511,0.294,-8.800,0.614,0.294
20130514_0032,18.670,145.350,604.700,PR.CDVI.,17.752,-64.765,133.069,1592.472,1614.660,1621.436,74.000,1.697,-0.061,0.134,0.131,0.129,0.130,-2.400,0.700,0.697,0.330,9.500,0.453,0.453,9.200,0.513,0.453,9.100,0.509,0.453,9.000,0.509,0.453,9.000,0.509,0.453
20130514_0032,18.670,145.350,604.700,IB.RBA.,34.007,-6.839,121.037,1516.908,1530.141,1534.074,75.000,8.248,0.662,0.733,0.730,0.718,0.724,-0.200,-0.100,0.847,0.966,-0.100,0.867,0.867,-0.100,0.821,0.867,-0.300,0.815,0.867,-0.300,0.807,0.867,-0.200,0.813,0.867
20130514_0032,18.670,145.350,604.700,XK.B07DX.,-20.549,22.749,126.179,1549.775,1566.533,1571.555,76.000,6.983,0.737,0.568,0.614,0.595,0.592,-0.300,0.100,0.744,0.802,0.100,0.767,0.767,0.200,0.721,0.767,-0.400,0.763,0.767,0.200,0.745,0.767,0.100,0.741,0.767
20130514_0032,18.670,145.350,604.700,AF.SWZ.,-27.182,25.332,124.600,1539.771,1555.395,1560.064,77.000,2.902,0.507,0.523,0.511,0.522,0.523,0.000,0.200,0.818,0.844,-0.300,0.728,0.728,0.000,0.744,0.728,-0.600,0.763,0.728,-0.200,0.749,0.728,-0.200,0.752,0.728
20130514_0032,18.670,145.350,604.700,C.GO04.,-30.173,-70.799,145.310,1664.515,1698.289,1709.046,78.000,0.389,0.013,0.170,0.151,0.152,0.169,0.800,0.200,0.473,0.379,-3.600,0.526,0.526,0.100,0.576,0.526,-0.500,0.436,0.526,-0.400,0.465,0.526,0.000,0.570,0.526
20130514_0032,18.670,145.350,604.700,AI.ESPZ.04,-63.398,-56.996,132.734,1590.432,1612.338,1619.020,79.000,3.322,0.166,0.192,0.222,0.232,0.218,-3.900,2.700,0.804,0.656,2.000,0.643,0.643,2.100,0.655,0.643,1.800,0.659,0.643,1.700,0.672,0.643,1.800,0.665,0.643
20130514_0032,18.670,145.350,604.700,ZD.FS09.,-12.974,-71.425,144.227,1658.345,1690.996,1701.358,80.000,0.348,-0.033,-0.011,-0.012,-0.012,-0.011,-0.100,4.200,0.806,0.972,-4.700,0.260,0.260,-11.700,0.385,0.260,-11.900,0.428,0.260,-11.800,0.419,0.260,-11.700,0.397,0.260
20130514_0032,18.670,145.350,604.700,MC.TRNT.,16.764,-62.163,135.413,1606.649,1630.861,1638.322,81.000,1.852,0.045,0.027,0.028,0.028,0.028,-5.800,-1.000,0.646,-0.589,-12.000,0.375,0.375,0.300,0.589,0.375,0.300,0.587,0.375,0.300,0.578,0.375,0.300,0.581,0.375
