station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
ZD.FN06.,-11.368,-75.679,139.796,1632.668,1660.923,1669.758,131.000,0.092,0.020,0.038,0.023,0.019
GE.SNAA.,-71.671,-2.838,123.852,1535.008,1550.110,1554.618,132.000,0.531,0.524,0.530,0.527,0.527
ZD.FN05.,-11.474,-75.960,139.559,1631.277,1659.306,1668.063,133.000,0.312,0.299,0.348,0.336,0.300
AI.BELA.04,-77.875,-34.627,120.795,1515.340,1528.419,1532.305,134.000,0.684,0.690,0.695,0.693,0.690
GT.BOSA.00,-28.614,25.256,124.773,1540.874,1556.620,1561.327,135.000,0.786,0.799,0.826,0.811,0.811
ZD.FN03.,-11.764,-76.304,139.310,1629.811,1657.603,1666.279,136.000,0.113,0.257,0.289,0.270,0.261
XB.PM35.,31.046,-3.996,122.219,1524.536,1538.536,1542.705,137.000,0.560,0.587,0.588,0.591,0.594
PR.CBYP.,18.272,-65.857,131.996,1585.922,1607.214,1613.692,138.000,0.203,0.140,0.138,0.136,0.136
WM.AVE.,33.298,-7.413,121.891,1522.425,1536.210,1540.312,139.000,0.420,0.472,0.473,0.468,0.475
AF.PKA.,-29.670,22.757,127.004,1554.965,1572.334,1577.548,140.000,0.597,0.554,0.555,0.550,0.547
PR.MLPR.,17.969,-67.044,131.466,1582.670,1603.527,1609.861,141.000,0.583,0.439,0.435,0.431,0.432
XK.B06OR.,-19.901,23.527,125.358,1544.585,1560.747,1565.584,142.000,0.753,0.616,0.622,0.642,0.642
CX.PB04.,-22.334,-70.149,146.623,1671.954,1707.114,1718.363,143.000,0.374,0.399,0.388,0.403,0.399
CX.PB02.,-21.320,-69.896,146.840,1673.175,1708.566,1719.897,144.000,0.370,0.372,0.366,0.374,0.371
IB.M215.,32.047,-7.449,122.980,1529.431,1543.939,1548.263,145.000,0.442,0.551,0.554,0.561,0.556
CX.PB15.,-23.208,-69.471,147.241,1675.436,1711.254,1722.739,146.000,0.215,0.340,0.464,0.391,0.342
ZD.FN14.,-12.780,-74.988,140.810,1638.599,1667.831,1677.002,147.000,0.050,0.351,0.415,0.393,0.356
XB.PM29.,32.084,-4.391,121.553,1520.245,1533.810,1537.845,148.000,0.608,0.666,0.660,0.640,0.650
C.GO10.,-53.155,-71.050,135.515,1607.262,1631.564,1639.056,149.000,0.162,0.161,0.140,0.131,0.146
YZ.NARJ.,9.972,-85.544,122.215,1524.516,1538.515,1542.682,150.000,0.310,0.260,0.234,0.243,0.247
NA.SEUS.,17.493,-62.981,134.356,1600.277,1623.564,1630.711,151.000,0.002,0.107,0.107,0.106,0.106
XB.PM27.,32.350,-4.654,121.456,1519.621,1533.124,1537.139,152.000,0.524,0.569,0.571,0.579,0.579
DR.SDD.,18.463,-69.917,129.221,1568.806,1587.873,1593.623,153.000,0.127,0.114,0.120,0.124,0.123
DR.SC01.,19.427,-70.728,127.997,1561.180,1579.302,1584.751,154.000,0.051,0.205,0.206,0.204,0.204
C.GO03.,-27.594,-70.235,146.212,1669.631,1704.356,1715.449,155.000,0.257,0.266,0.345,0.327,0.273
CX.PB12.,-18.614,-70.328,146.252,1669.854,1704.620,1715.728,156.000,0.427,0.337,0.473,0.427,0.344
MN.RTC.,33.988,-6.857,121.061,1517.063,1530.312,1534.249,157.000,0.240,0.280,0.276,0.260,0.265
G.COYC.00,-45.573,-72.081,139.044,1628.246,1655.787,1664.378,158.000,0.249,0.270,0.277,0.277,0.279
XK.B03SL.,-21.121,24.764,124.404,1538.528,1554.014,1558.641,159.000,0.782,0.708,0.724,0.732,0.730
ZD.FS13.,-12.667,-71.344,144.228,1658.352,1691.003,1701.365,160.000,-0.034,-0.012,-0.013,-0.013,-0.012
NU.ACON.,11.968,-85.174,121.522,1520.045,1533.590,1537.619,161.000,0.255,0.301,0.281,0.290,0.298
YZ.CABA.,10.236,-85.343,122.255,1524.774,1538.798,1542.974,162.000,0.126,0.224,0.206,0.197,0.203
IB.M316.,31.802,-8.638,123.704,1534.060,1549.061,1553.537,163.000,0.408,0.522,0.527,0.537,0.532
ZD.FN09.,-11.048,-75.373,139.998,1633.853,1662.302,1671.203,164.000,0.329,0.446,0.491,0.478,0.445
YZ.GRZA.,9.915,-85.636,122.165,1524.191,1538.156,1542.313,165.000,0.211,-0.137,-0.147,-0.128,-0.131
ZD.FS10.,-13.197,-71.620,144.096,1657.596,1690.112,1700.426,166.000,0.058,-0.014,-0.006,-0.009,-0.014
IU.MACI.,28.250,-16.508,129.906,1573.055,1592.659,1598.583,167.000,0.411,0.593,0.599,0.630,0.617
CX.PATCX.,-20.821,-70.153,146.581,1671.716,1706.832,1718.065,168.000,0.106,0.241,0.315,0.268,0.242
ZD.FN02.,-11.909,-76.526,139.137,1628.795,1656.424,1665.045,169.000,0.145,0.382,0.400,0.397,0.387
GT.LBTB.00,-25.015,25.597,124.154,1536.932,1552.243,1556.816,170.000,0.765,0.801,0.776,0.793,0.796
