evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20130514_0032,2013,5,14,0,32,29,18.670,145.350,604.7,-1.04e26,-0.578e26,1.62e26,-1.28e26,0.078e26,-0.972e26
