evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5
20140504_0915,-24.670,179.120,529.600,Y6.HOLY.,46.526,-66.464,124.148,1549.924,1565.034,1569.539,0.000,1.344,0.157,0.151,0.167,0.155,0.153,0.900,1.500,0.756,0.680,1.100,0.750,0.750,0.700,0.700,0.750,0.100,0.704,0.750,0.500,0.707,0.750,0.500,0.702,0.750
20140504_0915,-24.670,179.120,529.600,YB.AT41.,38.468,33.245,148.064,1693.273,1729.697,1741.386,1.000,1.208,0.115,0.227,0.234,0.232,0.231,-0.100,0.100,0.649,0.616,-0.300,0.431,0.431,4.800,0.500,0.431,5.000,0.432,0.431,0.000,0.439,0.431,4.900,0.450,0.431
20140504_0915,-24.670,179.120,529.600,NO.NC303.00,61.225,11.369,142.497,1661.578,1692.210,1701.855,2.000,2.062,0.147,0.047,0.044,0.043,0.045,-5.800,2.100,0.439,-0.829,-6.200,0.493,0.493,-2.200,0.447,0.493,-2.400,0.463,0.493,-2.400,0.465,0.493,-2.300,0.464,0.493
20140504_0915,-24.670,179.120,529.600,IV.SGRT.,41.755,15.744,158.054,1747.659,1795.564,1811.524,3.000,1.555,0.230,0.099,0.091,0.085,0.091,2.600,-2.500,0.571,-0.815,-1.000,0.478,0.478,-1.600,0.688,0.478,-1.800,0.662,0.478,-1.900,0.635,0.478,-1.800,0.663,0.478
20140504_0915,-24.670,179.120,529.600,IV.MA9.,41.770,12.659,159.547,1755.510,1805.251,1821.905,4.000,1.310,-0.125,-0.014,-0.006,0.002,-0.008,-5.500,-2.000,0.385,-0.706,-4.300,0.683,0.683,-4.500,0.735,0.683,-4.700,0.729,0.683,-4.800,0.726,0.683,-4.700,0.731,0.683
20140504_0915,-24.670,179.120,529.600,GB.BIGH.,58.493,-3.910,146.109,1682.252,1716.592,1727.536,5.000,0.712,0.241,0.097,0.108,0.112,0.107,-2.000,3.700,0.572,-0.738,0.300,0.728,0.728,2.800,0.607,0.728,2.500,0.566,0.728,2.300,0.576,0.728,2.500,0.597,0.728
20140504_0915,-24.670,179.120,529.600,OE.KBA.,47.078,13.345,154.893,1730.792,1774.914,1789.449,6.000,0.873,0.147,0.116,0.112,0.117,0.118,-7.600,-0.700,0.231,-0.978,7.200,0.562,0.562,6.700,0.596,0.562,6.800,0.582,0.562,6.800,0.567,0.562,6.700,0.583,0.562
20140504_0915,-24.670,179.120,529.600,YB.AT20.,39.364,34.157,147.137,1688.066,1723.497,1734.830,7.000,0.342,0.041,0.045,0.045,0.045,0.045,-0.100,3.600,0.901,0.995,-0.100,0.146,0.146,-1.400,0.385,0.146,-0.900,0.460,0.146,-1.100,0.448,0.146,-1.300,0.420,0.146
20140504_0915,-24.670,179.120,529.600,IV.IFIL.,38.564,14.575,160.917,1762.653,1814.110,1831.416,8.000,0.687,0.136,0.060,0.051,0.046,0.053,-5.500,1.900,0.651,0.399,-0.200,0.408,0.408,-8.100,0.223,0.408,-8.600,0.235,0.408,-8.500,0.250,0.408,-8.300,0.237,0.408
20140504_0915,-24.670,179.120,529.600,GB.ELSH.,51.148,1.135,153.477,1723.139,1765.609,1779.523,9.000,0.694,0.073,-0.079,-0.081,-0.083,-0.081,-3.700,-3.200,0.336,0.560,0.100,0.496,0.496,8.900,0.372,0.496,8.800,0.381,0.496,8.700,0.386,0.496,8.700,0.383,0.496
