evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected
20140504_0915,-24.67,179.12,529.6,XJ.LN15.,-2.628,36.185,134.848,1616.363,1639.839,1647.041,12.0,2.16,0.509,0.532,0.523,0.524,0.532,-0.3,0.0,0.64,0.542,-0.9,0.658,0.658,-0.7,0.639,0.658,-1.0,0.657,0.658,-1.0,0.652,0.658,-0.8,0.644,0.658,0
20140504_0915,-24.67,179.12,529.6,IV.STAL.,46.26,12.71,155.818,1735.76,1780.974,1795.92,13.0,1.88,-0.014,0.01,-0.032,-0.03,-0.032,-6.0,4.0,0.274,-0.499,5.7,0.687,0.687,7.0,0.604,0.687,9.9,0.467,0.687,9.8,0.467,0.687,9.9,0.472,0.687,0
20140504_0915,-24.67,179.12,529.6,MN.VSL.,39.496,9.378,162.843,1772.586,1826.497,1844.742,14.0,0.345,0.015,0.014,0.014,0.014,0.014,-10.7,-4.7,0.154,0.804,7.6,0.35,0.35,7.6,0.347,0.35,7.9,0.325,0.35,8.4,0.315,0.35,7.9,0.336,0.35,0
20140504_0915,-24.67,179.12,529.6,KO.SARI.,38.407,36.418,145.666,1679.745,1713.619,1724.399,15.0,1.688,0.096,0.077,0.07,0.072,0.074,-4.7,0.2,0.548,0.112,2.0,0.457,0.457,3.0,0.481,0.457,3.0,0.464,0.457,3.1,0.468,0.457,3.1,0.473,0.457,0
20140504_0915,-24.67,179.12,529.6,CH.LIENZ.,47.294,9.492,155.92,1736.306,1781.641,1796.632,16.0,1.182,0.309,0.263,0.262,0.263,0.262,0.9,0.3,0.827,0.649,7.1,0.65,0.65,8.3,0.524,0.65,8.3,0.509,0.65,8.3,0.526,0.65,8.3,0.52,0.65,0
20140504_0915,-24.67,179.12,529.6,CH.MUO.,46.968,8.637,156.447,1739.123,1785.086,1800.314,17.0,1.456,-0.172,0.088,0.082,0.08,0.087,-4.1,-4.2,0.666,0.524,-4.2,0.514,0.514,-7.3,0.617,0.514,-7.3,0.603,0.514,-7.4,0.617,0.514,-7.3,0.617,0.514,0
20140504_0915,-24.67,179.12,529.6,TA.I61A.,43.932,-72.208,119.941,1522.781,1535.143,1538.808,18.0,3.497,0.42,0.301,0.304,0.308,0.303,0.3,0.2,0.68,0.734,0.0,0.604,0.604,-0.1,0.788,0.604,-0.1,0.784,0.604,-0.1,0.786,0.604,-0.1,0.791,0.604,0
20140504_0915,-24.67,179.12,529.6,GR.AHRW.,50.541,7.076,153.408,1722.769,1765.16,1779.044,19.0,1.134,0.067,0.083,0.08,0.079,0.083,0.5,-2.8,0.671,-0.854,-7.1,0.622,0.622,5.9,0.509,0.622,5.8,0.509,0.622,5.8,0.512,0.622,5.9,0.513,0.622,0
20140504_0915,-24.67,179.12,529.6,IV.SALB.,39.877,16.346,159.02,1752.745,1801.834,1818.241,20.0,1.678,0.225,0.259,0.259,0.26,0.26,-0.8,-4.5,0.906,-0.683,-3.1,0.665,0.665,-8.3,0.79,0.665,-8.5,0.787,0.665,-8.6,0.785,0.665,-8.4,0.787,0.665,0
20140504_0915,-24.67,179.12,529.6,YQ.KIPE.,-9.294,34.436,131.633,1596.787,1617.554,1623.851,21.0,3.865,0.459,0.447,0.458,0.465,0.459,1.2,1.6,0.809,0.813,1.4,0.516,0.516,1.6,0.53,0.516,1.3,0.529,0.516,1.2,0.521,0.516,1.3,0.527,0.516,0
20140504_0915,-24.67,179.12,529.6,IV.FDMO.,43.036,13.087,158.345,1749.194,1797.454,1813.548,22.0,1.092,0.008,-0.015,-0.013,-0.012,-0.013,3.7,1.3,0.398,0.056,-2.7,0.393,0.393,-1.6,0.445,0.393,-1.7,0.454,0.393,-1.9,0.449,0.393,-1.7,0.45,0.393,0
20140504_0915,-24.67,179.12,529.6,IV.MURB.,43.263,12.525,158.4,1749.486,1797.815,1813.934,23.0,1.478,0.112,0.288,0.284,0.282,0.287,4.1,-1.2,0.411,-0.772,-4.2,0.53,0.53,0.6,0.754,0.53,0.4,0.746,0.53,0.3,0.736,0.53,0.4,0.745,0.53,0
20140504_0915,-24.67,179.12,529.6,IV.ASQU.,43.797,11.789,158.253,1748.706,1796.854,1812.905,24.0,1.498,0.132,0.21,0.204,0.203,0.209,1.6,2.5,0.304,0.372,-1.8,0.627,0.627,-4.4,0.535,0.627,-4.6,0.537,0.627,-4.8,0.531,0.627,-4.6,0.532,0.627,0
20140504_0915,-24.67,179.12,529.6,KO.BNN.,38.852,35.847,146.0,1681.638,1715.865,1726.768,25.0,2.413,0.084,0.071,0.065,0.064,0.067,-0.7,3.3,0.611,-0.411,1.6,0.672,0.672,3.1,0.673,0.672,3.2,0.59,0.672,3.2,0.612,0.672,3.2,0.631,0.672,0
20140504_0915,-24.67,179.12,529.6,YQ.IGOM.,-9.0,33.657,132.381,1601.374,1622.756,1629.256,26.0,1.733,0.382,0.379,0.388,0.388,0.381,1.3,1.3,0.785,0.852,0.6,0.767,0.767,0.8,0.747,0.767,0.6,0.739,0.767,0.3,0.747,0.767,0.6,0.743,0.767,0
20140504_0915,-24.67,179.12,529.6,CH.MMK.,46.051,7.964,157.47,1744.566,1791.762,1807.454,27.0,0.818,0.07,0.13,0.13,0.13,0.132,3.9,4.3,0.554,0.168,-2.7,0.548,0.548,-1.0,0.728,0.548,-1.0,0.734,0.548,-1.2,0.727,0.548,-1.1,0.725,0.548,0
20140504_0915,-24.67,179.12,529.6,IV.ASSB.,43.043,12.659,158.524,1750.138,1798.618,1814.795,28.0,1.397,0.093,0.115,0.127,0.136,0.121,-3.4,2.8,0.593,0.327,-6.7,0.385,0.385,-6.1,0.491,0.385,-6.2,0.489,0.385,-6.3,0.474,0.385,-6.2,0.486,0.385,0
20140504_0915,-24.67,179.12,529.6,OE.MOA.,47.849,14.266,153.909,1725.48,1768.451,1782.552,29.0,1.664,-0.008,0.15,0.153,0.164,0.147,-5.3,1.4,0.577,-0.4,-1.9,0.695,0.695,-0.3,0.86,0.695,-0.2,0.86,0.695,-0.2,0.841,0.695,-0.3,0.85,0.695,0
20140504_0915,-24.67,179.12,529.6,YQ.CHML.,-8.826,34.028,132.249,1600.564,1621.836,1628.3,30.0,2.097,0.394,0.367,0.374,0.374,0.37,1.3,1.3,0.902,0.911,0.5,0.802,0.802,0.8,0.782,0.802,0.5,0.787,0.802,0.4,0.793,0.802,0.6,0.787,0.802,0
20140504_0915,-24.67,179.12,529.6,FR.SJAF.00,42.484,2.876,161.919,1767.836,1820.563,1838.353,31.0,1.406,0.117,0.305,0.281,0.255,0.281,-6.3,-2.3,0.415,-0.891,3.0,0.918,0.918,1.0,0.83,0.918,1.2,0.839,0.918,1.3,0.848,0.918,1.2,0.837,0.918,0
20140504_0915,-24.67,179.12,529.6,XK.Q07MR.,-13.197,37.499,126.746,1566.394,1583.361,1588.444,32.0,4.096,0.591,0.591,0.605,0.606,0.602,1.3,1.3,0.915,0.876,1.0,0.964,0.964,0.9,0.963,0.964,0.8,0.965,0.964,0.8,0.966,0.964,0.8,0.965,0.964,0
20140504_0915,-24.67,179.12,529.6,IV.CAFR.,42.227,14.347,158.402,1749.497,1797.828,1813.948,33.0,1.368,0.076,0.084,0.092,0.095,0.09,-2.0,4.1,0.524,0.462,5.1,0.507,0.507,0.2,0.537,0.507,0.2,0.543,0.507,0.1,0.545,0.507,0.2,0.542,0.507,0
20140504_0915,-24.67,179.12,529.6,1G.SA58.,61.945,12.553,141.632,1656.56,1686.336,1695.684,34.0,0.391,0.06,0.071,0.07,0.07,0.071,4.7,4.3,0.676,0.85,2.0,0.205,0.205,3.6,0.332,0.205,3.5,0.324,0.205,3.5,0.321,0.205,3.5,0.324,0.205,0
20140504_0915,-24.67,179.12,529.6,CZ.PVCC.,50.528,14.569,151.522,1712.471,1752.708,1765.791,35.0,0.948,0.021,0.045,0.038,0.039,0.039,-0.1,-4.1,0.483,0.611,4.4,0.477,0.477,-1.4,0.312,0.477,-1.1,0.325,0.477,-1.1,0.33,0.477,-1.1,0.329,0.477,0
20140504_0915,-24.67,179.12,529.6,NR.NE208.,-21.946,25.447,126.831,1566.926,1583.956,1589.058,36.0,8.916,0.775,0.751,0.754,0.764,0.757,0.7,0.8,0.947,0.93,0.2,0.963,0.963,0.2,0.954,0.963,0.2,0.955,0.963,0.1,0.962,0.963,0.1,0.958,0.963,1
20140504_0915,-24.67,179.12,529.6,KO.SVRH.,39.447,31.523,149.056,1698.819,1736.319,1748.398,37.0,0.339,-0.002,0.019,0.004,0.004,0.019,-0.1,-0.3,0.912,0.963,-13.4,0.35,0.35,-10.3,0.387,0.35,-11.5,0.329,0.35,-11.5,0.345,0.35,-10.2,0.362,0.35,0
20140504_0915,-24.67,179.12,529.6,NO.SPA0.00,78.178,16.37,125.898,1561.039,1577.386,1582.275,38.0,0.891,0.124,-0.182,-0.188,-0.195,-0.191,-1.9,-4.6,0.667,-0.918,-4.7,0.657,0.657,-4.5,0.554,0.657,-4.5,0.56,0.657,-4.4,0.565,0.657,-4.4,0.563,0.657,0
20140504_0915,-24.67,179.12,529.6,CH.WIMIS.,46.665,7.624,156.979,1741.957,1788.559,1804.027,39.0,0.636,0.22,0.106,0.104,0.099,0.102,5.6,1.7,0.463,-0.306,3.4,0.83,0.83,2.8,0.675,0.83,2.8,0.669,0.83,2.9,0.676,0.83,2.8,0.677,0.83,0
20140504_0915,-24.67,179.12,529.6,OE.ABTA.,46.747,12.512,155.47,1733.895,1778.697,1793.488,40.0,0.767,0.07,0.042,0.044,0.107,0.039,3.0,2.9,0.931,0.943,1.0,0.403,0.403,0.9,0.406,0.403,-2.5,0.457,0.403,1.3,0.621,0.403,-2.4,0.473,0.403,0
20140504_0915,-24.67,179.12,529.6,GU.RRL.,44.921,6.791,158.817,1751.678,1800.517,1816.83,41.0,0.94,0.14,0.149,0.149,0.155,0.155,-8.4,-2.0,0.388,-0.588,0.5,0.675,0.675,-6.9,0.708,0.675,-7.0,0.702,0.675,-7.0,0.706,0.675,-7.0,0.704,0.675,0
20140504_0915,-24.67,179.12,529.6,IV.SLCN.,40.39,15.633,159.075,1753.038,1802.196,1818.63,42.0,0.577,0.116,0.183,0.082,0.084,0.198,2.3,2.5,0.654,0.731,0.9,0.298,0.298,11.4,0.45,0.298,-4.6,0.527,0.298,-4.7,0.521,0.298,11.4,0.441,0.298,0
20140504_0915,-24.67,179.12,529.6,IV.HAGA.,37.285,15.155,161.393,1765.12,1817.178,1834.713,43.0,1.888,0.189,0.136,0.141,0.142,0.139,2.9,3.0,0.932,0.941,2.7,0.686,0.686,5.2,0.462,0.686,5.4,0.4,0.686,5.3,0.355,0.686,5.3,0.394,0.686,0
20140504_0915,-24.67,179.12,529.6,GB.STNC.,53.091,-2.206,151.561,1712.683,1752.964,1766.063,44.0,2.134,0.111,0.15,0.153,0.15,0.154,1.1,0.7,0.308,0.652,0.4,0.538,0.538,3.9,0.71,0.538,3.6,0.733,0.538,3.4,0.74,0.538,3.6,0.733,0.538,0
20140504_0915,-24.67,179.12,529.6,IV.GIB.,37.99,14.026,161.622,1766.304,1818.653,1836.3,45.0,0.614,0.177,0.091,0.078,0.077,0.086,3.1,-4.7,0.435,-0.442,-0.1,0.855,0.855,0.6,0.632,0.855,0.9,0.588,0.855,0.7,0.584,0.855,0.7,0.594,0.855,0
20140504_0915,-24.67,179.12,529.6,G.SSB.00,45.279,4.542,158.93,1752.276,1801.255,1817.62,46.0,1.024,-0.088,0.111,0.112,0.112,0.112,4.6,1.1,0.396,-0.667,-3.9,0.671,0.671,5.6,0.64,0.671,5.6,0.645,0.671,5.5,0.646,0.671,5.5,0.643,0.671,0
20140504_0915,-24.67,179.12,529.6,GE.FLT1.,52.331,11.237,150.849,1708.765,1748.246,1761.05,47.0,1.105,0.364,0.264,0.271,0.276,0.269,-5.6,3.9,0.572,-0.812,11.6,0.245,0.245,-10.0,0.498,0.245,-10.0,0.497,0.245,-10.1,0.495,0.245,-10.0,0.496,0.245,0
20140504_0915,-24.67,179.12,529.6,1G.SA13.,68.349,18.837,134.714,1615.552,1638.912,1646.075,48.0,0.853,0.045,0.138,0.13,0.128,0.136,-7.1,-0.4,0.477,-0.565,-10.0,0.585,0.585,-9.1,0.482,0.585,-9.2,0.488,0.585,-9.3,0.488,0.585,-9.1,0.5,0.585,0
20140504_0915,-24.67,179.12,529.6,KO.SHUT.,38.553,30.551,150.056,1704.379,1742.978,1755.458,49.0,1.669,0.1,0.049,0.035,0.037,0.038,4.2,-4.1,0.395,-0.394,-4.5,0.776,0.776,4.9,0.411,0.776,4.5,0.489,0.776,4.6,0.489,0.776,4.7,0.467,0.776,0
20140504_0915,-24.67,179.12,529.6,XK.B14MH.,-18.295,21.792,131.69,1597.137,1617.951,1624.263,50.0,14.084,0.706,0.659,0.662,0.674,0.668,1.1,1.1,0.898,0.858,0.5,0.912,0.912,0.7,0.905,0.912,0.6,0.907,0.912,0.4,0.913,0.912,0.5,0.911,0.912,1
20140504_0915,-24.67,179.12,529.6,YB.AT21.,38.927,34.525,146.979,1687.175,1722.438,1733.71,51.0,0.918,0.038,-0.013,-0.014,-0.012,-0.013,-7.2,1.6,0.454,-0.77,-1.5,0.603,0.603,6.8,0.417,0.603,-7.3,0.118,0.603,6.2,0.212,0.603,6.5,0.314,0.603,0
20140504_0915,-24.67,179.12,529.6,GE.MSBI.,31.313,35.358,147.47,1689.941,1725.728,1737.187,52.0,1.084,0.06,0.191,0.175,0.183,0.184,-1.3,1.9,0.476,-0.418,-1.1,0.589,0.589,4.6,0.616,0.589,3.5,0.71,0.589,3.9,0.68,0.589,4.1,0.667,0.589,0
20140504_0915,-24.67,179.12,529.6,SX.ROHR.,50.234,12.317,152.468,1717.65,1758.96,1772.441,53.0,1.081,0.218,0.161,0.163,0.166,0.162,2.1,2.8,0.688,0.469,2.3,0.521,0.521,2.2,0.747,0.521,2.0,0.743,0.521,2.0,0.72,0.521,2.0,0.742,0.521,0
20140504_0915,-24.67,179.12,529.6,OE.WTTA.,47.264,11.636,155.312,1733.047,1777.661,1792.382,54.0,0.808,-0.03,-0.151,-0.137,-0.125,-0.136,-5.3,-1.9,0.653,-0.823,-2.3,0.855,0.855,-2.8,0.568,0.855,-2.7,0.463,0.855,-2.7,0.373,0.855,-2.8,0.444,0.855,0
20140504_0915,-24.67,179.12,529.6,XK.Q05ML.,-13.467,36.14,127.474,1570.965,1588.475,1593.727,55.0,8.776,0.645,0.619,0.629,0.63,0.628,1.1,1.1,0.93,0.967,0.5,0.939,0.939,0.4,0.941,0.939,0.3,0.942,0.939,0.3,0.944,0.939,0.4,0.941,0.939,1
20140504_0915,-24.67,179.12,529.6,IV.USI.,38.708,13.179,161.603,1766.207,1818.532,1836.17,56.0,1.376,-0.036,-0.059,-0.053,-0.053,-0.058,8.5,4.6,0.635,-0.359,10.1,0.594,0.594,10.3,0.576,0.594,10.5,0.554,0.594,10.4,0.529,0.594,10.4,0.548,0.594,0
20140504_0915,-24.67,179.12,529.6,NR.NE220.,-23.363,25.86,125.415,1557.981,1573.98,1578.761,57.0,21.691,0.705,0.683,0.684,0.682,0.677,-0.3,-0.1,0.94,0.944,-0.8,0.866,0.866,-0.7,0.874,0.866,-0.7,0.874,0.866,-0.8,0.88,0.866,-0.8,0.874,0.866,1
20140504_0915,-24.67,179.12,529.6,GR.MOX.,50.646,11.616,152.292,1716.686,1757.795,1771.201,58.0,2.137,0.197,0.172,0.169,0.167,0.171,8.8,-2.5,0.527,-0.297,1.0,0.828,0.828,0.9,0.897,0.828,0.9,0.894,0.828,0.9,0.886,0.828,0.9,0.894,0.828,0
20140504_0915,-24.67,179.12,529.6,PL.GKP.,53.27,17.237,148.325,1694.739,1731.446,1743.237,59.0,0.978,-0.089,0.179,0.182,0.178,0.177,-1.0,-0.9,0.721,0.801,-1.9,0.738,0.738,-1.4,0.842,0.738,-1.5,0.83,0.738,-1.5,0.82,0.738,-1.5,0.829,0.738,0
20140504_0915,-24.67,179.12,529.6,TH.CHRS.,51.61,10.819,151.613,1712.97,1753.31,1766.431,60.0,1.492,0.257,0.249,0.247,0.251,0.248,7.2,0.9,0.442,-0.496,-8.4,0.306,0.306,-2.8,0.411,0.306,-9.2,0.407,0.306,-9.1,0.394,0.306,-9.2,0.4,0.306,0
20140504_0915,-24.67,179.12,529.6,IV.SCTE.,40.072,18.468,157.64,1745.468,1792.87,1808.639,61.0,1.491,0.265,0.162,0.17,0.171,0.165,4.9,4.7,0.757,0.758,4.2,0.657,0.657,-0.1,0.84,0.657,-0.1,0.833,0.657,-0.2,0.827,0.657,-0.1,0.836,0.657,0
20140504_0915,-24.67,179.12,529.6,XK.W10LW.,-12.621,34.165,129.405,1583.02,1602.012,1607.732,62.0,0.713,0.099,0.162,0.155,0.146,0.154,2.3,2.6,0.355,0.367,-5.5,0.289,0.289,-5.4,0.299,0.289,-5.6,0.293,0.289,-5.7,0.295,0.289,-5.6,0.294,0.289,0
20140504_0915,-24.67,179.12,529.6,XK.Z01TG.,-12.296,29.995,132.312,1600.952,1622.278,1628.759,63.0,5.471,0.614,0.62,0.617,0.611,0.615,0.8,0.7,0.884,0.879,-0.1,0.851,0.851,0.1,0.819,0.851,-0.1,0.815,0.851,-0.3,0.814,0.851,-0.1,0.819,0.851,1
20140504_0915,-24.67,179.12,529.6,YB.AT19.,39.735,33.581,147.458,1689.87,1725.644,1737.099,64.0,0.969,0.213,0.058,0.047,0.05,0.051,3.4,3.6,0.798,0.747,5.8,0.586,0.586,7.2,0.501,0.586,7.5,0.424,0.586,7.4,0.463,0.586,7.3,0.48,0.586,0
20140504_0915,-24.67,179.12,529.6,IV.PTCC.,46.408,13.354,155.458,1733.828,1778.614,1793.4,65.0,0.732,0.037,0.071,0.078,0.082,0.072,2.7,-4.7,0.531,-0.28,-0.1,0.595,0.595,-6.0,0.517,0.595,-11.0,0.578,0.595,-11.0,0.618,0.595,-11.0,0.584,0.595,0
20140504_0915,-24.67,179.12,529.6,TH.POSS.,51.333,10.867,151.857,1714.307,1754.922,1768.145,66.0,0.485,-0.031,-0.019,-0.017,-0.016,-0.018,-1.3,-3.6,0.402,0.973,5.3,0.431,0.431,4.5,0.345,0.431,4.6,0.36,0.431,4.8,0.381,0.431,4.6,0.361,0.431,0
20140504_0915,-24.67,179.12,529.6,IV.ECNV.,37.596,14.712,161.471,1765.523,1817.68,1835.254,67.0,1.081,0.114,0.109,0.098,0.094,0.103,0.0,4.0,0.772,-0.909,7.6,0.651,0.651,9.9,0.468,0.651,10.1,0.422,0.651,9.9,0.407,0.651,10.0,0.428,0.651,0
20140504_0915,-24.67,179.12,529.6,CH.TORNY.,46.774,6.959,157.027,1742.213,1788.874,1804.364,68.0,0.836,0.17,0.018,0.018,0.021,0.02,4.9,2.0,0.577,0.262,11.0,0.402,0.402,11.3,0.351,0.402,11.2,0.381,0.402,11.2,0.398,0.402,11.3,0.392,0.402,0
20140504_0915,-24.67,179.12,529.6,GE.UJAP.,31.952,35.464,147.346,1689.24,1724.893,1736.305,69.0,,,,,,,-16.0,-8.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,0
20140504_0915,-24.67,179.12,529.6,YB.AT02.,39.381,37.057,144.964,1675.749,1708.89,1719.411,70.0,0.349,0.038,0.036,0.036,0.036,0.036,-0.1,4.1,0.824,0.983,-1.4,0.222,0.222,-13.7,0.351,0.222,-14.1,0.272,0.222,-14.0,0.296,0.222,-13.9,0.319,0.222,0
20140504_0915,-24.67,179.12,529.6,XK.Q03LC.,-13.309,35.243,128.187,1575.431,1593.484,1598.905,71.0,3.299,0.478,0.464,0.476,0.483,0.477,1.0,1.1,0.614,0.66,0.5,0.907,0.907,0.3,0.923,0.907,0.2,0.921,0.907,0.1,0.917,0.907,0.3,0.92,0.907,0
20140504_0915,-24.67,179.12,529.6,TH.CRUX.,50.602,10.792,152.547,1718.079,1759.479,1772.994,72.0,2.102,0.232,0.252,0.25,0.251,0.252,7.6,-3.7,0.319,-0.402,-0.8,0.597,0.597,-0.5,0.729,0.597,-0.7,0.736,0.597,-0.7,0.734,0.597,-0.7,0.74,0.597,0
20140504_0915,-24.67,179.12,529.6,GE.VAL.,51.939,-10.244,151.811,1714.056,1754.619,1767.823,73.0,2.638,0.229,0.198,0.206,0.207,0.208,-7.4,-3.3,0.423,-0.53,6.1,0.394,0.394,1.4,0.574,0.394,1.2,0.468,0.394,5.7,0.444,0.394,1.1,0.496,0.394,0
20140504_0915,-24.67,179.12,529.6,GE.ZKR.,35.115,26.217,154.401,1728.14,1771.686,1786.003,74.0,1.214,0.113,0.122,0.122,0.125,0.124,2.0,-1.8,0.587,-0.567,-4.3,0.781,0.781,-0.3,0.725,0.781,-1.0,0.768,0.781,-0.8,0.744,0.781,-0.6,0.731,0.781,0
20140504_0915,-24.67,179.12,529.6,IV.MIGL.,40.604,16.441,158.48,1749.906,1798.332,1814.488,75.0,1.004,-0.051,0.068,0.067,0.065,0.066,-0.1,-4.4,0.795,0.449,-13.7,0.521,0.521,-7.9,0.681,0.521,-8.0,0.687,0.521,-8.1,0.69,0.521,-8.0,0.685,0.521,0
20140504_0915,-24.67,179.12,529.6,IV.SNAL.,40.925,15.209,158.928,1752.265,1801.242,1817.606,76.0,0.865,-0.039,0.099,0.095,0.095,0.099,-9.9,-2.6,0.558,0.481,-10.5,0.564,0.564,-3.8,0.622,0.564,-3.9,0.631,0.564,-4.0,0.63,0.564,-3.9,0.626,0.564,0
20140504_0915,-24.67,179.12,529.6,TA.L65A.,42.029,-70.053,121.295,1531.58,1544.793,1548.715,77.0,4.985,0.249,0.415,0.394,0.412,0.415,-1.1,-1.3,0.769,0.737,-1.5,0.618,0.618,-1.1,0.702,0.618,-1.9,0.572,0.618,-1.4,0.627,0.618,-1.2,0.665,0.618,0
20140504_0915,-24.67,179.12,529.6,TA.H62A.,44.574,-71.156,120.757,1528.094,1540.966,1544.785,78.0,3.295,0.32,0.415,0.39,0.399,0.408,0.4,0.5,0.808,0.869,1.0,0.619,0.619,0.3,0.8,0.619,-0.1,0.718,0.619,0.4,0.756,0.619,0.3,0.777,0.619,0
20140504_0915,-24.67,179.12,529.6,IV.SAMA.,41.78,12.592,159.569,1755.626,1805.394,1822.06,79.0,1.675,0.093,0.01,0.131,0.125,0.014,-11.3,0.4,0.155,0.209,2.5,0.53,0.53,2.3,0.506,0.53,-4.0,0.464,0.53,-3.9,0.475,0.53,2.2,0.505,0.53,0
20140504_0915,-24.67,179.12,529.6,XJ.LN46.,-3.007,36.677,134.227,1612.612,1635.551,1642.572,80.0,2.657,0.54,0.521,0.536,0.538,0.529,0.8,0.8,0.735,0.684,0.4,0.812,0.812,0.5,0.79,0.812,0.3,0.81,0.812,0.2,0.809,0.812,0.5,0.798,0.812,0
