group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,21.0,-24.67,179.12,529.6,-21.291,24.183,127.968,2.245,0.776,0.738,0.667,0.777,0.0,0.682,0.081,0.645,0.029,0.653,-0.162,0.611,-0.038,0.635
1.0,10.0,-24.67,179.12,529.6,-11.12,33.704,130.721,2.449,0.91,0.281,0.86,0.273,0.11,0.295,0.12,0.376,-0.04,0.323,-0.13,0.374,0.0,0.377
