evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20140504_0915,2014,5,4,9,15,56,-24.670,179.120,529.6,-0.752e26,0.123e26,0.629e26,-0.287e26,-0.177e26,-0.46e26
