evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20100729_0732,2010,7,29,7,32,0,6.690,123.410,614.0,-0.21e26,0.231e26,-0.02e26,-0.558e26,-0.827e26,0.117e26
