station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
G.TRIS.10,-37.068,-12.315,129.616,1569.675,1589.080,1594.940,34.000,0.061,0.063,0.076,0.070,0.065
US.TZTN.00,36.544,-83.549,129.930,1571.620,1591.273,1597.212,35.000,0.246,0.125,0.124,0.125,0.126
NE.BRYW.,41.917,-71.538,129.510,1569.017,1588.338,1594.171,36.000,0.165,0.181,0.174,0.149,0.155
TA.W38A.,35.070,-94.518,125.046,1541.031,1556.996,1561.773,37.000,0.288,0.294,0.316,0.315,0.316
TA.Z38A.,33.260,-94.985,125.945,1546.717,1563.330,1568.308,38.000,0.269,0.230,0.235,0.242,0.236
YZ.MANS.,10.099,-85.381,146.773,1671.196,1706.550,1717.870,39.000,0.471,0.453,0.469,0.473,0.476
TA.U29A.,36.452,-101.270,119.922,1508.098,1520.651,1524.378,40.000,0.480,0.455,0.469,0.465,0.461
US.NATX.,31.760,-94.661,127.120,1554.112,1571.596,1576.846,41.000,0.022,-0.031,-0.031,-0.030,-0.031
NE.WES.,42.385,-71.322,129.121,1566.601,1585.618,1591.353,42.000,-0.072,0.151,0.152,0.142,0.144
LD.NPNY.,41.755,-74.144,128.965,1565.632,1584.527,1590.223,43.000,0.209,0.254,0.261,0.260,0.259
TA.Y38A.,33.928,-94.731,125.670,1544.981,1561.394,1566.310,44.000,0.268,0.272,0.275,0.267,0.271
XE.GS06.,-0.680,-91.204,144.957,1660.910,1694.351,1704.992,45.000,0.130,0.110,0.080,0.100,0.105
TA.539A.,30.108,-94.724,128.125,1560.396,1578.644,1584.134,46.000,0.494,0.529,0.549,0.555,0.550
TA.530A.,30.149,-101.338,123.466,1530.965,1545.828,1550.262,47.000,0.674,0.678,0.680,0.689,0.683
TA.T30A.,37.053,-100.527,120.039,1508.859,1521.486,1525.235,48.000,0.498,0.525,0.535,0.536,0.538
CN.MNTQ.,45.500,-73.623,125.627,1544.708,1561.090,1565.996,49.000,0.536,0.533,0.531,0.526,0.530
CN.LMQ.,47.549,-70.326,124.419,1537.044,1552.566,1557.205,50.000,0.315,0.348,0.339,0.312,0.317
IU.LCO.,-29.011,-70.700,154.009,1711.149,1754.568,1768.857,51.000,0.248,0.219,0.235,0.250,0.246
US.LRAL.,33.040,-86.998,130.885,1577.513,1597.929,1604.118,52.000,0.342,0.590,0.598,0.608,0.610
TA.434A.,30.814,-98.269,125.268,1542.436,1558.559,1563.385,53.000,0.488,0.486,0.504,0.510,0.512
TA.U31A.,36.369,-99.851,120.885,1514.348,1527.508,1531.419,54.000,0.399,0.370,0.386,0.390,0.389
TA.X28A.,34.519,-102.197,120.429,1511.392,1524.262,1528.086,55.000,0.465,0.548,0.549,0.553,0.552
CX.PB07.,-21.727,-69.886,160.225,1744.130,1795.062,1812.190,56.000,0.241,0.324,0.349,0.361,0.345
TA.229A.,31.967,-101.811,122.128,1522.379,1536.344,1540.502,57.000,0.547,0.519,0.493,0.508,0.501
NM.USIN.,37.965,-87.666,126.797,1552.080,1569.321,1574.496,58.000,0.028,0.058,0.060,0.061,0.061
TA.W36A.,35.139,-96.226,123.947,1534.034,1549.227,1553.764,59.000,0.295,0.284,0.300,0.294,0.297
IU.SSPA.10,40.636,-77.888,128.782,1564.493,1583.246,1588.897,60.000,0.082,0.025,0.008,-0.026,-0.023
TA.S37A.,37.760,-94.828,123.052,1528.313,1542.894,1547.242,61.000,0.490,0.432,0.438,0.440,0.433
TA.135A.,32.557,-97.410,124.807,1539.509,1555.304,1560.028,62.000,0.675,0.641,0.649,0.643,0.643
TA.T37A.,37.123,-94.918,123.431,1530.738,1545.577,1550.004,63.000,0.485,0.527,0.539,0.541,0.535
TA.V32A.,35.720,-99.044,121.798,1520.253,1534.001,1538.093,64.000,0.597,0.525,0.539,0.540,0.540
TA.Z33A.,33.286,-98.765,123.460,1530.927,1545.786,1550.219,65.000,0.586,0.619,0.628,0.626,0.624
X4.GC14.,29.764,-97.771,126.232,1548.530,1565.354,1570.398,66.000,0.025,-0.003,0.003,0.006,0.004
YM.V08.,-39.449,-71.975,144.436,1657.941,1690.842,1701.293,67.000,0.141,0.168,0.162,0.156,0.158
CN.SADO.,44.770,-79.141,124.691,1538.775,1554.489,1559.187,68.000,0.281,0.285,0.285,0.290,0.290
CX.PB14.,-24.626,-70.404,157.712,1730.945,1778.772,1794.723,69.000,0.385,0.389,0.383,0.375,0.380
TA.O34A.,40.183,-96.694,120.345,1510.850,1523.669,1527.476,70.000,0.449,0.416,0.423,0.424,0.425
XH.ESP08.01,-31.597,-64.550,154.006,1711.133,1754.548,1768.835,71.000,0.224,0.273,0.280,0.287,0.293
LD.CUNY.,40.735,-73.818,130.000,1572.055,1591.762,1597.720,72.000,0.105,0.093,0.094,0.080,0.086
G.UNM.00,19.330,-99.178,130.651,1576.071,1596.297,1602.424,73.000,0.224,0.238,0.235,0.233,0.236
Z9.W14.,32.094,-83.899,133.294,1592.252,1614.659,1621.510,74.000,0.371,0.344,0.335,0.315,0.318
US.BINY.,42.199,-75.986,128.007,1559.662,1577.819,1583.281,75.000,0.139,0.015,0.039,0.089,0.081
TA.O36A.,40.132,-94.965,121.348,1517.343,1530.800,1534.801,76.000,0.461,0.413,0.421,0.423,0.422
TA.538A.,30.222,-95.490,127.535,1556.712,1574.509,1579.858,77.000,0.526,0.566,0.573,0.569,0.569
TA.734A.,28.847,-98.558,126.201,1548.330,1565.131,1570.167,78.000,0.529,0.530,0.525,0.518,0.522
TA.T34A.,37.022,-97.188,122.137,1522.436,1536.407,1540.567,79.000,0.478,0.461,0.476,0.483,0.476
XE.GS07.,-0.788,-91.425,144.760,1659.786,1693.022,1703.591,80.000,0.238,0.270,0.237,0.248,0.261
CN.ICQ.,49.522,-67.271,123.021,1528.115,1542.675,1547.016,81.000,0.336,0.388,0.390,0.406,0.402
TA.Y31A.,33.963,-100.261,122.056,1521.914,1535.831,1539.975,82.000,0.440,0.473,0.499,0.505,0.500
X4.GC18.,30.166,-98.213,125.687,1545.084,1561.510,1566.429,83.000,0.623,0.564,0.552,0.545,0.545
TA.431A.,30.682,-100.608,123.697,1532.438,1547.459,1551.942,84.000,0.557,0.580,0.581,0.580,0.580
TA.T32A.,37.180,-98.925,120.968,1514.888,1528.101,1532.028,85.000,0.449,0.494,0.510,0.507,0.509
TA.534A.,30.028,-98.475,125.582,1544.424,1560.773,1565.669,86.000,0.605,0.569,0.568,0.565,0.568
NE.WVL.,44.565,-69.662,127.411,1555.933,1573.635,1578.954,87.000,0.082,0.265,0.270,0.292,0.288
X4.GC16.,29.930,-98.007,125.969,1546.868,1563.499,1568.482,88.000,0.385,0.428,0.412,0.407,0.406
PE.PSWB.,41.305,-76.015,128.809,1564.659,1583.433,1589.091,89.000,0.052,0.060,0.220,0.210,0.212
US.VBMS.,32.219,-90.518,129.427,1568.500,1587.756,1593.568,90.000,0.250,0.229,0.222,0.207,0.214
AF.SHAI.,5.881,0.044,122.102,1522.211,1536.159,1540.312,91.000,0.373,0.437,0.412,0.420,0.426
TA.Y33A.,34.008,-98.626,123.116,1528.726,1543.351,1547.712,92.000,0.443,0.474,0.478,0.482,0.480
TA.438A.,30.750,-95.474,127.219,1554.729,1572.287,1577.560,93.000,0.422,0.398,0.413,0.422,0.414
SV.SNET.,13.687,-89.231,141.722,1642.313,1672.472,1681.966,94.000,0.098,0.061,0.076,0.074,0.077
TA.SFIN.,40.379,-87.097,125.196,1541.982,1558.055,1562.864,95.000,0.406,0.220,0.226,0.237,0.235
TA.V33A.,35.821,-98.286,122.218,1522.959,1536.983,1541.159,96.000,0.488,0.417,0.434,0.430,0.430
XE.GS05.,-0.722,-91.338,144.833,1660.203,1693.515,1704.110,97.000,0.091,0.034,0.138,0.090,0.040
TA.U33A.,36.433,-98.114,121.943,1521.184,1535.027,1539.148,98.000,0.446,0.470,0.484,0.480,0.482
C.CCH2.,-36.603,-72.078,146.912,1671.980,1707.483,1718.856,99.000,0.046,0.094,0.093,0.102,0.101
IU.SSPA.00,40.636,-77.888,128.782,1564.493,1583.246,1588.897,100.000,0.078,0.021,0.004,-0.029,-0.026
XE.GS03.,-1.031,-91.223,145.002,1661.166,1694.654,1705.311,101.000,0.404,0.432,0.392,0.410,0.432
TA.Y35A.,33.906,-97.037,124.216,1535.750,1551.130,1555.725,102.000,0.405,0.420,0.435,0.429,0.431
NM.SLM.00,38.636,-90.236,124.967,1540.526,1556.434,1561.193,103.000,0.317,0.451,0.452,0.454,0.451
US.NHSC.,33.107,-80.178,134.332,1598.542,1621.839,1628.989,104.000,0.069,0.224,0.231,0.229,0.229
XE.GS8A.,-0.979,-91.447,144.772,1659.859,1693.108,1703.681,105.000,0.215,0.224,0.313,0.280,0.230
TA.P36A.,39.620,-95.206,121.565,1518.751,1532.348,1536.393,106.000,0.479,0.550,0.562,0.567,0.563
TA.Y30A.,33.877,-100.898,121.677,1519.474,1533.143,1537.211,107.000,0.346,0.323,0.319,0.324,0.322
US.JFWS.HR,42.914,-90.248,121.744,1519.903,1533.616,1537.697,108.000,0.202,0.267,0.263,0.264,0.262
US.CBN.,38.205,-77.373,131.119,1578.953,1599.558,1605.809,109.000,0.039,0.126,0.128,0.137,0.135
IM.TX32.,29.334,-103.668,122.179,1522.709,1536.708,1540.876,110.000,0.456,0.533,0.504,0.496,0.497
TA.Z35A.,33.331,-97.253,124.434,1537.139,1552.671,1557.313,111.000,0.240,0.236,0.244,0.245,0.243
TA.137A.,32.597,-95.756,125.872,1546.258,1562.819,1567.780,112.000,0.547,0.522,0.520,0.514,0.516
TA.X35A.,34.400,-96.973,123.947,1534.035,1549.228,1553.765,113.000,0.248,0.276,0.284,0.285,0.285
TA.Y34A.,33.957,-97.757,123.716,1532.564,1547.598,1552.085,114.000,0.498,0.491,0.502,0.502,0.500
TA.M35A.,41.466,-95.695,120.026,1508.771,1521.390,1525.136,115.000,0.482,0.435,0.445,0.445,0.443
US.JFWS.,42.914,-90.248,121.744,1519.903,1533.616,1537.697,116.000,0.199,0.265,0.261,0.261,0.260
TA.W30A.,35.182,-100.577,121.127,1515.918,1529.232,1533.190,117.000,0.508,0.511,0.520,0.523,0.525
TA.138A.,32.660,-95.089,126.265,1548.736,1565.583,1570.635,118.000,0.552,0.495,0.506,0.508,0.509
TA.631A.,29.412,-100.576,124.423,1537.068,1552.592,1557.232,119.000,0.622,0.487,0.477,0.474,0.475
TA.634A.,29.382,-98.352,126.043,1547.337,1564.022,1569.022,120.000,0.538,0.516,0.529,0.535,0.531
XE.GS09.,-0.783,-91.110,145.068,1661.541,1695.098,1705.779,121.000,0.172,0.173,0.174,0.172,0.177
TA.531A.,30.164,-100.546,124.029,1534.560,1549.810,1554.364,122.000,0.545,0.529,0.533,0.528,0.535
TA.440A.,30.746,-93.959,128.231,1561.060,1579.389,1584.905,123.000,0.378,0.346,0.357,0.358,0.354
TA.537A.,30.080,-96.315,127.057,1553.718,1571.155,1576.390,124.000,0.500,0.468,0.465,0.460,0.461
TA.632A.,29.507,-99.786,124.943,1540.373,1556.264,1561.018,125.000,0.519,0.568,0.573,0.575,0.573
GT.DBIC.00,6.670,-4.857,126.685,1551.376,1568.534,1573.682,126.000,0.594,0.612,0.601,0.612,0.612
CX.PB10.,-23.513,-70.554,158.480,1734.995,1783.761,1800.067,127.000,0.448,0.459,0.465,0.465,0.462
TA.139A.,32.680,-94.393,126.700,1551.472,1568.641,1573.793,128.000,0.474,0.453,0.456,0.449,0.447
TA.N35A.,40.861,-95.643,120.471,1511.665,1524.563,1528.394,129.000,0.420,0.363,0.367,0.357,0.355
TA.934A.,27.602,-98.519,126.930,1552.916,1570.257,1575.462,130.000,0.095,0.055,0.089,0.085,0.090
TA.W33A.,35.152,-98.469,122.517,1524.884,1539.106,1543.344,131.000,0.313,0.280,0.290,0.296,0.293
TA.439A.,30.794,-94.766,127.665,1557.526,1575.422,1580.802,132.000,0.446,0.501,0.501,0.497,0.497
TA.TUL1.,35.910,-95.792,123.713,1532.544,1547.577,1552.063,133.000,0.456,0.393,0.415,0.417,0.418
TA.338A.,31.357,-95.311,126.948,1553.033,1570.388,1575.598,134.000,0.559,0.520,0.522,0.513,0.511
TA.X30A.,34.446,-100.874,121.362,1517.439,1530.905,1534.909,135.000,0.622,0.546,0.543,0.553,0.550
TA.Q35A.,38.859,-96.037,121.610,1519.039,1532.665,1536.719,136.000,0.452,0.493,0.503,0.509,0.506
TA.O33A.,40.076,-97.585,119.908,1508.010,1520.555,1524.280,137.000,0.323,0.318,0.320,0.321,0.320
TA.437A.,30.829,-96.139,126.721,1551.605,1568.790,1573.947,138.000,0.578,0.584,0.594,0.591,0.587
TA.237A.,32.001,-95.808,126.214,1548.411,1565.221,1570.260,139.000,0.608,0.588,0.594,0.590,0.591
TA.337A.,31.316,-95.885,126.591,1550.786,1567.874,1573.000,140.000,0.605,0.570,0.570,0.563,0.565
CX.MNMCX.,-19.131,-69.596,162.260,1754.653,1808.165,1826.280,141.000,0.456,0.582,0.593,0.603,0.591
YZ.PNCB.,9.590,-85.092,147.269,1673.989,1709.873,1721.383,142.000,0.440,0.503,0.548,0.545,0.532
TA.W37A.,35.138,-95.427,124.444,1537.203,1552.743,1557.387,143.000,0.427,0.380,0.380,0.368,0.372
TA.035A.,26.938,-98.102,127.607,1557.163,1575.014,1580.380,144.000,0.420,0.471,0.424,0.440,0.430
TA.536A.,30.076,-97.065,126.542,1550.478,1567.530,1572.645,145.000,0.636,0.586,0.588,0.582,0.581
XE.GS15.,-0.809,-91.127,145.056,1661.474,1695.018,1705.695,146.000,0.199,0.222,0.221,0.222,0.225
NM.OLIL.,38.734,-88.099,125.989,1546.993,1563.638,1568.626,147.000,0.346,0.252,0.256,0.273,0.268
LD.BRNJ.,40.683,-74.566,129.826,1570.978,1590.548,1596.461,148.000,0.444,0.479,0.486,0.467,0.460
TA.334A.,31.333,-98.238,124.984,1540.633,1556.553,1561.316,149.000,0.569,0.596,0.611,0.611,0.607
6D.TBMR.,12.592,-86.852,144.274,1657.014,1689.748,1700.140,150.000,0.110,0.138,0.132,0.134,0.135
TA.535A.,30.029,-97.571,126.217,1548.432,1565.244,1570.285,151.000,0.482,0.505,0.505,0.505,0.505
XH.ESP06.01,-31.138,-64.956,154.328,1712.870,1756.661,1771.090,152.000,0.148,0.291,0.280,0.308,0.298
TA.340A.,31.417,-93.890,127.844,1558.643,1576.675,1582.098,153.000,0.391,0.422,0.456,0.465,0.451
TA.T36A.,37.061,-95.879,122.902,1527.354,1541.835,1546.151,154.000,0.352,0.356,0.376,0.383,0.374
TA.W31A.,35.186,-99.943,121.540,1518.587,1532.168,1536.208,155.000,0.467,0.423,0.439,0.442,0.437
TA.R33A.,38.308,-97.984,120.826,1513.968,1527.090,1530.990,156.000,0.467,0.428,0.434,0.435,0.439
TA.Z36A.,33.270,-96.434,125.006,1540.774,1556.710,1561.478,157.000,0.322,0.230,0.238,0.226,0.230
AI.JUBA.,-62.237,-58.663,124.432,1537.125,1552.656,1557.297,158.000,0.121,0.120,0.126,0.133,0.131
PR.AGPR.,18.467,-67.111,152.786,1704.520,1746.521,1760.278,159.000,0.030,0.162,0.155,0.143,0.145
YZ.HATI.,10.292,-85.710,146.395,1669.067,1704.021,1715.198,160.000,0.442,0.400,0.389,0.387,0.395
YZ.SARO.,10.843,-85.616,146.204,1667.987,1702.739,1713.843,161.000,0.266,0.295,0.329,0.336,0.331
Z9.W15A.,32.138,-83.898,133.259,1592.043,1614.421,1621.263,162.000,0.376,0.399,0.390,0.386,0.383
BR.AGBLB.,-9.039,-37.045,160.500,1745.563,1796.840,1814.101,163.000,0.410,0.419,0.416,0.419,0.421
TA.X29A.,34.445,-101.701,120.807,1513.843,1526.953,1530.849,164.000,0.566,0.598,0.599,0.603,0.607
IU.HRV.10,42.506,-71.558,128.949,1565.531,1584.414,1590.107,165.000,0.152,0.181,0.177,0.149,0.154
CX.HMBCX.,-20.278,-69.888,161.268,1749.540,1801.787,1819.417,166.000,0.379,0.302,0.327,0.338,0.319
Z9.W23.,32.523,-83.886,132.965,1590.251,1612.381,1619.138,167.000,0.488,0.411,0.404,0.397,0.393
TA.335A.,31.282,-97.427,125.569,1544.344,1560.684,1565.578,168.000,0.574,0.569,0.578,0.585,0.582
TA.S36A.,37.724,-95.592,122.630,1525.606,1539.904,1544.165,169.000,0.418,0.429,0.439,0.439,0.443
XH.ESP09.01,-31.909,-64.658,153.681,1709.375,1752.411,1766.555,170.000,0.244,0.400,0.393,0.381,0.395
LD.PANJ.,40.377,-74.703,130.065,1572.452,1592.211,1598.185,171.000,0.170,0.175,0.180,0.175,0.177
XE.GS10.,-0.837,-91.091,145.096,1661.703,1695.289,1705.981,172.000,0.146,0.131,0.184,0.158,0.135
TA.Z37A.,33.198,-95.623,125.576,1544.387,1560.733,1565.628,173.000,0.405,0.402,0.425,0.437,0.436
6D.TBTN.,12.606,-86.835,144.281,1657.053,1689.794,1700.188,174.000,-0.058,-0.009,-0.024,-0.025,-0.020
AI.ESPZ.,-63.398,-56.996,123.291,1529.845,1544.589,1548.987,175.000,0.088,0.093,0.100,0.114,0.106
US.HDIL.,40.556,-89.294,124.002,1534.391,1549.623,1554.171,176.000,0.205,0.401,0.402,0.396,0.402
TA.Y37A.,33.979,-95.621,125.076,1541.220,1557.206,1561.989,177.000,0.369,0.343,0.364,0.363,0.365
NU.MGAN.,12.149,-86.248,145.008,1661.198,1694.692,1705.351,178.000,0.047,0.019,0.027,0.028,0.025
TA.Q33A.,38.998,-97.833,120.469,1511.656,1524.552,1528.383,179.000,0.508,0.427,0.432,0.438,0.441
NM.SIUC.,37.715,-89.217,126.188,1548.247,1565.037,1570.071,180.000,0.094,0.500,0.496,0.480,0.483
PR.MPR.,18.212,-67.140,153.010,1705.737,1747.996,1761.849,181.000,0.186,0.237,0.237,0.237,0.236
IU.HKT.00,29.962,-95.838,127.457,1556.224,1573.961,1579.291,182.000,0.020,-0.044,-0.046,-0.047,-0.047
TA.034A.,27.065,-98.683,127.106,1554.022,1571.495,1576.741,183.000,0.298,0.308,0.326,0.320,0.322
TA.U36A.,36.393,-95.732,123.432,1530.746,1545.586,1550.013,184.000,0.419,0.406,0.417,0.419,0.419
XH.ESP11.01,-32.419,-65.717,152.904,1705.161,1747.298,1761.105,185.000,0.220,0.353,0.344,0.320,0.331
NM.UALR.,34.775,-92.343,126.557,1550.571,1567.634,1572.753,186.000,0.596,0.597,0.593,0.591,0.596
IU.PMSA.00,-64.774,-64.049,121.674,1519.453,1533.120,1537.187,187.000,0.123,0.122,0.116,0.109,0.108
TA.430A.,30.787,-101.236,123.190,1529.195,1543.870,1548.246,188.000,0.617,0.525,0.523,0.531,0.526
TA.R36A.,38.324,-95.504,122.278,1523.345,1537.409,1541.597,189.000,0.444,0.358,0.364,0.368,0.371
NM.BLO.,39.172,-86.522,126.419,1549.706,1566.667,1571.754,190.000,0.217,0.391,0.388,0.049,0.384
TA.Z32A.,33.307,-99.478,122.970,1527.786,1542.312,1546.642,191.000,0.180,0.159,0.164,0.168,0.167
TA.V34A.,35.834,-97.518,122.694,1526.016,1540.357,1544.630,192.000,0.378,0.405,0.427,0.430,0.430
US.AAM.,42.301,-83.657,125.150,1541.689,1557.728,1562.527,193.000,0.194,0.280,0.278,0.274,0.275
TA.X31A.,34.631,-99.979,121.849,1520.578,1534.360,1538.461,194.000,0.582,0.496,0.498,0.502,0.498
TA.X36A.,34.570,-96.352,124.233,1535.862,1551.254,1555.853,195.000,0.253,0.299,0.312,0.310,0.307
II.RPN.10,-27.127,-109.334,126.032,1547.263,1563.939,1568.937,196.000,0.111,0.113,0.127,0.122,0.113
Z9.W11.,31.959,-83.908,133.394,1592.860,1615.353,1622.233,197.000,0.177,0.340,0.348,0.356,0.356
NU.BOAB.,12.449,-85.666,145.336,1663.066,1696.903,1707.683,198.000,0.035,0.049,0.041,0.041,0.041
6D.TBHS.,12.618,-86.856,144.257,1656.918,1689.634,1700.020,199.000,0.158,0.103,0.109,0.110,0.109
TA.T33A.,37.082,-98.244,121.451,1518.010,1531.533,1535.555,200.000,0.524,0.489,0.505,0.502,0.504
IU.HRV.00,42.506,-71.558,128.949,1565.531,1584.414,1590.107,201.000,0.147,0.166,0.163,0.134,0.140
CX.PB02.,-21.320,-69.896,160.517,1745.649,1796.947,1814.215,202.000,0.406,0.403,0.419,0.441,0.414
TA.433A.,30.754,-99.091,124.729,1539.016,1554.756,1559.462,203.000,0.716,0.730,0.728,0.723,0.724
TA.P33A.,39.436,-97.695,120.265,1510.326,1523.094,1526.886,204.000,0.440,0.396,0.396,0.401,0.399
X4.GC15.,29.858,-97.932,126.065,1547.471,1564.171,1569.177,205.000,0.354,0.374,0.369,0.368,0.369
CX.PB13.,-18.336,-69.502,162.858,1757.722,1812.001,1830.412,206.000,0.164,0.348,0.324,0.314,0.340
NA.SEUS.,17.493,-62.981,155.006,1716.523,1761.109,1775.839,207.000,0.327,0.282,0.288,0.303,0.301
X4.GC04.,28.636,-96.875,127.527,1556.664,1574.455,1579.801,208.000,0.236,0.228,0.218,0.221,0.220
X4.GC24.,28.830,-97.011,127.317,1555.347,1572.979,1578.275,209.000,0.407,0.376,0.364,0.368,0.363
TA.936A.,27.421,-97.309,127.918,1559.106,1577.195,1582.635,210.000,0.219,0.140,0.139,0.137,0.139
TA.R31A.,38.289,-99.527,119.903,1507.972,1520.514,1524.237,211.000,0.529,0.463,0.473,0.482,0.482
CN.VLDQ.,48.190,-77.757,122.047,1521.857,1535.769,1539.910,212.000,0.230,0.198,0.216,0.233,0.226
TA.Q34A.,38.921,-96.941,121.044,1515.376,1528.638,1532.580,213.000,0.353,0.372,0.379,0.381,0.380
II.SACV.00,14.970,-23.608,140.784,1636.853,1666.093,1675.268,214.000,0.015,0.087,0.080,0.079,0.082
US.CNNC.,35.239,-77.890,133.516,1593.603,1616.200,1623.114,215.000,-0.019,0.030,0.028,0.024,0.025
XE.GS13.,-0.778,-91.092,145.085,1661.638,1695.212,1705.900,216.000,0.013,0.010,0.007,0.008,0.010
TA.540A.,30.209,-93.980,128.560,1563.110,1581.692,1587.288,217.000,0.377,0.321,0.338,0.346,0.345
NE.PQI.,46.670,-68.013,125.682,1545.054,1561.476,1566.394,218.000,0.081,0.069,0.069,0.069,0.068
TA.231A.,31.935,-100.316,123.194,1529.223,1543.901,1548.278,219.000,0.556,0.483,0.495,0.506,0.501
US.KVTX.,27.546,-97.893,127.421,1555.995,1573.705,1579.026,220.000,0.258,0.280,0.254,0.243,0.247
TA.Z31A.,33.318,-100.144,122.513,1524.856,1539.076,1543.312,221.000,0.668,0.571,0.572,0.572,0.568
TA.Q32A.,38.991,-98.560,120.043,1508.884,1521.513,1525.263,222.000,0.409,0.388,0.406,0.419,0.417
US.MIAR.,34.545,-93.576,125.972,1546.889,1563.522,1568.506,223.000,0.392,0.408,0.419,0.423,0.422
TA.W35A.,35.153,-96.874,123.531,1531.383,1546.291,1550.739,224.000,0.382,0.289,0.275,0.270,0.269
CN.GAC.,45.703,-75.478,124.952,1540.432,1556.330,1561.086,225.000,0.334,0.327,0.330,0.338,0.337
TA.Y29A.,33.860,-101.671,121.161,1516.138,1529.474,1533.439,226.000,0.711,0.700,0.709,0.716,0.717
TA.234A.,32.004,-98.137,124.653,1538.531,1554.217,1558.907,227.000,0.721,0.671,0.680,0.682,0.682
TA.636A.,29.481,-97.057,126.901,1552.735,1570.054,1575.253,228.000,0.664,0.605,0.601,0.588,0.592
