evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5
20100729_0732,6.690,123.410,614.000,TA.V30A.,35.762,-100.689,120.709,1513.210,1526.258,1530.135,25.000,2.274,0.433,0.434,0.440,0.438,0.439,0.700,0.900,0.781,0.757,0.600,0.624,0.624,0.800,0.603,0.624,0.700,0.603,0.624,0.700,0.596,0.624,0.600,0.595,0.624
20100729_0732,6.690,123.410,614.000,TA.933A.,27.613,-99.275,126.366,1549.368,1566.290,1571.365,26.000,2.912,0.386,0.486,0.486,0.487,0.488,-0.700,-4.400,0.690,-0.962,-8.600,0.635,0.635,-8.800,0.634,0.635,-9.000,0.644,0.635,-9.000,0.643,0.635,-8.900,0.641,0.635
20100729_0732,6.690,123.410,614.000,TA.MSTX.,33.970,-102.772,120.345,1510.845,1523.662,1527.469,27.000,3.117,0.391,0.392,0.398,0.405,0.405,0.000,0.200,0.889,0.870,-0.100,0.715,0.715,0.000,0.732,0.715,-0.100,0.737,0.715,-0.100,0.733,0.715,-0.100,0.736,0.715
20100729_0732,6.690,123.410,614.000,YZ.POPE.,10.063,-85.263,146.891,1671.862,1707.343,1718.708,28.000,3.122,0.471,0.407,0.407,0.412,0.409,-6.200,-2.400,0.429,-0.567,6.100,0.473,0.473,-5.800,0.480,0.473,6.800,0.443,0.473,6.700,0.441,0.473,6.700,0.424,0.473
20100729_0732,6.690,123.410,614.000,PE.PSUB.,39.927,-75.451,130.239,1573.527,1593.425,1599.444,29.000,5.577,0.407,0.423,0.427,0.414,0.408,-0.500,-0.500,0.868,0.896,-1.700,0.825,0.825,-1.400,0.800,0.825,-1.400,0.814,0.825,-1.700,0.800,0.825,-1.700,0.798,0.825
20100729_0732,6.690,123.410,614.000,TA.T35A.,36.916,-96.512,122.617,1525.520,1539.809,1544.066,30.000,2.836,0.406,0.443,0.469,0.480,0.480,1.600,-1.700,0.766,-0.624,1.300,0.577,0.577,1.700,0.652,0.577,1.500,0.640,0.577,1.600,0.638,0.577,1.500,0.643,0.577
20100729_0732,6.690,123.410,614.000,TA.N34A.,40.838,-96.501,120.013,1508.687,1521.297,1525.041,31.000,1.851,0.382,0.323,0.326,0.328,0.327,1.100,4.100,0.467,-0.797,7.100,0.496,0.496,7.200,0.425,0.496,7.000,0.442,0.496,7.100,0.438,0.496,7.100,0.445,0.496
20100729_0732,6.690,123.410,614.000,NM.PBMO.,36.778,-90.430,126.228,1548.499,1565.319,1570.362,32.000,2.566,0.514,0.456,0.452,0.445,0.444,1.900,4.900,0.844,-0.831,1.200,0.742,0.742,1.000,0.833,0.742,0.900,0.829,0.742,0.800,0.820,0.742,0.900,0.820,0.742
20100729_0732,6.690,123.410,614.000,CX.PB09.,-21.796,-69.242,160.571,1745.927,1797.293,1814.587,33.000,2.984,0.277,0.294,0.325,0.347,0.330,1.300,1.500,0.906,0.922,1.200,0.735,0.735,1.600,0.891,0.735,1.400,0.895,0.735,1.200,0.894,0.735,1.400,0.894,0.735
20100729_0732,6.690,123.410,614.000,G.TRIS.10,-37.068,-12.315,129.616,1569.675,1589.080,1594.940,34.000,1.580,0.061,0.063,0.076,0.070,0.065,-6.000,-1.800,0.554,0.481,0.300,0.442,0.442,-11.900,0.501,0.442,-12.500,0.477,0.442,-12.300,0.486,0.442,-11.900,0.496,0.442
20100729_0732,6.690,123.410,614.000,US.TZTN.00,36.544,-83.549,129.930,1571.620,1591.273,1597.212,35.000,1.443,0.246,0.125,0.124,0.125,0.126,0.900,-3.300,0.782,-0.967,8.500,0.441,0.441,-2.900,0.647,0.441,-3.100,0.624,0.441,-3.500,0.574,0.441,-3.400,0.583,0.441
20100729_0732,6.690,123.410,614.000,NE.BRYW.,41.917,-71.538,129.510,1569.017,1588.338,1594.171,36.000,1.427,0.165,0.181,0.174,0.149,0.155,8.000,-4.600,0.540,-0.732,4.900,0.403,0.403,-10.700,0.381,0.403,-10.700,0.386,0.403,-10.900,0.387,0.403,-11.000,0.381,0.403
20100729_0732,6.690,123.410,614.000,TA.W38A.,35.070,-94.518,125.046,1541.031,1556.996,1561.773,37.000,4.352,0.288,0.294,0.316,0.315,0.316,2.900,3.000,0.751,0.773,2.400,0.867,0.867,2.400,0.843,0.867,2.200,0.850,0.867,2.200,0.856,0.867,2.200,0.855,0.867
20100729_0732,6.690,123.410,614.000,TA.Z38A.,33.260,-94.985,125.945,1546.717,1563.330,1568.308,38.000,1.839,0.269,0.230,0.235,0.242,0.236,3.700,0.400,0.548,-0.496,-9.000,0.495,0.495,-9.100,0.502,0.495,-9.300,0.504,0.495,-9.200,0.505,0.495,-9.200,0.504,0.495
20100729_0732,6.690,123.410,614.000,YZ.MANS.,10.099,-85.381,146.773,1671.196,1706.550,1717.870,39.000,3.568,0.471,0.453,0.469,0.473,0.476,-5.400,-4.800,0.762,0.707,0.600,0.674,0.674,-5.300,0.804,0.674,-5.800,0.682,0.674,-5.900,0.680,0.674,-5.800,0.728,0.674
20100729_0732,6.690,123.410,614.000,TA.U29A.,36.452,-101.270,119.922,1508.098,1520.651,1524.378,40.000,3.241,0.480,0.455,0.469,0.465,0.461,0.900,1.000,0.924,0.910,0.600,0.665,0.665,0.800,0.685,0.665,0.600,0.688,0.665,0.700,0.676,0.665,0.700,0.684,0.665
20100729_0732,6.690,123.410,614.000,US.NATX.,31.760,-94.661,127.120,1554.112,1571.596,1576.846,41.000,0.344,0.022,-0.031,-0.031,-0.030,-0.031,9.700,-3.300,0.545,-0.990,-8.800,0.491,0.491,-8.800,0.494,0.491,-9.000,0.494,0.491,-9.100,0.495,0.491,-9.100,0.495,0.491
20100729_0732,6.690,123.410,614.000,NE.WES.,42.385,-71.322,129.121,1566.601,1585.618,1591.353,42.000,2.245,-0.072,0.151,0.152,0.142,0.144,-0.100,0.100,0.939,0.950,6.400,0.416,0.416,-5.300,0.536,0.416,-5.300,0.534,0.416,-5.300,0.527,0.416,-5.300,0.528,0.416
20100729_0732,6.690,123.410,614.000,LD.NPNY.,41.755,-74.144,128.965,1565.632,1584.527,1590.223,43.000,2.751,0.209,0.254,0.261,0.260,0.259,-0.100,-0.300,0.983,0.975,2.500,0.718,0.718,-5.600,0.522,0.718,-5.600,0.521,0.718,-5.600,0.513,0.718,-5.600,0.514,0.718
20100729_0732,6.690,123.410,614.000,TA.Y38A.,33.928,-94.731,125.670,1544.981,1561.394,1566.310,44.000,1.257,0.268,0.272,0.275,0.267,0.271,0.700,0.800,0.701,0.542,1.100,0.616,0.616,1.000,0.567,0.616,0.900,0.571,0.616,0.900,0.575,0.616,0.900,0.577,0.616
20100729_0732,6.690,123.410,614.000,XE.GS06.,-0.680,-91.204,144.957,1660.910,1694.351,1704.992,45.000,0.849,0.130,0.110,0.080,0.100,0.105,3.300,-3.800,0.514,-0.926,3.700,0.473,0.473,3.800,0.471,0.473,2.400,0.590,0.473,2.800,0.529,0.473,3.600,0.477,0.473
20100729_0732,6.690,123.410,614.000,TA.539A.,30.108,-94.724,128.125,1560.396,1578.644,1584.134,46.000,2.633,0.494,0.529,0.549,0.555,0.550,1.500,1.600,0.932,0.939,0.800,0.960,0.960,0.600,0.971,0.960,0.400,0.975,0.960,0.400,0.978,0.960,0.500,0.977,0.960
20100729_0732,6.690,123.410,614.000,TA.530A.,30.149,-101.338,123.466,1530.965,1545.828,1550.262,47.000,8.151,0.674,0.678,0.680,0.689,0.683,-0.500,-0.400,0.845,0.874,-1.000,0.720,0.720,-0.900,0.733,0.720,-1.100,0.723,0.720,-1.000,0.729,0.720,-1.100,0.729,0.720
20100729_0732,6.690,123.410,614.000,TA.T30A.,37.053,-100.527,120.039,1508.859,1521.486,1525.235,48.000,2.086,0.498,0.525,0.535,0.536,0.538,0.900,1.000,0.803,0.793,0.500,0.682,0.682,0.700,0.683,0.682,0.600,0.689,0.682,0.700,0.683,0.682,0.600,0.689,0.682
20100729_0732,6.690,123.410,614.000,CN.MNTQ.,45.500,-73.623,125.627,1544.708,1561.090,1565.996,49.000,6.996,0.536,0.533,0.531,0.526,0.530,-0.100,0.200,0.614,0.568,-0.200,0.815,0.815,0.000,0.811,0.815,-0.100,0.821,0.815,-0.100,0.842,0.815,-0.100,0.837,0.815
20100729_0732,6.690,123.410,614.000,CN.LMQ.,47.549,-70.326,124.419,1537.044,1552.566,1557.205,50.000,4.000,0.315,0.348,0.339,0.312,0.317,-4.100,-0.900,0.633,0.221,-0.800,0.462,0.462,-0.500,0.544,0.462,-0.700,0.523,0.462,-0.900,0.469,0.462,-0.800,0.476,0.462
20100729_0732,6.690,123.410,614.000,IU.LCO.,-29.011,-70.700,154.009,1711.149,1754.568,1768.857,51.000,3.167,0.248,0.219,0.235,0.250,0.246,-1.200,4.700,0.569,0.469,4.300,0.530,0.530,4.400,0.595,0.530,4.300,0.582,0.530,3.800,0.571,0.530,3.900,0.580,0.530
20100729_0732,6.690,123.410,614.000,US.LRAL.,33.040,-86.998,130.885,1577.513,1597.929,1604.118,52.000,4.141,0.342,0.590,0.598,0.608,0.610,1.700,1.400,0.818,0.641,0.800,0.722,0.722,0.900,0.862,0.722,0.700,0.845,0.722,0.500,0.822,0.722,0.600,0.826,0.722
20100729_0732,6.690,123.410,614.000,TA.434A.,30.814,-98.269,125.268,1542.436,1558.559,1563.385,53.000,7.400,0.488,0.486,0.504,0.510,0.512,0.600,0.900,0.579,0.616,0.500,0.845,0.845,0.500,0.818,0.845,0.300,0.821,0.845,0.300,0.827,0.845,0.300,0.825,0.845
20100729_0732,6.690,123.410,614.000,TA.U31A.,36.369,-99.851,120.885,1514.348,1527.508,1531.419,54.000,2.224,0.399,0.370,0.386,0.390,0.389,0.900,1.300,0.785,0.735,6.700,0.459,0.459,1.000,0.505,0.459,0.700,0.494,0.459,0.800,0.486,0.459,0.900,0.498,0.459
20100729_0732,6.690,123.410,614.000,TA.X28A.,34.519,-102.197,120.429,1511.392,1524.262,1528.086,55.000,5.654,0.465,0.548,0.549,0.553,0.552,0.200,0.400,0.901,0.901,-0.200,0.697,0.697,0.000,0.755,0.697,-0.100,0.760,0.697,0.000,0.755,0.697,-0.100,0.756,0.697
20100729_0732,6.690,123.410,614.000,CX.PB07.,-21.727,-69.886,160.225,1744.130,1795.062,1812.190,56.000,1.977,0.241,0.324,0.349,0.361,0.345,0.500,1.400,0.803,0.747,1.600,0.485,0.485,1.300,0.667,0.485,1.100,0.677,0.485,0.900,0.683,0.485,1.100,0.673,0.485
20100729_0732,6.690,123.410,614.000,TA.229A.,31.967,-101.811,122.128,1522.379,1536.344,1540.502,57.000,6.066,0.547,0.519,0.493,0.508,0.501,-0.700,-0.600,0.713,0.752,-1.600,0.566,0.566,-1.800,0.563,0.566,-2.000,0.577,0.566,-1.900,0.580,0.566,-1.900,0.572,0.566
20100729_0732,6.690,123.410,614.000,NM.USIN.,37.965,-87.666,126.797,1552.080,1569.321,1574.496,58.000,0.357,0.028,0.058,0.060,0.061,0.061,8.900,-4.100,0.677,-1.000,-1.600,0.270,0.270,-2.200,0.310,0.270,-2.200,0.304,0.270,-2.200,0.271,0.270,-2.200,0.282,0.270
20100729_0732,6.690,123.410,614.000,TA.W36A.,35.139,-96.226,123.947,1534.034,1549.227,1553.764,59.000,1.370,0.295,0.284,0.300,0.294,0.297,1.800,2.100,0.907,0.840,1.600,0.802,0.802,1.500,0.818,0.802,1.400,0.813,0.802,1.400,0.818,0.802,1.400,0.820,0.802
20100729_0732,6.690,123.410,614.000,IU.SSPA.10,40.636,-77.888,128.782,1564.493,1583.246,1588.897,60.000,3.546,0.082,0.025,0.008,-0.026,-0.023,0.600,0.500,0.776,0.832,10.900,0.265,0.265,-1.300,0.342,0.265,-1.400,0.332,0.265,11.300,0.293,0.265,11.400,0.293,0.265
20100729_0732,6.690,123.410,614.000,TA.S37A.,37.760,-94.828,123.052,1528.313,1542.894,1547.242,61.000,3.117,0.490,0.432,0.438,0.440,0.433,1.200,1.300,0.899,0.900,0.800,0.803,0.803,1.100,0.859,0.803,1.000,0.857,0.803,1.000,0.857,0.803,1.100,0.860,0.803
20100729_0732,6.690,123.410,614.000,TA.135A.,32.557,-97.410,124.807,1539.509,1555.304,1560.028,62.000,3.418,0.675,0.641,0.649,0.643,0.643,0.900,1.000,0.944,0.947,0.500,0.923,0.923,0.400,0.923,0.923,0.200,0.927,0.923,0.300,0.931,0.923,0.200,0.929,0.923
20100729_0732,6.690,123.410,614.000,TA.T37A.,37.123,-94.918,123.431,1530.738,1545.577,1550.004,63.000,3.590,0.485,0.527,0.539,0.541,0.535,1.300,1.300,0.657,0.668,1.100,0.658,0.658,1.100,0.770,0.658,1.000,0.767,0.658,1.100,0.761,0.658,1.100,0.767,0.658
20100729_0732,6.690,123.410,614.000,TA.V32A.,35.720,-99.044,121.798,1520.253,1534.001,1538.093,64.000,2.743,0.597,0.525,0.539,0.540,0.540,0.700,1.000,0.899,0.935,0.400,0.661,0.661,0.600,0.705,0.661,0.400,0.718,0.661,0.400,0.706,0.661,0.400,0.710,0.661
20100729_0732,6.690,123.410,614.000,TA.Z33A.,33.286,-98.765,123.460,1530.927,1545.786,1550.219,65.000,5.161,0.586,0.619,0.628,0.626,0.624,0.600,0.900,0.846,0.802,0.400,0.740,0.740,0.500,0.785,0.740,0.400,0.781,0.740,0.400,0.775,0.740,0.300,0.773,0.740
20100729_0732,6.690,123.410,614.000,X4.GC14.,29.764,-97.771,126.232,1548.530,1565.354,1570.398,66.000,0.347,0.025,-0.003,0.003,0.006,0.004,9.700,-3.700,0.536,-0.999,-8.700,0.512,0.512,-8.800,0.522,0.512,-8.900,0.522,0.512,-8.900,0.522,0.512,-8.900,0.521,0.512
20100729_0732,6.690,123.410,614.000,YM.V08.,-39.449,-71.975,144.436,1657.941,1690.842,1701.293,67.000,2.350,0.141,0.168,0.162,0.156,0.158,12.100,0.600,0.430,0.192,0.700,0.466,0.466,0.400,0.589,0.466,0.300,0.570,0.466,0.100,0.544,0.466,0.100,0.549,0.466
20100729_0732,6.690,123.410,614.000,CN.SADO.,44.770,-79.141,124.691,1538.775,1554.489,1559.187,68.000,3.235,0.281,0.285,0.285,0.290,0.290,-1.100,-4.800,0.673,-0.598,3.800,0.477,0.477,3.600,0.586,0.477,3.600,0.601,0.477,3.600,0.609,0.477,3.600,0.604,0.477
20100729_0732,6.690,123.410,614.000,CX.PB14.,-24.626,-70.404,157.712,1730.945,1778.772,1794.723,69.000,2.029,0.385,0.389,0.383,0.375,0.380,-0.100,0.400,0.350,0.359,0.500,0.535,0.535,0.400,0.540,0.535,0.200,0.527,0.535,0.100,0.516,0.535,0.200,0.520,0.535
20100729_0732,6.690,123.410,614.000,TA.O34A.,40.183,-96.694,120.345,1510.850,1523.669,1527.476,70.000,2.372,0.449,0.416,0.423,0.424,0.425,1.300,1.300,0.869,0.896,1.300,0.650,0.650,1.500,0.738,0.650,1.500,0.732,0.650,1.500,0.721,0.650,1.500,0.712,0.650
20100729_0732,6.690,123.410,614.000,XH.ESP08.01,-31.597,-64.550,154.006,1711.133,1754.548,1768.835,71.000,5.540,0.224,0.273,0.280,0.287,0.293,1.500,1.700,0.764,0.849,1.300,0.863,0.863,1.300,0.895,0.863,1.100,0.908,0.863,0.800,0.930,0.863,0.800,0.927,0.863
20100729_0732,6.690,123.410,614.000,LD.CUNY.,40.735,-73.818,130.000,1572.055,1591.762,1597.720,72.000,0.912,0.105,0.093,0.094,0.080,0.086,1.900,2.100,0.810,0.829,1.100,0.840,0.840,1.500,0.813,0.840,1.400,0.821,0.840,1.200,0.833,0.840,1.100,0.834,0.840
20100729_0732,6.690,123.410,614.000,G.UNM.00,19.330,-99.178,130.651,1576.071,1596.297,1602.424,73.000,1.512,0.224,0.238,0.235,0.233,0.236,8.300,4.800,0.702,-0.568,7.800,0.415,0.415,0.600,0.366,0.415,7.100,0.398,0.415,7.200,0.394,0.415,7.300,0.390,0.415
20100729_0732,6.690,123.410,614.000,Z9.W14.,32.094,-83.899,133.294,1592.252,1614.659,1621.510,74.000,3.416,0.371,0.344,0.335,0.315,0.318,-8.400,2.400,0.603,0.576,2.700,0.580,0.580,1.800,0.668,0.580,1.700,0.665,0.580,1.600,0.673,0.580,1.500,0.672,0.580
20100729_0732,6.690,123.410,614.000,US.BINY.,42.199,-75.986,128.007,1559.662,1577.819,1583.281,75.000,1.851,0.139,0.015,0.039,0.089,0.081,0.900,0.800,0.901,0.852,-5.900,0.608,0.608,-5.600,0.653,0.608,-5.600,0.658,0.608,-5.900,0.623,0.608,-5.800,0.628,0.608
20100729_0732,6.690,123.410,614.000,TA.O36A.,40.132,-94.965,121.348,1517.343,1530.800,1534.801,76.000,2.720,0.461,0.413,0.421,0.423,0.422,1.500,1.500,0.875,0.844,1.100,0.768,0.768,1.400,0.874,0.768,1.200,0.873,0.768,1.200,0.861,0.768,1.300,0.863,0.768
20100729_0732,6.690,123.410,614.000,TA.538A.,30.222,-95.490,127.535,1556.712,1574.509,1579.858,77.000,5.640,0.526,0.566,0.573,0.569,0.569,1.100,4.700,0.930,-0.912,0.600,0.879,0.879,0.500,0.890,0.879,0.300,0.885,0.879,0.300,0.883,0.879,0.200,0.884,0.879
20100729_0732,6.690,123.410,614.000,TA.734A.,28.847,-98.558,126.201,1548.330,1565.131,1570.167,78.000,3.362,0.529,0.530,0.525,0.518,0.522,0.100,-3.400,0.706,-0.925,-0.300,0.719,0.719,-0.300,0.711,0.719,-0.500,0.700,0.719,-0.500,0.703,0.719,-0.500,0.706,0.719
20100729_0732,6.690,123.410,614.000,TA.T34A.,37.022,-97.188,122.137,1522.436,1536.407,1540.567,79.000,3.104,0.478,0.461,0.476,0.483,0.476,1.300,1.700,0.806,0.786,1.100,0.585,0.585,1.300,0.656,0.585,1.200,0.645,0.585,1.100,0.632,0.585,1.200,0.645,0.585
20100729_0732,6.690,123.410,614.000,XE.GS07.,-0.788,-91.425,144.760,1659.786,1693.022,1703.591,80.000,1.181,0.238,0.270,0.237,0.248,0.261,-2.000,-2.000,0.763,0.743,-2.200,0.688,0.688,-2.000,0.656,0.688,-3.400,0.521,0.688,-2.800,0.544,0.688,-2.200,0.634,0.688
20100729_0732,6.690,123.410,614.000,CN.ICQ.,49.522,-67.271,123.021,1528.115,1542.675,1547.016,81.000,3.268,0.336,0.388,0.390,0.406,0.402,-0.100,0.400,0.807,0.825,-0.400,0.870,0.870,-0.200,0.895,0.870,-0.200,0.897,0.870,-0.100,0.905,0.870,-0.100,0.907,0.870
20100729_0732,6.690,123.410,614.000,TA.Y31A.,33.963,-100.261,122.056,1521.914,1535.831,1539.975,82.000,3.175,0.440,0.473,0.499,0.505,0.500,1.400,1.400,0.962,0.964,1.300,0.914,0.914,1.300,0.918,0.914,1.100,0.909,0.914,1.100,0.903,0.914,1.100,0.909,0.914
