station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
BL.PDCB.00,-12.531,-39.124,162.307,1760.882,1814.310,1832.382,33.000,0.068,0.064,0.096,0.085,0.070
BL.CRJB.00,-6.170,-50.155,173.999,1818.886,1888.052,1912.447,34.000,0.479,0.152,0.092,0.114,0.135
IU.HRV.,42.506,-71.558,128.637,1569.455,1587.995,1593.575,35.000,0.617,0.623,0.625,0.634,0.630
BL.BAMB.10,-20.040,-46.031,163.599,1767.501,1822.590,1841.304,36.000,0.540,0.488,0.489,0.494,0.485
US.BLA.,37.211,-80.420,130.399,1580.390,1600.310,1606.334,37.000,0.603,0.643,0.644,0.640,0.640
YW.PATM.,14.869,-24.424,141.749,1648.385,1678.448,1687.902,38.000,0.232,0.166,0.168,0.168,0.168
G.HDC.,10.002,-84.111,147.424,1680.795,1716.714,1728.230,39.000,0.191,0.476,0.476,0.471,0.471
BL.CS6B.50,-5.494,-38.671,162.568,1762.219,1815.980,1834.181,40.000,0.111,0.155,0.188,0.179,0.165
G.FDF.00,14.735,-61.146,157.805,1737.408,1785.208,1801.139,41.000,0.428,0.412,0.409,0.399,0.400
II.HOPE.10,-54.284,-36.488,130.038,1578.157,1597.791,1603.721,42.000,0.414,0.439,0.433,0.423,0.425
US.LRAL.,33.040,-86.998,130.465,1580.798,1600.771,1606.812,43.000,0.639,0.666,0.666,0.664,0.666
PR.MGP.,18.008,-67.089,152.852,1710.835,1752.776,1766.503,44.000,0.383,0.456,0.453,0.456,0.463
IU.OTAV.10,0.238,-78.451,156.635,1731.199,1777.585,1792.983,45.000,0.002,0.031,0.019,0.023,0.029
BL.TRSB.00,-4.873,-42.706,166.475,1782.051,1840.904,1861.098,46.000,0.243,0.194,0.188,0.192,0.195
G.MBO.00,14.392,-16.955,135.675,1612.520,1636.882,1644.391,47.000,0.094,0.163,0.159,0.158,0.159
US.GOGA.,33.415,-83.473,132.071,1590.672,1611.948,1618.418,48.000,0.042,-0.061,-0.057,-0.052,-0.054
GT.CPUP.00,-26.331,-57.331,160.537,1751.732,1802.911,1820.125,49.000,0.067,0.011,0.017,0.022,0.020
NM.USIN.,37.965,-87.666,126.393,1555.397,1572.241,1577.289,50.000,0.633,0.599,0.608,0.617,0.612
PR.ICM.,17.893,-66.521,153.175,1712.592,1754.905,1768.771,51.000,0.501,0.513,0.520,0.544,0.545
NM.MPH.,35.123,-89.932,127.285,1561.004,1578.511,1583.766,52.000,0.413,0.516,0.503,0.499,0.493
BL.PP1B.10,-17.600,-54.880,169.228,1795.733,1858.281,1879.964,53.000,0.347,0.347,0.360,0.393,0.388
GT.PLCA.00,-40.733,-70.551,143.807,1660.261,1692.389,1702.563,54.000,0.181,0.139,0.135,0.117,0.121
LD.CPNY.,40.791,-73.960,129.576,1575.297,1594.567,1600.380,55.000,0.663,0.705,0.704,0.699,0.696
II.JTS.00,10.291,-84.952,146.562,1675.940,1710.941,1722.129,56.000,0.591,0.463,0.456,0.452,0.469
YW.SNIC.,16.620,-24.347,140.723,1642.410,1671.470,1680.578,57.000,0.117,0.202,0.208,0.208,0.208
G.SPB.,-23.593,-47.427,161.322,1755.805,1807.977,1825.569,58.000,0.491,0.419,0.434,0.447,0.440
NM.SIUC.,37.715,-89.217,125.778,1551.513,1567.908,1572.816,59.000,0.692,0.608,0.614,0.621,0.623
BL.SNVB.00,0.905,-51.877,171.106,1804.926,1870.048,1892.783,60.000,0.194,0.180,0.178,0.189,0.176
LD.MVL.,39.999,-76.351,129.532,1575.019,1594.254,1600.057,61.000,0.671,0.711,0.709,0.702,0.706
BL.CAUB.50,-8.177,-36.010,159.996,1748.914,1799.415,1816.371,62.000,0.412,0.469,0.455,0.462,0.465
BL.CS6B.10,-5.494,-38.671,162.568,1762.219,1815.980,1834.181,63.000,0.108,0.159,0.192,0.183,0.169
US.BINY.,42.199,-75.986,127.670,1563.417,1581.216,1586.562,64.000,0.558,0.535,0.542,0.566,0.564
IU.HKT.00,29.962,-95.838,127.003,1559.236,1576.533,1581.722,65.000,0.456,0.356,0.348,0.345,0.345
YW.MLOS.,14.976,-24.338,141.622,1647.644,1677.581,1686.993,66.000,0.100,0.069,0.073,0.071,0.071
NM.UALR.,34.775,-92.343,126.127,1553.718,1570.366,1575.353,67.000,0.698,0.565,0.563,0.561,0.561
US.JCT.,30.479,-99.802,123.925,1539.740,1554.826,1559.327,68.000,0.533,0.645,0.635,0.626,0.627
IU.PMSA.00,-64.774,-64.049,121.854,1526.452,1540.149,1544.222,69.000,0.216,0.199,0.192,0.184,0.185
GE.LVC.10,-22.613,-68.911,160.051,1749.201,1799.771,1816.753,70.000,0.319,0.340,0.381,0.407,0.380
II.ASCN.00,-7.933,-14.360,138.564,1629.720,1656.723,1665.126,71.000,0.126,0.176,0.241,0.214,0.194
US.WVT.,36.130,-87.830,127.699,1563.601,1581.422,1586.775,72.000,0.641,0.668,0.665,0.657,0.655
CN.DRLN.,49.256,-57.503,123.831,1539.143,1554.164,1558.645,73.000,0.440,0.445,0.446,0.458,0.453
IU.LVC.00,-22.613,-68.911,160.051,1749.201,1799.771,1816.753,74.000,0.315,0.339,0.381,0.407,0.379
BL.IGCB.00,-1.127,-47.609,169.711,1798.107,1861.314,1883.264,75.000,0.099,-0.058,-0.062,-0.059,-0.045
US.MCWV.,39.658,-79.846,128.549,1568.907,1587.379,1592.937,76.000,0.638,0.656,0.656,0.649,0.647
NM.BLO.,39.172,-86.522,126.024,1553.071,1569.645,1574.609,77.000,0.647,0.587,0.593,0.598,0.596
US.AAM.,42.301,-83.657,124.778,1545.177,1560.857,1565.543,78.000,0.659,0.658,0.661,0.666,0.662
YW.SALA.,16.733,-22.936,139.536,1635.451,1663.371,1672.087,79.000,0.313,0.484,0.489,0.490,0.487
PR.CBYP.,18.272,-65.857,153.068,1712.006,1754.196,1768.015,80.000,0.273,0.197,0.209,0.248,0.244
YW.MING.,16.863,-24.937,141.050,1644.315,1673.692,1682.910,81.000,0.211,0.212,0.208,0.205,0.207
US.LBNH.,44.240,-71.926,126.915,1558.681,1575.912,1581.080,82.000,0.626,0.638,0.643,0.658,0.656
BL.PP1B.50,-17.600,-54.880,169.228,1795.733,1858.281,1879.964,83.000,0.361,0.353,0.366,0.402,0.397
US.WMOK.,34.738,-98.781,122.125,1528.196,1542.070,1546.197,84.000,0.620,0.588,0.581,0.582,0.583
US.ACSO.,40.232,-82.982,126.778,1557.819,1574.947,1580.083,85.000,0.637,0.504,0.516,0.546,0.540
NM.PLAL.,34.982,-88.076,128.424,1568.129,1586.505,1592.033,86.000,0.698,0.749,0.743,0.731,0.735
PN.PURD.,40.438,-86.946,124.829,1545.499,1561.215,1565.912,87.000,0.555,0.649,0.651,0.652,0.652
IU.SJG.00,18.109,-66.150,153.114,1712.257,1754.499,1768.338,88.000,0.329,0.247,0.253,0.278,0.276
IU.WCI.00,38.229,-86.294,126.874,1558.422,1575.621,1580.780,89.000,0.587,0.484,0.483,0.489,0.490
IU.SDV.00,8.884,-70.634,158.610,1741.655,1790.440,1806.744,90.000,0.524,0.589,0.594,0.590,0.589
US.CCM.,38.056,-91.245,124.440,1543.025,1558.467,1563.079,91.000,0.589,0.695,0.695,0.692,0.692
BL.ITAB.00,-27.308,-52.341,159.274,1745.141,1794.745,1811.359,92.000,0.467,0.490,0.499,0.519,0.521
IU.SSPA.00,40.636,-77.888,128.430,1568.164,1586.545,1592.074,93.000,0.659,0.603,0.608,0.622,0.619
US.NHSC.,33.107,-80.178,133.940,1602.061,1624.910,1631.906,94.000,0.713,0.659,0.659,0.670,0.662
II.SACV.00,14.970,-23.608,141.029,1644.192,1673.548,1682.759,95.000,0.085,-0.007,-0.008,-0.008,-0.007
