evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected
20030526_2313,6.9,123.85,579.7,NM.PVMO.,36.414,-89.7,126.478,1555.932,1572.839,1577.906,25.0,5.058,0.556,0.605,0.599,0.596,0.592,0.2,3.9,0.847,-0.789,-0.3,0.873,0.873,-0.1,0.885,0.873,-0.2,0.886,0.873,-0.3,0.891,0.873,-0.3,0.889,0.873,1
20030526_2313,6.9,123.85,579.7,LD.BRNJ.,40.683,-74.566,129.492,1574.773,1593.976,1599.769,26.0,4.814,0.68,0.721,0.719,0.701,0.705,0.0,0.0,0.889,0.898,-0.5,0.943,0.943,-0.4,0.952,0.943,-0.5,0.949,0.943,-0.8,0.933,0.943,-0.7,0.937,0.943,1
20030526_2313,6.9,123.85,579.7,BL.IT1.00,-27.308,-52.341,159.274,1745.141,1794.745,1811.359,27.0,4.262,0.467,0.49,0.499,0.519,0.521,1.5,1.5,0.897,0.886,0.3,0.84,0.84,0.7,0.865,0.84,0.6,0.875,0.84,0.4,0.892,0.84,0.4,0.891,0.84,0
20030526_2313,6.9,123.85,579.7,NM.SLM.,38.636,-90.236,124.557,1543.771,1559.296,1563.933,28.0,9.446,0.662,0.736,0.732,0.724,0.73,0.5,0.7,0.902,0.911,-0.1,0.837,0.837,0.4,0.906,0.837,0.4,0.905,0.837,0.3,0.895,0.837,0.3,0.899,0.837,1
20030526_2313,6.9,123.85,579.7,G.UNM.,19.33,-99.178,130.169,1578.97,1598.708,1604.673,29.0,2.625,0.413,0.443,0.41,0.412,0.416,0.0,4.2,0.632,-0.837,-0.9,0.787,0.787,-1.2,0.746,0.787,-1.6,0.711,0.787,-1.6,0.716,0.787,-1.5,0.719,0.787,0
20030526_2313,6.9,123.85,579.7,LD.CONY.,42.666,-74.469,127.704,1563.628,1581.453,1586.807,30.0,3.603,0.4,0.44,0.436,0.432,0.432,0.2,4.4,0.889,-0.843,-0.1,0.86,0.86,0.4,0.856,0.86,0.3,0.854,0.86,0.1,0.848,0.86,0.1,0.849,0.86,0
20030526_2313,6.9,123.85,579.7,LD.SDMD.,39.41,-76.84,129.888,1577.226,1596.741,1602.633,31.0,6.371,0.644,0.653,0.654,0.654,0.65,0.6,0.8,0.928,0.932,-0.2,0.918,0.918,-0.1,0.91,0.918,-0.2,0.911,0.918,-0.3,0.917,0.918,-0.4,0.916,0.918,1
20030526_2313,6.9,123.85,579.7,IM.TX31.,29.334,-103.668,121.712,1525.531,1539.135,1543.18,32.0,3.076,0.495,0.462,0.475,0.474,0.481,0.1,3.2,0.741,-0.838,6.0,0.235,0.235,-0.5,0.484,0.235,-0.5,0.472,0.235,-0.4,0.456,0.235,-0.4,0.461,0.235,0
20030526_2313,6.9,123.85,579.7,BL.PDCB.00,-12.531,-39.124,162.307,1760.882,1814.31,1832.382,33.0,5.328,0.068,0.064,0.096,0.085,0.07,-5.3,2.2,0.5,-0.597,-11.0,0.459,0.459,-11.1,0.448,0.459,-11.1,0.37,0.459,-11.1,0.398,0.459,-11.1,0.433,0.459,0
20030526_2313,6.9,123.85,579.7,BL.CRJB.00,-6.17,-50.155,173.999,1818.886,1888.052,1912.447,34.0,6.877,0.479,0.152,0.092,0.114,0.135,-1.2,-0.2,0.477,0.388,6.4,0.439,0.439,5.0,0.407,0.439,5.1,0.448,0.439,5.1,0.433,0.439,4.9,0.414,0.439,0
20030526_2313,6.9,123.85,579.7,IU.HRV.,42.506,-71.558,128.637,1569.455,1587.995,1593.575,35.0,4.851,0.617,0.623,0.625,0.634,0.63,0.4,0.4,0.894,0.921,0.0,0.925,0.925,0.2,0.923,0.925,0.2,0.924,0.925,-0.1,0.932,0.925,-0.1,0.932,0.925,1
20030526_2313,6.9,123.85,579.7,BL.BAMB.10,-20.04,-46.031,163.599,1767.501,1822.59,1841.304,36.0,4.955,0.54,0.488,0.489,0.494,0.485,0.3,0.6,0.947,0.935,0.7,0.767,0.767,0.9,0.78,0.767,0.8,0.781,0.767,0.7,0.778,0.767,0.9,0.78,0.767,0
20030526_2313,6.9,123.85,579.7,US.BLA.,37.211,-80.42,130.399,1580.39,1600.31,1606.334,37.0,5.336,0.603,0.643,0.644,0.64,0.64,0.6,0.7,0.949,0.921,-0.4,0.911,0.911,0.1,0.914,0.911,-0.1,0.916,0.911,-0.3,0.919,0.911,-0.3,0.917,0.911,1
20030526_2313,6.9,123.85,579.7,YW.PATM.,14.869,-24.424,141.749,1648.385,1678.448,1687.902,38.0,1.167,0.232,0.166,0.168,0.168,0.168,4.2,0.8,0.646,-0.407,5.3,0.673,0.673,4.1,0.633,0.673,3.8,0.537,0.673,3.9,0.559,0.673,3.9,0.574,0.673,0
20030526_2313,6.9,123.85,579.7,G.HDC.,10.002,-84.111,147.424,1680.795,1716.714,1728.23,39.0,5.523,0.191,0.476,0.476,0.471,0.471,-1.0,-1.3,0.599,0.565,-1.7,0.935,0.935,-1.9,0.641,0.935,-2.4,0.645,0.935,-2.5,0.667,0.935,-2.4,0.667,0.935,0
20030526_2313,6.9,123.85,579.7,BL.CS6B.50,-5.494,-38.671,162.568,1762.219,1815.98,1834.181,40.0,5.829,0.111,0.155,0.188,0.179,0.165,0.0,-3.8,0.41,-0.914,-5.3,0.505,0.505,-5.1,0.673,0.505,-4.1,0.493,0.505,-4.5,0.554,0.505,-4.9,0.623,0.505,0
20030526_2313,6.9,123.85,579.7,G.FDF.00,14.735,-61.146,157.805,1737.408,1785.208,1801.139,41.0,1.768,0.428,0.412,0.409,0.399,0.4,0.5,0.6,0.754,0.809,-0.2,0.941,0.941,-0.3,0.95,0.941,-0.3,0.945,0.941,-0.4,0.921,0.941,-0.5,0.922,0.941,0
20030526_2313,6.9,123.85,579.7,II.HOPE.10,-54.284,-36.488,130.038,1578.157,1597.791,1603.721,42.0,2.46,0.414,0.439,0.433,0.423,0.425,1.4,1.7,0.897,0.872,0.5,0.835,0.835,0.4,0.823,0.835,0.3,0.827,0.835,0.2,0.832,0.835,0.2,0.83,0.835,0
20030526_2313,6.9,123.85,579.7,US.LRAL.,33.04,-86.998,130.465,1580.798,1600.771,1606.812,43.0,7.458,0.639,0.666,0.666,0.664,0.666,0.0,0.0,0.845,0.823,-1.0,0.784,0.784,-0.2,0.831,0.784,-0.4,0.837,0.784,-0.7,0.842,0.784,-0.6,0.842,0.784,1
20030526_2313,6.9,123.85,579.7,PR.MGP.,18.008,-67.089,152.852,1710.835,1752.776,1766.503,44.0,3.319,0.383,0.456,0.453,0.456,0.463,1.1,1.3,0.886,0.891,1.0,0.816,0.816,0.9,0.791,0.816,0.9,0.798,0.816,0.7,0.822,0.816,0.6,0.823,0.816,0
20030526_2313,6.9,123.85,579.7,IU.OTAV.10,0.238,-78.451,156.635,1731.199,1777.585,1792.983,45.0,0.389,0.002,0.031,0.019,0.023,0.029,-7.0,1.7,0.513,-0.333,-6.8,0.397,0.397,-7.6,0.383,0.397,-8.5,0.337,0.397,-8.3,0.348,0.397,-7.8,0.369,0.397,0
20030526_2313,6.9,123.85,579.7,BL.TRSB.00,-4.873,-42.706,166.475,1782.051,1840.904,1861.098,46.0,4.291,0.243,0.194,0.188,0.192,0.195,6.6,3.1,0.67,-0.794,-1.4,0.798,0.798,-0.2,0.634,0.798,-0.2,0.641,0.798,-0.2,0.637,0.798,-0.2,0.636,0.798,0
20030526_2313,6.9,123.85,579.7,G.MBO.00,14.392,-16.955,135.675,1612.52,1636.882,1644.391,47.0,1.293,0.094,0.163,0.159,0.158,0.159,2.5,2.5,0.724,0.579,-1.8,0.581,0.581,9.6,0.467,0.581,9.5,0.452,0.581,9.5,0.456,0.581,9.5,0.46,0.581,0
20030526_2313,6.9,123.85,579.7,US.GOGA.,33.415,-83.473,132.071,1590.672,1611.948,1618.418,48.0,0.341,0.042,-0.061,-0.057,-0.052,-0.054,8.0,-4.1,0.764,-0.913,-9.1,0.39,0.39,-9.1,0.389,0.39,-9.1,0.387,0.39,-9.4,0.378,0.39,-9.4,0.377,0.39,0
20030526_2313,6.9,123.85,579.7,GT.CPUP.00,-26.331,-57.331,160.537,1751.732,1802.911,1820.125,49.0,0.881,0.067,0.011,0.017,0.022,0.02,6.5,-1.0,0.667,-0.64,-0.1,0.813,0.813,-0.1,0.471,0.813,0.2,0.506,0.813,0.6,0.592,0.813,0.6,0.582,0.813,0
20030526_2313,6.9,123.85,579.7,NM.USIN.,37.965,-87.666,126.393,1555.397,1572.241,1577.289,50.0,6.177,0.633,0.599,0.608,0.617,0.612,0.7,0.7,0.895,0.885,0.1,0.892,0.892,0.4,0.943,0.892,0.4,0.942,0.892,0.3,0.937,0.892,0.2,0.938,0.892,0
20030526_2313,6.9,123.85,579.7,PR.ICM.,17.893,-66.521,153.175,1712.592,1754.905,1768.771,51.0,7.973,0.501,0.513,0.52,0.544,0.545,0.6,1.0,0.811,0.841,0.7,0.901,0.901,0.6,0.869,0.901,0.6,0.876,0.901,0.4,0.896,0.901,0.4,0.894,0.901,0
20030526_2313,6.9,123.85,579.7,NM.MPH.,35.123,-89.932,127.285,1561.004,1578.511,1583.766,52.0,5.026,0.413,0.516,0.503,0.499,0.493,0.9,4.4,0.626,-0.864,-0.4,0.83,0.83,-0.5,0.858,0.83,-0.6,0.863,0.83,-0.6,0.867,0.83,-0.7,0.866,0.83,0
20030526_2313,6.9,123.85,579.7,BL.PP1B.10,-17.6,-54.88,169.228,1795.733,1858.281,1879.964,53.0,5.377,0.347,0.347,0.36,0.393,0.388,2.0,-1.4,0.782,-0.821,1.9,0.764,0.764,2.4,0.862,0.764,2.4,0.85,0.764,2.2,0.823,0.764,2.2,0.832,0.764,0
20030526_2313,6.9,123.85,579.7,GT.PLCA.00,-40.733,-70.551,143.807,1660.261,1692.389,1702.563,54.0,0.868,0.181,0.139,0.135,0.117,0.121,0.3,-3.2,0.671,-0.767,0.8,0.4,0.4,-0.2,0.447,0.4,-0.2,0.427,0.4,-0.4,0.373,0.4,-0.4,0.381,0.4,0
20030526_2313,6.9,123.85,579.7,LD.CPNY.,40.791,-73.96,129.576,1575.297,1594.567,1600.38,55.0,8.897,0.663,0.705,0.704,0.699,0.696,0.4,0.5,0.892,0.915,-0.4,0.95,0.95,-0.3,0.953,0.95,-0.3,0.953,0.95,-0.5,0.953,0.95,-0.6,0.953,0.95,1
20030526_2313,6.9,123.85,579.7,II.JTS.00,10.291,-84.952,146.562,1675.94,1710.941,1722.129,56.0,3.668,0.591,0.463,0.456,0.452,0.469,-5.2,-4.7,0.783,0.82,-5.6,0.736,0.736,-5.9,0.591,0.736,-6.5,0.588,0.736,-6.5,0.604,0.736,-6.5,0.605,0.736,0
20030526_2313,6.9,123.85,579.7,YW.SNIC.,16.62,-24.347,140.723,1642.41,1671.47,1680.578,57.0,1.867,0.117,0.202,0.208,0.208,0.208,2.7,-4.1,0.824,0.245,-5.2,0.35,0.35,-7.3,0.465,0.35,-7.9,0.487,0.35,-7.9,0.486,0.35,-7.8,0.484,0.35,0
20030526_2313,6.9,123.85,579.7,G.SPB.,-23.593,-47.427,161.322,1755.805,1807.977,1825.569,58.0,3.985,0.491,0.419,0.434,0.447,0.44,-0.1,0.3,0.901,0.909,-5.4,0.424,0.424,1.6,0.427,0.424,1.5,0.358,0.424,-5.3,0.501,0.424,1.4,0.344,0.424,0
20030526_2313,6.9,123.85,579.7,NM.SIUC.,37.715,-89.217,125.778,1551.513,1567.908,1572.816,59.0,12.674,0.692,0.608,0.614,0.621,0.623,0.9,1.0,0.941,0.933,0.4,0.95,0.95,0.9,0.955,0.95,0.8,0.952,0.95,0.8,0.949,0.95,0.7,0.95,0.95,1
20030526_2313,6.9,123.85,579.7,BL.SNVB.00,0.905,-51.877,171.106,1804.926,1870.048,1892.783,60.0,3.22,0.194,0.18,0.178,0.189,0.176,3.7,4.1,0.646,0.626,4.6,0.826,0.826,4.0,0.842,0.826,4.0,0.835,0.826,3.8,0.829,0.826,3.9,0.836,0.826,0
20030526_2313,6.9,123.85,579.7,LD.MVL.,39.999,-76.351,129.532,1575.019,1594.254,1600.057,61.0,4.593,0.671,0.711,0.709,0.702,0.706,0.3,0.4,0.841,0.847,-0.4,0.949,0.949,-0.4,0.942,0.949,-0.4,0.941,0.949,-0.6,0.943,0.949,-0.6,0.944,0.949,1
20030526_2313,6.9,123.85,579.7,BL.CAUB.50,-8.177,-36.01,159.996,1748.914,1799.415,1816.371,62.0,8.423,0.412,0.469,0.455,0.462,0.465,-0.4,-4.6,0.739,-0.613,-2.7,0.695,0.695,-1.9,0.752,0.695,-2.0,0.764,0.695,-1.9,0.76,0.695,-2.0,0.756,0.695,0
20030526_2313,6.9,123.85,579.7,BL.CS6B.10,-5.494,-38.671,162.568,1762.219,1815.98,1834.181,63.0,6.231,0.108,0.159,0.192,0.183,0.169,0.0,-3.8,0.418,-0.916,-5.3,0.505,0.505,-5.1,0.673,0.505,-4.1,0.493,0.505,-4.5,0.554,0.505,-4.9,0.623,0.505,0
20030526_2313,6.9,123.85,579.7,US.BINY.,42.199,-75.986,127.67,1563.417,1581.216,1586.562,64.0,3.593,0.558,0.535,0.542,0.566,0.564,0.8,1.0,0.843,0.86,0.5,0.975,0.975,0.8,0.965,0.975,0.8,0.966,0.975,0.6,0.969,0.975,0.5,0.969,0.975,0
20030526_2313,6.9,123.85,579.7,IU.HKT.00,29.962,-95.838,127.003,1559.236,1576.533,1581.722,65.0,3.124,0.456,0.356,0.348,0.345,0.345,0.1,0.7,0.707,0.704,0.1,0.887,0.887,-0.2,0.815,0.887,-0.4,0.82,0.887,-0.4,0.827,0.887,-0.4,0.827,0.887,0
20030526_2313,6.9,123.85,579.7,YW.MLOS.,14.976,-24.338,141.622,1647.644,1677.581,1686.993,66.0,0.94,0.1,0.069,0.073,0.071,0.071,1.2,1.1,0.605,0.633,1.8,0.64,0.64,0.4,0.767,0.64,0.0,0.71,0.64,0.1,0.722,0.64,0.1,0.733,0.64,0
20030526_2313,6.9,123.85,579.7,NM.UALR.,34.775,-92.343,126.127,1553.718,1570.366,1575.353,67.0,5.845,0.698,0.565,0.563,0.561,0.561,0.1,0.4,0.918,0.866,-0.1,0.971,0.971,0.1,0.942,0.971,0.0,0.945,0.971,0.0,0.95,0.971,0.0,0.95,0.971,0
20030526_2313,6.9,123.85,579.7,US.JCT.,30.479,-99.802,123.925,1539.74,1554.826,1559.327,68.0,4.573,0.533,0.645,0.635,0.626,0.627,-0.1,0.5,0.419,0.436,5.1,0.387,0.387,0.5,0.437,0.387,0.5,0.432,0.387,0.5,0.442,0.387,0.5,0.443,0.387,0
20030526_2313,6.9,123.85,579.7,IU.PMSA.00,-64.774,-64.049,121.854,1526.452,1540.149,1544.222,69.0,2.119,0.216,0.199,0.192,0.184,0.185,-2.6,-2.7,0.823,0.806,2.8,0.444,0.444,2.8,0.46,0.444,2.8,0.498,0.444,2.8,0.52,0.444,2.7,0.519,0.444,0
20030526_2313,6.9,123.85,579.7,GE.LVC.10,-22.613,-68.911,160.051,1749.201,1799.771,1816.753,70.0,2.087,0.319,0.34,0.381,0.407,0.38,1.4,1.7,0.767,0.766,1.1,0.865,0.865,0.0,0.798,0.865,-0.1,0.835,0.865,-0.2,0.85,0.865,-0.1,0.844,0.865,0
20030526_2313,6.9,123.85,579.7,II.ASCN.00,-7.933,-14.36,138.564,1629.72,1656.723,1665.126,71.0,1.239,0.126,0.176,0.241,0.214,0.194,-3.1,0.3,0.62,-0.852,5.5,0.69,0.69,4.7,0.566,0.69,3.8,0.51,0.69,4.3,0.533,0.69,4.4,0.549,0.69,0
20030526_2313,6.9,123.85,579.7,US.WVT.,36.13,-87.83,127.699,1563.601,1581.422,1586.775,72.0,14.83,0.641,0.668,0.665,0.657,0.655,0.8,0.9,0.913,0.932,0.3,0.923,0.923,0.1,0.914,0.923,0.0,0.918,0.923,-0.1,0.924,0.923,-0.1,0.923,0.923,1
20030526_2313,6.9,123.85,579.7,CN.DRLN.,49.256,-57.503,123.831,1539.143,1554.164,1558.645,73.0,4.519,0.44,0.445,0.446,0.458,0.453,-0.1,0.0,0.537,0.648,0.0,0.57,0.57,0.2,0.569,0.57,0.2,0.566,0.57,0.1,0.559,0.57,0.1,0.558,0.57,0
20030526_2313,6.9,123.85,579.7,IU.LVC.00,-22.613,-68.911,160.051,1749.201,1799.771,1816.753,74.0,2.082,0.315,0.339,0.381,0.407,0.379,1.4,1.7,0.76,0.761,1.1,0.871,0.871,0.0,0.802,0.871,-0.1,0.84,0.871,-0.2,0.856,0.871,0.0,0.849,0.871,0
20030526_2313,6.9,123.85,579.7,BL.IGCB.00,-1.127,-47.609,169.711,1798.107,1861.314,1883.264,75.0,4.703,0.099,-0.058,-0.062,-0.059,-0.045,6.3,1.9,0.554,-0.393,-11.8,0.464,0.464,4.9,0.623,0.464,-2.3,0.572,0.464,-2.3,0.571,0.464,-2.3,0.581,0.464,0
20030526_2313,6.9,123.85,579.7,US.MCWV.,39.658,-79.846,128.549,1568.907,1587.379,1592.937,76.0,10.123,0.638,0.656,0.656,0.649,0.647,1.2,1.3,0.929,0.931,0.6,0.881,0.881,0.7,0.898,0.881,0.6,0.895,0.881,0.5,0.89,0.881,0.5,0.891,0.881,1
20030526_2313,6.9,123.85,579.7,NM.BLO.,39.172,-86.522,126.024,1553.071,1569.645,1574.609,77.0,11.708,0.647,0.587,0.593,0.598,0.596,0.6,0.7,0.965,0.955,0.2,0.949,0.949,0.6,0.977,0.949,0.4,0.974,0.949,0.4,0.967,0.949,0.3,0.969,0.949,0
20030526_2313,6.9,123.85,579.7,US.AAM.,42.301,-83.657,124.778,1545.177,1560.857,1565.543,78.0,6.224,0.659,0.658,0.661,0.666,0.662,0.9,1.1,0.884,0.913,0.4,0.838,0.838,0.9,0.861,0.838,0.9,0.857,0.838,0.7,0.848,0.838,0.8,0.851,0.838,1
20030526_2313,6.9,123.85,579.7,YW.SALA.,16.733,-22.936,139.536,1635.451,1663.371,1672.087,79.0,1.845,0.313,0.484,0.489,0.49,0.487,-1.3,3.7,0.842,-0.715,8.2,0.792,0.792,3.4,0.554,0.792,2.8,0.647,0.792,2.7,0.644,0.792,2.8,0.66,0.792,0
20030526_2313,6.9,123.85,579.7,PR.CBYP.,18.272,-65.857,153.068,1712.006,1754.196,1768.015,80.0,3.326,0.273,0.197,0.209,0.248,0.244,-5.1,-1.2,0.673,-0.756,-5.3,0.524,0.524,-5.5,0.474,0.524,-5.5,0.483,0.524,-5.7,0.526,0.524,-5.7,0.526,0.524,0
