evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20030526_2313,2003,5,26,23,13,35,6.900,123.850,579.7,-0.638e26,-0.374e26,1.01e26,1.16e26,-1.69e26,0.506e26
