station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,ccf1,ccf2,ccf3,ccf4,ccf5
XF.H1610.01,33.858,84.263,150.680,1700.229,1739.680,1752.482,232.000,0.609,0.598,0.561,0.580,0.592
N.HJOF.,33.105,139.802,158.051,1740.010,1788.080,1804.112,233.000,0.315,0.269,0.281,0.280,0.277
XF.H1030.01,29.483,85.755,152.382,1709.573,1750.947,1764.461,234.000,0.482,0.551,0.505,0.523,0.545
XF.H1410.01,32.236,84.374,150.993,1701.953,1741.754,1754.684,235.000,0.411,0.524,0.555,0.545,0.531
IC.MDJ.00,44.618,129.593,157.572,1737.476,1784.963,1800.775,236.000,0.291,0.314,0.331,0.339,0.338
XF.H1260.01,31.155,85.012,151.639,1705.507,1746.037,1759.236,237.000,0.487,0.640,0.622,0.645,0.647
XG.CHDE.02,41.016,117.917,163.818,1769.924,1825.265,1844.075,238.000,0.134,0.157,0.142,0.133,0.130
AU.WB2.,-19.943,134.351,131.917,1591.011,1612.138,1618.558,239.000,0.528,0.575,0.578,0.576,0.577
AU.COEN.,-13.956,143.176,133.232,1599.043,1621.266,1628.051,240.000,0.413,0.506,0.513,0.535,0.530
XF.H1620.01,33.966,84.223,150.630,1699.955,1739.351,1752.132,241.000,0.537,0.493,0.459,0.474,0.485
XF.H1570.01,33.422,84.263,150.747,1700.599,1740.125,1752.954,242.000,0.562,0.567,0.537,0.546,0.561
