group,ntr,evla,evlo,evdp,stla,stlo,gcarc,gcarc_std,residualp,residualp_std,residualc,residualc_std,residual1,residual1_std,residual2,residual2_std,residual3,residual3_std,residual4,residual4_std,residual5,residual5_std
0.0,3.0,-24.88,-63.54,572.3,53.117,70.2,135.473,0.49,-0.967,0.368,-0.867,0.262,-0.767,0.309,-0.6,0.216,-1.1,0.216,-0.967,0.236,-0.867,0.236
1.0,4.0,-24.88,-63.54,572.3,42.543,75.044,141.788,0.552,-0.45,0.35,-0.725,0.249,-0.9,0.245,-0.9,0.308,-1.525,0.277,-1.4,0.3,-1.175,0.277
2.0,2.0,-24.88,-63.54,572.3,34.94,136.06,160.296,0.963,0.25,0.45,0.15,0.95,-0.25,0.95,0.2,0.2,-0.2,0.0,-0.25,0.05,-0.1,0.1
