evtid,year,month,day,hour,minute,second,evla,evlo,evdp,m11,m22,m33,m12,m13,m23
20050321_1223,2005,3,21,12,23,58,-24.880,-63.540,572.3,-0.197e26,-0.366e26,0.563e26,-0.74e26,2.04e26,0.501e26
