evtid,evla,evlo,evdp,station,stla,stlo,gcarc,s2ks,s3ks,s4ks,tridx,snr,ccf1,ccf2,ccf3,ccf4,ccf5,t32_cc,t32_pp,ccf_cc,ccf_pp,t32_fw1,ccf_fw1,ccf_sg1,t32_fw2,ccf_fw2,ccf_sg2,t32_fw3,ccf_fw3,ccf_sg3,t32_fw4,ccf_fw4,ccf_sg4,t32_fw5,ccf_fw5,ccf_sg5,auto_selected,group,az
20050321_1223,-24.88,-63.54,572.3,N.MMAF.,41.162,140.411,154.301,1719.985,1763.578,1777.923,10.0,2.588,0.399,0.449,0.522,0.515,0.516,1.6,1.8,0.843,0.872,1.3,0.661,0.661,1.8,0.715,0.661,1.3,0.657,0.661,1.2,0.656,0.661,1.2,0.668,0.661,0,-1.0,-44.585
20050321_1223,-24.88,-63.54,572.3,N.SBTF.,37.968,139.45,156.523,1731.901,1778.122,1793.456,11.0,2.25,0.287,0.369,0.355,0.369,0.364,-1.3,-1.0,0.814,0.771,-1.1,0.58,0.58,-2.0,0.546,0.58,-2.2,0.586,0.58,-2.1,0.585,0.58,-2.1,0.577,0.58,0,-1.0,-50.355
20050321_1223,-24.88,-63.54,572.3,N.NKGF.,44.802,142.085,151.264,1703.449,1743.555,1756.599,12.0,3.256,0.428,0.475,0.541,0.545,0.537,1.3,1.6,0.969,0.963,1.2,0.806,0.806,1.3,0.75,0.806,0.8,0.742,0.806,0.7,0.751,0.806,0.7,0.755,0.806,0,-1.0,-39.489
20050321_1223,-24.88,-63.54,572.3,7I.TL09.,-25.682,134.765,126.432,1556.923,1573.775,1578.824,13.0,0.741,0.026,0.034,0.036,0.039,0.038,-3.0,0.3,0.382,-0.507,-3.8,0.805,0.805,-3.4,0.833,0.805,-3.4,0.831,0.805,-3.5,0.816,0.805,-3.6,0.818,0.805,0,-1.0,-159.492
20050321_1223,-24.88,-63.54,572.3,TW.MATB.,26.152,119.946,176.607,1832.562,1905.432,1931.354,14.0,0.0,,,,,,-16.0,-8.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,-16.0,0.0,0.0,0,-1.0,-64.262
20050321_1223,-24.88,-63.54,572.3,XG.BAKOU.02,40.465,115.402,164.39,1772.834,1828.917,1848.016,15.0,2.124,0.205,0.287,0.27,0.26,0.265,-0.7,-1.7,0.702,0.553,-1.0,0.594,0.594,-1.2,0.584,0.594,-1.5,0.553,0.594,-1.8,0.522,0.594,-1.6,0.529,0.594,0,-1.0,2.928
20050321_1223,-24.88,-63.54,572.3,TW.YHNB.,24.67,121.376,175.532,1827.491,1898.811,1924.091,16.0,3.453,0.333,0.534,0.514,0.519,0.526,-0.6,-0.8,0.856,0.883,-0.1,0.566,0.566,0.1,0.835,0.566,0.0,0.871,0.566,0.0,0.866,0.566,0.1,0.84,0.566,0,-1.0,-92.097
20050321_1223,-24.88,-63.54,572.3,N.ABUF.,34.863,135.571,160.706,1753.914,1805.276,1822.557,17.0,4.253,0.615,0.581,0.622,0.622,0.613,1.6,1.5,0.852,0.924,0.8,0.908,0.908,1.5,0.547,0.908,0.7,0.688,0.908,0.6,0.699,0.908,0.8,0.668,0.908,0,-1.0,-54.028
20050321_1223,-24.88,-63.54,572.3,IU.MIDW.00,28.215,-177.37,121.459,1525.169,1538.591,1542.58,18.0,1.456,0.325,0.421,0.42,0.425,0.422,-2.3,-2.4,0.411,0.254,1.9,0.52,0.52,-1.5,0.538,0.52,-0.1,0.561,0.52,-0.1,0.561,0.52,-0.1,0.54,0.52,0,-1.0,-71.032
20050321_1223,-24.88,-63.54,572.3,XF.H1430.01,32.382,84.131,150.772,1700.739,1740.294,1753.133,19.0,3.691,0.43,0.507,0.521,0.522,0.512,-3.1,-3.6,0.549,0.59,7.8,0.514,0.514,8.4,0.447,0.514,8.1,0.439,0.514,8.2,0.432,0.514,8.4,0.441,0.514,0,-1.0,67.625
20050321_1223,-24.88,-63.54,572.3,TW.TWGB.,22.818,121.08,175.299,1826.386,1897.371,1922.512,20.0,1.33,-0.047,-0.033,-0.019,-0.015,-0.03,-0.1,-2.6,0.672,0.425,-2.0,0.737,0.737,-0.7,0.468,0.737,-0.5,0.461,0.737,-0.5,0.46,0.737,-0.6,0.467,0.737,0,-1.0,-117.619
20050321_1223,-24.88,-63.54,572.3,IU.DAV.00,7.07,125.579,160.169,1751.12,1801.808,1818.832,21.0,0.347,0.007,0.024,0.025,0.024,0.025,-8.0,-4.3,0.159,0.911,-7.5,0.348,0.348,-8.2,0.353,0.348,-8.3,0.335,0.348,-8.5,0.31,0.348,-8.5,0.308,0.348,0,-1.0,-152.906
20050321_1223,-24.88,-63.54,572.3,XF.H0810.01,29.467,85.232,151.928,1707.092,1747.948,1761.27,22.0,7.309,0.379,0.511,0.493,0.506,0.515,-0.6,-0.5,0.899,0.931,5.2,0.577,0.577,6.2,0.449,0.577,6.0,0.526,0.577,6.1,0.506,0.577,6.3,0.464,0.577,0,-1.0,73.591
20050321_1223,-24.88,-63.54,572.3,KN.KBK.,42.656,74.948,141.69,1649.333,1679.312,1688.737,23.0,5.493,0.629,0.619,0.588,0.595,0.608,-0.8,-0.8,0.914,0.954,-1.3,0.769,0.769,-1.3,0.863,0.769,-1.8,0.872,0.769,-1.7,0.882,0.769,-1.5,0.874,0.769,1,1.0,51.818
20050321_1223,-24.88,-63.54,572.3,N.AMMF.,28.157,129.3,168.06,1791.267,1852.203,1873.231,24.0,5.468,0.592,0.511,0.561,0.552,0.531,0.2,0.3,0.987,0.986,0.2,0.856,0.856,6.9,0.441,0.856,6.6,0.583,0.856,6.8,0.577,0.856,6.9,0.519,0.856,0,-1.0,-70.834
20050321_1223,-24.88,-63.54,572.3,XF.H1190.01,30.649,85.138,151.786,1706.311,1747.006,1760.267,25.0,0.351,0.003,0.012,0.012,0.012,0.012,-0.1,-4.2,0.932,0.966,-13.2,0.265,0.265,-13.0,0.33,0.265,10.8,0.283,0.265,10.8,0.27,0.265,-13.0,0.308,0.265,0,-1.0,71.074
20050321_1223,-24.88,-63.54,572.3,N.INNF.,33.47,131.306,164.476,1773.272,1829.468,1848.61,26.0,4.989,0.096,0.371,0.409,0.409,0.401,1.4,2.1,0.901,0.871,2.8,0.67,0.67,1.2,0.766,0.67,1.0,0.821,0.67,1.0,0.83,0.67,1.0,0.818,0.67,0,-1.0,-52.446
20050321_1223,-24.88,-63.54,572.3,XF.H1580.01,33.533,84.291,150.754,1700.637,1740.171,1753.003,27.0,3.645,0.654,0.616,0.581,0.598,0.611,0.2,4.4,0.765,-0.628,-0.2,0.802,0.802,0.0,0.811,0.802,-0.4,0.766,0.802,-0.3,0.786,0.802,-0.1,0.804,0.802,0,-1.0,65.234
20050321_1223,-24.88,-63.54,572.3,XF.H1400.01,32.119,84.694,151.275,1703.508,1743.627,1756.675,28.0,4.698,0.391,0.467,0.444,0.455,0.451,-1.3,-1.1,0.574,0.648,5.0,0.582,0.582,5.4,0.392,0.582,4.9,0.309,0.582,5.0,0.317,0.582,5.2,0.365,0.582,0,-1.0,68.052
20050321_1223,-24.88,-63.54,572.3,IC.ENH.00,30.276,109.495,171.804,1809.629,1875.684,1898.799,29.0,5.647,0.482,0.285,0.255,0.261,0.262,-1.5,-1.2,0.83,0.872,-0.1,0.86,0.86,-0.5,0.563,0.86,-1.0,0.47,0.86,-1.0,0.462,0.86,-0.8,0.502,0.86,0,-1.0,45.859
20050321_1223,-24.88,-63.54,572.3,II.TLY.00,51.681,103.644,151.47,1704.578,1744.916,1758.045,30.0,7.321,0.646,0.602,0.592,0.584,0.595,-0.8,-0.6,0.966,0.979,-0.6,0.482,0.482,-0.6,0.496,0.482,-1.0,0.443,0.482,-1.4,0.432,0.482,-1.1,0.454,0.482,0,-1.0,16.624
20050321_1223,-24.88,-63.54,572.3,KZ.CHKZ.,53.676,70.615,135.504,1612.782,1636.968,1644.416,31.0,4.159,0.642,0.719,0.711,0.715,0.711,-0.5,-0.5,0.886,0.877,-0.5,0.826,0.826,-0.4,0.833,0.826,-0.9,0.864,0.826,-0.8,0.853,0.826,-0.7,0.841,0.826,1,0.0,37.326
20050321_1223,-24.88,-63.54,572.3,7I.GA07.,-31.518,136.513,120.433,1518.526,1531.295,1535.086,32.0,3.558,0.453,0.445,0.434,0.459,0.47,-1.2,-1.7,0.668,0.562,-1.9,0.713,0.713,-1.0,0.836,0.713,-1.1,0.826,0.713,-1.0,0.779,0.713,-1.0,0.789,0.713,0,-1.0,-160.247
20050321_1223,-24.88,-63.54,572.3,IC.BJT.00,40.019,116.172,164.859,1775.214,1831.909,1851.246,33.0,2.414,0.464,0.492,0.482,0.465,0.473,-1.2,3.5,0.909,-0.329,-0.7,0.773,0.773,-0.8,0.838,0.773,-1.0,0.838,0.773,-1.2,0.843,0.773,-1.2,0.839,0.773,0,-1.0,0.826
20050321_1223,-24.88,-63.54,572.3,N.NRWF.,34.768,133.533,162.233,1761.806,1815.108,1833.13,34.0,4.973,0.426,0.307,0.314,0.314,0.313,0.3,0.2,0.945,0.948,-0.3,0.739,0.739,1.5,0.814,0.739,1.4,0.758,0.739,1.4,0.748,0.739,1.4,0.758,0.739,0,-1.0,-51.775
20050321_1223,-24.88,-63.54,572.3,XF.H0800.01,29.412,85.231,151.929,1707.096,1747.954,1761.276,35.0,4.746,0.39,0.515,0.495,0.505,0.512,-0.7,-0.5,0.892,0.918,5.2,0.684,0.684,6.0,0.504,0.684,5.7,0.575,0.684,5.8,0.557,0.684,5.9,0.526,0.684,0,-1.0,73.709
20050321_1223,-24.88,-63.54,572.3,IC.MDJ.10,44.618,129.593,157.572,1737.476,1784.963,1800.775,36.0,2.312,0.294,0.315,0.333,0.342,0.341,-5.6,-1.9,0.45,-0.743,2.5,0.468,0.468,1.8,0.686,0.468,1.7,0.709,0.468,1.5,0.714,0.468,1.5,0.714,0.468,0,-1.0,-24.824
20050321_1223,-24.88,-63.54,572.3,TW.TPUB.,23.301,120.63,175.879,1829.132,1900.951,1926.437,37.0,3.894,0.298,0.216,0.206,0.212,0.212,0.2,1.2,0.787,0.677,1.0,0.902,0.902,2.0,0.669,0.902,2.0,0.645,0.902,2.1,0.646,0.902,2.1,0.664,0.902,0,-1.0,-114.347
20050321_1223,-24.88,-63.54,572.3,XF.H1120.01,30.138,85.415,152.057,1707.793,1748.796,1762.171,38.0,8.34,0.417,0.485,0.491,0.492,0.488,-1.0,-0.2,0.91,0.809,5.5,0.443,0.443,7.0,0.37,0.443,6.6,0.561,0.443,6.7,0.519,0.443,7.0,0.419,0.443,0,-1.0,72.133
20050321_1223,-24.88,-63.54,572.3,XF.H1150.01,30.358,85.313,151.956,1707.243,1748.131,1761.464,39.0,3.248,0.27,0.394,0.424,0.417,0.402,-1.3,0.4,0.632,0.494,4.5,0.449,0.449,-10.0,0.428,0.449,-2.9,0.296,0.449,-10.4,0.332,0.449,-10.1,0.404,0.449,0,-1.0,71.672
20050321_1223,-24.88,-63.54,572.3,XF.H1230.01,30.932,85.099,151.732,1706.014,1746.648,1759.887,40.0,3.998,0.335,0.508,0.502,0.499,0.51,-1.3,-1.3,0.884,0.89,4.7,0.521,0.521,-1.7,0.578,0.521,-2.4,0.75,0.521,-2.2,0.729,0.521,-1.8,0.637,0.521,0,-1.0,70.477
20050321_1223,-24.88,-63.54,572.3,N.KGMF.,26.757,128.215,169.257,1797.186,1859.743,1881.426,41.0,5.454,0.432,0.356,0.284,0.325,0.354,-0.1,-0.3,0.716,0.762,-0.3,0.447,0.447,5.1,0.711,0.447,5.0,0.448,0.447,5.0,0.527,0.447,5.1,0.666,0.447,0,-1.0,-77.112
20050321_1223,-24.88,-63.54,572.3,AU.CTA.,-20.088,146.25,126.507,1557.391,1574.298,1579.365,42.0,3.409,0.516,0.553,0.552,0.542,0.537,0.6,1.1,0.829,0.816,0.3,0.724,0.724,0.6,0.734,0.724,0.5,0.733,0.724,0.4,0.731,0.724,0.5,0.734,0.724,0,-1.0,-144.656
20050321_1223,-24.88,-63.54,572.3,N.TMRF.,41.102,141.383,153.705,1716.764,1759.663,1773.746,43.0,4.967,0.528,0.353,0.354,0.354,0.353,1.0,0.8,0.919,0.926,1.1,0.719,0.719,1.0,0.788,0.719,0.6,0.728,0.719,0.4,0.723,0.719,0.5,0.738,0.719,0,-1.0,-45.581
20050321_1223,-24.88,-63.54,572.3,IC.SSE.00,31.095,121.189,172.515,1813.069,1880.116,1903.637,44.0,9.097,0.351,0.44,0.461,0.473,0.473,-0.5,-0.3,0.868,0.854,1.6,0.862,0.862,0.6,0.912,0.862,0.3,0.903,0.862,0.3,0.9,0.862,0.2,0.895,0.862,0,-1.0,-31.385
20050321_1223,-24.88,-63.54,572.3,MY.KUM.,5.29,100.649,155.222,1724.945,1769.619,1784.372,45.0,1.181,0.141,0.186,0.179,0.179,0.183,3.5,3.9,0.466,0.436,3.8,0.902,0.902,4.1,0.891,0.902,4.1,0.902,0.902,4.1,0.915,0.902,4.1,0.901,0.902,0,-1.0,140.165
20050321_1223,-24.88,-63.54,572.3,IU.MAJO.00,36.546,138.204,158.046,1739.986,1788.051,1804.08,46.0,6.462,0.306,0.399,0.404,0.394,0.395,7.2,2.9,0.672,-0.256,7.6,0.58,0.58,6.9,0.644,0.58,6.6,0.654,0.58,6.6,0.647,0.58,6.7,0.643,0.58,0,-1.0,-52.469
20050321_1223,-24.88,-63.54,572.3,N.WJMF.,37.402,137.026,158.479,1742.269,1790.863,1807.093,47.0,5.004,0.403,0.401,0.407,0.402,0.405,-1.0,-0.8,0.599,0.643,-1.4,0.579,0.579,-1.6,0.629,0.579,-1.9,0.631,0.579,-1.9,0.634,0.579,-1.8,0.644,0.579,0,-1.0,-49.207
20050321_1223,-24.88,-63.54,572.3,G.HYB.,17.417,78.553,143.988,1662.594,1694.88,1705.109,48.0,8.96,0.467,0.46,0.458,0.46,0.46,-1.6,-2.3,0.547,0.363,-1.8,0.443,0.443,-1.7,0.386,0.443,1.6,0.459,0.443,1.6,0.423,0.443,-1.9,0.37,0.443,0,-1.0,94.623
20050321_1223,-24.88,-63.54,572.3,IC.LSA.00,29.703,91.128,157.027,1734.584,1781.411,1796.974,49.0,6.666,0.576,0.594,0.592,0.595,0.594,0.7,-4.7,0.725,-0.594,1.0,0.864,0.864,1.5,0.858,0.864,1.5,0.837,0.864,1.5,0.839,0.864,1.5,0.852,0.864,0,-1.0,72.151
20050321_1223,-24.88,-63.54,572.3,II.WRAB.00,-19.934,134.36,131.922,1591.044,1612.176,1618.597,50.0,3.48,0.518,0.521,0.522,0.519,0.52,0.6,1.5,0.772,0.682,0.2,0.708,0.708,0.3,0.733,0.708,0.3,0.732,0.708,0.2,0.73,0.708,0.1,0.732,0.708,0,-1.0,-157.275
20050321_1223,-24.88,-63.54,572.3,XF.H1040.01,29.561,85.74,152.366,1709.486,1750.841,1764.348,51.0,8.152,0.423,0.476,0.411,0.425,0.46,-1.5,-1.5,0.74,0.716,4.4,0.478,0.478,4.7,0.462,0.478,4.1,0.669,0.478,4.2,0.635,0.478,4.6,0.514,0.478,0,-1.0,73.349
20050321_1223,-24.88,-63.54,572.3,XF.H1160.01,30.434,85.289,151.93,1707.101,1747.96,1761.282,52.0,4.945,0.337,0.461,0.496,0.487,0.471,-0.3,-4.5,0.8,-0.784,4.7,0.455,0.455,-8.6,0.551,0.455,-1.6,0.504,0.455,-9.1,0.436,0.455,-8.8,0.521,0.455,0,-1.0,71.513
20050321_1223,-24.88,-63.54,572.3,XF.H1020.01,29.413,85.737,152.369,1709.503,1750.862,1764.37,53.0,5.222,0.429,0.515,0.443,0.472,0.507,-1.0,-1.0,0.911,0.898,-9.5,0.49,0.49,-9.4,0.479,0.49,4.7,0.52,0.49,4.8,0.463,0.49,-9.5,0.466,0.49,0,-1.0,73.671
20050321_1223,-24.88,-63.54,572.3,N.NAAF.,35.224,137.362,159.224,1746.185,1795.697,1812.275,54.0,5.126,0.499,0.599,0.576,0.575,0.582,-0.2,-4.2,0.818,-0.461,-0.2,0.847,0.847,-1.0,0.671,0.847,-1.3,0.722,0.847,-1.3,0.72,0.847,-1.1,0.709,0.847,0,-1.0,-54.945
20050321_1223,-24.88,-63.54,572.3,N.FUKF.,32.718,128.757,166.692,1784.446,1843.555,1863.849,55.0,5.96,0.411,0.359,0.393,0.394,0.398,1.0,1.6,0.812,0.713,2.6,0.852,0.852,8.7,0.454,0.852,8.9,0.484,0.852,8.9,0.482,0.852,9.0,0.473,0.852,0,-1.0,-50.4
20050321_1223,-24.88,-63.54,572.3,N.ADMF.,37.905,138.43,157.263,1735.84,1782.953,1798.623,56.0,3.293,0.54,0.556,0.545,0.539,0.542,6.4,3.0,0.545,-0.798,6.7,0.385,0.385,6.7,0.639,0.385,6.4,0.582,0.385,6.3,0.576,0.385,6.4,0.588,0.385,0,-1.0,-49.514
20050321_1223,-24.88,-63.54,572.3,7I.TL14.,-29.82,141.925,120.092,1516.307,1528.863,1532.589,57.0,3.617,0.505,0.466,0.462,0.46,0.459,-1.4,-0.4,0.631,0.583,-0.6,0.666,0.666,-0.1,0.693,0.666,-0.1,0.685,0.666,-0.1,0.638,0.666,-0.1,0.645,0.666,0,-1.0,-154.54
20050321_1223,-24.88,-63.54,572.3,XG.YFANG.02,40.754,115.319,164.097,1771.344,1827.048,1845.998,58.0,3.726,0.205,0.231,0.225,0.22,0.223,6.1,4.8,0.382,0.426,7.7,0.242,0.242,6.9,0.218,0.242,6.0,0.207,0.242,5.2,0.211,0.242,5.6,0.207,0.242,0,-1.0,3.09
20050321_1223,-24.88,-63.54,572.3,N.TGWF.,33.973,132.932,163.049,1765.995,1820.344,1838.77,59.0,3.698,0.319,0.301,0.311,0.291,0.299,0.7,1.4,0.805,0.717,1.5,0.802,0.802,1.2,0.894,0.802,0.8,0.925,0.802,0.8,0.929,0.802,0.8,0.927,0.802,0,-1.0,-53.291
20050321_1223,-24.88,-63.54,572.3,XF.H1050.01,29.639,85.725,152.35,1709.395,1750.732,1764.232,60.0,9.435,0.389,0.464,0.383,0.412,0.455,-1.7,-1.3,0.831,0.798,4.7,0.474,0.474,5.0,0.48,0.474,4.2,0.77,0.474,4.5,0.702,0.474,5.0,0.536,0.474,0,-1.0,73.181
20050321_1223,-24.88,-63.54,572.3,TW.TWKB.,21.941,120.812,175.042,1825.166,1895.784,1920.774,61.0,1.874,0.22,0.212,0.204,0.204,0.203,-0.5,-1.2,0.726,0.686,-1.5,0.797,0.797,0.0,0.895,0.797,-0.1,0.912,0.797,-0.1,0.911,0.797,0.0,0.898,0.797,0,-1.0,-128.281
20050321_1223,-24.88,-63.54,572.3,XF.H1280.01,31.302,85.13,151.727,1705.987,1746.615,1759.851,62.0,4.059,0.42,0.56,0.539,0.549,0.563,-1.1,-1.2,0.795,0.78,-10.1,0.359,0.359,-9.9,0.389,0.359,-2.2,0.44,0.359,-2.1,0.407,0.359,8.2,0.373,0.359,0,-1.0,69.687
20050321_1223,-24.88,-63.54,572.3,N.IMGF.,42.393,140.141,153.797,1717.261,1760.266,1774.389,63.0,2.05,0.264,0.256,0.281,0.276,0.277,0.3,1.3,0.753,0.596,0.9,0.383,0.383,1.1,0.558,0.383,0.7,0.507,0.383,0.5,0.485,0.383,0.5,0.493,0.383,0,-1.0,-41.984
20050321_1223,-24.88,-63.54,572.3,XF.H1560.01,33.307,84.246,150.75,1700.615,1740.145,1752.975,64.0,5.012,0.606,0.582,0.554,0.567,0.579,0.5,0.8,0.532,0.494,0.1,0.768,0.768,0.5,0.668,0.768,0.1,0.62,0.768,0.2,0.637,0.768,0.4,0.659,0.768,0,-1.0,65.706
20050321_1223,-24.88,-63.54,572.3,N.WTRF.,34.374,136.575,160.158,1751.065,1801.738,1818.758,65.0,4.962,0.689,0.635,0.684,0.676,0.67,1.3,1.4,0.913,0.899,0.6,0.887,0.887,1.2,0.714,0.887,0.4,0.679,0.887,0.4,0.678,0.887,0.6,0.681,0.887,0,-1.0,-56.422
20050321_1223,-24.88,-63.54,572.3,XF.H1360.01,31.862,84.954,151.522,1704.863,1745.259,1758.41,66.0,4.675,0.423,0.573,0.573,0.589,0.581,-0.1,-0.2,0.841,0.846,6.5,0.454,0.454,9.2,0.336,0.454,-1.1,0.371,0.454,-0.8,0.364,0.454,-0.4,0.329,0.454,0,-1.0,68.537
20050321_1223,-24.88,-63.54,572.3,N.NOPF.,44.322,142.938,151.033,1702.175,1742.022,1754.969,67.0,2.865,0.501,0.408,0.465,0.466,0.465,1.1,1.2,0.907,0.877,0.7,0.827,0.827,1.2,0.757,0.827,0.6,0.749,0.827,0.5,0.761,0.827,0.5,0.764,0.827,0,-1.0,-41.026
20050321_1223,-24.88,-63.54,572.3,IC.KMI.10,25.148,102.747,167.576,1788.862,1849.149,1869.916,68.0,5.889,0.243,0.078,0.118,0.112,0.078,-2.2,-2.1,0.819,0.779,-2.1,0.865,0.865,-1.9,0.616,0.865,-0.9,0.546,0.865,-1.0,0.573,0.865,-1.7,0.613,0.865,0,-1.0,85.932
20050321_1223,-24.88,-63.54,572.3,PS.PSI.,2.694,98.924,152.11,1708.085,1749.148,1762.546,69.0,1.036,0.004,0.048,0.061,0.08,0.064,2.1,2.3,0.78,0.777,7.4,0.686,0.686,7.7,0.628,0.686,7.6,0.679,0.686,7.5,0.735,0.686,7.6,0.676,0.686,0,-1.0,140.39
20050321_1223,-24.88,-63.54,572.3,IU.YSS.00,46.959,142.76,149.607,1694.29,1732.551,1744.916,70.0,3.649,0.488,0.514,0.54,0.561,0.552,2.1,2.4,0.933,0.942,1.7,0.91,0.91,2.2,0.909,0.91,1.9,0.925,0.91,1.7,0.933,0.91,1.7,0.931,0.91,0,-1.0,-36.559
20050321_1223,-24.88,-63.54,572.3,IU.GUMO.00,13.589,144.868,150.981,1701.89,1741.678,1754.604,71.0,2.603,0.414,0.342,0.388,0.392,0.346,1.9,2.6,0.875,0.87,1.2,0.739,0.739,1.5,0.537,0.739,7.5,0.566,0.739,7.5,0.538,0.739,1.4,0.526,0.739,0,-1.0,-107.942
20050321_1223,-24.88,-63.54,572.3,XF.H1422.01,32.064,83.899,150.611,1699.851,1739.226,1751.999,72.0,4.34,0.527,0.599,0.58,0.59,0.596,-2.8,-3.4,0.687,0.643,5.1,0.339,0.339,-3.8,0.476,0.339,-4.3,0.557,0.339,-4.1,0.534,0.339,-3.9,0.497,0.339,0,-1.0,68.322
20050321_1223,-24.88,-63.54,572.3,N.KYKF.,30.378,130.41,166.487,1783.42,1842.257,1862.442,73.0,5.027,0.479,0.598,0.593,0.592,0.599,0.9,1.1,0.86,0.829,2.2,0.843,0.843,0.5,0.694,0.843,0.3,0.702,0.843,0.3,0.706,0.843,0.4,0.705,0.843,0,-1.0,-62.342
20050321_1223,-24.88,-63.54,572.3,7I.TL12.,-27.634,135.597,124.343,1543.686,1559.042,1563.626,74.0,3.62,0.384,0.51,0.509,0.505,0.506,0.6,0.7,0.918,0.933,0.2,0.944,0.944,0.1,0.932,0.944,0.1,0.93,0.944,0.0,0.907,0.944,-0.1,0.908,0.944,0,-1.0,-159.486
20050321_1223,-24.88,-63.54,572.3,XF.H1460.01,32.598,84.224,150.824,1701.026,1740.639,1753.5,75.0,2.726,0.399,0.443,0.446,0.446,0.444,0.0,0.0,0.594,0.577,6.6,0.584,0.584,0.0,0.507,0.584,6.9,0.506,0.584,7.0,0.497,0.584,7.2,0.502,0.584,0,-1.0,67.162
20050321_1223,-24.88,-63.54,572.3,N.YNGF.,24.455,123.007,174.036,1820.375,1889.561,1913.961,76.0,4.004,0.397,0.502,0.505,0.512,0.5,-0.2,-0.1,0.5,0.506,0.4,0.36,0.36,-0.4,0.697,0.36,-0.7,0.696,0.36,-0.7,0.713,0.36,-0.4,0.701,0.36,0,-1.0,-93.175
